Single_ent,en,es,tr,vi
['margo'],"I liked the image of [MASK] as a balloon, but I figured that in his urge for the poetic, the detective had seen more worry in me than the pang I’d actually felt. I knew she’d be back. She’d deflate and float back to Jefferson Park. She always had.","Me gustó la imagen de [MASK] como un globo, pero pensé que, en su deseo de ser poético, el detective me había visto mucho más preocupado de lo que realmente estaba. Sabía que volvería. Se desinflaría y volvería volando a Jefferson Park. Siempre había vuelto.","[MASK]’nun balon halini hayal etmek hoşuma gitmişti ama dedektif konuya şiirsel yaklaşırken bende, aslında hissettiğim ani sancıdan ziyade endişe gördüğünü düşündüm. [MASK]’nun geri döneceğini biliyordum. Sönecek ve tekrar Jefiferson Park’a doğru süzülecekti. Her zaman öyle yapmıştı.","Tôi thích hình dung [MASK] như quả bóng bay, nhưng dường như trong cơn trào dâng đầy chất thơ vừa rồi, vị thám tử đã nhìn thấu có rất nhiều lo lắng ở trong tôi, còn hơn cả những xung động tôi đang thực sự cảm nhận. Tôi biết [MASK] sẽ về. Cô ấy sẽ xẹp lại và trôi trở về Jefferson Park. Cô ấy luôn như vậy."
['margo roth spiegelman'],"“I would think that she’d be back by Monday,” I said. “You don’t want to miss too much school, even if you’re [MASK]. Maybe she can stay here till graduation.”",—Diría que volverá el lunes —comenté—. Ni siquiera a [MASK] le interesa perder muchas clases. Quizá se quede aquí hasta la graduación.,"“Pazartesiye kadar dönmüş olacağını düşünüyorum,” dedim. “Dersleri fazla ekmek istemezsin, [MASK] olsan bile. Belki mezuniyete kadar burada kalabilir.","“Tôi nghĩ có lẽ đến thứ Hai Margo sẽ về,” tôi nói. “Có ai muốn nghỉ học vô độ đâu, dù là [MASK] đi nữa. Có lẽ cậu ấy có thể ở đây cho đến lúc tốt nghiệp.”"
['margo'],"I shrugged my shoulders. I didn’t know the answer, but of course I had my hopes: maybe [MASK] needed to see my confidence. Maybe this time she wanted to be found, and to be found by me. Maybe—just as she had chosen me on the longest night, she had chosen me again. And maybe untold riches awaited he who found her.","Me encogí de hombros. No podía responderle, aunque por supuesto albergaba esperanzas: quizá [MASK] quería ver que confiaba en mí mismo. Quizá esa vez quería que la encontraran, que la encontrara yo. Quizá… igual que me había elegido a mí para la noche más larga, había vuelto a elegirme a mí. Y quizá al que la encontrara le esperasen incalculables riquezas.","Omzumu silktim. Cevabı bilmiyordum ama elbette umutlarım vardı: Belki [MASK]’nun benim güvenimi görmesi gerekiyordu. Belki bu sefer benim tarafımdan bulunmak istiyordu. Belki... tam da o uzun gecede beni seçtiği gibi, yine beni seçmişti. Ve belki onu bulan kişiyi bilinmeyen hazineler bekliyordu.","Tôi nhún vai. Tôi không có câu trả lời, nhưng tất nhiên tôi nuôi hi vọng: có lẽ [MASK] muốn thấy sự tự tin của tôi. Có thể lần này cô ấy muốn được tìm thấy, và được tôi tìm thấy. Có thể–cũng giống như cô ấy đã chọn tôi trong cái đêm dài nhất ấy, lần này cô ấy lại chọn tôi. Và có thể kho báu bí mật đang chờ người tìm ra cô ấy."
"['bay jiminez', 'jiminez']","I knew these halls so well—and finally it was starting to feel like they knew me, too. I stood there as the third bell rang and the crowds dwindled. Only then did I walk to calc, sitting down just after Mr. [MASK] had started another interminable lecture.",Conocía muy bien aquellos pasillos y al final empezaba a parecer que también ellos me conocían a mí. Me quedé allí parado mientras sonaba el tercer timbre y la multitud se dispersaba. Solo entonces me dirigí a la clase de cálculo y me senté justo después de que el señor [MASK] hubiera empezado otra de sus interminables lecciones.,Bu koridorları o kadar iyi tanıyordum ki... ve sonunda onlar da beni tanıyorlarmış gibi gelmeye başhyordu. Üçüncü zil çaldığında kalabalık git gide azalırken orada durdum. Ancak daha sonra matematiğe girdim ve [MASK] başka bir bitmek bilmez derse başladıktan hemen sonra yerime oturdum.,"Tôi quá biết những hành lang này–và rút cục cũng bắt đầu có cảm giác rằng chúng biết tôi. Tôi vẫn đứng đó khi hồi chuông thứ ba vang lên và đám đông bắt đầu tản mát. Chỉ khi ấy tôi mới vào lớp giải tích, ngồi xuống ngay sau khi thầy [MASK] bắt đầu một bài học lê thê vô tận khác."
['ben starling'],"A few minutes later, as I glanced toward the clock for only the thirty-seventh time, I saw [MASK] standing outside the classroom door, a hall pass in his hand, dancing a spastic jig.","A los pocos minutos, al mirar el reloj solo por trigésimo séptima vez, vi a [MASK] al otro lado de la puerta de la clase, pegándose un bailoteo espasmódico y con un permiso para estar fuera de clase en la mano.","Birkaç dakika sonra, saate yalnızca otuz yedinci kez bakarken, [MASK]’in sınıfın kapısının dışında durduğunu gördüm, elinde bir izin kâğıdıyla saçma sapan bir dans ediyordu.","Mấy phút sau, khi liếc đồng hồ mới tới lần thứ ba mươi bảy, tôi thấy [MASK] đứng ngoài cửa lớp, tấm thẻ thông hành[7] trong tay, nhún nhảy như điên theo điệu jig."
"['margo', 'marg']","So what he did was he took a pencil and one of those steel compass things, and he started drawing circles onto a piece of paper. All the circles exactly two inches in diameter. And he would draw the circles until the entire piece of paper was completely black, and then he would get another piece of paper and draw more circles, and he did this every day, all day, and didn’t pay attention in school and drew circles all over all of his tests and shit, and my mom said that this kid’s problem was that he had created a routine to cope with his loss, only the routine became destructive. So anyway, then my mom made him cry about his dad or whatever and the kid stopped drawing circles and presumably lived happily ever after. But I think about the circles kid sometimes, because I can sort of understand him. I always liked routine. I suppose I never found boredom very boring. I doubted I could explain it to someone like [MASK], but drawing circles through life struck me as a kind of reasonable insanity.","Lo que hizo el niño fue coger un lápiz y un compás, y empezar a dibujar circunferencias en una hoja de papel. Todas las circunferencias de exactamente cinco centímetros de diámetro. Y dibujaba circunferencias hasta que toda la hoja de papel quedaba totalmente negra. Entonces cogía otra hoja y dibujaba más circunferencias. Y lo hacía todos los días, a todas horas. No prestaba atención en clase, dibujaba circunferencias en todos los exámenes, y mi madre me dijo que el problema del niño era que había generado una rutina para sobrellevar su pérdida, pero que la rutina se había vuelto destructiva. El caso es que mi madre consiguió que llorara por su padre, y el niño dejó de dibujar circunferencias y al parecer desde entonces vivió feliz. Pero de vez en cuando pienso en el niño de las circunferencias, porque de alguna manera lo entiendo. Siempre me han gustado las rutinas. Supongo que aburrirme nunca me había aburrido demasiado. Suponía que no podría explicárselo a alguien como [MASK], pero pasarte la vida dibujando circunferencias me parecía una locura hasta cierto punto razonable.","Sonuçta şöyle bir şey yapmış: Bir kalem ile şu çelik pergellerden almış ve bir kâğıdın üzerine çemberler çizmeye başlamış. Bütün çemberler tam olarak iki santimetre çapındaymış. Çemberleri, kâğıdın tamamı siyah olana kadar çiziyor, sonra başka bir kâğıt alıp daha fazla çember çiziyormuş ve bunu her gün sürekli yapıyormuş. Derslere dikkatini vermeyip sınav kâğıtlarının filan her yerine çember çiziyormuş ve annem çocuğun sorununun, kaybıyla başa çıkmak için yarattığı rutinin yıkıcı hale gelmesi olduğunu söylemişti. Yani her neyse, sonra annem babası için falan ağlamasını sağlamış ve çocuk çember çizmeyi bırakıp galiba sonsuza kadar mutlu yaşamış. Ama bazen çember çocuğu düşünürüm çünkü onu bir nevi anlıyorum. Her zaman rutini sevdim. Sanırım hiçbir zaman can sıkıntısını sıkıcı bulmadım. [MASK] gibi birine bunu açıklayabileceğimden emin değildim ama hayatta çemberler çizmek bende makul bir tür delilik izlenimi bırakıyordu.","Và thằng bé đã làm thế này, nó lấy cái bút chì và một trong những thứ như com-pa sắt, bắt đầu vẽ những vòng tròn lên giấy. Tất cả các vòng tròn đều có bán kính chính xác năm phân. Thằng bé cứ vẽ mãi những vòng tròn cho đến khi tờ giấy đen kịt, nó sẽ lấy một tờ khác và vẽ tiếp những vòng tròn. Ngày nào nó cũng làm thế, suốt ngày, chẳng chú ý đến học hành, vẽ cả vòng tròn lên kín các bài kiểm tra và bài vở ở trường. Mẹ tôi bảo vấn đề của thằng bé là ở chỗ nó đã tạo ra một thói quen đều đặn để đương đầu với mất mát, chỉ có điều chính thói quen ấy lại hủy hoại nó. Thế là khi mẹ tôi tìm cách khiến thằng bé bật khóc vì người cha đã mất, nó thôi không vẽ vòng tròn nữa, và được cho là từ đó sẽ sống hạnh phúc mãi mãi. Nhưng thỉnh thoảng tôi lại nghĩ đến thằng bé vẽ vòng tròn ấy, vì hình như tôi hiểu được nó. Tôi luôn thích những thói quen đều đặn. Tôi còn nghĩ chắc tôi không bao giờ thấy sự nhàm chán có gì đáng chán lắm. Có lẽ tôi không giải thích nổi điều này cho ai đó như [MASK], nhưng vẽ những vòng tròn đi hết đời mình mang lại cho tôi chút cảm giác điên rồ có nghĩa lí."
['margo'],"“No, thanks,” I said, and breezed past them through the kitchen and into the garage. I found the widest flathead screwdriver and then stuck it in the waistband of my khaki shorts, cinching my belt tight. I grabbed a cookie out of the kitchen and then walked back through the living room, my gait only slightly awkward, and while they watched the televised mystery unfold, I removed the three pins from my bedroom door. When the last one came off, the door creaked and started to fall, so I swung it all the way open against the wall with one hand, and as I swung it, I saw a tiny piece of paper—about the size of my thumbnail—flutter down from the door’s top hinge. Typical [MASK]. Why hide something in her own room when she could hide it in mine? I wondered when she’d done it, how she’d gotten in. I couldn’t help but smile.","—No, gracias —le contesté. Crucé la cocina y entré en el garaje. Busqué el destornillador plano más grande que teníamos, me lo metí en la cintura de los pantalones cortos caquis y me apreté bien el cinturón. Cogí una galleta de la cocina, volví a cruzar el salón con pasos solo ligeramente torpes y, mientras veían en la tele cómo se resolvía el misterio, quité los tres clavos de la puerta de mi habitación. Cuando salió el último, la puerta crujió y empezó a inclinarse, así que con una mano la empujé contra la pared, y mientras la colocaba, vi que de la bisagra de arriba salía volando un trocito de papel del tamaño de la uña de mi pulgar. Típico de [MASK]. ¿Para qué esconder algo en su habitación si podía esconderlo en la mía? Me pregunté cuándo lo había hecho, cómo se había metido en mi habitación. No pude evitar sonreír.","“Hayır, sağ ol,” dedim ve onları geçip mutfaktan garaja rüzgâr gibi geçtim. En geniş düz uçlu tornavidayı buldum, sonra onu hâki şortumun kemerine sokup kemerimi sıktım. Mutfaktan bir kurabiye aldım, tekrar salondan geçtim, yürüyüş şeklim hafiften tuhaf görünüyor olmalıydı ve onlar televizyondaki gizemin çözümlenme sini izlerlerken, ben odamın kapısından üç menteşeyi çıkardım. Sonuncusu çıkınca kapı gıcırdadı ve düşmeye başladı, bu yüzden bir elimle duvara yaslayıp tamamen açtım, kapıyı iterken ufacık bir kâğıt parçasınınyaklaşık olarak başparmağımın tırnağı boyutundaydıkapının üst menteşesinden aşağı doğru uçtuğunu gördüm. Her zamanki [MASK] işte. Benimkine saklayabilecekken neden kendi odasına bir şey saklayacaktı ki? Bunu ne zaman yaptığını merak ediyordum... nasıl içeri girdiğini. Gülümsemekten kendimi alamadım.","“Không ạ,” tôi đáp, chạy ù từ phòng khách qua bếp, vào ga-ra. Tôi tìm được cái tua-vít đầu bẹt to nhất, giắt nó vào cạp quần soóc ka-ki, kéo thắt lưng cho chặt. Tôi vớ đại một cái bánh qui trong bếp rồi ngược qua phòng khách về phòng mình, bước đi hơi có chút kì kì gượng gạo. Trong khi bố mẹ chăm chú theo dõi bí mật vụ án trên ti-vi được bật mí, tôi lặng lẽ tháo ba cái đinh khỏi bản lề cửa phòng mình. Khi cái cuối cùng trật ra, cánh cửa kêu “rắc” một tiếng và lỏng ra. Tôi đẩy tới đẩy lui cánh cửa quanh gờ tường bằng một tay, và khi đẩy như vậy, tôi thấy một mẩu giấy nhỏ xíu–cỡ móng tay cái của tôi–rơi từ bản lề trên cùng xuống. Đúng kiểu [MASK] rồi nhé. Tại sao phải giấu thứ gì đó trong phòng cô ấy trong khi cô ấy có thể giấu ngay trong phòng tôi? Không biết cô ấy đã hành động lúc nào, làm thế nào lại vào được nhỉ. Tôi không thể nhịn được mỉm cười."
['margo'],"I took a long breath. The excitement of being somewhere other than school had started to wane. This didn’t seem like a place where [MASK] would hide, or even visit. It was a far cry from New York City. This was the Florida you fly over, wondering why people ever thought to inhabit this peninsula. I stared at the empty asphalt, the heat distorting my vision. Ahead, I saw a strip mall wavering in the bright distance.","Respiré hondo. La emoción de no estar en el instituto había empezado a disminuir. No parecía un sitio en el que [MASK] se escondería, ni siquiera al que querría ir. Nada que ver con Nueva York. Era la Florida que ves desde un avión y te preguntas por qué a alguien se le ocurrió un día poblar esta península. Miré el asfalto vacío. El calor me distorsionaba la visión. Frente a nosotros vi un pequeño centro comercial temblando en la distancia.","Derin bir nefes aldım. Okuldan başka bir yerde olmanın heyecanı azalmaya başlamıştı. Burası [MASK]’nun saklanacağı ya da ziyaret edeceği bir yer gibi görünmüyordu. New York’tan bambaşka bir yerdi. Bu, insanlarm bu yarımadaya neden yerleşmeyi düşündüklerini merak ederek üstünden uçup gittiği Florida’ydı işte. Boş asfalta baktım, sıcaklık görüşümü bozuyordu. İleride, parlak alanda titreyen fabrika satış mağazası tipinde bir alışveriş merkezi gördüm.","Tôi hít một hơi thật sâu. Cơn hứng khởi trốn học đi chơi đã xẹp dần. Nơi này chẳng có vẻ gì là chỗ [MASK] sẽ trú ẩn, hoặc thậm chí ghé qua. Khác một trời một vực thành phố New York. Đây là phần Florida mà người ta chỉ bay qua, tự hỏi sao có thể tá túc ở mảnh bán đảo này. Tôi chăm chăm nhìn mặt đường nhựa trống trơn, cái nóng như kéo nhòe thị giác. Phía trước, một vệt cửa hàng trông như khu mua sắm dập dờn trong ánh nắng xa xa."
"['margo', 'whitman']","But even so, I cannot picture her here alive. It occurs to me that the [MASK] could be a suicide note. I think about things she highlighted: “To die is different from what any one supposed, and luckier.” “I bequeath myself to the dirt to grow from the grass I love, / If you want me again look for me under your bootsoles.” For a moment, I feel a flash of hope when I think about the last line of the poem: “I stop some where waiting for you.” But then I think that the I does not need to be a person. The I can also be a body.","Pero, aun así, no me la puedo imaginar viva aquí. Se me ocurre que el [MASK] podría ser una nota de suicidio. Pienso en versos que había marcado: «Y morir es algo distinto de lo que muchos supusieron, y de mejor augurio». «Que el lodo sea mi heredero, quiero crecer del pasto que amo; / Si quieres encontrarte conmigo, búscame bajo la suela de tus zapatos». Por un momento siento un destello de esperanza al pensar en el último verso del poema: «En alguna parte te espero». Pero luego pienso que esa primera persona no tiene por qué ser una persona. También puede ser un cuerpo.","Ama her şeye rağmen, burada Margo’yu canlı olarak hayal edemiyorum. [MASK]’ın bir intihar mektubu olabileceği aklıma geliyor. Altını çizdiği şeyleri düşünüyorum: “Ölmek herkesin varsaydığından daha farklı ve talihli.” “Toprağa, sevdiğim çimenle büyümeye bırakıyorum kendimi, / Eğer tekrar istiyorsan, tabanlarının altında ara beni.” Şiirin son dizesini düşününce, bir anlığına bir umut dalgası hissediyorum: “Ben bir yerde duruyorum bekleyerek seni.” Ama sonra ben kelimesinin bir insan olması gerekmediğini düşünüyorum. Ben, bir ceset de olabilir.","Dẫu vậy, tôi vẫn không thể hình dung Margo còn sống ở đây. Tôi chợt nhận ra rằng những câu thơ của [MASK] có thể là lời nhắn tuyệt mệnh. Tôi nghĩ đến những dòng cô ấy đã đánh dấu: “Và chết chẳng giống những gì người ta huyễn tưởng, và thêm phước phận. “Ta trả mình về đất, nuôi những thân cỏ ta yêu, / Nếu ngươi muốn ta, hãy tìm ta dưới đế ủng.” Trong tích tắc, tôi thấy lóe lên chút hi vọng khi nghĩ đến câu cuối bài thơ: “Ở đâu đó, ta dừng lại đợi ngươi.” Nhưng rồi tôi nghĩ ta không nhất thiết phải là một con người. Ta cũng có thể là một cái xác."
['ben'],"I’m about to refute this idiotic logic when he takes off, running past me in a blur. His acceleration continues as he approaches the board, and then utterly without fear, he leaps up at the last possible second, twists his body sideways—his shoulder out to bear the brunt of the force—and slams into the wood. I half-expect him to burst through and leave a [MASK]-shaped cutout, like a cartoon. Instead, he bounces off the board and falls onto his ass in a patch of bright grass amid the sea of sandy dirt. [MASK] rolls onto his side, rubbing his shoulder. “It broke,” he announces.","Estoy a punto de rebatir esa lógica absurda cuando echa a correr y pasa por delante de mí como una flecha. Sigue acelerando mientras se acerca a la plancha y luego, sin miedo, en el último segundo, pega un salto, gira el cuerpo, saca el hombro para que cargue con la fuerza del impacto y cae en la madera. Casi espero que la atraviese y deje su silueta recortada, como en los dibujos animados. Pero rebota en la plancha y cae de culo en una zona de hierba situada en medio de la arena. [MASK] se gira hacia un lado frotándose el hombro. —Se ha roto —dice.","O harekete geçip bir bulanıklık halinde yanımdan koşup geçerken, [MASK] onun aptalca mantığım reddetmek üzereyim. Levhaya yaklaşırken hızlanmaya devam ediyor ve sonra, tamamen korkusuzca, olabilecek son saniyede havaya sıçrayıp vücudunu yana doğru çeviriyoromzu gücün ağırlığını taşımak için dışarıdave tahtaya çarpıyor. Kısmen, [MASK]’in tahtayı parçalayıp içeri girmesini ve çizgi film karakteri gibi [MASK] şeklinde bir oyuk bırakmasını bekliyorum. Bunun yerine levhadan sekip kumlu toprak denizinin ortasındaki parlak bir çimen parçasına, kıçüstü düşüyor. [MASK], omzunu ovuşturarak yana doğru yuvarlanıyor. “Kırıldı,” diye beyan ediyor.","Tôi toan phản bác thứ lô-gíc ăn dỗ trẻ con ấy, thì [MASK] đã xuất phát, lao vù qua tôi như một vệt nhòe. Càng đến gần tấm gỗ nó càng tăng tốc, và cuối cùng không chút nao núng, nó nhảy lên trong giây cuối cùng, xoay nghiêng người–giơ vai ra hứng chịu va đập–rồi đâm sầm vào lớp gỗ. Tôi nửa mong nó sẽ phá tung tấm ván và để lại một lỗ hổng hình-[MASK], như trong phim hoạt hình vậy. Nhưng nó bật khỏi lớp gỗ, ngã bệt xuống vạt cỏ sáng màu, trong một biển cát bụi tung bay. [MASK] lăn nghiêng người, xoa xoa bả vai. “Vỡ rồi,” nó tuyên bố."
['margo'],"I looked for evidence she had been there: footprints or something written in the dirt or some memento. But I seemed to be the first person to walk on these unnamed dirt streets in years. The ground was flat, and not much brush had grown back yet, so I could see for a ways in every direction. No tents. No campfires. No [MASK].","Busqué pruebas de que [MASK] hubiera estado allí: huellas, algo escrito en la tierra o cualquier cosa que hubiera dejado, pero parecía que yo era la primera persona que andaba por aquellas calles sin nombre en años. El suelo era plano y todavía no había crecido mucha hierba, así que tenía la vista despejada en todas las direcciones. No vi tiendas de campaña, ni rastros de hogueras, ni a [MASK].","[MASK]’nun orada bulunduğuna dair delil aradım: ayak izleri, toprağa yazılmış bir şey ya da bir hatıra. Ancak bu isimsiz toprak yollarda yıllardır yürüyen ilk kişi gibi görünüyordum. Zemin düzdü ve henüz pek fazla çalı büyümemişti, bu nedenle her yönde epey uzağı görebiliyordum. Çadır yoktu. Kamp ateşi yoktu. [MASK] yoktu.","Tôi tìm kiếm bằng chứng cho thấy [MASK] đã ở đây: những dấu chân, điều gì đó được viết lên đất hoặc kỉ vật nào đó. Nhưng dường như sau nhiều năm trời, tôi là người đầu tiên đặt chân lên những con phố bụi bặm vô danh này. Mặt đất bằng phẳng, cây bụi còn chưa mọc nhiều, thế nên tôi có thể bao quát được mọi hướng. Không lều lán. Không dấu lửa. Không có [MASK]."
"['margo', 'marg']","I hit at the dirt with the heels of my fists, and then pounded it again and again, the sand scattering around my hands until I was hitting the bare roots of the tree, and I kept it up, the pain shooting up through my palms and wrists. I had not cried for [MASK] until then, but now finally I did, pounding against the ground and shouting because there was no one to hear: I missed her I missed her I missed her I miss her.","Golpeé el suelo con los nudillos y volví a golpearlo una y otra vez. La arena cedía alrededor de mis manos hasta que llegué a las raíces del árbol, y seguí golpeando. El dolor me subía por las palmas y las muñecas. Hasta aquel momento no había llorado por [MASK], pero por fin lo hice, di golpes en el suelo y grité porque nadie podía oírme. La echaba de menos la echaba de menos la echaba de menos la echo de menos.","Toprağı yumrukladım, sonra tekrar tekrar yumrukladım, ben ağacın dışarı çıkmış köklerine vuruncaya kadar, kumlar ellerimin arasından etrafa saçılıyordu, devam ettim, acı hızla avuçlarımdan ve bileklerimden geçerek artıyordu. O zamana kadar [MASK] için ağlamamıştım ama sonunda o anda ağladım, yeri yumruklayarak ve duyacak kimse olmadığı için bağırarak: Onu özledim onu özledim onu özledim onu özledim onu özlüyorum.","Tôi dận nắm tay mình xuống mặt đất, cứ thế đấm thình thịch, cát vẩn lên cho đến khi tôi đấm phải hàng rễ trần của cây. Tôi vẫn không dừng lại, cơn đau thốn chạy khắp bàn tay và cổ tay tôi. Tôi chưa từng bật khóc vì [MASK], cho đến khi đó, giờ rút cục tôi không nén nổi nữa. Tôi vẫn nện xuống mặt đất và hét lên vì chẳng có ai ở đây nghe được cả: tôi nhớ [MASK], nhớ cô ấy, nhớ, nhớ, nhớ."
['margo'],"I walked back to my house, across the park where [MASK] and I had found the dead guy. I remembered that morning, and I felt something twist at my gut in the remembering of it—not because of the dead guy, but because I remembered that she had found him first. Even in my own neighborhood’s playground, I’d been unable to find a body on my own—how the hell would I do it now?","Volví a mi casa andando y crucé el parque en el que [MASK] y yo habíamos encontrado al muerto. Recordé aquella mañana, y al recordarla sentí que se me revolvían las tripas, no por el muerto, sino porque recordaba que ella lo había visto primero. Ni siquiera en el parque infantil de nuestro barrio había sido capaz de encontrar un cadáver por mí mismo… ¿Cómo demonios iba a encontrarlo en ese momento?","Yürüyerek [MASK]’yla ölü adamı bulduğumuz parktan geçerek i ve döndüm. O sabahı hatırladım ve hatırlamamla karnımda bir şeyin döndüğünü hissettim... ölü adam yüzünden değil, onu ilk önce [MASK]’nun bulduğunu hatırladığım için. Kendi muhitimdeki I >ir oyun alamnda bile, kendi başıma bir ceset bulmaktan acizdim... Iı unu şimdi nasıl yapacaktım ki?","Tôi đi bộ về nhà, qua công viên nơi [MASK] và tôi đã tìm thấy người đàn ông tự vẫn năm nào. Tôi còn nhớ buổi sáng ấy, và bụng tôi chợt quặn lên khi nhớ lại–không phải tại xác chết, mà vì tôi nhớ ra cô ấy đã tìm thấy ông ta trước. Ngay cả ở sân chơi quanh quẩn gần nhà, tôi còn chưa bao giờ tự tìm được cái xác nào–giờ thì quỉ tha ma bắt tôi phải làm thế nào đây?"
['margo roth spiegelman'],"OMNICTIONARIAN96: Q, tomorrow and the next day and the day after that and all the days for the rest of my life, I am happy to participate in your investigation. But I have a girlfriend. She wants to have a nice prom. I want to have a nice prom. It’s not my fault that [MASK] didn’t want us to have a nice prom.","OMNICTIONARIAN96: Q, mañana, pasado mañana, el día siguiente y todos los días que me quedan de vida estaré encantado de participar en tu investigación. Pero tengo novia. Quiere que el baile de graduación sea bonito. Yo también quiero que el baile de graduación sea bonito. No es culpa mía que [MASK] no quisiera que nuestro baile de graduación fuera bonito.","OMNICTIONARIAN96: Q, yann, ondan sonraki gün ve ondan sonraki gün ve ömrümün geri kalanındaki bütün günler, araştırmana katılmaktan mutlu olurum. Ama bir kız arkadaşım var. Güzel bir balo geçirmek istiyor. Ben de güzel bir balo geçirmek istiyorum. [MASK]’ın güzel bir balo geçirmemizi istememesi benim suçum değil.","CÔNGDÂNCỦATOÀNTHƯ96: Q ơi, ngày mai, ngày kia, ngày kỉa ngày kìa, và tất cả những ngày còn lại của đời tôi, tôi sẽ lấy làm hân hạnh được tham gia cuộc điều tra của ông. Nhưng tôi có một cô bạn gái. Cô ấy muốn có một dạ tiệc mĩ mãn. Tôi muốn có một dạ tiệc mĩ mãn. Không phải lỗi của tôi nếu [MASK] không muốn chúng ta có một dạ tiệc mĩ mãn."
['dennis mcmahon'],"With the flashlight crooked between my neck and shoulder, I started to look through desk drawers again, paying special attention to the June desk: some napkins, some still-sharp pencils, memos about mortgages addressed to one [MASK], an empty pack of Marlboro Lights, and an almost-full bottle of red nail polish.","Me coloqué la linterna entre el cuello y el hombro, y empecé a buscar otra vez en los cajones, prestando especial atención a la mesa de junio: servilletas, lápices con punta, informes de hipotecas dirigidas a un tal [MASK], un paquete vacío de Marlboro Light y un frasco casi lleno de esmalte de uñas rojo.","Boynumla omzumun arasına sıkıştırdığım fenerle haziran masasına özel bir dikkat göstererek masa çekmecelerini tekrar incelemeye başladım: birkaç peçete, birkaç tane hâlâ sivri uçlu olan kurşun kalem, [MASK] adında birine yönelik mortgage’larla ilgili notlar, boş bir Marlboro Iights paketi ve neredeyse dolu bir kırmızı oje şişesi.","Kẹp đèn pin giữa cổ và vai, tôi kiểm tra lại các hộc bàn lần nữa, đặc biệt chú ý đến cái bàn tháng Sáu: vài tờ khăn ăn, mấy cái bút chì còn nhọn, ghi chú về những thế chấp của một vị [MASK] nào đó, bao thuốc lá Marlboro rỗng không, và lọ sơn móng tay màu đỏ còn gần đầy."
['margo'],"I unrolled the carpet partway and immediately found something else: a flattened, empty box that had once contained twenty-four nutrition bars. I found myself able to imagine [MASK] here, leaning against the wall with musty rolled-up carpet for a seat, eating a nutrition bar. She is all alone, with only this to eat. Maybe she drives once a day to a convenience store to buy a sandwich and some Mountain Dew, but most of every day is spent here, on or near this carpet. This image seemed too sad to be true—it all struck me as so lonely and so very [MASK]. But all the evidence of the past ten days accumulated toward a surprising conclusion: [MASK] herself was—at least part of the time—very [MASK].","Desenrollé parte de la moqueta e inmediatamente encontré algo más: una caja chafada que en su momento había contenido veinticuatro barritas de cereales. Me descubrí a mí mismo imaginando a [MASK] allí, sentada en la moqueta enrollada y enmohecida, apoyada contra la pared y comiéndose una barrita de cereales. Está sola y no tiene otra cosa que comer. Quizá una vez al día va en coche a una tienda a comprarse un bocadillo y algún Mountain Dew, pero la mayor parte del día la pasa en esta moqueta o cerca de ella. Me pareció una imagen demasiado triste para ser real. Demasiado solitaria y nada propia de [MASK]. Pero los indicios de los últimos diez días parecían conducir a una sorprendente conclusión: [MASK] era —al menos buena parte del tiempo— muy poco propia de [MASK].","Hakyı kısmen açtım ve anmda başka bir şey buldum: bir zamanlar yirmi dört tane gofret içeren düzleşmiş, boş bir kutu. [MASK]’yu burada, küflü halıyı koltuk olarak kullanıp duvara yaslanırken ve bir gofret yerken hayal edebiliyordum. Yapayalnız ve yiyecek olarak yalnızca bu gofretlerden var. Belki de günde bir defa bir sandviç ile birkaç Mountain Dew almak için bir markete gidiyor ama günlerinin çoğunu burada, bu halının üstünde ya da yanında geçiriyor. Bu hayal gerçek olamayacak kadar içler acısı görünüyordu... bütün bunların çok yalnız ve çok fazla [MASK] olduğu dikkatimi çekti. Fakat son on günün bütün delilleri birikince şaşırtıcı bir sonuç ortaya çıkıyordu: [MASK]’nun kendisi bileen azından bazı zamanlarçok [MASK]’ydu.","Tôi trải tấm thảm được nửa chừng thì phát hiện ra còn có thứ khác nữa: một hộp rỗng, gấp phẳng, từng đựng hai mươi tư thanh dinh dưỡng tổng hợp. Tôi bắt đầu tưởng tượng được [MASK] đã ở đây, dựa lưng vào tường, trên tấm thảm ẩm mốc cuộn lại làm chỗ ngồi, ăn một thanh dinh dưỡng. Cô ấy hoàn toàn một mình, chỉ có thứ này để ăn. Có thể hàng ngày [MASK] vẫn lái xe đến cửa hàng tiện lợi mua bánh mì kẹp và vài chai Mountain Dew, nhưng hầu hết thời gian trong ngày là ở đây, ở trên hoặc gần tấm thảm. Hình dung đó dường như quá ảm đạm, khó có thể là thật được–tất cả đều dựng nên trong tâm trí tôi một [MASK] quá cô đơn và quá không-giống-[MASK]. Nhưng mọi bằng chứng từ mười ngày qua đều tụ đến một kết luận đáng ngạc nhiên: chính [MASK]–chí ít là cũng có lúc–rất không giống [MASK]."
