line_no,en,vi,tr,es
3645,"To Radar, and also to everyone else, I said, “Wow.”","Với Radar, và cũng là với tất cả những người khác, tôi thốt lên, “Ôi tuyệt","Radar’a ve diğer herkese, ‘Vay canına,” dedim.",—Uau —exclamé dirigiéndome tanto a Radar como a todos los demás.
3647,"His hands were on her shoulders, and she put her hands on his shoulders, and he said, “My prom date was almost prom queen,” and Cassie said, “I know.","Ben nguẩy mông đi, tôi thấy nó dính lấy Cassie Hiney, tay chàng trên vai nàng, tay nàng trên vai chàng, và chàng thổ lộ, “Nàng đi cùng tớ hôm nay suýt thành nữ hoàng dạ tiệc đấy,” còn Cassie đáp, “Tớ biết.","Elleri Cassie’nin omuzlanndaydı, Cassie de ellerini Ben’in omzuna koydu ve Ben, “Balodaki eşim neredeyse balo krahçesi oluyordu,” dedi, Cassie de “Biliyorum.",Le puso las manos en los hombros y ella puso las suyas en las de Ben. —Mi pareja esta noche casi ha sido la reina del baile —le dijo Ben. —Lo sé —repuso Cassie—.
3648,"That’s great,” and Ben said, “I’ve wanted to kiss you every single day for the last three years,” and Cassie said, “I think you should,” and then Ben said, “YES!","Tuyệt thật!” Ben lại liến thoắng, “Ba năm vừa qua không ngày nào tớ không ao ước được hôn cậu!” Cassie trả lời, “Cậu nên làm thế,” và Ben reo lên, “ĐÚNG! Bá cháy thiệt!” Nhưng nó không hôn Cassie.","Bu harika,” dedi ve Ben, “Son üç yıldır seni her gün öpmek isterdim,” dedi, Cassie de “Sanırım öpmelisin,” dedi ve sonra Ben, “EVET! Bu müthişi dedi.",Es genial. —He deseado besarte cada día en los últimos tres años —dijo Ben. —Creo que deberías hacerlo —le contestó Cassie. —¡SÍ! —exclamó Ben—.
3653,"And then he seemed to forget about Cassie and me both, as if the idea of kissing Cassie Hiney felt better than actually kissing her ever could.","Ben quay lại chỗ tôi và tuyên bố, “Cassie muốn hôn tôi ông ạ!” Tôi hưởng ứng, “Tốt!” và Ben bồi nốt, “Bá cháy thiệt!” Nhưng rồi hình như nó quên luôn cả Cassie lẫn tôi, như thể ý niệm hôn Cassie Hiney còn tuyệt hơn cả nụ hôn thực sự.","Sonra Cassie’yi de beni de unutmuş gibi durmaya başladı; sanki Cassie Hiney’yi öpme fikri, onu gerçekten öpmenin yapamayacağı kadar iyi hissettirmiş gibi.","Y luego pareció olvidarse tanto de Cassie como de mí, como si la idea de besar a Cassie Hiney fuera mejor que besarla en realidad."
3654,"Cassie said to me, “This party is so great, isn’t it?” and I said, “Yeah,” and she said, “This is like the opposite of band parties, huh?”","Cassie nói với tôi, “Tiệc vui quá phải không?” nên tôi đáp, “Ừ.” “Trái ngược hẳn tiệc của ban nhạc nhỉ,” Cassie nói. “Ừ,” tôi đáp.","Cassie bana, “Bu parti harika, değil mi?” dedi, ben de “Evet,” dedim, o, “Bando partilerinin zıttı gibi, değil mi?” dedi.","—Esta fiesta es genial, ¿verdad? —preguntó Cassie. —Sí —le contesté. —Nada que ver con las fiestas de la banda, ¿eh? —preguntó. —Sí —repuse yo."
3655,"And I said, “Yeah,” and she said, “Ben is a spaz, but I love him.”","“Ben ngu nga ngu ngơ, nhưng tớ thích cậu ấy,” Cassie nói. “Ừ,” tôi đáp.","Ben de “Evet,” dedim, “Ben aptal biri ama onu seviyorum,” dedi. Ben de “Evet,” dedim.","—Ben está sonado, pero me encanta —me dijo."
3656,"And I said, “Yeah.” “Plus he’s got really green eyes,” she added, and I said, “Uh-huh,” and then she said, “Everyone says you’re cuter, but I like Ben,” and I said, “Okay,” and she said, “This party is so great, isn’t it?”","“Ben ngu nga ngu ngơ, nhưng tớ thích cậu ấy,” Cassie nói. “Ừ,” tôi đáp. “Thêm nữa mắt cậu ấy xanh ơi là xanh,” Cassie bổ sung. “Ừm, ừ,” tôi đáp. “Ai cũng bảo cậu đáng yêu hơn, nhưng tớ thích Ben,” Cassie nói tiếp. “Tốt thôi,” tôi đáp.","Ben de “Evet,” dedim. “Üstelik gerçekten yeşil gözleri var,” diye ekledi ve ben de “Hı hı,” dedim, sonra, “Herkes senin daha sevimli olduğunu söylüyor ama ben, Ben’den hoşlanıyorum,” dedi ve ben de “Peki,” dedim, o, “Bu parti harika, değil mi?” dedi. Ben de “Evet,” dedim.","—Sí. —Y tiene los ojos muy verdes —añadió. —Ay, ay. —Todas dicen que tú eres más mono, pero me gusta Ben. —Vale —le contesté. —Esta fiesta es genial, ¿verdad? —dijo."
3658,"Talking to a drunk person was like talking to an extremely happy, severely brain-damaged three-year-old.","“Tiệc vui quá phải không?” Cassie lại hỏi, và tôi đáp, “Ừ.” Tiếp chuyện người say giống hệt như bi bô với một đứa trẻ lên ba có vấn đề về não nặng và đang lên cơn phấn kích cao trào vậy.","Sarhoş biriyle konuşmak, aşırı derecede mutlu ve beyni ciddi derecede hasarlı üç yaşmdaki bir çocukla konuşmak gibiydi.",Hablar con una persona borracha era como hablar con un niño de tres años muy alegre y con serias lesiones cerebrales.
3659,Chuck Parson walked up to me just as Cassie walked away.,Cassie vừa đi thì Chuck Parson tiến đến trước tôi.,"Cassie tam uzaklaşırken, Chuck Parson bana doğru geldi.","Mientras Cassie se alejaba, Chuck Parson se acercó a mí."
3660,"“Jacobsen,” he said, matter-of-factly.","“Jacobsen,” nó nói, sặc mùi ta-đây-người-trong-cuộc.","“Jacobsen,” dedi, bir gerçeğe parmak basıyormuşçasına.",—Jacobsen —me dijo de manera casual.
3661,"“Parson,” I answered.","“Chào Parson,” tôi đáp.","“Parson,” diye karşılık verdim.",—Parson —le contesté.
3662,"“You shaved my fucking eyebrow, didn’t you?”",“Mày cạo lông mày của tao phải không?”,"“Lanet olası kaşımı sen tıraş ettin, değil mi?","—Tú me afeitaste la puta ceja, ¿verdad?"
3663,"“I didn’t shave it, actually,” I said.","“Thực ra tao không cạo,” tôi trần tình.","“Tıraş etmedim aslında,” dedim.",—En realidad no te la afeité —le contesté—.
3664,“I used a depilatory cream.”,“Tao chỉ dùng kem triệt mao thôi.,‘Tüy dökücü krem kullandım.,Utilicé crema depilatoria.
3665,He poked me quite hard in the middle of my chest.,Nó túm mạnh ngay giữa ngực tôi.,Oldukça sert bir şekilde beni göğsümün tam ortasından dürttü.,Me pegó un manotazo bastante fuerte en todo el pecho.
3666,"“You’re a douche,” he said, but he was laughing.","“Mày là đồ chuyên gia làm lông,” nó nói rồi cười hô hố. “Cũng cần bi khơ khớ đấy chú em.","‘Tam bir dangalaksın,” dedi ama gülüyordu.","—Eres un capullo —me dijo, aunque se reía—."
3667,"“That took such big balls, bro.","“Mày là đồ chuyên gia làm lông,” nó nói rồi cười hô hố. “Cũng cần bi khơ khớ đấy chú em.","“Bu iş taşaklı olmayı gerektirir, kardeşim.","Hay que tener cojones, colega."
3668,And now you’re all puppet master and shit.,Bây giờ còn bày trò múa rối này nữa.,Şimdi kukla ustası gibi bir şey oldun.,Y ahora eres como un kapo de mierda.
3669,"I mean, maybe I’m just drunk, but I’m feeling a little love for your douchey ass right now.”","Chắc tao say thật, nhưng tao hơi hơi mến cái mông nhẵn thín của mày rồi đấy.”",Yani belki sadece sarhoşum ama şu anda senin o dangalak kıçım biraz seviyorum.,"Bueno, quizá solo estoy borracho, pero ahora mismo me encanta tu culo de capullo."
3671,"I felt so detached from all this shit, all this high-school-is-ending-so-we-have-to-reveal-that-deep-down-we-all-love-everybody bullshit.","“Cảm ơn,” tôi nói, thấy mình thờ ơ với tất cả những món hổ lốn này, những màn màu mè sắp-tốt-nghiệp-rồi-hãy-thổ-lộ-cõi-lòng-rằng-ta-yêu-tất-cả-mọi-người-đi.","Kendimi bütün bu saçmalıktan, bütün bu “lise bitiyor, bu yüzden hepimiz derinlerde birbirimizi sevdiğimizi açığa vurmalıyız” saçmalığından o kadar kopuk hissediyordum ki.","Me sentía totalmente al margen de aquella mierda, de aquel rollo de que se acaba el instituto y tiene que quedar claro que en el fondo todos nos queremos mucho."
3672,"And I imagined her at this party, or at thousands like this one.","Và tôi tưởng tượng Margo ở đây, hoặc trong hàng ngàn những tiệc tùng kiểu này.",Ve Margo’yu bu partide hayal ettim ya da bunun gibi binlercesinde.,"Y me imaginé a Margo en aquella fiesta, o en miles de fiestas como aquella."
3673,The life drawn out of her eyes.,Đời sống lụi đi trong mắt cô ấy.,Yaşam gözlerinden çekilmiş gibi.,La vida vista con sus ojos.
3674,"I imagined her listening to Chuck Parson babble at her and thinking about ways out, about the living ways out and the dead ways out.","Tôi tưởng tượng cô ấy nghe Chuck Parson ậm ọe bắt chuyện và cô ấy tìm cách thoát ra, bằng cả đường sống lẫn đường chết.","Chuck Parson’m ona bir şeyler gevelediğini dinlemesini ve çıkış yollarını, yaşam ve ölüm içeren çıkış yollarını düşünmesini hayal ettim, iki yolu da eşit netlikte hayal edebiliyordum.","La imaginé escuchando las chorradas de Chuck Parson y pensando en largarse, tanto viva como muerta."
3676,"“You want a beer, dicklicker?”",“Bia không mày?” Chuck hỏi.,"“Bira ister misin, saksocu?” diye sordu Chuck.","—¿Quieres una cerveza, comepollas? —me preguntó Chuck."
3678,"I might have forgotten he was even there, but the smell of booze on his breath made it hard to overlook his presence.","Có lẽ tôi đã quên là nó vẫn ở đấy, nhưng với mùi cồn phả ra từ hơi thở của nó thì khó mà vờ như không thấy được.",Orada olduğunu bile unutmuş olabilirdim ama nefesindeki içki kokusu varlığını görmezden gelmeyi zorlaştırıyordu.,"Podría haber olvidado que estaba ahí, pero la peste a alcohol de su aliento hacía difícil pasar por alto su presencia."
3679,"I just shook my head, and he wandered off.","Tôi chỉ lắc đầu, và nó đảo đi chỗ khác.",Sadece başımı salladım ve Chuck uzaklaştı.,Negué con la cabeza y se marchó.
3680,"I wanted to go home, but I knew I couldn’t rush Ben.","Tôi muốn về nhà, nhưng cũng biết rằng không thể giục Ben được.",Eve gitmek istiyordum ama Ben’i acele ettiremeyeceğimi biliyordum.,"Quería volver a casa, pero sabía que no podía meter prisa a Ben."
3681,This was probably the single greatest day of his life.,Đây có lẽ là đêm huy hoàng duy nhất trong đời Ben. Nó xứng đáng được vui.,Bu muhtemelen hayatındaki tek harika geceydi.,Seguramente era el mejor día de su vida.
3683,"So instead, I found a stairway and headed down to the basement.","Trong khi chờ đợi, tôi theo cầu thang đi xuống tầng hầm.",Bu yüzden bir merdiven bulup bodruma indim.,Así que encontré una escalera y me dirigí al sótano.
3684,"I’d been in the dark so long I was still craving it, and I just wanted to lie down somewhere halfway quiet and halfway dark and go back to imagining Margo.","Tôi đã ở trong bóng tối rất lâu nhưng vẫn thấy thèm, muốn ngả lưng đâu đó nửa yên tĩnh nửa tối tăm, và trở lại với những tưởng tượng về Margo. Nhưng khi đi ngang qua phòng Becca, tôi nghe thấy những tiếng rủ rỉ–đặc biệt nghe như tiếng rên–nên tôi dừng lại trước cửa phòng khép hờ.","Karanhkta o kadar uzun kalmıştım ki hâlâ karanlığı arzuluyordum ve sadece biraz sessiz, biraz karanlık bir yerde uzanıp yine Margo’yu hayal etmek istiyordum.","Había pasado tantas horas a oscuras que me apetecía seguir estándolo. Solo quería tumbarme en algún sitio medio tranquilo y medio oscuro, y seguir imaginando a Margo."
3685,"But as I walked past Becca’s bedroom, I heard some muffled noises—specifically, moanish noises—and so I paused outside her door, which was open just a crack.","Tôi đã ở trong bóng tối rất lâu nhưng vẫn thấy thèm, muốn ngả lưng đâu đó nửa yên tĩnh nửa tối tăm, và trở lại với những tưởng tượng về Margo. Nhưng khi đi ngang qua phòng Becca, tôi nghe thấy những tiếng rủ rỉ–đặc biệt nghe như tiếng rên–nên tôi dừng lại trước cửa phòng khép hờ.","Fakat Becca’mn yatak odasının yanından geçerken bazı boğuk seslerdaha özel bir ifadeyle, inleme gibi seslerduydum ve bu yüzden, sadece aralık bırakılmış kapısının önünde duraksadım.","Pero al pasar por la habitación de Becca oí unos ruidos amortiguados —para ser exacto, gemidos—, así que me detuve en la puerta, que estaba entreabierta."
3686,"I could see the top two-thirds of Jase, shirtless, on top of Becca, and she had her legs wrapped around him.","Tôi thấy hai phần ba phía trên người Jase, mình trần, đang ở trên Becca, còn hai chân cô nàng quặp quanh anh chàng.","Jase’in üst bölümünün üçte ikisini görebiliyordum, tişörtsüzdü, Becca’nın üstündeydi ve Becca bacaklarını ona dolamıştı.","Vi los dos tercios superiores de Jase, sin camisa, encima de Becca, que lo rodeaba con las piernas."
3687,"Nobody was naked or anything, but they were headed in that direction.","Cả hai đều không khỏa thân, nhưng đang tiến triển theo chiều hướng đó.",Kimse çıplak falan değildi ama o istikamete doğru gidiyorlardı.,"No estaban desnudos, pero iban en camino."
3688,"And maybe a better person would have turned away, but people like me don’t get a lot of chances to see people like Becca Arrington naked, so I stayed there in the doorway, peering into the room.","Có lẽ một người đứng đắn hơn sẽ quay đi, nhưng những đứa như tôi không có nhiều cơ hội thấy những nàng như Becca Arrington khỏa thân, nên tôi vẫn đứng nguyên trước ngưỡng cửa, lom lom nhìn vào trong.","Belki daha iyi bir insan arkasını dönebilirdi ama benim gibi insanların Becca Arrington gibi insanları çıplak görmeye çok fırsatı olmaz, bu nedenle odayı gözetleyerek orada, kapının eşiğinde kaldım.","Y quizá una buena persona se habría marchado, pero la gente como yo no tiene muchas oportunidades de ver a gente como Becca Arrington desnuda, de modo que me quedé en la puerta fisgando."
3689,"And then they rolled around so Becca was on top of Jason, and she was sighing as she kissed him, and she was reaching down for her shirt.","Rồi hai người đó lộn một vòng, Becca ở trên Jase, thở dài mơn trớn theo nụ hôn, bắt đầu lần cởi áo.","Sonra yuvarlandılar ve Becca, Jason’m üstüne çıktı, Jason’ı öperken iç çekiyor ve bluzunu çıkarmak için aşağı uzanıyordu.","Entonces se dieron la vuelta, Becca quedó encima de Jason, suspiraba mientras lo besaba y empezaba a bajarse la blusa."
3690,“Do you think I’m hot?” she said.,“Anh thấy em nóng bỏng không?” Becca lả lướt.,“Sence seksi miyim?” diye sordu.,—¿Crees que estoy buena? —le preguntó.
3691,"“God yeah, you are so hot, Margo,” Jase said.","“Trời ạ, ừ, nóng bỏng lắm Margo,” Jase đáp.","“Tanrım, evet, çok seksisin, Margo,” dedi Jase.","—Sí, sí, estás buenísima, Margo —le contestó Jase."
3693,"Becca said, furious, and it became quickly clear to me that I wasn’t going to see Becca naked.","“Sao?!” Becca nộ khí xung thiên rít lên, sự thể lập tức trở nên rõ ràng rằng tôi sẽ không được thấy Becca khỏa thân.","“Ne!?” dedi Becca öfkeyle ve Becca’yı çıplak görmeyeceğim, benim için hızlı bir şekilde netleşti.","—¿Qué? —dijo Becca, furiosa. Y no tardé en darme cuenta de que no iba a ver a Becca desnuda."
3694,"She started screaming; I backed away from the door; Jase spotted me and screamed, “What’s your problem?”","Cô nàng bắt đầu gào rú, tôi lùi khỏi cửa, Jase nhác thấy tôi và cũng gầm lên, “Mày làm trò gì ở đây?” Becca choe chóe, “Mặc xác nó, ai thèm quan tâm đến nó?","Çığlık atmaya başladı; geri geri kapıdan uzaklaştım; Jase beni fark etti ve “Senin sorunun ne?” diye çığlık attı. Becca, “Siktir et onu.","Empezó a gritar. Me aparté de la puerta, pero Jase me vio. —¿A ti qué te pasa? —me gritó."
3697,What about me?!,Còn em thì sao?,Ben ne olacağım?!,¿Qué pasa conmigo?
3698,Why are you thinking about her and not me!”,Sao anh nghĩ đến ả đấy mà không nghĩ đến em?”,Neden beni değil de Margo’yu düşünüyorsun?” diye bağırdı.,¿Por qué estás pensando en ella y no en mí?
3699,"That seemed like as good a time as any to take my leave of the situation, so I closed the door and went to the bathroom.","Có lẽ đó là thời điểm hoàn hảo cho tôi rút êm khỏi trận địa, nên tôi đóng cửa lại và vào phòng tắm.","O an, bu durumdan çıkıp gitmem için en iyi zaman gibi görünüyordu, bunun üstüne kapıyı kapatıp banyoya gittim, işemem gerekiyordu ama daha çok ihtiyacım olan insan sesinden uzak kalmaktı.","Me pareció el mejor momento para retirarme, así que cerré la puerta y me metí en el baño."
3700,"I did need to pee, but mostly I just needed to be away from the human voice.","Tôi không cần tiêu tiểu gì cả, phần nhiều chỉ muốn tránh xa tiếng người thôi.","O an, bu durumdan çıkıp gitmem için en iyi zaman gibi görünüyordu, bunun üstüne kapıyı kapatıp banyoya gittim, işemem gerekiyordu ama daha çok ihtiyacım olan insan sesinden uzak kalmaktı.","Tenía que mear, pero sobre todo necesitaba alejarme de las voces humanas."
3701,"It always takes a few seconds for me to start peeing after all the equipment has been properly set up, and so I stood there for a second, waiting, and then I started peeing.","Bao giờ tôi cũng mất mấy giây mới tiểu được sau khi mọi trang thiết bị đã vào vị trí, thế nên tôi cứ đứng yên chốc lát, đợi, và tôi bắt đầu tiểu.","Bütün takım uygun bir şekilde ayarlandıktan sonra, çişimi yapmaya başlamam her zaman birkaç saniyemi ahrdı, bu yüzden bir saniyeliğine bekleyerek orada dikildim; sonra işemeye başladım.","Siempre tardo un par de segundos en empezar a mear después de haber preparado todo el equipo, así que esperé un segundo y luego empecé a mear."
3702,"I’d just gotten to the full-stream, shudder-of-relief part of peeing when a girl’s voice from the general area of the bathtub said, “Who’s there?”","Tôi vào đoạn cao trào của khúc giải-quyết-nỗi-buồn thì có tiếng con gái vọng ra từ phía bồn tắm, “Ai đấy?”","Banyo küvetinin oradan bir kız sesi, “Kim var orada?” dediğinde, tam kuvvet akışa, “rahatlamayla tüylerin ürpermesi” aşamasına yeni geçmiştim.",Acababa de llegar a la fase en la que te estremeces de alivio cuando desde la bañera me llegó una voz femenina.
3703,"And I said, “Uh, Lacey?”","Tôi liền đáp, “Tớ, Lacey đấy à","“Ah, Lacey?” dedim.",—¿Quién está ahí? —¿Lacey? —pregunté.
3707,"Peeing is like a good book in that it is very, very hard to stop once you start.","Tiểu là một cuốn sách lí thú, một khi đã bắt đầu thì cực kì, cực kì khó dừng lại được.","Burada ne halt ediyorsun?” işemeyi bırakmak istedim ama yapamadım elbette, işemek, bir kere başladığınızda bırakması çok ama çok zor olan iyi bir kitap gibidir.","Mear es como un buen libro: cuando empiezas, es muy muy difícil parar."
3708,"“Um, peeing,” I said.","“Ờ, tớ đi tiểu,” tôi đáp.","“Eee, işiyorum,” dedim.","—Bueno, mear —le contesté."
3709,“How’s it going?” she asked through the curtain.,“Ổn không?” Lacey hỏi vọng qua tấm rèm che quanh bồn tắm.,"“Nasıl gidiyor?” diye sordu perdenin arkasından. “Eee, iyi?”","—¿Qué tal? —me preguntó desde el otro lado de la cortina. —Bien, bien."
3710,"“Um, fine?” I shook out the last of it, zipped my shorts, and flushed.","“Ừm, cậu ổn chứ?” tôi chốt hạ khúc cuối, kéo khóa quần và xả nước.","Son damlayı salladım, şortumun fermuarım çektim ve yüzüm kızardı.","Sacudí las últimas gotas, me subí la cremallera y me ruboricé."
3711,“You wanna hang out in the bathtub?” she asked.,“Cậu muốn tán phét trong bồn tắm không?” Lacey hỏi. “Tớ không buông lời tán tỉnh gì đâu.”,“Küvette takılmak ister misin?” diye sordu.,—¿Quieres darte una vuelta por la bañera? —me preguntó—.
3713,"After a moment, I said, “Sure.” I pulled the shower curtain back.","Cân nhắc trong chốc lát, tôi đáp, “Được thôi.” Tôi kéo tấm rèm ra.","Kısa bir süre sonra, “Tabii,” dedim. Duş perdesini açtım.",Tardé un momento en contestar. —Claro —dije por fin. Aparté la cortina.
3714,"Lacey smiled up at me, and then pulled her knees up to her chest.","Lacey mỉm cười, ngồi co đầu gối lại trước ngực.","Lacey bana gülümsedi, sonra dizlerini göğsüne doğru çekti.",Lacey me sonrió y subió las rodillas hasta el pecho.
3715,"I sat down across from her, my back against the cold sloping porcelain.","Tôi ngồi xuống phía đối diện, lưng dựa vào thành bồn bằng sứ lạnh toát.","Karşısına oturdum, sırtım soğuk, eğimli seramiğe dayalıydı.","Me senté frente a ella, con la espalda pegada a la fría porcelana."
3716,Our feet were intertwined.,Bàn chân hai đứa xen kẽ nhau.,Bacaklarımız iç içe geçmişti.,Entrelazamos los pies.
3717,She was wearing shorts and a sleeveless T-shirt and these cute little flip-flops.,"Lacey mặc quần soóc và áo phông cộc tay, chân xỏ đôi dép lê xinh xinh.","Lacey şort, kolsuz bir tişört ve şu küçük şirin sandaletlerden giyiyordu.","Llevaba unos pantalones cortos, una camiseta sin mangas y unas chanclas muy monas."
3718,Her makeup was just a little smeared around her eyes.,Son phấn trang điểm hơi nhòe đi quanh mắt.,Göz makyajı yalnızca birazcık bulaşmıştı.,Se le había corrido un poco la pintura alrededor de los ojos.
3719,"Her hair was half up, still styled for prom, and her legs were tan.","Tóc Lacey vẫn còn vấn cao theo kiểu đi dạ tiệc, và đôi chân cậu ấy rám nắng.","Saçı kısmen toplanmış, hâlâ balo için şekillendirilmiş haldeydi ve bacakları bronzlaşmıştı.","Llevaba el pelo medio recogido, todavía con el peinado del baile, y tenía las piernas bronceadas."
3720,It must be said that Lacey Pemberton was very beautiful.,Phải công nhận rằng Lacey Pemberton rất xinh.,Lacey Pemberton’ın oldukça güzel olduğunu kabul etmek gerekiyordu.,Hay que decir que Lacey Pemberton era muy guapa.
3721,"She was not the kind of girl who could make you forget about Margo Roth Spiegelman, but she was the kind of girl who could make you forget about a lot of things.","Không phải kiểu con gái có thể khiến ta quên đi Margo Roth Spiegelman, nhưng là kiểu con gái có thể khiến ta quên phắt rất nhiều thứ.",Size Margo Roth Spiegelman’ı unutturabilecek türde bir kız değildi ama birçok şeyi unutturabilecek türde bir kızdı.,"No era el tipo de chica que podía hacerte olvidar a Margo Roth Spiegelman, aunque sí era el tipo de chica que podía hacerte olvidar un montón de cosas."
3722,“How was prom?” I asked.,“Dạ tiệc thế nào?” tôi hỏi.,“Balo nasıldı?” diye sordum.,—¿Qué tal el baile? —le pregunté.
3723,"“Ben is really sweet,” she answered.","“Ben rất ngọt ngào,” Lacey đáp. “Tớ vui lắm.","“Ben gerçekten tatlı,” diye cevap verdi.",—Ben es muy dulce —me contestó—.
3725,But then Becca and I had a huge fight and she called me a whore and then she stood up on the couch upstairs and she shushed the entire party and then she told everyone I have an STD.”,"Nhưng rồi Becca và tớ xích mích với nhau ra trò. Becca gọi tớ là đồ lẳng lơ, rồi đứng luôn lên xô-pha ở tầng trên, suỵt mọi người hãy yên lặng, và tuyên bố với tất cả rằng tớ bị bệnh lây nhiễm qua đường tình dục.”","Ama sonra Becca’yla büyük bir kavga ettik, bana fahişe dedi ve sonra koltukta ayağa kalkıp bütün partiyi susturdu ve herkese cinsel yolla bulaşan bir hastalığım olduğunu söyledi.","Pero luego me he peleado con Becca, me ha llamado puta, se ha puesto de pie en el sofá, ha pedido a todo el mundo que se callara y ha dicho que tengo una enfermedad de transmisión sexual."
3727,"“God,” I said.",“Đúng vậy đấy.,"“Tanrım,” dedim.",—Joder —exclamé.
3728,“Yeah.,“Đúng vậy đấy.,“Evet.,—Sí.
3729,I’m sort of ruined.,Tớ suy sụp quá.,Rezil oldum diyebiliriz.,Estoy perdida.
3731,"It sucks, honestly, because . . . it’s just so humiliating, and she knew it would be, and . . . it sucks.","Thực lòng thật là gớm ghiếc, vì... như vậy là xúc phạm, Becca biết như vậy, thế mà...","Bu berbat gerçekten, çünkü... öyle aşağılayıcı ki ve o da öyle olacağını biliyordu ve... bu berbat.","Es que… Joder, qué mierda, de verdad, porque… es tan humillante, y ella sabía que sería humillante, y… qué mierda."
3732,So then I went to the bathtub and then Ben came down here and I told him to leave me alone.,"Nên tớ chui vào đây, Ben đi theo, tớ bảo cậu ấy hãy để tớ một mình.","Bu yüzden küvete geldim, sonra Ben inip buraya geldi ve ona beni yalmz bırakmasını söyledim.","Entonces me he metido en la bañera, y Ben ha bajado, pero le he pedido que me dejara sola."
3733,"Nothing against Ben, but he wasn’t very good at, like, listening.","Tớ không trách Ben, nhưng cậu ấy không hẳn là biết lắng nghe người khác.",Ben’le ilgili bir sorunum yoktu ama o dinlemekte falan pek iyi değil.,"No tengo nada en contra de Ben, pero no me escuchaba demasiado."
3734,He’s kinda drunk.,Mà cậu ấy cũng say rồi.,Biraz sarhoş.,Está borracho.
3735,I don’t even have it.,Tớ từng bị.,Hastalığım bile yok.,Ni siquiera la tengo.
3736,I had it.,Tớ từng bị.,Vardı.,La tuve.
3737,It’s cured.,Nhưng được điều trị khỏi rồi.,Tedavi edildi.,Ya está curada.
3739,"It’s just, I’m not a slut.",Gì thì gì. Cơ mà tớ không phải đứa lẳng lơ.,Ama ben sürtük değilim.,Pero no soy una guarra.
3740,It was one guy.,Chỉ có một gã duy nhất.,Tek bir çocuk yüzünden.,Fue un tío.
3741,One lame-ass guy.,Đồ tồi nhu nhược ấy.,Tek bir çocuk yüzünden.,Un comemierda.
3742,"God, I can’t believe I ever told her.","Trời ơi, tớ không thể tin là đã từng tâm sự với Becca.","Tanrım, ona söylediğime bile inanamıyorum.","Joder, no me creo que se lo contara."
3743,I should have just told Margo when Becca wasn’t around.”,Lẽ ra tớ chỉ nên nói với Margo khi không có mặt Becca thôi.”,Becca etrafta yokken sadece Margo’ya söylemeliydim.,"Tendría que habérselo contado solo a Margo, sin Becca delante."
3744,"“I’m sorry,” I said.","“Tớ rất tiếc chuyện đã xảy ra như vậy,” tôi nói.","“Üzgünüm,” dedim.",—Lo siento —le dije—.
3745,“The thing is that Becca is just jealous.”,“Vấn đề là Becca ghen tị thôi mà.”,"“Olay şu ki, Becca sadece kıskanıyor.",El problema es que Becca está celosa.
3746,“Why would she be jealous?,“Sao Becca phải ghen tị chứ? Cậu ấy là nữ hoàng dạ tiệc.,“Neden kıskansın ki?,—¿Por qué iba a estar celosa?
3748,She’s dating Jase.,Cậu ấy hẹn hò với Jase.,Jase’le çıkıyor.,Está saliendo con Jase.
3749,She’s the new Margo.”,Cậu ấy là Margo mới.,O yeni Margo.,Es la nueva Margo.
3750,"My butt was sore against the porcelain, so I tried to rearrange myself.","Mông tôi tê rần vì tì vào men sứ, nên tôi cố gắng nhúc nhích đổi tư thế.","Seramiğe dayalı popom acıyordu, bu yüzden yeniden yerleşmeye çalıştım.","Tenía el culo dolorido contra la porcelana, así que intenté recolocarme."
3751,My knees were touching her knees.,Đầu gối tôi chạm vào đầu gối Lacey.,Dizlerim onun dizlerine değiyordu.,Mis rodillas tocaron las suyas.
3752,"“No one will ever be the new Margo,” I said.","“Không bao giờ có ai có thể là Margo mới cả,” tôi nói.","“Hiç kimse yeni Margo olmayacak,” dedim.",—Nadie será jamás la nueva Margo —añadí—.
3753,"“Anyway, you have what she really wants.",“Cậu có thứ mà Becca thực sự rất muốn.,"“Her neyse, istediği şey sende var.","De todas formas, tienes lo que ella realmente quiere."
3755,People think you’re cuter.”,Mọi người quí cậu. Mọi người thấy cậu đáng mến hơn.”,İnsanlar senin daha sevimli olduğunu düşünüyor.,Creen que eres más guapa que ella.
3756,Lacey shrugged bashfully.,"Lacey bẽn lẽn nhún vai, “Cậu có nghĩ tớ phù phiếm nông cạn không?”",Lacey çekinerek omuzlarını silkti.,Lacey se encogió de hombros tímidamente.
3757,“Do you think I’m superficial?”,"Lacey bẽn lẽn nhún vai, “Cậu có nghĩ tớ phù phiếm nông cạn không?”",“Sence yüzeysel miyim?,—¿Crees que soy superficial?
3759,"I thought of myself standing outside Becca’s bedroom, hoping she’d take her shirt off.","Tôi nghĩ lại cảnh tôi đứng bên ngoài phòng ngủ của Becca, hăm hở hi vọng Becca sẽ khỏa thân.","“Şey, evet.” Becca’nın bluzunu çıkarmasını umarak, yatak odasının dışmda duran kendimi düşündüm.","—Pensé en mí mismo en la puerta de la habitación de Becca, esperando que se quitara la blusa—."
3760,"“But so am I,” I added.","“Nhưng tớ cũng thế mà,” tôi nói thêm.","“Ama ben de öyleyim,” diye ekledim.",Pero yo también lo soy.
