line_no,en,vi,tr,es
685,"Throughout the spring and summer they worked a sixty-hour week, and in August Napoleon announced that there would be work on Sunday afternoons as well.","Suốt mùa xuân và mùa hè chúng đã làm việc sáu mươi tư tiếng một tuần, nhưng sang tháng tám thì Napoleon tuyên bố là sẽ làm cả chiều chủ nhật.","İlkbahar ve yaz boyunca haftada altmış saat çalışmışlardı. Ağustos geldiğinde, Napoléon, pazarları öğleden sonra da çalışılacağını açıkladı.","Durante toda la primavera y el verano trabajaron sesenta horas por semana, y en agosto Napoleón anunció que también tendrían que trabajar los domingos por la tarde."
686,"This work was strictly voluntary, but any animal who absented himself from it would have his rations reduced by half.","Công việc này là hoàn toàn tự nguyện, nhưng con nào vắng mặt sẽ bị cắt một nửa khẩu phần.","Bu kesinlikle gönüllü bir çalışma olacak, ama işe gelmeyen her hayvanın tayını yarıya indirilecekti.","Ese trabajo era estrictamente voluntario, pero el animal que no concurriera vería reducida su ración a la mitad."
687,"Even so, it was found necessary to leave certain tasks undone.","Mặc dù vậy, chúng vẫn không hoàn thành được kế hoạch đã đề ra.","Böyle olmasına karşın, bazı işlerin yapılmasından vazgeçmek zorunda kalındı.","Aun así, fue necesario dejar varias tareas sin hacer."
688,"The harvest was a little less successful than in the previous year, and two fields which should have been sown with roots in the early summer were not sown because the ploughing had not been completed early enough.","Năm nay thu hoạch kém hơn năm ngoái, chúng cũng không kịp trồng củ cải trên hai khu ruộng vì cày bừa quá chậm.","Hasat önceki yıl kadar bereketli değildi; iki tarla, vaktinde sürülemediği için ekilememişti.","La cosecha fue algo menos abundante que el año anterior, y dos parcelas que debían haberse sembrado con nabos, a principios del verano, no lo fueron porque no se terminaron de arar a tiempo."
689,It was possible to foresee that the coming winter would be a hard one.,Có thể thấy trước rằng mùa đông tới sẽ có nhiều khó khăn.,Yaklaşmakta olan kışın zorlu geçeceğini kestirmek için de kâhin olmak gerekmiyordu.,Era fácil prever que el invierno siguiente sería duro.
690,The windmill presented unexpected difficulties.,Việc xây dựng cối xay gió cũng gặp không ít rắc rối.,Yel değirmeni beklenmedik güçlükler çıkarıyordu.,El molino de viento presentó dificultades inesperadas.
691,"There was a good quarry of limestone on the farm, and plenty of sand and cement had been found in one of the outhouses, so that all the materials for building were at hand.","Ngay trong trang trại đã có một mỏ đá vôi tốt, cát cũng không thiếu, còn xi măng thì sẵn trong kho; mọi vật tư xây dựng đều có đủ.","Çiftlikte büyük bir kireçtaşı ocağı vardı; küçük binalardan birinde kum ve çimento bulunmuştu; dolayısıyla, her türlü inşaat malzemesi ellerinin altındaydı.","Había una buena cantera de piedra caliza en la granja, y se encontró bastante arena y cemento en una de las dependencias, de modo que tenían a mano todos los materiales necesarios para la construcción."
692,But the problem the animals could not at first solve was how to break up the stone into pieces of suitable size.,"Nhưng có một vấn đề mà lũ súc vật không thể giải quyết ngay được, đấy là làm thế nào đập được đá thành những viên có kích thước như ý.","Ama hayvanların ilk başta çözemedikleri sorun, taşların uygun boyutta parçalara nasıl ayrılacağıydı.","Pero el problema, que no pudieron resolver al principio los animales, fue el de cómo partir la piedra en pedazos de tamaño apropiado."
693,"There seemed no way of doing this except with picks and crowbars, which no animal could use, because no animal could stand on his hind legs.",Có vẻ như chỉ có một cách là dùng cuốc chim và xà beng; nhưng không con nào biết sử dụng những thứ ấy vì chúng không thể đứng trên hai chân sau được.,"Keski ve balyoz gerekiyordu, oysa hayvanlar arka ayaklarının üzerinde duramadıkları için bu aletleri kullanamıyorlardı.","Aparentemente no había forma de hacerlo, excepto con picos y palancas de hierro, que no podían usar, porque ningún animal estaba en condiciones de sostenerse sobre sus patas traseras."
694,"Only after weeks of vain effort did the right idea occur to somebody-namely, to utilise the force of gravity.",Phải mất mấy tuần lễ mày mò chúng mới biết cách lợi dụng lực hút của trái đất.,"Haftalar boyu düşünüp taşındılar, tam umutlarını yitirmek üzereydiler ki biri, bir çözüm buldu: Yerçekiminden yararlanacaklardı.","Después de varias semanas de esfuerzos inútiles, se le ocurrió a uno la idea adecuada, a saber: utilizar la fuerza de la gravedad."
695,"Huge boulders, far too big to be used as they were, were lying all over the bed of the quarry.","Những tảng đá lớn, không thể dùng được nằm dưới đáy mỏ đá vôi.","Taşocağı, kırılmadan kullanılamayacak kadar büyük kaya parçalarıyla doluydu.","Inmensas piedras, demasiado grandes para usarlas tal como estaban, se encontraban por todas partes en el fondo de la cantera."
696,"The animals lashed ropes round these, and then all together, cows, horses, sheep, any animal that could lay hold of the rope — even the pigs sometimes joined in at critical moments — they dragged them with desperate slowness up the slope to the top of the quarry, where they were toppled over the edge, to shatter to pieces below.","Lũ súc vật lấy dây quấn xung quanh những hòn đá, sau đó cả bọn, nào bò, nào ngựa, nào cừu, bất cứ con nào có thể bám vào dây đều có mặt, khi khẩn cấp cả bọn lợn cũng nắm lấy dây và kéo từ từ theo bờ dốc, rồi chúng thả rơi hòn đá xuống đáy cho vỡ thành những mảnh nhỏ.","Bu kaya parçalarını iplerle bağladılar; sonra inekler, atlar, koyunlar, ipi tutabilen tüm hayvanlar –zor durumlarda domuzlar bile– kayaları ağır ağır yokuş yukarı taşocağının tepesine kadar çektiler. Oradan salıverdikleri kayalar aşağıda paramparça oluyordu.","Los animales las amarraban con sogas, y luego todos juntos, vacas, caballos, ovejas, cualquiera que pudiera tirar de la soga —hasta los cerdos a veces colaboraban en los momentos críticos— las arrastraban con una lentitud desesperante por la ladera hasta la cumbre de la cantera, desde donde las dejaban caer por el borde, para que se rompieran en pedazos al chocar con el fondo."
697,Transporting the stone when it was once broken was comparatively simple.,Việc vận chuyển những viên đá vỡ không phải là khó.,Taşları taşımak daha kolaydı.,El trabajo de transportar la piedra una vez partida era relativamente sencillo.
698,"The horses carried it off in cart-loads, the sheep dragged single blocks, even Muriel and Benjamin yoked themselves into an old governess-cart and did their share.","Ngựa vận chuyển bằng xe con, cừu thì mang từng viên một, ngay cả Muriel và Benjamin cũng tự thắng vào chiếc xe hai chỗ và tham gia chuyên chở. Đến cuối mùa hè thì chúng đã kiếm được đủ đá, công việc xây dựng bắt đầu, lũ lợn đóng vai giám sát và đốc công.",Atların çektiği yük arabaları çok işe yaradı; koyunlar taşları teker teker sürüklediler; Muriel ile Benjamin bile kendilerini eski bir arabaya koşarak katkıda bulundular.,"Los caballos llevaban los trozos en carretas, las ovejas las arrastraban una a una, y hasta Muriel y Benjamín, tirando de un viejo sulky, hacían su parte."
699,"By late summer a sufficient store of stone had accumulated, and then the building began, under the superintendence of the pigs.","Ngựa vận chuyển bằng xe con, cừu thì mang từng viên một, ngay cả Muriel và Benjamin cũng tự thắng vào chiếc xe hai chỗ và tham gia chuyên chở. Đến cuối mùa hè thì chúng đã kiếm được đủ đá, công việc xây dựng bắt đầu, lũ lợn đóng vai giám sát và đốc công.","Yaz sonuna kadar yeterince taş yığılınca, domuzların gözetimi altında inşaat başladı.","A fines de verano habían acumulado una buena provisión de piedra, y fue entonces cuando se inició la construcción del molino, bajo la supervisión de los cerdos."
700,"But it was a slow, laborious process.","Nhưng việc xây dựng tiến hành rất chậm, tốn rất nhiều công sức.",Ne var ki çok vakit alan zorlu bir uğraş vermişlerdi.,Era un proceso lento y laborioso.
701,"Frequently it took a whole day of exhausting effort to drag a single boulder to the top of the quarry, and sometimes when it was pushed over the edge it failed to break.","Chúng thường mất cả ngày mới kéo được một hòn đá lên đến đỉnh, nhưng khi thả xuống thì nó lại không vỡ.","Tek bir kaya parçasının taşocağının tepesine çıkartılması çoğu zaman bütün bir günlerini alıyor ve olağanüstü bir çaba gerektiriyordu. Bazen de, aşağı yuvarlanan kaya parçalanmıyordu.","Frecuentemente les ocupaba un día entero de esfuerzo agotador, arrastrar una sola piedra hasta la cumbre de la cantera, y a veces, cuando la tiraban por el precipicio, no se rompía."
702,"Nothing could have been achieved without Boxer, whose strength seemed equal to that of all the rest of the animals put together.","Không có Chiến Sĩ thì chẳng có việc gì nên hồn, một mình nó làm bằng tất cả những con khác cộng lại.","Gücü, neredeyse geri kalan hayvanların tümünün gücüne eşit olan Boxer olmasaydı, belki de bu işin üstesinden gelemeyeceklerdi.","No hubieran podido lograr nada sin Boxer, cuya fuerza parecía igualar a la de todos los demás animales juntos."
703,"When the boulder began to slip and the animals cried out in despair at finding themselves dragged down the hill, it was always Boxer who strained himself against the rope and brought the boulder to a stop.","Nếu hòn đá nặng quá, cả lũ bị nó lôi xuống thì bao giờ Chiến Sĩ cũng gắng hết sức để kéo lên.","Tepeden aşağıya kayan kaya parçasıyla birlikte sürüklendiklerini gören hayvanlar umarsızca bağırmaya başlayınca, Boxer hemen imdada yetişiyor, ipe olanca gücüyle asılarak kayayı durduruyordu.","Cuando la piedra empezaba a resbalar y los animales gritaban desesperados al verse arrastrados por la ladera hacia abajo, era siempre Boxer el que tirando de la soga como un forzado, lograba detener la piedra."
704,"To see him toiling up the slope inch by inch, his breath coming fast, the tips of his hoofs clawing at the ground, and his great sides matted with sweat, filled everyone with admiration.","Ai cũng phải thán phục khi nhìn thấy nó, chân bám chặt vào đất, hơi thở gấp gáp, hai bên sườn đẫm mồ hôi, gắng sức kéo những hòn đá lên từng bước một.","Hayvanlar, onun kayanın kaymasını önlemek için soluk soluğa didinişini, ayaklarının ucuyla toprağa tutunuşunu, geniş sağrılarının kan ter içinde kalışını hayranlıkla izliyorlardı.","Verlo arrastrando hacia arriba por la pendiente, pulgada tras pulgada, jadeante, clavando las puntas de sus cascos en la tierra, y sus enormes flancos sudorosos, llenaba a todos de admiración."
705,"Clover warned him sometimes to be careful not to overstrain himself, but Boxer would never listen to her.","Bà Mập thỉnh thoảng lại nhắc nó đừng có lao lực quá, nhưng nó không nghe.",Bazen Clover onu kendisini fazla zorlamaması için uyarıyor ama Boxer ona asla kulak asmıyordu.,"Clover a veces le advertía que tuviera cuidado y no se esforzara demasiado, pero Boxer jamás le hacía caso."
706,"His two slogans, “I will work harder” and “Napoleon is always right,” seemed to him a sufficient answer to all problems.","Có vẻ như đối với nó thì hai câu khẩu hiệu: ""Tôi sẽ cố gắng hơn nữa"" và ""Đồng chí Napoleon lúc nào cũng đúng"" chính là đáp án cho mọi vấn đề.","""Daha çok çalışacağım"" ve ""Napoléon her zaman haklıdır"" sloganları, onun gözünde, bütün sorunların ilacıydı.","Sus dos lemas: «Trabajaré más fuerte» y «Napoleón siempre tiene razón», le parecían respuesta satisfactoria para todos los problemas."
707,He had made arrangements with the cockerel to call him three-quarters of an hour earlier in the mornings instead of half an hour.,Nó lại nhờ con gà trống gọi dậy trước bốn mươi lăm phút chứ không phải nửa tiếng như trước đây.,"Kendisini yarım saat değil de, kırk beş dakika erken uyandırması için küçük horozla anlaşmıştı.","Se había puesto de acuerdo con el gallo para que éste lo despertara por la mañana tres cuartos de hora más temprano, en vez de media hora."
708,"And in his spare moments, of which there were not many nowadays, he would go alone to the quarry, collect a load of broken stone, and drag it down to the site of the windmill unassisted.","Những lúc rảnh rỗi, phải nói là bây giờ chúng không có nhiều thời giờ rỗi nữa, nó đi một mình ra mỏ đá, xếp những hòn vỡ lại và kéo lên chỗ xây cối xay gió mà không cần con nào giúp.","Bütün bunlar yetmiyormuş gibi, artık iyice azalmış olan boş vakitlerinde de tek başına taşocağına gidiyor, kırılmış taşları topluyor, kimseden yardım görmeksizin sürükleyerek yel değirmeninin yapılacağı yere getiriyordu.","Y en sus ratos libres, de los cuales disponía de muy pocos en esos días, se iba a la cantera, juntaba un montón de pedazos de piedra y lo arrastraba por sí solo hasta el emplazamiento del molino."
709,"The animals were not badly off throughout that summer, in spite of the hardness of their work.",Dù có phải làm việc vất vả nhưng đời sống lũ súc vật trong mùa hè cũng không đến nỗi nào.,"İşlerin ağırlığına karşın, hayvanlar o yazı çok da kötü geçirmediler.","Los animales no lo pasaron tan mal durante todo ese verano, a pesar de la dureza de su trabajo."
710,"If they had no more food than they had had in Jones’s day, at least they did not have less.","Chúng không được ăn nhiều hơn thời còn ông Jones, nhưng cũng không ít hơn.","Tayınları Jones'un zamanındakinden daha çok değildi, ama daha az da sayılmazdı.","Si no disponían de más comida de la que habían dispuesto en los tiempos de Jones, tampoco tenían menos."
711,"The advantage of only having to feed themselves, and not having to support five extravagant human beings as well, was so great that it would have taken a lot of failures to outweigh it.","Bù lại, chúng chỉ phải làm để tự nuôi mình, chúng không phải nuôi lũ người gồm những năm tên tham ăn nữa, chỉ riêng điều này đã đủ động viên chúng vượt qua mọi khó khăn chồng chất.","En azından, artık doymak nedir bilmeyen beş insanı beslemekten kurtulmuşlardı; yalnızca kendilerini besliyor olmalarının keyfi o kadar büyüktü ki, çektikleri güçlüklere seve seve katlanıyorlardı.","La ventaja de alimentarse a sí mismos y no tener que mantener también a cinco seres humanos inútiles, era tan grande, que se habrían necesitado incontables fracasos para perderla."
712,And in many ways the animal method of doing things was more efficient and saved labour.,"Thêm nữa, cách làm của lũ súc vật nhiều khi lại hiệu quả và nhanh.","Ayrıca, hayvanların iş görme yöntemi birçok bakımdan daha verimliydi ve emek savurganlığını önlüyordu.","Y en muchas situaciones, el método animal de hacer las cosas era más eficiente que el humano y ahorraba trabajo."
713,"Such jobs as weeding, for instance, could be done with a thoroughness impossible to human beings.","Ví dụ việc làm cỏ được chúng thực hiện nhanh, gọn hơn người nhiều.","Sözgelimi, yaban otlarının ayıklanması gibi işler, insanların hiçbir zaman erişemeyeceği bir yetkinlikle yapılıyordu.","Algunas tareas, como por ejemplo extirpar la maleza, se podían hacer con una eficacia imposible para los seres humanos."
714,"And again, since no animal now stole, it was unnecessary to fence off pasture from arable land, which saved a lot of labour on the upkeep of hedges and gates.",Bây giờ không còn con nào ăn cắp nên cũng không cần chữa hàng rào và cổng giữa khu đồng cỏ và khu canh tác nữa.,"Artık hiçbir hayvan hırsızlığa yeltenmediği için de, otlağı tarlalardan çitlerle ayırmaya gerek kalmamıştı; bu da, çitlerin ve parmaklıkların bakımı ve onarımına harcanan emekten kazanılmasını sağlıyordu.","Y además, dado que ningún animal robaba, no fue necesario hacer alambradas para separar los prados de la tierra cultivable, lo que economizó mucho trabajo en la conservación de los setos y las vallas."
715,"Nevertheless, as the summer wore on, various unforeseen shortages began to make them selves felt.","Nhưng từ mùa hè đó bắt đầu có sự thiếu hụt, nay thứ này, mai thứ khác.","Gene de, yaz ilerledikçe, önceden kestirilemeyen bazı eksiklikler kendini duyurmaya başladı.","Sin embargo, a medida que avanzaba el verano, se empezó a sentir la escasez imprevista de varias cosas."
716,"There was need of paraffin oil, nails, string, dog biscuits, and iron for the horses’ shoes, none of which could be produced on the farm.","Chúng cần dầu đốt, đinh, dây thừng, bánh cho chó, sắt để làm móng ngựa, những thứ này Trại Súc Vật không sản xuất được.","Gazyağı, çivi, ip ve köpek bisküvisine; atnalı için demire gereksinim vardı; üstelik, bunların hiçbiri çiftlikte üretilebilecek şeyler değildi.","Había necesidad de aceite de parafina, clavos, bizcochos para los perros y hierro para las herraduras de los caballos, nada de lo cual se podía producir en la granja."
717,"Later there would also be need for seeds and artificial manures, besides various tools and, finally, the machinery for the windmill.","Sau đó là đến hạt giống, phân hóa học, các lọai công cụ như cuốc, xẻng, rồi còn thiết bị cho cối xay gió nữa.","Sonradan, tohum ve suni gübreye, çeşitli aletlere ve yel değirmeni için birtakım makine parçalarına da gereksinim duyulacaktı.","Más adelante también habría necesidad de semillas y abonos artificiales, además de diversas herramientas y, finalmente, lo más importante: la maquinaria para el molino de viento."
718,"How these were to be procured, no one was able to imagine.",Không con nào biết cách mua những thứ đó.,Bunların nasıl sağlanacağını kimse bilemiyordu.,Nadie podía imaginar cómo se iban a obtener todos estos artículos.
719,"One Sunday morning, when the animals assembled to receive their orders, Napoleon announced that he had decided upon a new policy.","Một sáng chủ nhật, khi lũ súc vật tập trung nhận nhiệm vụ cho tuần tới, Napoleon bỗng tuyên bố rằng nó đã quyết định tiến hành một chính sách mới.","Bir pazar sabahı, buyruk almak için toplanıldığında, Napoléon yeni bir siyaset belirlediğini açıkladı.","Un domingo por la mañana, cuando los animales se reunieron para recibir órdenes, Napoleón anunció que había decidido adoptar un nuevo sistema."
720,"From now onwards Animal Farm would engage in trade with the neighbouring farms: not, of course, for any commercial purpose, but simply in order to obtain certain materials which were urgently necessary.",Từ nay trở đi Trại Súc Vật sẽ buôn bán với các trại lân cận: dĩ nhiên là không phải vì lợi nhuận mà chỉ để mua một số vật dụng thật sự cần thiết thôi.,"Artık Hayvan Çiftliği komşu çiftliklerle alışverişe girecekti. Hiç kuşkusuz, tecimsel amaçlarla değil, yalnızca ivedilikle gerekli olan bazı malzemeleri edinebilmek amacıyla.","En adelante, «Granja Animal» iba a negociar con las granjas vecinas; y no por supuesto con algún propósito comercial, sino simplemente con el fin de obtener ciertos materiales que hacían falta con urgencia."
721,"The needs of the windmill must override everything else, he said.","Nhiệm vụ xây dựng cối xay gió là tối cần thiết đối với chúng ta, nó nói như thế.","Napoléon, ""Yel değirmeninin gereksinimleri her şeyin üstünde tutulmalıdır,"" diyordu.","«Las necesidades del molino están por encima de todo lo demás», afirmó."
722,"He was therefore making arrangements to sell a stack of hay and part of the current year’s wheat crop, and later on, if more money were needed, it would have to be made up by the sale of eggs, for which there was always a market in Willingdon.","Vì vậy nó đã thương thảo về việc bán cỏ và một phần lúa mì vụ vừa rồi, sau này, nếu cần tiền nữa thì có thể phải bán trứng, nhu cầu về trứng ở Willingdon là rất cao.","Bu yüzden de, büyük bir saman yığınını ve o yılın buğday ürününün bir bölümünü satmak üzere anlaşmalar yapıyordu; sonradan, daha fazla para gerekirse, Willingdon'da her zaman pazarı olan yumurtalar da satılabilirdi.","En consecuencia, estaba tomando las medidas necesarias para vender una parte del heno y otra de la cosecha de trigo de ese año, y más adelante, si necesitaban más dinero, tendrían que obtenerlo mediante la venta de huevos, para los cuales siempre había mercado en Willingdon."
723,"The hens, said Napoleon, should welcome this sacrifice as their own special contribution towards the building of the windmill.","Các bạn gà, Napoleon nói, phải lấy làm tự hào vì đã có những đóng góp đặc biệt trong việc xây dựng cối xay gió.","Napoléon'a bakılırsa, tavuklar bunu yel değirmeninin yapımına kendi özel katkıları olarak görmeli, böyle bir özveride bulunmaktan kaçınmamalıydılar.",«Las gallinas —dijo Napoleón— debían recibir con agrado este sacrificio como aportación especial a la construcción del molino.»
724,Once again the animals were conscious of a vague uneasiness.,Một lần nữa lũ súc vật lại cảm thấy lo lắng.,"Hayvanlar, bir kez daha, belli belirsiz bir tedirginliğe kapılmışlardı.",Nuevamente los animales se sintieron presos de una vaga inquietud.
725,"Never to have any dealings with human beings, never to engage in trade, never to make use of money — had not these been among the earliest resolutions passed at that first triumphant Meeting after Jones was expelled?","Không quan hệ với con người, không tham gia buôn bán, không sử dụng tiền - chả lẽ đấy không phải là những quyết định được thông qua trong cuộc Họp đầu tiên mừng chiến thắng sau khi đuổi được lão Jones ư?",İnsanlarla asla iş yapılmayacak! Asla ticarete girilmeyecek! Asla para kullanılmayacak! Jones'un çiftlikten kovulmasından sonra düzenlenen Zafer Toplantısı'nda alınmış olan ilk kararlar değil miydi bunlar?,"«Nunca tener trato alguno con los humanos, nunca dedicarse a comerciar, nunca usar dinero», ¿no fueron ésas las primeras resoluciones adoptadas en aquella reunión triunfal, después de haberse expulsado a Jones?"
726,All the animals remembered passing such resolutions: or at least they thought that they remembered it.,"Tất cả mọi con đều nhớ là chúng đã từng thông qua những quyết định ấy, hay ít nhất chúng nghĩ rằng chúng nhớ là như thế.",Bu kararların onaylandığını bütün hayvanlar anımsıyorlardı ya da en azından anımsadıklarını sanıyorlardı.,"Todos los animales recordaron haber aprobado tales resoluciones o, por lo menos, creían recordarlo."
727,"The four young pigs who had protested when Napoleon abolished the Meetings raised their voices timidly, but they were promptly silenced by a tremendous growling from the dogs.","Bốn con lợn, những con đã đứng lên phản đối khi Napoleon tuyên bố hủy bỏ các cuộc Họp cuối tuần lại định lên tiếng, nhưng chúng phải vội vã ngậm miệng vì bầy chó đã sủa ầm ĩ lên rồi.","Napoléon'un toplantıları kaldırmasını protesto etmiş olan dört küçük domuz, seslerini ürkekçe yükseltecek oldularsa da, ansızın köpeklerin ürkünç hırlamaları karşısında susmak zorunda kaldılar.","Los cuatro jóvenes cerdos que habían protestado cuando Napoleón abolió las reuniones, levantaron sus voces tímidamente, pero fueron silenciados de inmediato por el feroz gruñido de los perros."
728,"Then, as usual, the sheep broke into “Four legs good, two legs bad!” and the momentary awkwardness was smoothed over.","Cũng như mọi khi, lũ cừu lại tụng ""Bốn chân tốt, hai chân xấu!"" và mọi sự đâu vẫn hoàn đấy.","Hemen ardından koyunlar, her zamanki gibi, ""Dört ayak iyi, iki ayak kötü!"" diye melemeye başladılar ve gergin hava geçiştirilmiş oldu.","Entonces, como de costumbre, las ovejas irrumpieron con su «¡Cuatro patas sí, dos pies no!» y su cantinela se impuso."
729,Finally Napoleon raised his trotter for silence and announced that he had already made all the arrangements.,Cuối cùng Napoleon giơ chân lên đề nghị trật tự và tuyên bố là nó đã giải quyết ổn thỏa mọi chuyện rồi.,"Az sonra, Napoléon ön ayağını kaldırarak herkesi susturdu ve her şeyi çoktan ayarladığını açıkladı.","Finalmente, Napoleón levantó la pata para imponer silencio y anunció que ya había decidido todos los convenios."
730,"There would be no need for any of the animals to come in contact with human beings, which would clearly be most undesirable.","Không con nào phải tiếp xúc với loài người, việc đó thật chẳng hay ho gì.","Çiftlikteki hayvanların insanlarla ilişkiye girmesinin son derece sakıncalı olacağını bildiği için, buna gerek kalmayacak koşulları oluşturmaya karar vermişti.","No habría necesidad de que ninguno de los animales entrara en contacto con los seres humanos, lo que sería indeseable."
731,He intended to take the whole burden upon his own shoulders.,Nó sẽ chịu hoàn toàn trách nhiệm về công việc nặng nề đó.,Tüm sorumluluğu kendisi üstlenecekti.,Tenía la intención de tomar todo el peso de las decisiones sobre sus propios hombros.
732,"A mr Whymper, a solicitor living in Willingdon, had agreed to act as intermediary between Animal Farm and the outside world, and would visit the farm every Monday morning to receive his instructions.","Một luật sư hiện sống ở Willingdon tên là Whymper đã đồng ý làm trung gian giữa Trại Súc Vật và các trang trại lân cận, ông ta sẽ đến nhận nhiệm vụ vào các buổi sáng thứ hai hàng tuần.","Willingdon'da oturan Bay Whymper adlı bir avukat, Hayvan Çiftliği ile dış dünya arasındaki işlerde aracılık etmeye razı olmuştu; her pazartesi sabahı çiftliğe gelip Napoléon'dan talimat alacaktı.","Un tal señor Whymper, un comisionista que vivía en Willingdon, había accedido a actuar de intermediario entre «Granja Animal» y el mundo exterior, y visitaría la granja todos los lunes por la mañana para recibir instrucciones."
733,Napoleon ended his speech with his usual cry of “Long live Animal Farm!” and after the singing of ‘Beasts of England’ the animals were dismissed.,"Giống như mọi khi, Napoleon kết thúc bài diễn văn bằng cách hô khẩu hiệu ""Trại Súc Vật muôn năm"" và sau khi hát bài ""Súc Sinh Anh quốc"", lũ súc vật giải tán.","Napoléon, konuşmasını her zaman olduğu gibi, ""Yaşasın Hayvan Çiftliği!"" çığlığıyla tamamladıktan sonra, hayvanlar İngiltere'nin Hayvanları şarkısını söyleyip dağıldılar.","Napoleón finalizó su discurso con su grito acostumbrado de «¡Viva la ""Granja Animal""!», y después de cantar «Bestias de Inglaterra», despidió a los animales."
734,Afterwards Squealer made a round of the farm and set the animals’ minds at rest.,Sau đó Chỉ Điểm lại đi một vòng quanh trại để công tác tư tưởng.,"Çok geçmeden, Squealer, çiftliği dolaşıp hayvanların kafalarında beliren kuşkuları gidermeye koyuldu.",Luego Squealer dio una vuelta por la granja y les tranquilizó.
735,"He assured them that the resolution against engaging in trade and using money had never been passed, or even suggested.",Nó cam đoan rằng quyết định không buôn bán và không sử dụng tiền chưa hề được đưa ra biểu quyết chứ đừng nói là thông qua.,"İnandırıcı bir dille, aslında ticaret yapılmaması ve para kullanılmamasına ilişkin hiçbir karar alınmadığını, dahası böyle bir kararın önerilmesinin bile söz konusu olmadığını anlattı.","Les aseguró que la resolución prohibiendo comerciar y usar dinero nunca había sido aprobada, ni siquiera sugerida."
736,"It was pure imagination, probably traceable in the beginning to lies circulated by Snowball.","Đấy chỉ là chuyện bịa đặt, mà nếu theo dõi từ khởi kì thủy thì có thể do Tuyết Tròn bịa ra cũng nên.","Bütün bunlar, büyük bir olasılıkla Snowball'un ilk 66 başlarda yaydığı yalanlardan kaynaklanan bir hayal ürünüydü.","Era pura imaginación, probablemente atribuible a mentiras difundidas por Snowball."
737,"A few animals still felt faintly doubtful, but Squealer asked them shrewdly, “Are you certain that this is not something that you have dreamed, comrades?","Nhưng một số con vẫn còn chưa tin, thế là Chỉ Điểm hỏi: ""Đồng chí có chắc là không tưởng tượng ra như thế chứ? Đồng chí có tài liệu nào khẳng định chuyện đó không?","Squealer, bazılarının kafalarındaki kuşkuların gene de dağılmadığını fark ederek, kurnazca sordu: ""Bu, sakın düşünüzde gördüğünüz bir şey olmasın, yoldaşlar?","Algunos animales aún tenían ciertas dudas, pero Squealer les preguntó astutamente: «¿Están seguros de que eso no es algo que han soñado, camaradas?"
740,"And since it was certainly true that nothing of the kind existed in writing, the animals were satisfied that they had been mistaken.",Chắc chắn là các quyết định đó không được ghi chép ở đâu cả cho nên cuối cùng lũ súc vật tin là chúng đã lầm.,"Bir yerde yazılı mı?"" Gerçekten de, ortalıkta böyle bir yazılı belge bulunmadığından, hayvanlar yanıldıklarını kabullenmek zorunda kaldılar.","Y puesto que era cierto que nada de eso constaba por escrito, los animales quedaron convencidos de que estaban equivocados."
741,Every Monday mr Whymper visited the farm as had been arranged.,Thứ hai nào ông Whymper cũng đến trang trại.,"Bay Whymper, önceden kararlaştırıldığı gibi, her pazartesi çiftliğe uğruyordu.","Todos los lunes el señor Whymper visitaba la granja, tal como se había convenido."
742,"He was a sly-looking little man with side whiskers, a solicitor in a very small way of business, but sharp enough to have realised earlier than anyone else that Animal Farm would need a broker and that the commissions would be worth having.","Ông là một luật sư dáng người nhỏ nhắn, để tóc mai dài, mới bắt đầu đi vào làm ăn, nhưng khá ranh mãnh, nhận ra ngay rằng nhất định Trại Súc Vật sẽ cần một người môi giới và tiền hoa hồng dĩ nhiên là phải ""đậm"".","Ivır zıvır işlerle uğraşan bir avukat olan Bay Whymper, favorili, ufak tefek, bakışları yaramaz bir adamdı. Ama Hayvan Çiftliği'nin eninde sonunda bir komisyoncuya gereksinim duyacağını ve bu komisyoncunun payının hiç de az olmayacağını çok önceden fark edecek kadar da açıkgözdü.","Era un hombre bajito, astuto, de patillas anchas, un comisionista al por menor, pero lo suficientemente listo para darse cuenta, antes que cualquier otro, que «Granja Animal» iba a necesitar un agente y que las comisiones valdrían la pena."
743,"The animals watched his coming and going with a kind of dread, and avoided him as much as possible.",Lũ súc vật sợ Whymper và tìm cách tránh càng xa càng tốt.,"Hayvanlar, onun gelip gidişlerini ürkerek izliyorlar, onunla karşılaşmaktan elden geldiğince kaçınıyorlardı.","Los animales observaban su ir y venir con cierto temor, y lo eludían en todo lo posible."
744,"Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement.",Dù sao thì việc Napoleon đứng trên bốn chân ra lệnh cho Whymper đứng trên hai chân cũng tạo ra trong lòng chúng niềm tự hào chính đáng và phần nào xoa dịu được phản ứng đối với chính sách mới.,"Ama gene de, dört ayaklı Napoléon'un iki ayaklı Whymper'a buyruklar verdiğini görmek, gururlarını okşuyor, bu yeni durumu bir ölçüde de olsa benimsemelerini sağlıyordu.","Sin embargo, la visión de Napoleón, sobre sus cuatro patas, dándole órdenes a Whymper, que se tenía sobre sus dos pies, despertó su orgullo y los reconcilió en parte con la nueva situación."
