line_no,en,vi,tr,es
3714,"The style in which it was written was that curious jewelled style, vivid and obscure at once, full of argot and of archaisms, of technical expressions and of elaborate paraphrases, that characterizes the work of some of the finest artists of the French school of Symbolistes.","Phong cách mà nó được dùng để viết cũng là cái phong cách quý giá lạ lùng ấy, vừa chói lọi vừa tăm tối, đầy ắp tiếng lóng và từ cổ, từ ngữ kỹ thuật và chú giải dài dòng công phu, tiêu biểu cho tác phẩm của vài người trong số các nghệ sỹ tài hoa nhất thuộc trường phái Symbolistes của Pháp.","Kitabın yazılış biçimi hem canlı hem karanlıktı; argo sözler ve eskimiş deyimlerle, teknik açıklamalar ve ayrıntılı yorumlarla doluydu: Fransa’daki sembolist akımın en usta kalemlerini belirleyen bir üslup.","El libro estaba escrito en un estilo curiosamente ornamental, gráfico y oscuro al mismo tiempo, lleno de argot y de arcaísmos, de expresiones técnicas y de las complicadas perífrasis que caracterizan la obra de algunos de los mejores artistas de la escuela simbolista francesa."
3715,There were in it metaphors as monstrous as orchids and as subtle in colour.,"Trong nó có những ẩn dụ cũng kỳ dị như hoa phong lan, và như sự tinh tế ở màu sắc.","Yazıda orkide çiçekleri kadar garip biçimli, renkleri de bir o ölçüde incelikli olan metaforlar vardı.","Había en él metáforas tan monstruosas como orquídeas, y con la misma sutileza de color."
3716,The life of the senses was described in the terms of mystical philosophy.,Đời sống cảm xúc được miêu tả bằng các thuật ngữ triết học thần bí.,"Duygusal yaşantı, mistik felsefenin terimleriyle betimlenmişti.",Se describía la vida de los sentidos con el lenguaje de la filosofía mística.
3717,One hardly knew at times whether one was reading the spiritual ecstasies of some mediæval saint or the morbid confessions of a modern sinner.,Đôi khi ta khó mà biết được ta đang đọc những trạng thái xuất thần của một thánh nhân trung cổ nào đó hay những lời xưng tội bệnh hoạn của một tội đồ đương thời.,"Okur zaman zaman, okuduğunun bir ortaçağ mistiğinin ruhsal coşkuları mı, yoksa çağdaş bir günahkârın hastalıklı itirafları mı olduğunu ayıramaz duruma düşüyordu.",A veces era difícil saber si se estaba leyendo la descripción de los éxtasis de algún santo medieval o las morbosas confesiones de un pecador moderno.
3718,It was a poisonous book.,Nó là cuốn sách độc hại.,Zehirli bir kitaptı bu.,Era un libro venenoso.
3719,The heavy odour of incense seemed to cling about its pages and to trouble the brain.,Hương trầm u ám dường như bám vào các trang giấy của nó và quấy rầy não bộ.,Sayfalarına sanki ağır bir tütsü kokusu sinmişti de insanın beynini bulandırıyordu.,El denso olor del incienso parecía desprenderse de sus páginas y turbar el cerebro.
3720,"The mere cadence of the sentences, the subtle monotony of their music, so full as it was of complex refrains and movements elaborately repeated, produced in the mind of the lad, as he passed from chapter to chapter, a form of reverie, a malady of dreaming, that made him unconscious of the falling day and creeping shadows.","Chỉ ngữ điệu của các câu, sự đơn điệu tinh tế của thứ âm nhạc đầy ắp có thể nói là các điệp khúc phức tạp và các phần được lặp lại một cách công phu, cũng đã đủ gây ra trong tâm trí chàng trai, lúc cậu chuyển từ chương này đến chương khác, một hình thức mộng tưởng, một chứng bệnh mơ màng, khiến cho cậu không còn ý thức được về ngày đang tàn và những chiếc bóng lén lút.","Tümcelerin akışındaki tempo bile... Karmaşık nakaratlar ve özenli, ince yinelemelerle dolu olan bu sözlerden oluşmuş bu müziğin gizemli tekdüzeliği bile, Dorian’ın zihnine bir dalgınlık verir gibiydi: Bölümden bölüme geçtikçe artan, hastalığı andırır bir düş dalgınlığı, bir hayal sıtması onu günün kavuşmasından, gölgelerin içeri süzülmesinden habersiz kılıyordu.","La cadencia misma de las frases, la sutil monotonía de su música, tan lleno como estaba de complejos estribillos y de movimientos elaboradamente repetidos, produjo en la mente de Dorian Gray, al pasar de capítulo en capítulo, algo semejante a una ensoñación, una enfermedad del sueño que le hizo no darse cuenta de que iba cayendo el día y creciendo las sombras."
3721,"Cloudless, and pierced by one solitary star, a copper-green sky gleamed through the windows.","Quang đãng và bị chọc thủng bởi một ngôi sao cô đơn, bầu trời xanh-đồng lập lòe qua cửa sổ.","Üzerine tek bir yıldız kakılmış bakır yeşili, bulutsuz göğün ışıltısı, pencereden içeri vurmuştu.","Limpio de nubes y atravesado por una estrella solitaria, un cielo de color cobre verdoso resplandecía del otro lado de las ventanas."
3722,He read on by its wan light till he could read no more.,Cậu đọc tiếp dưới ánh sáng nhợt nhạt cho đến khi cậu không thể đọc được nữa.,Dorian bu solgun ışıkta okumayı gözleri görmez olana değin sürdürdü.,Dorian siguió leyendo con su pálida luz hasta que ya no pudo seguir.
3723,"Then, after his valet had reminded him several times of the lateness of the hour, he got up, and going into the next room, placed the book on the little Florentine table that always stood at his bedside and began to dress for dinner.","Rồi, sau khi người hầu đã vài lần nhắc cậu muộn giờ, cậu mới đứng dậy, và, đi vào phòng bên, đặt cuốn sách lên cái bàn Florence nhỏ luôn kê bên cạnh giường cậu, rồi bắt đầu thay đồ đi ăn tối.","Victor, efendisini kerelerce saat konusunda uyardı. Sonunda Dorian ayağa kalktı, yandaki odaya geçerek kitabı başucunda duran küçük, Floransa işi masanın üstüne bıraktı, yemeğe çıkmak üzere giysisini değiştirmeye girişti.","Luego, después de que el ayuda de cámara le hubiera recordado varias veces que se estaba haciendo tarde, se puso en pie y, trasladándose a la habitación vecina, dejó el libro en la mesa florentina que siempre estaba junto a su cama, y empezó a vestirse para la cena."
3724,"It was almost nine o’clock before he reached the club, where he found Lord Henry sitting alone, in the morning-room, looking very much bored.","Đã gần chín giờ trước khi cậu đến câu lạc bộ, nơi cậu thấy huân tước Henry ngồi một mình, trong phòng khách buổi sáng, nhìn có vẻ rất chán đời.","Kulübe vardığında saat dokuza geliyordu. Lord Henry’yi sabah salonunda, yalnız başına buldu. Çok sıkılmış olduğu belliydi.","Casi eran las nueve cuando llegó al club, donde encontró a lord Henry, solo, en una habitación que se utilizaba por las mañanas como sala de estar, con aire de infinito aburrimiento."
3725,"“I am so sorry, Harry,” he cried, “but really it is entirely your fault.","“Tôi rất xin lỗi, Harry,” cậu kêu lên, “nhưng thật sự là do lỗi của anh cả.","Dorian, “Bağışla beni, Harry,” dedi. “Ama bütün suç senin, aslında.","—Lo siento, Harry —exclamó el muchacho—, pero en realidad has tenido tú la culpa."
3726,That book you sent me so fascinated me that I forgot how the time was going.”,Cuốn sách mà anh gửi cho tôi đã thôi miên tôi đến nỗi tôi quên mất thời gian trôi qua thế nào.”,Yolladığın kitap beni öylesine sardı ki vaktin nasıl geçtiğini bilemedim.,El libro que me has prestado es tan fascinante que se me ha pasado el tiempo volando.
3727,"“Yes, I thought you would like it,” replied his host, rising from his chair.","“Ừ: tôi nghĩ cậu sẽ thích nó,” chủ tiệc đáp lại, nhỏm dậy khỏi ghế.","Lord Henry, “Evet, seveceğini biliyordum,” diyerek yerinden kalktı.","—Sí; me pareció que te gustaría —replicó su anfitrión, levantándose del asiento."
3728,"“I didn’t say I liked it, Harry.","“Tôi không nói tôi thích nó, Harry.","“Sevdim demedim ki, Harry.","—No he dicho que me guste, Harry."
3729,I said it fascinated me.,Tôi nói nó thôi miên tôi.,"Beni sardı, dedim.",He dicho que me fascina.
3730,There is a great difference.”,Một sự khác biệt lớn đấy.”,Büyük ayrım var arada.,Hay una gran diferencia.
3731,"“Ah, you have discovered that?” murmured Lord Henry.","“À, cậu đã khám phá ra điều ấy sao?” huân tước Henry thì thầm.","Lord Henry, “Ya, bunu öğrendin demek?” diye mırıldandı.","—Ah, ¿ya has hecho ese descubrimiento? —murmuró lord Henry, mientras se dirigían hacia el comedor."
3732,And they passed into the dining-room.,Và họ đi qua phòng ăn.,Yemek salonuna geçtiler.,"—Ah, ¿ya has hecho ese descubrimiento? —murmuró lord Henry, mientras se dirigían hacia el comedor."
3733,CHAPTER XI.,Chương 11,On birinci bölüm,Capítulo 11
3734,"For years, Dorian Gray could not free himself from the influence of this book.","Suốt nhiều năm, Dorian Gray không thể thoát khỏi ảnh hưởng của cuốn sách này.",Dorian Gray bu kitabın etkisinden kendini yıllarca kurtaramadı.,"Durante años, Dorian Gray no pudo librarse de la influencia de aquel libro."
3735,Or perhaps it would be more accurate to say that he never sought to free himself from it.,Hoặc có lẽ nói đúng hơn là cậu chưa bao giờ tìm cách thoát khỏi nó.,Ya da kendini bu etkiden kurtarmayı hiç akıl etmedi demek belki daha doğru olur.,O quizá sea más exacto decir que nunca trató de hacerlo.
3736,"He procured from Paris no less than nine large-paper copies of the first edition, and had them bound in different colours, so that they might suit his various moods and the changing fancies of a nature over which he seemed, at times, to have almost entirely lost control.","Cậu mua được từ Paris không ít hơn chín bản in cao cấp của lần xuất bản đầu tiên, và đóng bìa cho chúng theo nhiều màu khác nhau, để chúng có thể hòa hợp với các tâm trạng đa dạng và những tưởng tượng thất thường của một bản tính mà dường như cậu, đôi lúc, đã mất gần hết quyền kiểm soát.",Paris’ten kitabın tam dokuz tane büyük boy kopyasını aldı. Bunları ruhsal durumundaki değişimlere ve çok zaman zıvanadan çıkmış gibi gelen huyunun kaprislerine uysun diye başka başka renklerde ciltletti.,"Encargó que le trajeran de París al menos nueve ejemplares de la primera edición en papel de gran tamaño, con márgenes muy amplios, y los hizo encuadernar en colores diferentes, de manera que se acomodaran a sus distintos estados de ánimo y a los cambiantes caprichos de una sensibilidad sobre la que, a veces, parecía haber perdido casi por completo el control."
3737,"The hero, the wonderful young Parisian in whom the romantic and the scientific temperaments were so strangely blended, became to him a kind of prefiguring type of himself.","Cậu thấy nhân vật chính, một thanh niên Paris kỳ diệu, mà trong mình hòa trộn các khí chất lãng mạn và khoa học theo một cách rất lạ kỳ, đã trở thành một dạng nguyên mẫu của chính cậu.","Romanın kahramanı, benliğinde duygusal ve bilimsel eğilimleri birleştiren bu olağanüstü Parisli genç erkek, Dorian’ın gözünde kendisinin doğmazdan önce tasarlanmış bir simgesi olup çıkmıştı.","El protagonista, el asombroso joven parisino cuyos temperamentos romántico y científico estaban tan extrañamente combinados, se convirtió en prefiguración de sí mismo."
3738,"And, indeed, the whole book seemed to him to contain the story of his own life, written before he had lived it.","Và, quả thật, cậu thấy dường như cả cuốn sách chứa đựng câu chuyện đời cậu, được viết trước khi cậu sống.","Zaten bütün kitap onun yaşamının, yaşanmazdan önce yazılmış bir öyküsüydü sanki.","Y, de hecho, el libro entero le parecía contener la historia de su vida, escrita antes de que él la hubiera vivido."
3739,In one point he was more fortunate than the novel’s fantastic hero.,Có một điểm mà cậu may mắn hơn nhân vật tưởng tượng trong cuốn tiểu thuyết ấy.,Bir noktada kendisi romanın o inanılmaz kahramanından daha şanslıydı.,"Había, sin embargo, un punto en el que era más afortunado que el fantástico protagonista de la novela."
3740,"He never knew—never, indeed, had any cause to know—that somewhat grotesque dread of mirrors, and polished metal surfaces, and still water which came upon the young Parisian so early in his life, and was occasioned by the sudden decay of a beau that had once, apparently, been so remarkable.","Cậu chưa hề biết — quả thật là chưa hề có lý do nào để biết — đến nỗi sợ hơi kỳ cục trước các tấm gương, các mặt phẳng kim loại bóng láng và nước lặng, một nỗi sợ đã đè nặng lên chàng trai Paris từ rất sớm trong đời, và bị gây ra bởi sự tàn tạ bất ngờ của một vẻ đẹp coi bộ đã từng rất xuất sắc.","Parisli başlangıçta besbelli çok çarpıcı olan güzelliğinin ansızın bozulması üzerine, çok genç yaşında, aynalara, cilalı metallere ve durgun sulara karşı oldukça gülünç kaçan bir ürküye kapılmıştı. Oysa Dorian bu korkuyu hiç bilmemişti, bilmesi için de ortada bir neden yoktu.","Nunca padeció el terror, un tanto grotesco —nunca, de hecho, tuvo razón alguna para ello—, que inspiraban los espejos, las brillantes superficies de los metales y el agua inmóvil al joven parisino desde una temprana edad, terror ocasionado por la repentina desaparición de una belleza que en otro tiempo, al parecer, había sido extraordinariamente llamativa."
3741,"It was with an almost cruel joy—and perhaps in nearly every joy, as certainly in every pleasure, cruelty has its place—that he used to read the latter part of the book, with its really tragic, if somewhat overemphasized, account of the sorrow and despair of one who had himself lost what in others, and the world, he had most dearly valued.","Với một niềm vui gần như độc ác — và có lẽ trong hầu hết mọi niềm vui, hệt như trong mọi khoái lạc, sự độc ác luôn có chỗ của nó — cậu thường đọc phần sau của cuốn sách, với sự miêu tả thật sự bi thảm, nếu không phải là hơi quá nhấn mạnh, về niềm thương đau và nỗi tuyệt vọng của một kẻ đã tự đánh mất những gì mà y trân quý nhất ở tha nhân và cõi trần.","Dünyada ve insanlarda en değer verdiği şeyi kendisi yitirmiş bir adamın biraz abartılı olsa da gerçekten iç burkan öyküsünün anlatıldığı son bölümleri neredeyse zalim denebilecek bir kıvançla okuyordu. Belki de her kıvançta, tıpkı zevkte olduğu gibi, zalimliğin bir payı vardır.","Dorian Gray solía leer, con un júbilo casi cruel —y quizá en casi todas las alegrías, como sin duda en todos los placeres, la crueldad tiene su lugar— la última parte del libro, con su relato verdaderamente trágico, aunque hasta cierto punto demasiado subrayado, del dolor y la desesperación de alguien que había perdido lo que apreciaba, por encima de todo, en otras personas y en el mundo."
3742,"For the wonderful beauty that had so fascinated Basil Hallward, and many others besides him, seemed never to leave him.","Vì cái vẻ đẹp kỳ diệu đã mê hoặc Basil Hallward và nhiều người khác nữa ngoài y, dường như chưa hề rời bỏ cậu.",Dorian Gray’in Basil Hallward’ı ve onun gibi nicelerini büyüleyen olağanüstü güzelliği hiç eksilmez gibiydi.,Porque la singular belleza que tanto había fascinado a Basil Hallward y a otros muchos nunca parecía abandonarlo.
3743,Even those who had heard the most evil things against him—and from time to time strange rumours about his mode of life crept through London and became the chatter of the clubs—could not believe anything to his dishonour when they saw him.,"Thậm chí những người đã được nghe những điều xấu xa nhất về cậu, chưa kể thỉnh thoảng các tin đồn kỳ lạ về lối sống của cậu lại râm ran khắp London và trở thành câu chuyện làm quà ở các câu lạc bộ, vẫn không thể nào tin được bất cứ điều gì về sự ô nhục của cậu khi họ gặp cậu.",Ona ilişkin en çirkin şeyleri duymuş olanlar bile –çünkü zaman zaman onun yaşayışı üstüne akıl almaz söylentiler Londra’yı dolaşarak kulüplerde ağızlara sakız oluyordu– onu gördükleri zaman onun alçaklık yapabileceğine inanmıyorlardı.,"Incluso quienes habían oído de él las mayores vilezas —y periódicamente extraños rumores sobre su manera de vivir corrían por Londres y se convertían en la comidilla de los clubs—, no les daban crédito si llegaban a conocerlo personalmente."
3744,He had always the look of one who had kept himself unspotted from the world.,Cậu luôn có cái vẻ ngoài của một kẻ giữ được mình không vương chút bụi trần.,"Dorian’ın her zaman kendini dünyanın çamurundan uzak, tertemiz tutmuş gibi bir görünümü vardı.",Dorian Gray conservaba el aspecto de alguien que se ha mantenido lejos de la vileza del mundo.
3745,Men who talked grossly became silent when Dorian Gray entered the room.,Những ai đang nói tục sẽ im lặng khi Dorian Gray vào phòng.,Aralarında bozuk ağızla konuşanlar o içeri girince susarlardı.,Las conversaciones groseras se interrumpían cuando entraba en una habitación.
3746,There was something in the purity of his face that rebuked them.,Có gì đó ở sự thuần khiết trên mặt cậu đã quở trách họ.,Dorian Gray’in yüzünün saf duruluğunda onları kınayan bir şey vardı sanki.,Había una pureza en su rostro que tenía todo el valor de un reproche.
3747,His mere presence seemed to recall to them the memory of the innocence that they had tarnished.,Chỉ sự hiện diện của cậu thôi dường như cũng đủ nhắc họ nhớ lại ký ức về sự trong trắng mà họ đã làm ô uế.,"Onun yalnızca varlığı bile böylelerinde, kendi lekelenmiş masumluklarının anısını canlandırmaya yetiyordu.",Su mera presencia parecía despertar el recuerdo de una inocencia mancillada.
3748,They wondered how one so charming and graceful as he was could have escaped the stain of an age that was at once sordid and sensual.,Họ lấy làm lạ là làm sao mà một kẻ quá đỗi hào hoa phong nhã như cậu lại có thể tránh được vết nhơ của một thời đại vừa nhớp nhúa vừa dâm dục.,"Böylesine sevimli, güzel ve ince olan bir insanın, hem çıkarcı hem de şehvete düşkün olan bu çağın kirinden nasıl uzak kalabildiğine şaşarlardı.",Todo el mundo se preguntaba cómo alguien tan atractivo y puro había escapado a la corrupción de una época sórdida a la vez que sensual.
3749,"Often, on returning home from one of those mysterious and prolonged absences that gave rise to such strange conjecture among those who were his friends, or thought that they were so, he himself would creep upstairs to the locked room, open the door with the key that never left him now, and stand, with a mirror, in front of the portrait that Basil Hallward had painted of him, looking now at the evil and aging face on the canvas, and now at the fair young face that laughed back at him from the polished glass.","Thường thì khi về nhà từ một trong những cuộc đi vắng lâu ngày và bí ẩn vẫn làm dấy lên những phỏng đoán hết sức kỳ lạ giữa những kẻ là bạn cậu, hoặc tưởng họ là vậy, cậu lại tự lẻn lên gác để vào căn phòng khóa kín ấy, mở cửa bằng chiếc chìa khóa chưa hề rời cậu lâu nay, và đứng, với một chiếc gương, trước tấm chân dung mà Basil Hallward đã vẽ cậu, lúc thì nhìn vào bộ mặt xấu xa lão hóa trên toan, lúc thì vào bộ mặt trẻ đẹp đang cười với cậu từ tấm kính bóng láng.","Dostlarının –ya da onu dost sananların– arasında tuhaf söylentilere yol açan uzun, gizemli yokluklarından sonra evine döndüğünde, Dorian Gray usulca üst kattaki odaya çıkar, artık üstünden ayırmadığı anahtarla kapıyı açar, eline bir ayna alarak, Basil Hallward’ın yapmış olduğu portrenin karşısına geçerdi. Bir, tuvalin üstündeki o yaşlanmış, kötülük dolu yüze, bir de sırlı camdan kendine gülen güzel, taze yüze bakardı.","Con frecuencia, al regresar a su casa de una de aquellas misteriosas y prolongadas ausencias que daban pie a tan extrañas conjeturas entre quienes eran, o creían ser, sus amigos, Dorian Gray se deslizaba escaleras arriba hasta la habitación cerrada del ático, abría la puerta con la llave que nunca se separaba de su persona, y se colocaba, con un espejo, delante del retrato pintado por Basil Hallward, mirando unas veces al rostro malvado y envejecido del lienzo y otras las facciones siempre jóvenes y bien parecidas que se reían de él desde la brillante superficie de cristal."
3750,The very sharpness of the contrast used to quicken his sense of pleasure.,Chính độ nét của sự tương phản thường đẩy mạnh khả năng cảm nhận khoái lạc của cậu.,Aradaki zıtlığın keskinliği onun içindeki zevk kıpırtısını depreştirirdi.,La nitidez misma del contraste aumentaba su placer.
3751,"He grew more and more enamoured of his own beauty, more and more interested in the corruption of his own soul.","Cậu càng ngày càng mê vẻ đẹp của mình, càng ngày càng chú ý đến sự mục nát của linh hồn mình.","Kendi güzelliğine gitgide daha sevdalanıyor, ruhundaki çürümeyle gitgide daha yakından ilgileniyordu.",Se fue enamorando cada vez más de la belleza de su cuerpo e interesándose más y más por la corrupción de su alma.
3752,"He would examine with minute care, and sometimes with a monstrous and terrible delight, the hideous lines that seared the wrinkling forehead or crawled around the heavy sensual mouth, wondering sometimes which were the more horrible, the signs of sin or the signs of age.","Cậu xem kỹ từng tí, đôi lúc với niềm vui quái dị khủng khiếp, những vết nhăn gớm guốc làm khô héo cái trán nhàu, hoặc bò quanh cái miệng dâm tục, đôi lúc tự hỏi là cái gì kinh khủng hơn, các dấu hiệu về tội lỗi hay các dấu hiệu về tuổi tác.","Kırışmış alnın üstünü dağlayan, o dolgun, şehvetli ağzın kenarlarında oynaşan çizgileri sonsuz bir dikkatle ve ürkünç, insanlık dışı bir kıvançla inceliyordu. Çoğu kez hangisinin daha dehşet verici olduğunu bilmiyordu: günahın izleri mi yoksa yaşlanmanın izleri mi?","Examinaba con minucioso cuidado, y a veces con un júbilo monstruoso y terrible, los espantosos surcos que cortaban su arrugada frente y que se arrastraban en torno ala boca sensual, perdido todo su encanto, preguntándose a veces qué era lo más horrible, si las huellas del pecado o las de la edad."
3753,"He would place his white hands beside the coarse bloated hands of the picture, and smile.","Cậu thường đặt hai bàn tay trắng muốt của mình bên cạnh hai bàn tay sưng phồng thô kệch trên bức tranh, và mỉm cười.","Kendi beyaz elini portrenin o kırışık, şiş ellerinin yanına tutarak gülümsüyor, o biçimsiz gövdeyi, o sıskalaşmış bacakları alaya alıyordu.","También colocaba las manos, nacaradas, junto a las manos rugosas e hinchadas del cuadro, y sonreía."
3754,He mocked the misshapen body and the failing limbs.,Cậu chế giễu cái thân hình méo mó và chân tay suy nhược ấy.,"Kendi beyaz elini portrenin o kırışık, şiş ellerinin yanına tutarak gülümsüyor, o biçimsiz gövdeyi, o sıskalaşmış bacakları alaya alıyordu.",Se burlaba del cuerpo deforme y de las extremidades claudicantes.
3755,"There were moments, indeed, at night, when, lying sleepless in his own delicately scented chamber, or in the sordid room of the little ill-famed tavern near the docks which, under an assumed name and in disguise, it was his habit to frequent, he would think of the ruin he had brought upon his soul with a pity that was all the more poignant because it was purely selfish.","Quả thật, có nhiều lúc, ban đêm, khi, nằm thao thức trong buồng ngủ thơm dịu của mình, hoặc trong căn phòng nhớp nhúa của cái tửu quán nhỏ khét tiếng ở gần Bến cảng, nơi mà, dưới cái tên giả, và mặc bộ quần áo cải trang, cậu quen lui tới, cậu lại nghĩ về sự suy đồi mà cậu đã đem lại cho linh hồn mình, với một nỗi xót xa thậm chí còn cồn cào hơn vì nó chỉ là sự ích kỷ.","Kendi hoş kokulu odasında ya da takma bir adla girip çıktığı rıhtımdaki kötü şöhretli hanın küçük, pis bir odasında, uykusuz yattığı kimi geceler kendi ruhunu nasıl bile bile mahva sürüklediğini –tamamen bencil olduğu için daha da keskinleşen– bir acımayla düşündüğü olurdu.","De noche, insomne en su dormitorio, siempre perfumado por delicados aromas, o en la sórdida habitación de una taberna de pésima reputación cerca de los muelles, que tenía por costumbre frecuentar disfrazado y con nombre falso, había momentos, efectivamente, en los que pensaba en la destrucción de su alma con una compasión que era especialmente patética por puramente egoísta."
3756,But moments such as these were rare.,Nhưng những khoảnh khắc như vậy rất hiếm hoi.,Ne var ki böyle anlar çok nadirdi.,Pero aquellos momentos no se prodigaban.
3757,"That curiosity about life which Lord Henry had first stirred in him, as they sat together in the garden of their friend, seemed to increase with gratification.","Sự tò mò về cuộc sống mà huân tước Henry đã khơi dậy trong cậu đầu tiên, lúc họ ngồi bên nhau trong khu vườn của bạn họ, dường như tăng lên theo sự vừa lòng.","Hayata karşı duyduğu, ilk kez Basil’in bahçesinde otururlarken Lord Henry’nin uyandırmış olduğu o merak, giderildikçe depreşir gibiydi.","La curiosidad acerca de la vida, que lord Henry despertara por vez primera en él cuando estaban en el jardín de su amigo Basil, parecía crecer a medida que se satisfacía."
3758,"The more he knew, the more he desired to know.",Cậu càng biết nhiều hơn thì cậu lại càng muốn biết thêm nữa.,Dorian bildikçe öğrenmek istiyordu.,"Cuanto más sabía, más quería saber."
3759,He had mad hungers that grew more ravenous as he fed them.,Cậu có những cơn đói điên cuồng cứ cồn cào thêm lên những khi cậu cho chúng ăn.,Doyuma ulaştıkça oburlaşan azgın iştahları vardı.,Padecía hambres locas que se hacían más devoradoras cuanto mejor las alimentaba.
3760,"Yet he was not really reckless, at any rate in his relations to society.","Tuy nhiên, dẫu thế nào thì cậu vẫn thật sự không khinh suất trong các quan hệ xã hội.","Gene de, hiç değilse toplumla olan ilişkilerinde aşırı pervasız davrandığı söylenemezdi.","No se dejaba ir por completo, sin embargo, al menos en sus relaciones con la buena sociedad."
3761,"Once or twice every month during the winter, and on each Wednesday evening while the season lasted, he would throw open to the world his beautiful house and have the most celebrated musicians of the day to charm his guests with the wonders of their art.","Một đôi lần mỗi tháng mùa đông, và vào mỗi chiều thứ Tư khi còn mùa khác, cậu lại mở toang ngôi nhà tuyệt đẹp của mình cho cả thế giới và thuê những nhạc công nổi tiếng nhất ngày ấy để mê hoặc khách quý bằng các kỳ công nghệ thuật của họ.","Kışın ayda bir iki kez, sosyete mevsimi süresince de her çarşamba akşamı o güzel evini çevresindekilere açıyor ve sanatlarının harikasıyla konukları mest etsinler diye günün en ünlü müzikçilerini getirtiyordu.","Una o dos veces al mes durante el invierno, y los miércoles por la tarde durante la temporada, abría al mundo las puertas de su magnífica casa y contrataba a los músicos más celebrados del momento para que deleitaran a sus invitados con las maravillas de su arte."
3762,"His little dinners, in the settling of which Lord Henry always assisted him, were noted as much for the careful selection and placing of those invited, as for the exquisite taste shown in the decoration of the table, with its subtle symphonic arrangements of exotic flowers, and embroidered cloths, and antique plate of gold and silver.","Các bữa tiệc chiều của cậu, mà huân tước Henry luôn giúp cậu bài trí, nổi tiếng vì sự sắp xếp và tuyển lựa cẩn thận những người được mời, cũng như vì thị hiếu tinh tế được thể hiện trong sự trang trí bàn tiệc, với những sắp đặt tinh tế hài hòa bằng hoa lá ngoại lai, khăn thêu trải bàn, đĩa vàng đĩa bạc cổ xưa.","Düzenlemesinde her zaman Lord Henry’nin ona yardım ettiği o küçük yemekli toplantılar, çağrılıların seçiminde ve yerleştirilmesinde gösterilen titizliğin yanı sıra sofranın süslenmesinde gösterilen ince zevkle de ünlüydü. Altın ve gümüşten antika takımları, işlemeli örtüleri ve uzak iklim çiçekleriyle bu masaların bezenmesi bir senfoniyi andırırdı.","Sus cenas íntimas, en cuya organización siempre colaboraba lord Henry, eran famosas por la cuidadosa selección y distribución de los invitados, así como por el gusto exquisito en la decoración de la mesa, con su sutil arreglo sinfónico de flores exóticas, manteles bordados y antigua vajilla de oro y plata."
3763,"Indeed, there were many, especially among the very young men, who saw, or fancied that they saw, in Dorian Gray the true realization of a type of which they had often dreamed in Eton or Oxford days, a type that was to combine something of the real culture of the scholar with all the grace and distinction and perfect manner of a citizen of the world.","Quả thực, có nhiều người, đặc biệt là trong số những người rất trẻ, nhìn thấy, hoặc tưởng là họ thấy, trong Dorian Gray, sự hiện thực hóa đích thực của một mẫu người mà họ hằng mơ đến vào những ngày còn học ở Eton hay Oxford, một mẫu người kết hợp được những thứ quan trọng thuộc về văn hóa thực sự của học giả với mọi nét duyên dáng, xuất chúng và phong cách hoàn hảo của một công dân toàn cầu.","Çağrılıların ve hele henüz delikanlılık çağında olanların arasında birçok kişi Dorian Gray’i, Eton ve Oxford’daki okul günlerinde düşledikleri ideal tip olarak görür ya da öyle sanırlardı: kitap düşkünü bilim adamının gerçek kültürüyle, “hayat adamı”nın bütün kıvraklığını, seçkinliğini, kusursuz terbiyesini birleştiren bir tip.","Abundaban de hecho, especialmente entre los más jóvenes, quienes veían, o imaginaban ver, en Dorian Gray, la verdadera encarnación de un modelo con el que habían soñado a menudo en sus días de Eton y de Oxford, una persona que conjugaba en cierto modo la cultura del erudito con el encanto, la distinción y los perfectos modales de un ciudadano del mundo."
3764,To them he seemed to be of the company of those whom Dante describes as having sought to “make themselves perfect by the worship of beauty.”,Với họ thì dường như cậu đã thuộc về nhóm những người mà Dante miêu tả như đang tìm cách để “hoàn thiện mình bằng sự tôn thờ sắc đẹp.”,"Bu gibilerin gözüne Dorian, Dante’nin, “güzelliğe taparak kusursuzluğa ulaşmak isteyenler” diye tanımladığı kişilerden biri olarak görünürdü.",Les parecía que formaba parte del grupo de aquellos a los que Dante describe porque tratan de «hacerse perfectos mediante el culto rendido a la belleza[1] ».
3765,"Like Gautier, he was one for whom “the visible world existed.”",Theo Gautier thì cậu là một trong những người mà vì họ nên “thế giới hữu hình này tồn tại”.,Gautier gibi o da “görünen dünyanın var olduğuna” inananlardandı.,"Como Gautier, era alguien para quien «existía el mundo visible[2] »."
3766,"And, certainly, to him life itself was the first, the greatest, of the arts, and for it all the other arts seemed to be but a preparation.","Và, chắc chắn với cậu thì chính Cuộc sống là nghệ thuật đầu tiên, vĩ đại nhất, của mọi nghệ thuật, bởi lẽ với nó thì mọi nghệ thuật khác dường như chỉ là một sự chuẩn bị.","Gerçekten de onun için sanatların en birincisi, en yücesi bizzat Hayat’tı; bütün sanatlar Hayat için girişilen bir hazırlıktan başka bir şey değildi.","Para él, ciertamente, la Vida era la primera y la más grande de las artes, y todas las demás no eran más que una preparación para ella."
