line_no,en,vi,tr,es
3524,“And how long has this been going on?”,— Thế chuyện xảy ra khi nào?,“Ve bu ne kadar süredir böyle sürüyor?,–Así es. –¿Y durante cuánto tiempo ha estado sucediendo esto?
3525,“About ten days.”,— Cách đây khoảng chục ngày.,“Yaklaşık on gündür.,"–Desde hace cerca de diez días,"
3527,"Then I guess, Jack Seward, that that poor pretty creature that we all love has had put into her veins within that time the blood of four strong men.",— Chục ngày? Vậy thì cô bé đáng thương mà tất cả chúng ta đều yêu mến kia đã nhận máu của bốn người trong vòng có mươi ngày thôi ư?,"“On gün mü! Öyleyse, Jack, bu süre içinde hepimizin sevdiği o zavallı güzel yaratığın damarlarına dört güçlü adamın kanını aldığını sanıyorum.","Entonces supongo, Jack Seward, que la pobre criatura que todos amamos se ha puesto en sus venas durante ese tiempo la sangre de cuatro hombres fuertes."
3530,I shook my head.,— Đó còn là một dấu hỏi.,Bilmiyorum anlamında başımı salladım.,Yo moví la cabeza negativamente.
3531,"“That,” I said, “is the crux.",- Tôi lắc đầu. - Cả Van Helsing và tôi bây giờ đều chưa rõ tại sao.,"“İşte,” dedim, “sorun bu.",–He ahí el problema.
3532,"Van Helsing is simply frantic about it, and I am at my wits’ end.",- Tôi lắc đầu. - Cả Van Helsing và tôi bây giờ đều chưa rõ tại sao.,Van Helsing bu konuda çok heyecanlı ve ben de ne yapacağımı bilemiyorum.,"Van Helsing simplemente se pone frenético acerca de ello, y yo estoy a punto de devanarme los sesos."
3533,I can’t even hazard a guess.,Đúng là có một thế lực nào đó đã chống lại các nỗ lực của giáo sư.,Tahminde bulunmaya bile cüret edemiyorum.,Ya no puedo ni aventurar una adivinanza.
3534,There has been a series of little circumstances which have thrown out all our calculations as to Lucy being properly watched.,Đúng là có một thế lực nào đó đã chống lại các nỗ lực của giáo sư.,Lucy’nin uygun biçimde izlenmesine ilişkin tüm hesaplarımızı çöpe atan bir dizi ufak olay meydana geldi.,Ha habido una serie de pequeñas circunstancias que han echado por tierra todos nuestros cálculos para que Lucy sea vigilada adecuadamente.
3535,But these shall not occur again.,Nhưng điều đó không thấy xảy ra nữa.,Ama bunlar bir daha olmayacak.,Pero esto no ocurrirá otra vez.
3537,Quincey held out his hand.,Quincey nắm chặt lấy tay tôi. — Tôi sẽ giúp các ông một tay.,Quincey elini uzattı.,Quincey extendió su mano.
3539,"“You and the Dutchman will tell me what to do, and I’ll do it.”",- Anh ta nói - Chỉ cần vị giáo sư người Hà Lan và ông bảo tôi phải làm gì là tôi sẽ làm ngay.,"“Sen ve Hollandalı adam bana ne yapacağımı söyleyeceksiniz, ben de onu yapacağım.","Tú y el holandés sólo tienen que decirme lo que haga, y yo lo haré."
3540,"When she woke late in the afternoon, Lucy’s first movement was to feel in her breast, and, to my surprise, produced the paper which Van Helsing had given me to read.","Buổi chiều, khi tỉnh dậy, trước sự kinh ngạc của tôi, cử chỉ đầu tiên mà Lucy làm là luồn tay xuống dưới áo ngủ lấy mấy mẩu giấy mà Van Helsing đã đưa cho tôi đọc.","O akşamüstü geç saatlerde uyandığında, Lucy’nin yaptığı ilk şey, göğsünü yoklamak ve beni şaşırtacak biçimde, Van Helsing’in okumam için bana verdiği kâğıdı göğsünden çıkartmak oldu.","Cuando Lucy despertó por la tarde, su primer movimiento fue de palparse el pecho, y, para mi sorpresa, extrajo de él el papel que van Helsing me había dado a leer."
3541,"The careful Professor had replaced it where it had come from, lest on waking she should be alarmed.","Giáo sư đã cẩn thận trả lại đúng chỗ cũ vì sợ rằng khi tỉnh dậy, nếu không thấy những mẩu giấy ấy, cô bé sẽ hoảng sợ.","Dikkatli Profesör, uyandığında kaygılanmasın, diye onu çıktığı yere geri koymuştu.","El cuidadoso profesor lo había colocado otra vez en su sitio, para evitar que al despertarse ella pudiera sentirse alarmada."
3542,"Her eye then lit on Van Helsing and on me too, and gladdened.","Cầm mấy mẩu giấy trên tay, cô ngước nhìn Van Helsing một lúc rồi lại quay sang nhìn tôi, vẻ thật sự hài lòng.","Sonra, gözü Van Helsing’le bana kaydı ve sevindi.",Sus ojos se dirigieron a van Helsing y a mí y se alegraron.
3543,"Then she looked around the room, and seeing where she was, shuddered; she gave a loud cry, and put her poor thin hands before her pale face.","Rồi cô ngước mắt nhìn khắp phòng như một đứa trẻ vừa được làm quen với một thế giới mới, nhưng khi chợt nhận thấy đây không phải là phòng mình, cô đã khóc nấc lên và đưa hai tay ôm lấy khuôn mặt còn trắng bệch như người chết đuối.","Sonra, odaya bakındı ve nerede olduğunu görünce irkildi; yüksek sesle çığlık attı ve zavallı incecik elleriyle solgun yüzünü kapadı.","Entonces miró alrededor del cuarto y, viendo donde se encontraba, tembló; dio un grito agudo y puso sus pobres y delgadas manos sobre su pálido rostro."
3544,We both understood what that meant—that she had realised to the full her mother’s death; so we tried what we could to comfort her.,Chỉ tới lúc này cô mới nhớ ra một thực tế là cô đã mất mẹ. Chúng tôi xúm lại an ủi vỗ về cô.,Bunun ne anlama geldiğini -annesinin ölümünü tümüyle algıladığını- ikimiz de anladık; bu yüzden onu rahatlatmak için elimizden geleni yaptık.,"Ambos entendimos lo que significaba (se había dado plena cuenta de la muerte de su madre), por lo que tratamos de consolarla."
3545,"Doubtless sympathy eased her somewhat, but she was very low in thought and spirit, and wept silently and weakly for a long time.",Nếu chúng tôi làm cho cô nhẹ nhõm trong lòng được ngần nào thì cô sẽ đỡ bị cơn đau hành hạ ngần ấy. Nhưng Lucy vẫn khóc nức nở trước mặt chúng tôi.,Kuşkusuz duygudaşlık onu biraz rahatlattı ama zihinsel ve ruhsal olarak çok güçsüzdü; uzun uzun sessizce ve güçsüzce ağladı.,"No cabe la menor duda de que nuestra conmiseración la tranquilizó un poco, pero de todas maneras siguió muy desalentada y se quedó sollozando silenciosa y débilmente durante largo tiempo."
3546,"We told her that either or both of us would now remain with her all the time, and that seemed to comfort her.","Chỉ tới khi tôi nói rằng từ nay trở đi, tôi và Van Helsing hoặc sẽ cùng nhau, hoặc sẽ thay nhau ở bên cô, cô mới an tâm hơn đôi chút.",Ona birimizin ya da ikimizin birden hep onunla kalacağını söyledik; bu onu biraz rahatlatmış gibiydi.,"Le dijimos que cualquiera de nosotros dos, o ambos, permaneceríamos con ella todo el tiempo, y eso pareció consolarla un poco."
3547,Towards dusk she fell into a doze.,"Màn đêm buông xuống, cô lại bắt đầu đi vào giấc ngủ.",Alacakaranlığa doğru hafif bir uykuya daldı.,Hacia el atardecer cayó en una especie de aturdimiento.
3549,Whilst still asleep she took the paper from her breast and tore it in two.,"Thêm một điều nữa làm tôi ngạc nhiên: trong lúc ngủ, cô đã cầm mấy mẩu giấy khi nãy xé ra làm đôi.",Uykusunda kâğıdı göğsünden çıkarttı ve yırttı.,Mientras todavía dormía sacó el papel de su pecho y lo rompió en dos pedazos.
3550,Van Helsing stepped over and took the pieces from her.,"Van Helsing định gỡ những mảnh giấy ấy ra, nhưng cô vẫn giữ rất chặt và thậm chí còn xé nhỏ hơn nữa.",Van Helsing yanına gitti ve kâğıt parçalarını elinden aldı.,Van Helsing se adelantó y le quitó los pedazos de las manos.
3551,"All the same, however, she went on with the action of tearing, as though the material were still in her hands; finally she lifted her hands and opened them as though scattering the fragments.","Cuối cùng, cô đưa tay lên và xòe bàn tay ra như thể muốn ném vung những mẩu giấy vụn lên thật cao.","Ama buna karşın, Lucy sanki kâğıt hâlâ elindeymiş gibi yırtma eylemini sürdürdü; sonunda ellerini kaldırdı ve sanki parçaları saçıyormuş gibi ellerini açtı.","De todas maneras, ella siguió con la intención de romper, como si todavía tuviese el material en los dedos; finalmente levantó las manos y las abrió, como si esparciera los fragmentos."
3552,"Van Helsing seemed surprised, and his brows gathered as if in thought, but he said nothing.","Van Helsing rất lấy làm lạ, nhưng không thấy ông nói gì.","Van Helsing şaşırmış göründü ve kaşları, düşünceye dalmışçasına birleşti, ama bir şey söylemedi.","Van Helsing pareció sorprendido y sus cejas se unieron como si pensara, pero no dijo nada."
3555,"The Professor and I took it in turns to watch, and we never left her for a moment unattended.",Van Helsing và tôi thay nhau trông nom cô; chúng tôi không dám để cô nằm lại một mình một phút nào.,Profesör ve ben nöbetleşe başında bekledik ve onu bir an bile yalnız bırakmadık.,"El profesor y yo nos turnamos en la vigilancia, y no la dejamos ni un solo momento sin atender."
3556,"Quincey Morris said nothing about his intention, but I knew that all night long he patrolled round and round the house.","Không biết Quincey Morris nghĩ gì, nhưng suốt đêm, tôi cứ thấy anh ta đi đi lại lại xung quanh ngôi nhà.","Quincey Morris, planı konusunda hiçbir şey söylemedi, ama bütün gece boyunca evin çevresinde devriye gezdiğini biliyordum.","Quincey Morris no dijo nada acerca de su intención, pero yo sé que toda la noche se estuvo paseando alrededor de la casa."
3557,"When the day came, its searching light showed the ravages in poor Lucy’s strength.","Buổi sáng, nhìn Lucy, chúng tôi biết là cô không còn một chút sức lực nào.","Gündüz olduğunda, gün ışığı, zavallı gücünün nasıl hasar gördüğünü gözler önüne serdi.","Cuando llegó el día, su esclarecedora luz mostró los estragos en la fortaleza de la pobre Lucy."
3558,"She was hardly able to turn her head, and the little nourishment which she could take seemed to do her no good.",Tôi không dám nói quá lời bởi vì đã có lúc cô không thể trở mình hoặc quay đầu từ bên này sang bên kia được. Hình như lượng dinh dưỡng ít ỏi mà chúng tôi cho cô dùng hôm qua đã không được tiêu hóa để chuyển hóa thành năng lượng.,Kafasını zar zor çevirebiliyordu ve alabildiği az miktarda gıdanın da ona yararı dokunmuyormuş gibi görünüyordu.,"Apenas si era capaz de volver su cabeza, y los pocos alimentos que pudo tomar parecieron no hacer ningún provecho."
3559,"At times she slept, and both Van Helsing and I noticed the difference in her, between sleeping and waking.",Thỉnh thoảng tôi và Van Helsing lại hồi hộp quan sát những thay đổi diễn ra trên nét mặt cô lúc cô đang chìm sâu trong giấc ngủ buổi sáng.,Zaman zaman uyuyordu ve Van Helsing’le ben uyuduğu ve uyanık olduğu zamanlar arasındaki farkı görebiliyorduk.,"Por ratos durmió, y tanto van Helsing como yo anotamos la diferencia en ella, mientras dormía y mientras estaba despierta."
3560,"Whilst asleep she looked stronger, although more haggard, and her breathing was softer; her open mouth showed the pale gums drawn back from the teeth, which thus looked positively longer and sharper than usual; when she woke the softness of her eyes evidently changed the expression, for she looked her own self, although a dying one.","Cũng có lúc nhịp thở của cô chậm và đều hơn. Cô ngủ mà miệng há hốc, để trơ ra hai hàng lợi tím tái tụt sâu xuống dưới chân răng, khiến cho hai hàm răng có vẻ dài và nhọn hơn hẳn so với bình thường. Khi tỉnh dậy, sự dịu dàng trong ánh mắt, dù vẫn còn lờ đờ, đã trả lại cho cô cái cảm xúc quen thuộc thường ngày.","Uyurken daha çelimsiz ve nefes alış verişi daha hafif olsa da daha güçlü görünüyordu; açık ağzı çekilmiş, solgun dişetlerini ortaya seriyordu ve bu yüzden dişleri kesinlikle daha uzun, daha sivri görünüyordu; uyandığında gözlerindeki yumuşaklık belli ki ifadesini değiştiriyordu, çünkü ölmekte olsa da kendi gibi görünüyordu.","Mientras dormía se veía más fuerte, aunque más trasnochada, y su respiración era más suave; su abierta boca mostraba las pálidas encías retiradas de los dientes, que de esta manera positivamente se veían más largos y agudos que de costumbre; al despertarse, la suavidad de sus ojos cambiaba evidentemente la expresión, pues se veía más parecida a sí misma, aunque agonizando."
3561,"In the afternoon she asked for Arthur, and we telegraphed for him.","Buổi chiều, cô bỗng đòi gặp Arthur; chúng tôi đành phải đánh điện gọi anh ta đến, và người ra ga đón anh ta sẽ là Quincey.",Öğleden sonra Arthur’u istedi ve ona telgraf çekti.,"Por la tarde preguntó por Arthur, y nosotros le telegrafiamos."
3562,Quincey went off to meet him at the station.,"Buổi chiều, cô bỗng đòi gặp Arthur; chúng tôi đành phải đánh điện gọi anh ta đến, và người ra ga đón anh ta sẽ là Quincey.",Quincey onu karşılamak için istasyona gitti.,Quincey fue a la estación a encontrarlo.
3563,"When he arrived it was nearly six o’clock, and the sun was setting full and warm, and the red light streamed in through the window and gave more colour to the pale cheeks.","Arthur đến vào khoảng 6 giờ. Tiết trời chiều vẫn còn nóng bức, đôi má của bệnh nhân có vẻ ửng hồng lên dưới những tia nắng còn vương lại trong phòng.","Arthur geldiğinde saat neredeyse altı olmuştu; güneş batıyor, kırmızı ışık pencereden içeri akıyor, solgun yanaklarına biraz daha renk veriyordu.","Cuando llegó ya eran cerca de las seis de la tarde y el sol se estaba ocultando con todo esplendor y colorido, y la luz roja fluía a través de la ventana y le daba más color a las pálidas mejillas."
3564,"When he saw her, Arthur was simply choking with emotion, and none of us could speak.","Nhìn thấy Lucy, phải cố gắng lắm Arthur mới giấu được cảm xúc.","Onu gördüğünde, Arthur heyecandan boğulacak gibi oldu, hiçbirimiz konuşamadık.","Al verla, Arthur simplemente se ahogó de emoción, y ninguno de nosotros pudo hablar."
3567,"He too pulled himself together, and spoke as cheerily as he could, so that the best was made of everything.","Kể từ khi tới nhà cô đến nay, chưa bao giờ tôi thấy cô lại nói năng sôi nổi đến vậy.","Arthur da kendini toparlamıştı, olabildiğince neşeli konuşuyordu, böylece her şey olabildiğince iyiye gidiyordu.","Él también se dominó y habló tan alegremente como pudo, de tal manera que se hizo lo mejor."
3568,"It was now nearly one o’clock, and he and Van Helsing are sitting with her.",Bây giờ đã gần một giờ; Van Helsing và Arthur vẫn ngồi trông nom bệnh nhân.,"Saat neredeyse bir olmuştu ve Arthur’la Van Helsing, Lucy’nin yanında oturuyorlardı.","Va a dar la una de la mañana, y él y van Helsing están sentados con ella."
3569,"I am to relieve them in a quarter of an hour, and I am entering this on Lucy’s phonograph.","Khoảng mười lăm phút nữa, tôi sẽ tới thay ca cho họ. Trong lúc chờ đợi, tôi đã ghi lại những chi tiết này vào chiếc máy hát của Lucy.",On beş dakikaya kadar nöbeti onlardan devralacağım ve bu kaydı Lucy’nin fonografında yapıyorum.,"Yo los relevaré dentro de un cuarto de hora, y estoy consignando esto en el fonógrafo de Lucy."
3570,Until six o’clock they are to try to rest.,"Sau khi tôi lên thay, hai người sẽ tranh thủ ngủ một giấc đến 6 giờ sáng.",Saat altıya kadar dinlenmeye çalışacaklar.,Tratarán de descansar hasta las seis.
3571,"I fear that to-morrow will end our watching, for the shock has been too great; the poor child cannot rally.","Hy vọng là một ngày mai, chúng tôi sẽ chẳng cần phải thức để trông nom cô nữa. Rồi cô bé khốn khổ sẽ phải bình phục.","Korkarım yarın nöbetimizi sona erdirecek, çünkü bu sarsıntı fazlasıyla büyüktü; zavallı çocuk iyileşemeyecek.","Temo que mañana se termine nuestra vigilancia, pues la impresión ha sido demasiado grande; la pobre chiquilla no se puede reanimar."
3572,God help us all.,Cầu Chúa hãy giúp chúng con!,Tanrı hepimize yardım etsin.,Dios nos ayude a todos.
3573,"Letter, Mina Harker to Lucy Westenra.",Thư của Mina Harker gửi Lucy Westenra,Mina Harker’dan Lucy Westenra’ya mektup (Alıcı tarafından açılmamış.,Carta de Mina Harker a Lucy Westenra(sin abrir)
3575,“17 September.,“Ngày 17 tháng 9,17 Eylül,17 de septiembre
3576,"“My dearest Lucy,—","Lucy thân mến,",Çok sevgili Lucy,"""Mi querida Lucy:"
3577,"“It seems an age since I heard from you, or indeed since I wrote.","Tớ có cảm giác như cả thế kỷ trôi qua mà không nhận được tin tức gì của cậu, hay nói đúng hơn là cả thế kỷ nay tớ chưa viết thư cho cậu.","Senden haber almayalı ya da aslında sana yazmayalı, bir asır geçmiş gibi.","""Me parece que han pasado siglos desde que tuve noticias de ti, o más bien desde que te escribí."
3578,"You will pardon me, I know, for all my faults when you have read all my budget of news.",Hy vọng cậu sẽ thứ lỗi cho tớ sau khi đọc những dòng này.,Tüm haberlerimi okuyunca hatalarımdan ötürü beni bağışlayacaksın biliyorum.,Sé que me perdonarás por todas mis faltas cuando hayas leído las noticias que te voy a dar.
3579,"Well, I got my husband back all right; when we arrived at Exeter there was a carriage waiting for us, and in it, though he had an attack of gout, mr Hawkins.","Đầu tiên tớ phải thông báo cho cậu biết hai vợ chồng tớ đã về đây ở. Lúc xuống tàu ở Exeter, tớ thấy ngài Hawkins, mặc dù đang bị căn bệnh thống phong hành hạ, đã ngồi sẵn trong xe đợi đón chúng tớ. Hawkins tự tay lái xe chở hai vợ chồng tớ về nhà ông.","Pekâlâ, kocamı sağ salim teslim aldım; Exeter’a vardığımızda orada bizi araba bekliyordu ve gut hastalığı geçirmekte olmasına karşın mr Hawkins arabadaydı.","Bien, pues traje a mi marido de regreso en buenas condiciones; cuando llegamos a Exéter nos estaba esperando un carruaje, y en él, a pesar de tener un ataque de gota, el señor Hawkins nos llevó a su casa, donde había habitaciones para nosotros, todas arregladas y cómodas, y cenamos juntos."
3580,"He took us to his house, where there were rooms for us all nice and comfortable, and we dined together.",Cả ba người đã cùng ngồi ăn tối với nhau. Bọn tớ được ông dành cho những căn phòng rất tiện nghi.,"Bizi, bize ayrılan tüm odaların hepsinin çok hoş ve rahat olduğu kendi evine götürdü ve birlikte akşam yemeği yedik.","Bien, pues traje a mi marido de regreso en buenas condiciones; cuando llegamos a Exéter nos estaba esperando un carruaje, y en él, a pesar de tener un ataque de gota, el señor Hawkins nos llevó a su casa, donde había habitaciones para nosotros, todas arregladas y cómodas, y cenamos juntos."
3581,After dinner mr Hawkins said:—,"Sau bữa tối, ông nói với bọn tớ:",Yemekten sonra mr Hawkins şöyle dedi:,"Después de cenar, el señor Hawkins dijo:"
3582,"“‘My dears, I want to drink your health and prosperity; and may every blessing attend you both.","— Các bạn ạ, tôi đã uống vì sức khỏe và hạnh phúc trăm năm của các bạn! Cầu mong các bạn luôn có được những niềm vui trọn vẹn?","“Canlarım, sağlığınıza ve mutluluğunuza içmek istiyorum; dilerim tüm güzellikler sizinle olsun.","""Queridos míos, quiero brindar por vuestra salud y prosperidad, y que todas las bendiciones caigan sobre vosotros dos."
3583,"I know you both from children, and have, with love and pride, seen you grow up.","Tôi biết các bạn từ khi các bạn còn nhỏ, bởi vậy tôi cũng rất tự hào khi được chứng kiến các bạn trưởng thành.",İkinizi de çocukluğunuzdan beri tanıyorum ve sevgi ve gururla büyümenizi izledim.,"Os conozco desde niños, y he visto, con amor y orgullo, como crecíais."
3584,Now I want you to make your home here with me.,"Hôm nay, tôi muốn các bạn hay coi đây như là nhà của chính mình vậy.",Şimdi yuvanızı burada yanımda kurmanızı istiyorum.,Ahora deseo que hagáis vuestro hogar aquí conmigo.
3585,"I have left to me neither chick nor child; all are gone, and in my will I have left you everything.’","Tôi sống độc thân, chẳng có con cái gì, nên tôi sẽ viết di chúc để lại tất cả gia sản của mình cho các bạn.","Ne karım, ne çocuğum kaldı; hepsi gitti ve vasiyetimde her şeyi size bıraktım.""","Yo no dejo tras de mí ni descendientes ni hijos; todos se han ido, y en mi testamento os instituyo herederos universales."
3586,"I cried, Lucy dear, as Jonathan and the old man clasped hands.","Lucy ạ, nghe ngài Hawkins nói, trông thấy cảnh ông và chồng tớ bắt tay nhau hồi lâu mà tớ không sao cầm được nước mắt.","Jonathan ve yaşlı adam el sıkışırlarken ağladım, Lucy’ciğim.","""Yo lloré, Lucy querida, mientras Jonathan y el anciano señor Hawkins se estrechaban las manos."
3587,"Our evening was a very, very happy one.",Buổi tối hôm ấy sao mà hạnh phúc đến thế.,Akşamımız çok çok çok mutlu geçti.,"Tuvimos una velada muy, muy feliz."
3589,"I am busy, I need not tell you, arranging things and housekeeping.","Tớ biết nói gì với cậu bây giờ nhỉ? Hiện tại, tớ đang rất bận sắp xếp nhà cửa, đồ đạc.",İşler ve ev yönetimi konusunda düzenlemeler yapmakla uğraştığımı söylememe gerek yok.,"Estoy muy ocupada, y no necesito decírtelo, arreglando cosas y haciendo trabajos del hogar."
3590,"Jonathan and mr Hawkins are busy all day; for, now that Jonathan is a partner, mr Hawkins wants to tell him all about the clients.","Còn Jonathan thì suốt ngày chúi mũi vào công việc, vì bây giờ anh đã là phụ tá của ngài Hawkins - người đang khẩn trương bàn giao cho anh tất cả các công việc liên quan đến từng khách hàng.",Jonathan ve mr Hawkins bütün gün çalışıyorlar; çünkü artık Jonathan ortak oldu. mr Hawkins ona müşterilerle ilgili her şeyi anlatmak istiyor.,"Jonathan y el señor Hawkins pasan ocupados todo el día; pues ahora que Jonathan es su socio, el señor Hawkins quiere que sepa todo lo concerniente a sus clientes."
3591,“How is your dear mother getting on?,Mẹ cậu thế nào rồi?,Sevgili annenin durumu nasıl?,"""¿Cómo sigue tu querida madre?"
3592,"I wish I could run up to town for a day or two to see you, dear, but I dare not go yet, with so much on my shoulders; and Jonathan wants looking after still.","Tớ rất muốn tới thăm bà và cậu một vài ngày, nhưng bây giờ thì khó quá, tớ vẫn còn rất nhiều việc phải làm.",Keşke sizi görmek için bir-iki günlüğüne kasabaya gelebilseydim canım ama omzumda bunca yük varken henüz buna cesaret edemem; Jonathan’ın da hâlâ bakıma ihtiyacı var.,"Yo desearía poder ir a la ciudad durante uno o dos días para verte, querida, pero no me atrevo a ir todavía, con tanto trabajo sobre mis espaldas; y Jonathan todavía necesita que lo cuiden."
3594,"However, thank God, these occasions grow less frequent as the days go on, and they will in time pass away altogether, I trust.","Cứ mỗi lần như vậy, tớ lại phải ra sức an ủi, vỗ về anh ấy. Ơn Chúa, chứng bệnh của anh đang mỗi ngày một giảm, và tớ đã dám hy vọng rằng dần dần anh ấy sẽ khỏi hẳn.","Yine de, Tanrıya şükür, bu durumlar günler geçtikçe daha az sıklıkta oluyor ve zamanla tümden yok olacaklarına inanıyorum.","Sin embargo, gracias a Dios estas ocasiones son cada vez menos frecuentes a medida que pasan los días, y yo confío en que con el tiempo terminarán por desaparecer del todo."
3595,"And now I have told you my news, let me ask yours.","Bây giờ, cho phép tớ hỏi vài câu về tình hình của cậu.","Evet, işte sana haberlerimi verdim, seninkileri sorayım.","Y ahora que te he dado mis noticias, déjame que pregunte por las tuyas."
3596,"When are you to be married, and where, and who is to perform the ceremony, and what are you to wear, and is it to be a public or a private wedding?","Cậu định bao giờ cưới, và cưới ở đâu? Ai sẽ là chủ hôn? Cậu định mặc áo dài gì? Cậu sẽ mời nhiều bạn bè hay chỉ tổ chức đơn giản thôi?","Ne zaman ve nerede evleneceksiniz, düğünü kim yönetecek ve ne giyeceksin, davetlilere açık bir düğün mü olacak yoksa aranızda mı yapacaksınız?","¿Cuándo vas a casarte, y dónde, y quién va a efectuar la ceremonia, y qué vas a ponerte? ¿Va a ser una ceremonia pública, o privada?"
3597,"Tell me all about it, dear; tell me all about everything, for there is nothing which interests you which will not be dear to me.","Nhớ phải trả lời đấy, cô bạn yêu quý ạ bởi cậu thừa biết là tớ luôn nghĩ tới cậu, luôn quan tâm tới những gì cậu đang ấp ủ trong lòng như thế nào rồi.",Bana her şeyi anlat canım; bana tüm bunlarla ilgili her şeyi anlat çünkü seni ilgilendirip de benim için önemli olmayan hiçbir şey yok.,"Cuéntame todo lo que puedas acerca de ello, querida; cuéntame todo acerca de todo, pues no hay nada que te interese a ti que no me sea querido a mí."
3598,"Jonathan asks me to send his ‘respectful duty,’ but I do not think that is good enough from the junior partner of the important firm Hawkins & Harker; and so, as you love me, and he loves me, and I love you with all the moods and tenses of the verb, I send you simply his ‘love’ instead.","Jonathan cũng nhờ tớ chuyển tới cậu những lời thăm hỏi chân tình và cả những lời chúc tốt lành nhất, nhưng tớ thề rằng như thế vẫn là chưa đủ đối với một phụ tá trẻ của một công ty lớn như công ty của Hawkins và Harker. Cũng như cậu thương yêu tớ và anh ấy thương yêu tớ, tớ xin gửi tới cậu những tình cảm chân thành của họ.","Jonathan sana “en derin saygılarını” iletmemi istedi, ama bunun Hawkins & Harker şirketinin küçük ortağından gelecek bir selamlama için yeterli olduğunu sanmıyorum; bu yüzden, sen beni sevdiğine ve o beni sevdiğine ve ben seni sözcüğün tüm zamanları ve anlamları ile sevdiğime göre, sana onun yerine kısaca Jonathan’ın “sevgilerini” yolluyorum.","Jonathan me pide que te envíe sus 'respetuosos saludos', pero yo no creo que eso esté a la altura del socio juvenil de la importante firma Hawkins y así como tú me quieres a mí, y él me quiere a mí, y yo te quiero a ti con todos los modos y tiempos del verbo, simplemente te envío su 'cariño'."
3599,"Good-bye, my dearest Lucy, and all blessings on you.","Tạm biệt nhé, Lucy thân thương.",Hoşça kal sevgili Lucy ve tüm iyilikler üzerinde olsun.,"Adiós, mi queridísima Lucy, y todas las bendiciones para ti."
3601,“Mina Harker.”,Mina của cậu”.,MINA HARKER,"MINA HARKER"""
3603,“20 September.,“Ngày 20 tháng 9,20 Eylül,D.
3604,"“My dear Sir,—",Ông bạn đồng nghiệp thân mến.,"Sayın Beyefendi,","D. ""Estimado señor:"
3605,"“In accordance with your wishes, I enclose report of the conditions of everything left in my charge....",Tôi xin được thuật lại rằng tình trạng của một vài bệnh nhân mà tôi đang chăm sóc không có gì đáng nói.,"İstekleriniz doğrultusunda, sorumluluğuma bırakılan şeylere ilişkin raporu ekte gönderiyorum.","""En obsequio de sus deseos envío adjunto un informe sobre las condiciones de todo lo que ha quedado a mi cargo…"
3606,"With regard to patient, Renfield, there is more to say.","Còn về trường hợp của Renfield, tôi thấy có rất nhiều điều cần phải nói.","Hastaya, Renfield’a ilişkin daha söylenecek şeyler var.","En relación con el paciente, hay algo más que decir."
3607,"He has had another outbreak, which might have had a dreadful ending, but which, as it fortunately happened, was unattended with any unhappy results.","Hắn lại một lần nữa lên cơn, song cơn điên lần này đã kết thúc mà không có một hậu quả đáng buồn nào xảy ra.","Korkunç bir sonu olabilecek, ama şansımıza öyle sonuçlanmayan bir nöbet daha geçirdi.","Ha tenido otro intento de escapatoria, que hubiera podido tener un final terrible, pero que, como sucedió, afortunadamente, no llegó al desenlace trágico que se esperaba."
3608,"This afternoon a carrier’s cart with two men made a call at the empty house whose grounds abut on ours—the house to which, you will remember, the patient twice ran away.","Tiện thể tôi cũng xin được nói luôn rằng chiều nay, một chiếc xe tải chở hàng cùng hai người đàn ông đã xuất hiện tại ngôi nhà hoang gần bệnh viện của chúng ta - ngôi nhà mà Renfield đã hai lần trốn viện và vượt rào sang đó, hẳn ông vẫn còn nhớ? Hai gã đàn ông này đã dừng lại trước bệnh viện để hỏi đường người gác cổng, vì theo tôi được biết thì đây không phải là người trong vùng.","Bugün öğleden sonra üzerinde iki adamla bir taşımacı arabası arazisi bizimkine bitişik boş eve -hatırlarsınız, hastanın iki kez kaçtığı ev- geldi.","Esta tarde, un carruaje con dos hombres llegó a la casa vacía cuyos terrenos colindan con los nuestros, la casa hacia la cual, usted recordará, el paciente se escapó en dos ocasiones."
3610,"I was myself looking out of the study window, having a smoke after dinner, and saw one of them come up to the house.","Lúc đó tôi vừa ăn trưa xong và đang đứng hút thuốc trước cửa phòng, vì vậy tôi đã nhận thấy một trong hai gã đi về phía hành lang ngoài của bệnh viện.","Ben, yemekten sonra sigaramı içerken çalışma odasının penceresinden dışarı bakıyordum ve adamlardan birinin eve yaklaştığını gördüm.","Yo mismo estaba viendo por la ventana del estudio, mientras fumaba después de la cena, y vi como uno de los hombres se acercaba a la casa."
3611,"As he passed the window of Renfield’s room, the patient began to rate him from within, and called him all the foul names he could lay his tongue to.","Khi gã đi qua cửa sổ phòng Renfield, bệnh nhân này lập tức nhỏm dậy chửi bới lung tung.",Renfield’ın odasının penceresinin önünden geçtiğinde hasta onu içerden azarlamaya başladı ve ona ağzına gelen her türlü kötü sözle seslendi.,"Al pasar por la ventana del cuarto de Renfield, el paciente comenzó a retarlo desde adentro y a llamarlo por todos los nombres podridos que pudo poner en su lengua."
