line_no,en,vi,tr,es
3164,"We grip each other's hands, we are no longer single.","Chúng tôi xoắn lấy tay nhau, chúng tôi không còn riêng lẻ.","Birbirimizin elini kavrıyoruz, artık tek başımıza değiliz.","Nos cogemos de las manos, ya no estamos solas."
3165,"The Commander's Wife hurries in, in her ridiculous while cotton nightgown, her spindly legs sticking out beneath iti.","Phu nhân Chủ soái hối hả vào, vẫn áo ngủ trắng kỳ quặc, hai cẳng chân khẳng khiu thò ra bên dưới.","Komutan'ın Karısı, altından leylek bacaklarının dışarı çıktığı gülünç pamuklu beyaz geceliği içinde aceleyle içeri giriyor.","La Esposa del Comandante entra a toda prisa; todavía lleva puesto el ridículo camisón de algodón blanco, por debajo del cual asoman sus larguiruchas piernas."
3166,"Two of the Wives in their blue dresses and veils hold her by the arms, as if she needs it; she has a tight little smile on her face, like a hostess at a party she'd rather not be giving.","Hai Phu nhân khác, áo mạng màu lam, đỡ hai tay bà, cứ như bà cần đến; trên mặt bà có vết nụ cười căng thẳng, như nữ chủ nhân một buổi tiệc được miễn cưỡng tố chức.","Mavi elbiseli ve peçeli Eşler’den ikisi, sanki ihtiyacı varmış gibi, onu kollarından tutuyor; yüzünde küçük gergin bir gülümseme, vermemeyi tercih edeceği bir partideki ev sahibesi gibi.","Dos Esposas, vestidas con traje y velo azul, la sostienen de los brazos, como si ella lo necesitara. En su rostro se dibuja una sonrisa tensa, como la de una anfitriona durante una fiesta que habría preferido no celebrar."
3167,She must know what we think of her.,Bà hẳn biết chúng tôi nghĩ gì về mình.,Onun hakkında ne düşündüğümüzü biliyor olmalı.,Debe de saber lo que pensamos de ella.
3168,"She scrambles onto the Birthing Stool, sts on theseat behind and above Janine, so that Janine is framed by her her skinny legs come down on either side, like the arms ol an eccentric chair Oddlly enough, she's wearing white cotton socks, and bedroom slippers, blue ones made of fuzzy material, like toilet covers.","Bà chật vật leo lên Bồn đẻ, ngồi lên bệ lưng phía trên Janine, để cô lọt thỏm giữa bà: hai chân gày guộc thõng xuống, như tay vịn một thứ ghế bành khác đời. Kỳ quái là bà đi tất cô tông trắng, xỏ dép lê ngủ, màu lam có lông lờm xờm, như tấm lót bồn cầu.","Doğum sandalyesine tırmanıp Janine'in arkasında ve üzerindeki oturmalığa yerleşiyor, böylece Janine onun tarafından sarmalanıyor: sıska bacakları acayip bir sandalyenin kolları gibi her iki yandan aşağı iniyor. İşin garibi, bir de beyaz pamuklu çorap ve klozet örtülerinin yapıldığı tüylü malzemeden mavi yatak odası terlikleri giymiş.","Trepa a la Silla de Partos y se sienta en el asiento que está detrás y encima de Janine, de manera tal que rodea el cuerpo de ésta: sus piernas delgaduchas quedan colocadas a los costados, como los brazos de un excéntrico sillón. Por extraño que parezca, lleva calcetines de algodón blanco y zapatillas azules de un material velloso, como las fundas de las tapas de inodoro."
3169,"Hut we pay no attention to the Wife, we hardly even see her, our eyesi are on Janine.","Nhưng chúng tôi không ngó ngàng đến Phu nhân, gần như còn không nhìn thấy, mà dán mắt vào Janine.","Ama biz Kadın'a dikkat etmiyoruz, onu neredeyse görmüyoruz bile, gözlerimiz Janine'in üzerinde.","Pero nosotras no prestamos atención a la Esposa, apenas la vemos, tenemos la mirada clavada en Janine."
3170,"In the dim light, in her white gown, she glows like a moon in cloud.","Trong ánh mờ mờ, mặc áo trắng, cô sáng lên như trăng giữa quầng mây.","Loş ışıkta, beyaz giysisi içinde bulutlar arasındaki ay gibi parlıyor.","Bajo la luz tenue, ataviada con su traje blanco, brilla como una luna que asoma entre las nubes."
3171,"She's grunting now, with the effort.","Giờ cô đang thở khò khè, nỗ lực hết sức.",Şimdi harcadığı çaba yüzünden inliyor.,Ahora Janine gruñe a causa del esfuerzo.
3172,"""Push, push, push,"" we whisper.","“Rặn đi, rặn đi, rặn đi,” chúng tôi thì thầm.","“Ikın, ıkın, ıkın,” diye fısıldıyoruz.","—Empuja, empuja, empuja —susurramos—."
3173,"""Relax.",“Thả lỏng.,“Rahatla.,Relájate.
3174,Pant.,Thở mạnh.,Nefes al.,Jadea.
3176,"We're with her, we're the same as her, we're drunk.","Rặn đi, rặn đi, rặn đi.” Chúng tôi ở cùng cô, chúng tôi cũng là cô, chúng tôi say choáng váng.","Onunlayız, onunla aynıyız, sarhoşuz.","Empuja, empuja, empuja —la acompañamos, somos una con ella, estamos ebrias."
3177,"Aunt Elizabeth kneels, with an outspread towel to catch the baby, here's the crowning, the glory, the head, purple and smeared with yoghurt, another push and it slithers out, slick with fluid and blood, into our waiting.","Dì Elizabeth quỳ, cầm tấm khăn trải rộng chờ đỡ đứa bé, đây rồi chỏm sọ, vòng hào quang, cái đầu, tím tái bết kem, thêm một cú rặn và nó vọt ra tuồn tuột trong nước và máu, thẳng vào vòng tay chờ đợi của chúng tôi.","Elizabeth Teyze diz çöküyor, elinde bebeği yakalamak için gerilmiş bir havluyla; işte taç giyme töreni ve zafer, yoğurda bulanmış mor bir baş; bir başka itiş ve baş dışarıya, beklentimize doğru kayıyor, sıvı ve kanla parlak ve kaygan.","Tía Elizabeth se arrodilla; en las manos tiene una toalla extendida para coger al bebé, he aquí la coronación de todo, la gloria, la cabeza de color púrpura y manchada de yogur, otro empujón y se deslizará hacia afuera, untada de flujo y sangre, colmando nuestra espera."
3178,Oh praise.,Ơn phước.,Tanrıya şükür.,"Oh, alabado sea."
3179,"We hold our breath as Aunt Elizabeth inspects it: a girl, poor th?g, but so far so good, at least there's nothing wrong with it, tlhat can be seen, hands, feet, eyes, we silently count, everything is in place.","Chúng tôi nín thở quan sát dì Elizabeth xem xét nó: con gái, tội nghiệp, nhưng đến giờ thì ổn, ít nhất nó cũng không hỏng hóc gì, trong phạm vi nhìn thấy, tay, chân, mắt, chúng tôi thầm đếm, thứ gì ra thứ nấy.","Elizabeth Teyze onu incelerken nefesimizi tutuyoruz: Bir kız; zavallı şey, ama şimdilik çok iyi, görünürde bir sakatlığı yok en azından, eller, ayaklar, gözler, sessizce sayıyoruz, her şey yerli yerinde.","Mientras Tía Elizabeth lo inspecciona, contenemos la respiración; es una niña, muy pequeña, pero de momento está bien, no tiene ningún defecto, eso ya se ve, manos, pies, ojos, los contamos en silencio, todo está en su sitio."
3180,"Aunt Elizabeth, holding the baby, looks up at us and smiles.","Dì Elizabeth, ôm ðứa trẻ, nhìn lên chúng tôi cười.",Bebeği tutan Elizabeth Teyze başını kaldırıp bize bakıyor ve gülümsüyor.,"Con el bebé en brazos, Tía Elizabeth nos mira y sonríe."
3181,"We smile too, we are one smile, tears run down our cheeks, we are so happy.","Chúng tôi cũng cười, chúng tôi là nụ cười chung, nước mắt lăn trên mặt, chúng tôi mừng biết mấy.","Biz de gülümsüyoruz, tek bir gülümsemeyiz, yanaklarımızdan yaşlar süzülüyor, öylesine mutluyuz ki.","Nosotras también sonreímos, somos una sola sonrisa, las lagrimas caen por nuestras mejillas, somos muy felices."
3182,Our happiness is part memory.,Trong vui mừng ấy có một phần ký ức.,Mutluluğumuz biraz da anılardan kaynaklanıyor.,"Nuestra felicidad es, en parte, recuerdo."
3183,"What I remember is Luke, with me in the hospital, standing beside myhead, holding my hand, in the green gown and white mask they gave him.","Tôi nhớ lại là nhớ Luke, bên tôi trong viện, đứng ở đầu giường, nắm chặt tay tôi, mặc áo xanh khẩu trang trắng được phát.","Hatırladığım Luke, benimle hastanede ve başucumuzda durup elimi tutuyor ona verdikleri yeşil giysi içinde ve beyaz maskeyle.","Lo que yo recuerdo es a Luke cuando estaba conmigo en el hospital, de pie junto a mi cabeza, sujetándome la mano, vestido con la bata verde y la mascarilla blanca que le habían proporcionado."
3184,"Oh, he said, oh Jesus, breath coming out in wonder.","Ôi, anh nói, ôi Giê su ma, hơi thở hắt ra ngưỡng mộ.","Oo, dedi, Oo, Tanrım, şaşkınlıkla nefes alıp veriyordu.","Oh, exclamó, oh, Jesús, con un suspiro de sorpresa."
3185,"That night he couldn't go to sleep at all, he said, he was so high.","Đêm đó anh không ngủ được tí nào, anh bảo thế, phấn khích quá chừng.","O gece hiç uyuyamadığını söyledi, öylesine heyecanlıymış.",Dijo que aquella noche se sentía tan importante que no pudo pegar ojo.
3186,"Aunt Elizabeth is gently washing the baby off, it isn't crying much, it stops.","Dì Elizabeth đang nhẹ nhàng tắm cho sạch đứa bé, nó không khóc nhiều, nó im rồi.","Elizabeth Teyze bebeği yavaşça yıkıyor, bebek pek ağlamadı, şimdi ise susuyor.","Tía Elizabeth está lavando con mucho cuidado al bebé, que no llora demasiado."
3187,"As quietly as possible, so as not to startle it, we rise, crowd around Janine, squeezing her, patting her.","Khẽ khàng vô kể, tránh làm nó giật ḿnh, chúng tôi đứng dậy, xúm lại quanh Janine, ôm lấy cô, vỗ về cô.","Bebeği ürkütmemek için mümkün olduğunca sessiz ayağa kalkıp Janine'in etrafına toplanıyoruz, onu okşayıp hafifçe koluna vurarak.","Lo más silenciosamente posible, para no asustarlo, nos levantamos, nos apiñamos alrededor de Janine, la abrazamos, le damos palmaditas en la espalda."
3188,She's crying too.,Cô cũng đang khóc nữa.,O da ağlıyor.,Ella también está llorando.
3189,"The two Wives in blue help the third Wife, the Wife of the household, down from the Birthing Stool and over to the bed, where they lay her down and tuck her in.","Hai Phu nhân áo lam giúp Phu nhân thứ ba, chủ nhà, xuống khỏi Bồn đẻ tới giường, đặt bà nằm xuống và dém chăn cho bà.","Mavili iki Eş üçüncü Eş'in, evin Eşi'nin, Doğum Sandalyesinden inmesine yardım ediyor ve onu yatağa götürüyorlar, yatırıp üstünü örtüyorlar.","Las dos Esposas de azul ayudan a la tercera Esposa, la Esposa de la familia, a bajar de la Silla de Partos y a subir a la cama, donde la acuestan y la arropan."
3190,"The baby, washed now and quiet, is placed ceremoniously in her arms.","Đứa bé, sạch sẽ và im lặng, được đặt vào tay bà long trọng.",Şimdi yıkanmış ve sessiz olan bebek törenle onun kollarına yerleştiriliyor.,"El bebé, ahora limpio y tranquilo, es colocado ceremoniosamente entre sus brazos."
3191,"The Wives from downstairs are crowding in now, pushing among us, pushing us aside.","Những Phu nhân dưới nhà giờ đang đổ vào, chen lấn qua chúng tôi, đẩy chúng tôi sang bên.","Alt kattaki Eşler şimdi içeri doluşuyorlar, bizi yarıp sağa sola iterek.","Las Esposas que están en el piso de abajo suben en tropel, empujándonos y haciéndonos a un lado."
3192,"They talk too loud, some of them are still carrying their plates, their coffee cups, their wine glasses, some of them are still chewing, they cluster around the bed, the mother and child, cooing and congratulating.","Họ ồn ĩ quá, có người mang nguyên cả đĩa, cả chén cà phê, cả ly rượu, có người còn đang nhai, họ bu lại quanh giường, mẹ và con, nựng nịu chúc tụng.","Çok yüksek sesle konuşuyorlar, kimi hâlâ tabaklarını, kahve fincanlarını, şarap bardaklarını taşıyor, kiminin ağzı hâlâ dolu, cıvıldaşıp tebrik ederek yatağın, anne ve bebeğin etrafına toplanıyorlar.","Hablan en voz muy alta, algunas de ellas aún llevan sus platos, sus tazas de café, sus vasos de vino, algunas todavía están masticando, se apiñan alrededor de la cama, de la madre y de la niña, felicitando y haciendo gorgoritos."
3193,"Envy radiates from them, I can smell it, faint wisps of acid, mingled with their perfume.","Ganh tị tỏa ra từ họ, tôi ngửi thấy, mùi axit loãng, lẫn trong nước hoa.","Kıskançlık yayılıyor onlardan, kokusunu alabiliyorum, parfümlerine karışmış belli belirsiz asit parçacıkları.","La envidia emana de ellas, puedo olerla, como débiles vestigios de ácido mezclado con su perfume."
3194,"The Commander's Wife looks down at the baby as if it's a bouquet of flowers: something she's won, a tribute.","Phu nhân Chủ soái nhìn xuống đứa bé như nhìn bó hoa: một thứ bà đã thắng được, một cống phẩm.","Komutan'ın Karısı bebeğe bir çiçek buketiymiş gibi bakıyor: kazandığı bir şey, bir övünç kaynağı.","La Esposa del Comandante mira al bebé como si éste fuera un ramo de flores, algo que ella ha ganado, un tributo."
3195,The Wives are here to bear witness to the naming.,Các Phu nhân tới đây chứng kiến lễ đặt tên.,İsim verme işine şahit olmak için bulunuyor Eşler burada.,Las Esposas están aquí como testigos de la elección de1 nombre.
3196,"It's the Wives who do the naming, around here.","Việc đặt tên là nhiệm vụ của Phu nhân, ở vùng này.",Buralarda isim verme işini Eşler yapıyor.,Son ellas quienes lo eligen.
3197,"""Angela,"" says the Commander's Wife.","“Angela,” Phu nhân Chủ soái xướng.","“Angela,” diyor Komutan'ın Karısı.",—Angela —dice la Esposa del Comandante.
3198,"""Angela, Angela,"" the Wives repeat, twittering.","“Angela, Angela,” các Phu nhân lặp lại, ríu rít.","“Angela, Angela,” diye Eşler cıvıldaşarak tekrarlıyorlar.","—Angela, Angela —repiten las Esposas en tono nervioso—."
3203,"We stand between Janine and the bed, so she won't have to see this.","Chứng tôi đứng chắn giữa Janine và cái giường, để cô không phải mục kích cảnh đó.","Janine ve yatak arasında duruyoruz, böylece bunu görmek zorunda kalmıyor.","Nos quedamos de pie entre Janine y la cama, para que ella no pueda verlo."
3204,"Someone gives her a drink of grape juice, I hope there's wine in it, she's still having the pains, forthe afterbirth, she's crying helplessly, burnt-out miserable tears.","Ai đó cho cô hớp nước nho, tôi hy vọng có pha rượu, cô vẫn còn co thắt, đẩy nốt cái nhau, cô đang khóc bất lực, những giọt lệ bỏng rát khốn nạn.","Birisi ona bir bardak üzüm suyu veriyor, umarım içinde şarap vardır, hâlâ sancıları var, plasentanın gelmesi için, çaresizce ağlıyor; yanık, perişan gözyaşları.","Alguien le da un trago de zumo de uva, espero que le hayan agregado vino; ella aún siente los dolores posteriores al parto, llora desconsoladamente, consumida por las lágrimas."
3205,"Nevertheless we are jubilant, it's a victory, for all of us.","Nhưng bất chấp tất cả chúng tôi hoan hỉ, đây là chiến thắng, của tất cả chúng tôi.","Yine de, çok mutluyuz, bu bir zafer, hepimiz için.","Sin embargo, nos sentimos albo rozadas; esto es una victoria de todas nosotras."
3206,We've done it.,Chúng tôi đã làm được.,Bu işi biz yaptık.,Lo hemos conseguido.
3207,"She'll be allowed to nurse the baby, for a few months, they believe in mother's milk.","Cô sẽ được phép chăm sóc đứa bé, vài tháng đầu, họ cổ động dùng sữa mẹ.","Bebeği beslemesine izin verecekler, birkaç ay için, anne sütünün yararına inanıyorlar çünkü.",Le permitirán alimentar al bebé durante algunos meses. Ellos creen en la leche materna.
3208,"After that she'll be transferred, to see if she can do it again, with someone else who needs a turn.","Sau đó cô sẽ được chuyến đi, xem có làm được lần nữa không, với ai khác cần đến lượt.","Ardından da başka bir yere gönderilecek, ihtiyacı olan birisiyle bunu tekrarlayabilir mi diye görmek için.","Después Janine será trasladada, para comprobar si puede hacerlo otra vez con algún otro que necesite un cambio."
3209,"But she'll never be sent to the Colonies, she'll never be declared Unwoman.","Nhưng cô sẽ không bao giờ bị gửi ra khu Kiều dân, không bị công bố là Phế nữ.","Ama asla Kolonilere gönderilmeyecek, asla Gayrı-Kadın ilan edilmeyecek.","Pero nunca será enviada a las Colonias, nunca la declararán No Mujer."
3210,That is her reward.,Phần thưởng cho cô.,Onun da ödülü bu.,Ésa es su recompensa.
3211,"The Birthmobile is waiting outside, to deliver us back to our own households.","Xe Vận sinh đang chờ bên ngoài, đưa chúng tôi về lại từng nhà.",Doğum arabası dışarıda bizi kendi evlerimize götürmek için bekliyor.,"El Birthmobile está afuera, esperando para devolvernos a nuestras casas."
3212,"The doctors are still in their van; their faces appear at the window, white blobs, like the faces of sick children confined to","Các bác sĩ vẫn trong xe mình; mặt họ hiện ra bên cửa sổ, những mảng trăng trắng, như mặt trẻ con ốm bị nhốt trong nhà.","Doktorlar hâlâ minibüslerinin içindeler; yüzleri pencerede görünüyor, beyaz lekeler, eve kapatılmış hasta çocukların yüzleri gibi.","Los médicos aún están en la furgoneta; por la ventanilla vemos sus rostros como manchas blancas, corno el rostro de un niño enfermo encerrado en su casa."
3214,One of them opens the door and comes towards us.,Một người mở cửa xe ra chỗ chúng tôi.,İçlerinden biri kapıyı açıp bize doğru geliyor.,Uno de ellos abre la puerta y se acerca a nosotras.
3215,"""Was it all right?"" he asks, anxious.","“Có ổn không?” ông hỏi, lo lắng.",“Doğum yolunda gitti mi?” diye endişeyle soruyor.,—¿Todo salió bien? —pregunta en tono ansioso.
3216,"""Yes,"" I say.","“Ổn cả,” tôi nói.","“Evet,” diyorum.",—Sí —respondo.
3217,"By now I'm wrung out, exhausted.","Đến giờ thì tôi đã bã ra, mệt lử.",Sıkılıp tüketilmiş bir haldeyim artık.,"En este momento me siento desgarrada, exhausta."
3218,"My breasts are painful, they're leaking a little.","Ngực tôi đau nhức, đang rỉ ra.","Göğüslerim sancılı, hafifçe süt sızdırıyorlar.","Me duelen los pechos, incluso me gotean; es un sucedáneo de la leche, a algunas nos ocurre."
3219,"Fake milk, it happens this way with some of us.","Sữa giả, một số chúng tôi sẽ gặp chuyện này.","Yalancı süt, kimimiz bu biçimde etkileniyoruz.","Me duelen los pechos, incluso me gotean; es un sucedáneo de la leche, a algunas nos ocurre."
3220,"We sit on our benches, facing one another, as we are transported; we're without emotion now, almost without feeling, we might be bundles of red cloth.","Chúng tôi ngồi trên ghế băng, quay mặt vào nhau, trên đường được chở về; giờ chúng tôi đã hết mọi cảm xúc, gần như cả cảm giác, chỉ còn là những nắm vải đỏ.","Götürülürken birbirimize bakarak banklarımızda oturuyoruz; artık duygusuz bir haldeyiz, neredeyse hissiz, kırmızı kumaştan bir bohça da olabiliriz.","Nos sentamos en nuestros bancos, frente a frente, mientras nos transportan; nos hemos quedado sin emoción, casi sin sensaciones, debemos de ser como manojos de tela roja."
3221,We ache.,Chúng tôi đau.,Sancılıyız.,Nos duele todo.
3222,"Each of us holds in her lap a phantom, a ghost baby.","Mỗi người bé trong lòng một bóng ma, một đứa bé ma.","Her birimiz kucağında bir hayali tutuyor, hayalet bir bebek.","En nuestros regazos llevamos un espectro, un bebé fantasma."
3223,"What confronts us, now the excitement's over, is our own failure.","Đối mặt với chúng tôi, khi nỗi hào hứng đã qua, là thất bại của riêng mình.","Şimdi heyecan geçtikten sonra karşı karşıya kaldığımız şey, kendi başarısızlığımız.","Ahora que el nerviosismo ha pasado, debemos hacer frente al fracaso."
3224,"Mother, I think.","Mẹ ơi, tôi nghĩ.","Anne, diye düşünüyorum.","Madre, pienso."
3225,Wherever you may be.,Dù mẹ đang ở đâu.,Her neredeysen.,"Estés donde estés, ¿puedes oírme?"
3226,Can you hear me?,Mẹ có nghe con không?,Beni duyabiliyor musun?,"Estés donde estés, ¿puedes oírme?"
3227,You wanted a women's culture.,Mẹ đã muốn một nền văn hóa của phụ nữ.,Bir kadın uygarlığı istiyordun.,Querías una cultura de mujeres.
3228,"Well, now there is one.",Giờ thì có rồi đấy.,"Evet, şimdi bir tane var.","Bien, aquí la tienes."
3229,"It isn't what you meant, but it exists.","Không phải hoàn toàn như mẹ nghĩ, nhưng có tồn tại.","Senin dediğin bu değildi, ancak işte yine de var.","No es lo que tú pretendías, pero existe."
3230,Be thankful for small mercies.,Hãy cảm tạ từ những ân phước nhỏ.,Küçük inayetlere şükret.,Tienes algo que agradecer.
3232,"By the time the Birthmobile arrives in front of the house, it's late afternoon.",Tới khi xe Vận sinh đỗ lại trước nhà thì đã chiều muộn.,Doğumarabası evin önüne geldiğinde vakit ikindiyi bulmuştu.,El Birthmobile llega a la casa a última hora de la tarde.
3233,"The sun is coming weakly through the clouds, the smell of wet grass warming up is in the air.","Mặt trời yếu ớt xuyên qua mây, mùi cỏ ướt ấm dần trong không khí.",Güneş bulutların arasından yorgun argın geçiyor ve ısınan nemli otların kokusu havada asılı duruyor.,El sol brilla débilmente entre las nubes y en el aire flota el olor de la hierba húmeda que empieza a calentarse.
3234,I've been at the Birth all day; you lose track of time.,Tôi đã dự cuộc Sinh trọn ngày; cảm giác thời gian mất tiệt.,Bütün günü Doğum'da geçirmişim demek; insan zaman kavramını kaybediyor.,"He pasado todo el día en la ceremonia del Nacimiento, y he perdido la noción del tiempo."
3235,"Cora will have done the shopping today, I'm excused from all duties.","Hôm nay chắc Cora đã mua sắm xong, tôi được miễn mọi bổn phận.","Alışverişi Cora yapacak, bugün bütün görevlerden azledildim.","La compra de hoy debe de haberla hecho Cora, porque yo estoy eximida de toda obligación."
3236,"I go up the stairs, lifting my feet heavily from one step to the next, holding on to the banister.","Tôi lên lầu, chân nhấc nặng nhọc từ bậc này lên bậc kia, bám chặt vào tay vịn.","Merdivenleri çıkıyorum, ağırlığımı bir ayağımdan diğerine dermansızca vererek ve tırabzana tutunarak.",Subo la escalera levantando pesadamente los pies de un escalón a otro y sujetándome de la barandilla.
3237,"I feel as if I've been awake for days and running hard;my chest hurts, my muscles cramp as if they're out of sugar.","Tôi cảm giác đã thức trắng nhiều ngày và chạy rất ghê; ngực tôi đau, các cơ co rút như thiếu đường.","Günlerce uyanık kalmış ve alabildiğine koşmuş gibi hissediyorum kendimi, göğsüm ağrıyor; sanki şekersiz kalmış gibi kasılıyor kaslarım.",Me siento como si hubiera estado en pie durante varios días corriendo todo el tiempo; me duele el pecho y los músculos se me acalambran como si me faltara azúcar.
3238,For once I welcome solitude.,Có lần này tôi mừng đón cảnh cô độc.,Bu seferlik sessizliği hoşnutlukla kabulleniyorum.,"Por una vez en la vida, ansío estar sola."
3239,I lie on the bed.,Tôi nằm lên giường.,Yataktayım.,Me echo en la cama.
3240,"I would like to rest, go to sleep, but I'm too tired, at the same time too excited, my eyes won't close.","Tôi muốn nghỉ, muốn ngủ đi, nhưng tôi quá mệt, mà cũng quá kích động, không nhắm được mắt.","Dinlenmek, uyumak isterdim, ancak çok yorgunum, aynı zamanda çok da heyecanlı; gözlerim kapanmayacak.","Me gustaría descansar, dormirme, pero estoy demasiado fatigada y al mismo tiempo tan excitada que no podría cerrar los ojos."
3241,"I look up at the ceiling, tracing the foliage of the wreath.","Tôi nhìn lên trần, lần theo nép lá của vòng hoa.",Çelengin yapraklarını izleyerek tavana bakıyorum.,"Contemplo el cielo ras o, siguiendo con la mirada las hojas de la guirnalda."
3242,"Today it makes me think of a hat, the large-brimmed hats women used to wear at some period during the old days: hats like enormous halos, festooned with fruit and flowers, and the feathers of exotic birds; hats like an idea of paradise, floating just above the head, a thought solidified.","Hôm nay tôi lại thấy nó giống mũ, thứ mũ rộng vành đàn bà thường đội trong một giai đoạn quá khứ: mũ như vầng hào quang khổng lồ, tết nào hoa nào quả, lông những loài chim miền nhiệt đới; mũ như phác thảo thiên đường, bồng bềnh ngay trên mái đầu, một ý niệm được vật chất hóa.","Bugün bir şapkayı hatırlatıyor bana, eski günlerin bir döneminde kadınların taktiği geniş kenarlı şapkaları: devasa haleleri andıran, meyve ve çiçeklerle ve egzotik kuşların tüyleriyle süslenmiş şapkaları; ete kemiğe bürünmüş bir düşünce gibi hemen başın üstünde yüzen bir cennet fikrini anıştıran şapkaları.","Hoy me recuerda un sombrero, uno de esos de ala ancha que usaban las mujeres en tiempos pasados: sombreros como enormes aureolas, adornados con frutas y flores y plumas de pájaros exóticos; sombreros que representaban la idea del paraíso flotando exactamente encima de la cabeza, un pensamiento solidificado."
3243,In a minute the wreath will start to color and I will begin seeing things.,Chút nữa thôi vòng hoa sẽ bắt đầu đổi màu và tôi sẽ thấy ảo ảnh.,Birazdan çelenk renklenmeye ve ben de bir şeyler görmeye başlayacağım.,"Dentro de un minuto, la guirnalda empezará a colorearse y yo empezaré a ver cosas."
3244,"That's how tired I am: as when you'd driven all night, into the dawn, for some reason, I won't think about that now, keeping each other awake with stories and taking turns at the wheel, and as the","Tôi mệt đến chừng ấy: y như đã lái xe cả đêm, tới khi trời rạng, vì một lý do, lúc này tôi sẽ không nghĩ xem là gì, giúp nhau thức nhờ kể chuyện và đổi phiên cầm lái, và khi mặt trời bắt đầu lên ta sẽ thấy đủ thứ trong khóe mắt: những con thú màu tím, trong các bụi cây bên đường, những hình người lờ mờ đường nét, sẽ biến mất nếu đưa mắt nhìn thẳng.","Böylesine yorgunum işte: Birbirinizi öykülerle uyanık tutarak ve nöbetleşe direksiyona geçerek bütün gece boyunca, bir nedenle -şimdi bir neden uyduracak halim yok- taa tan ağarıncaya kadar araba sürdüğünüzde olduğu gibi; güneş doğmaya yüz tuttuğunda gözlerinizin kenarlarında bir şeyler görmeye başlarsınız: yolun yanındaki çalılarda mor hayvanlar, doğrudan baktığınızda kayboluverecek insanların belirsiz gölgeleri.","A este extremo llega mi cansancio: igual que cuando has conducido durante toda la noche, en la oscuridad, por alguna razón, ahora no debo pensar en eso, contando cuentos para mantenernos despiertos y turnándonos para conducir, y a medida que saliera el sol empezaras a ver cosas por el rabillo del ojo: animales atroces en los arbustos de la carretera, desdibujadas siluetas de hombres que desaparecen cuando los miras directamente."
3245,"sun would begin to come up you'd see things at the sides of your eyes: purple animals, in the bushes beside the road, the vague outlines of men, which would disappear when you looked at them straight.","Tôi mệt đến chừng ấy: y như đã lái xe cả đêm, tới khi trời rạng, vì một lý do, lúc này tôi sẽ không nghĩ xem là gì, giúp nhau thức nhờ kể chuyện và đổi phiên cầm lái, và khi mặt trời bắt đầu lên ta sẽ thấy đủ thứ trong khóe mắt: những con thú màu tím, trong các bụi cây bên đường, những hình người lờ mờ đường nét, sẽ biến mất nếu đưa mắt nhìn thẳng.","Böylesine yorgunum işte: Birbirinizi öykülerle uyanık tutarak ve nöbetleşe direksiyona geçerek bütün gece boyunca, bir nedenle -şimdi bir neden uyduracak halim yok- taa tan ağarıncaya kadar araba sürdüğünüzde olduğu gibi; güneş doğmaya yüz tuttuğunda gözlerinizin kenarlarında bir şeyler görmeye başlarsınız: yolun yanındaki çalılarda mor hayvanlar, doğrudan baktığınızda kayboluverecek insanların belirsiz gölgeleri.","A este extremo llega mi cansancio: igual que cuando has conducido durante toda la noche, en la oscuridad, por alguna razón, ahora no debo pensar en eso, contando cuentos para mantenernos despiertos y turnándonos para conducir, y a medida que saliera el sol empezaras a ver cosas por el rabillo del ojo: animales atroces en los arbustos de la carretera, desdibujadas siluetas de hombres que desaparecen cuando los miras directamente."
3246,I'm too tired to go on with this story.,Tôi quá mệt không thể tiếp tục câu chuyện này.,Bu öyküyü sürdüremeyecek denli yorgunum.,Estoy demasiado cansada para continuar con este cuento.
3247,I'm too tired to think about where I am.,Tôi quá mệt không thể tiếp tục câu chuyện này. Tôi quá mệt không nghĩ nổi mình đang ở đâu.,Bu öyküyü sürdüremeyecek denli yorgunum. Nerede olduğumu düşünemeyecek denli yorgunum.,Estoy demasiado cansada para continuar con este cuento. Estoy demasiado cansada para pensar dónde estoy.
3248,"Here is a different story, a better one.","Thì đây là một câu chuyện khác, hay hơn.","İşte size farklı, daha iyi bir öykü.","Aquí va un cuento diferente, uno mejor."
3249,This is the story of what happened to Moira.,Chuyện về điều đã xảy ra với Moira.,Moira'nın başına gelenlerin öyküsü bu.,Éste es el cuento de lo que le ocurrió a Moira.
3250,"Part of it I can fill in myself, part of it I heard from Alma, who heard it from Dolores, who heard it from Janine.","Một phần tôi tự luận được, phần khác nghe từ Alma, Alma nghe từ Dolores, Dolores nghe từ Janine.","Bir bölümünü kendim tamamlayabiliyorum, bir bölümünü Alma'dan duydum, Alma Dolores'ten, Dolores de Janine'den, Janine de Lydia Teyze'den.","Puedo completar parte de él por mi cuenta, de la otra parte me enteré por Alma, que se enteró por Dolores, que se enteró por Janine."
3252,"There can be alliances even in such places, even under such circumstances.","Có liên minh ngay cả ở những nơi đó, ngay trong những hoàn cảnh đó.",Bu tür yerlerde ve bu tür şartlar altında bile yakınlaşmalar olabilir.,"Incluso en sitios de este tipo existen alianzas, incluso bajo tales circunstancias."
