line_no,Ent,en,vi,tr,es
1159,,"“This is a nice restaurant here,” said mr Wolfshiem, looking at the presbyterian nymphs on the ceiling.","""Quán ăn này đẹp đấy."" Wolfsheim nói, ngước nhìn những bước tranh của những nữ thần trong tôn giáo vẽ trên trần nhà.","“Burası güzel bir mekan” dedi Bay Wolfsheim, tavandaki kadın resimlerine bakarak, “yine de ben caddenin karşısındaki yeri tercih ederim,’","—Está bien este restaurante —dijo mister Wolfshiem, mirando las ninfas presbiterianas del techo—."
1162,"['bay wolfsheim', 'wolfshiem', 'wolfsheim']","“Hot and small—yes,” said mr Wolfshiem, “but full of memories.”","""Đúng vậy, nóng và nhỏ."" Wolfsheim nói. ""Nhưng tràn đầy những kỷ niệm.""","“Evet, viski” dedikten sonra Bay Wolfsheim’e döndü; “Orası çok sıcak olmuyor mu? “Haklısın, sıcak ve küçük” dedi adam, “ancak hatıralarla dolu.","—Hace calor y es pequeño, sí —dijo mister Wolfshiem—, pero está lleno de recuerdos."
1163,,“What place is that?” I asked.,"""Quán đó là quán nào?"" Tôi hỏi.",“Bu sözünü ettiğiniz yer neresi?” diye sordum.,—¿Qué sitio es? —pregunté.
1165,,"“The old Metropole,” brooded mr Wolfshiem gloomily.","""Quán cổ Metropole."" Wolfsheim nghiền ngẫm một cách u sầu.","“Eski Metropole” dedi Bay Wolfsheim kendi ken­dine, “Ayrılıklarla dolu…",—El viejo Metropole —repitió triste y meditabundo mister Wolfshiem—.
1166,,“Filled with faces dead and gone.,"""Chứa đầy hình ảnh những khuôn mặt đã khuất và không còn.","“Eski Metropole” dedi Bay Wolfsheim kendi ken­dine, “Ayrılıklarla dolu…",Lleno de caras muertas y desaparecidas.
1167,,Filled with friends gone now forever.,Chứa đựng đầy hình bóng của những người bạn đã vĩnh viển ra đi.,Sonsuzluğa uğurladığımız nice dostların hatıralarıyla…,Lleno de amigos que se han ido para siempre.
1168,['rosy rosenthal'],I can’t forget so long as I live the night they shot Rosy Rosenthal there.,"Ngày nào tôi còn sống trên đời, tôi không thể nào quên được cái đêm mà họ bắn chết Rosy Rosenthal ở đó.",Rosy Rosenthal’ın vurulduğu geceyi hiç unutamam.,No olvidaré mientras viva la noche que mataron a Rosy Rosenthal.
1170,,When it was almost morning the waiter came up to him with a funny look and says somebody wants to speak to him outside.,"Khi trời sắp sửa sáng, người hầu bàn đi lại bên anh ta với một cái nhìn kỳ lạ và nói rằng có ai đó muốn nói chuyện với anh ta bên ngoài.","Rosenthal gece boyu yiyip içmişti, neredeyse sabah olurken, garson ona yaklaştı ve tuhaf bir yüz ifadesiyle, dışarıda kendisiyle görüşmek isteyen birinin beklemekte oluğunu söyledi.","Cuando ya era casi de día, el camarero se le acercó con un gesto raro y le dijo que alguien quería hablar con él en la calle."
1171,"['rosenthal', 'rosy']","‘All right,’ says Rosy, and begins to get up, and I pulled him down in his chair.","""Được rồi."" Rosy nói và bắt đầu đứng lên. Tôi kéo anh ta ngồi trở lại ghế.""","Rosenthal, ‘Peki,’ diyerek kalkmaya yeltendiğinde, koluna yapıştığım gibi onu yerine oturttum ve ‘O it herifler seni çok istiyorsa ayağına gelsin, benim hatırım için, sen bir yere çıkma!’ dedim.","«Muy bien», dijo Rosy, y empezó a levantarse."
1172,"['rosenthal', 'ros', 'rosy']","“ ‘Let the bastards come in here if they want you, Rosy, but don’t you, so help me, move outside this room.’","""Hãy để những tên khốn nạn đó vào đây nếu chúng muốn anh, Rosy, nhưng làm ơn giúp tôi, đừng ra khỏi căn phòng này.""","Rosenthal, ‘Peki,’ diyerek kalkmaya yeltendiğinde, koluna yapıştığım gibi onu yerine oturttum ve ‘O it herifler seni çok istiyorsa ayağına gelsin, benim hatırım için, sen bir yere çıkma!’ dedim.","Yo lo obligué a sentarse: «Que vengan aquí esos hijos de puta si quieren verte, Rosy, pero no se te ocurra salir de esta habitación»."
1173,,"“It was four o’clock in the morning then, and if we’d of raised the blinds we’d of seen daylight.”","""Lúc đó là bốn giờ sáng và nếu như chúng tôi có vén màn cửa lên nhìn, chúng tôi cũng có thể thấy ánh sáng mặt trời.""",“Saat dördü geçmişti; perdeler açılsa belki neredeyse havanın aydınlandığını görecektik.,"Eran las cuatro de la mañana, y si hubiéramos levantado las persianas habríamos visto la luz del día."
1174,,“Did he go?” I asked innocently.,"""Anh ta có đi ra ngoài không?"" Tôi hỏi một cách ngây thơ.",“Peki Rosenthal çıktı mı?” diye sordum safça.,—¿Y salió? —pregunté inocentemente.
1175,"['wolfsheim hỉnh', 'bay wolfsheim', 'wolfshiem']",“Sure he went.” mr Wolfshiem’s nose flashed at me indignantly.,"""Anh ta chắc chắc là đi chứ."" Chiếc mũi của Wolfsheim hỉnh về phía tôi một cách căm phẫn.",“Çıktı ya!” Bay Wolfsheim’ın burnu bir hışımla bana döndü.,"—Por supuesto que salió —la nariz de mister Wolfshiem se dirigió fulminante hacia mí, indignada—."
1176,,“He turned around in the door and says: ‘Don’t let that waiter take away my coffee!’,"""Lúc ra đến cửa anh ta còn quay người lại nói: ""Đừng để người hầu bàn dọn ly cà phê của tôi đi!"" Sau đó anh ta đi ra ngoài hè đường, bọn chúng đã bắn anh ta ba phát ngay giữa chiếc bụng no nê của anh ta rồi lái xe chạy mất.""","“Hatta kapıya yaklaştığında bize dönerek, ‘Kahveme sahip çıkın, garson geri götürmesin!’ demişti.",Se volvió en la puerta y dijo: «¡Que el camarero no se lleve mi café!»
1177,,"Then he went out on the sidewalk, and they shot him three times in his full belly and drove away.”","""Lúc ra đến cửa anh ta còn quay người lại nói: ""Đừng để người hầu bàn dọn ly cà phê của tôi đi!"" Sau đó anh ta đi ra ngoài hè đường, bọn chúng đã bắn anh ta ba phát ngay giữa chiếc bụng no nê của anh ta rồi lái xe chạy mất.""","Sonra dışarıya çıkıp kaldırımdan indi, işte o anda adamlar karnına üç kurşun sıkıp tüydüler.","Luego salió a la acera, le pegaron tres tiros en la barriga y se dieron a la fuga."
1178,,"“Four of them were electrocuted,” I said, remembering.","""Bốn người bọn họ sau này đã bị xử tử bằng ghế điện."" Tôi kể tiếp lời, nhớ lại chuyện.","“Ama dördü de yakalanıp elektrikli sandalyede idam edildi” dedim, anımsayarak.","—Electrocutaron a cuatro —dije, haciendo memoria."
1181,,“I understand you’re looking for a business gonnegtion.”,"""Năm, có cả Becker."" Hai lỗ mũi của ông ta hướng về tôi một cách quan tâm. ""Theo như tôi biết anh đang tìm đường dây làm ăn.""","“Becker’i de sayarsak beş” dedi, burun deliklerini bana doğru çevirerek, “Anladığım kadarıyla bir takım iş bağlantıları kurmaya çalışıyormuşsunuz.",Tengo entendido que busca usted coneggsiones para sus negocios.
1182,,The juxtaposition of these two remarks was startling.,Hai câu nói liền nhau này khiến tôi ngạc nhiên.,Bu iki cümleyi birbirine bağlama tarzına doğrusu şaşırmıştım.,La yuxtaposición de aquellas dos frases me dejó perplejo.
1183,,Gatsby answered for me:,Gatsby trả lời dùm cho tôi.,"Ancak bu soruyu benim yerime Gatsby yanıtladı, “Hayır, o bir başkası.",Gatsby respondió por mí.
1185,,“No?” mr Wolfshiem seemed disappointed.,"""Không phải à?"" Wolfsheim tỏ vẻ thất vọng.",“Öyle mi?” Hayal kırıklığına uğramışa benzi­yordu.,—¿No? —Mister Wolfshiem parecía desilusionado.
1186,,“This is just a friend.,"""Anh này chỉ là bạn.",“Bu beyefendi benim bir dostum.,—Es sólo un amigo.
1187,,I told you we’d talk about that some other time.”,"Tôi đã nói với anh, chúng ta sẽ nói chuyện đó lúc khác.""",O meseleyi daha sonra konuşacağımızı söylemiştim sana.,Ya te dije que hablaríamos de eso en otro momento.
1188,,"“I beg your pardon,” said mr Wolfshiem, “I had a wrong man.”","""Tôi xin lỗi anh, tôi nhận lầm người."" Wolfsheim nói.","“Affedersin, demek ben yanlış anlamışım.",—Le pido disculpas —dijo mister Wolfshiem—. Me he equivocado.
1189,,"A succulent hash arrived, and mr Wolfshiem, forgetting the more sentimental atmosphere of the old Metropole, began to eat with ferocious delicacy.","Món thịt bằm ngon lành được dọn lên, Wolfsheim đã quên mất cái khung cảnh đầy đa cảm của quán cũ Metropole, bắt đầu ăn một cách lịch sự nhưng hùng hổ.","Leziz yemeklerin gelmesiyle Bay Wolfsheim eski Metropole’in duygusal anılarını unutmuş, aceleyle yemeye koyulmuştu; arada bakışlarını etrafta gezdirmeyi de ihmal etmiyordu; son olarak arkasında oturanlara da dönüp göz ucuyla bakarak keşfini tamamladı.","Un suculento estofado llegó, y mister Wolfshiem, olvidando la atmósfera sentimental del viejo Metropole, empezó a comer con una delicadeza feroz."
1191,,"I think that, except for my presence, he would have taken one short glance beneath our own table.","Tôi cho rằng, bởi vì có sự hiện diện của tôi, nếu không ông ta chắc cũng đã liếc nhìn luôn xuống dưới cả gầm bàn mình đang ngồi rồi",Muhtemelen ben olmasam eğilip masanın altına da bakacaktı.,"Creo que, si yo no hubiera estado presente, habría echado un vistazo debajo de la mesa."
1192,,"“Look here, old sport,” said Gatsby, leaning toward me, “I’m afraid I made you a little angry this morning in the car.”","""Nghe đây, anh bạn già."" Gatsby nó, nghiêng người về phía tôi. ""Tôi ngại rằng tôi đã làm anh hơi giận sáng nay lúc ở trong xe.""","“Bu sabah arabada, ” dedi Gatsby bana doğru eğilerek, “seni kızdırmadım ya?","—Óyeme, compañero —dijo Gatsby, inclinándose hacia mí—. Me temo que esta mañana, en el coche, te he molestado."
1193,,"There was the smile again, but this time I held out against it.","Lại nụ cười cũ nở ra, nhưng lần này tôi cưỡng lại được.",Yine o gülümseme vardı yüzünde!,"Allí estaba de nuevo la sonrisa, pero esta vez no cedí."
1194,,"“I don’t like mysteries,” I answered, “and I don’t understand why you won’t come out frankly and tell me what you want.","""Tôi không thích bí ẩn."" Tôi trả lời.","Fakat bu defa direnmeye kararlıydım, “Açıkçası sırlar­dan hoşlanmam,” diye yanıtladım, “benden ne istediğini neden açıkça söylemediğini anlamış değilim, Bayan Baker’ı aracı olarak kullanmak neden?","—No me gustan los misterios —respondí—, y no entiendo por qué no me hablas con franqueza y me dices lo que quieres."
1197,,"“Miss Baker’s a great sportswoman, you know, and she’d never do anything that wasn’t all right.”","""Ồ, không có gì là lét lút mờ ám cả."" Gatsby trấn an tôi. ""Cô Baker là một nhà thể thao danh tiếng, anh biết đó, cô ta sẽ không sẽ không làm bất cứ chuyện gì nếu như nó không đúng đắn.""","“Biliyorsun ki Baker büyük bir sporcudur, asla yanlış işlere kalkışmaz.","Miss Baker es una gran deportista, ya sabes, y jamás haría nada incorrecto."
1198,,"Suddenly he looked at his watch, jumped up, and hurried from the room, leaving me with mr Wolfshiem at the table.","Đột nhiên Gatsby nhìn đồng hồ rồi đứng nhổm lên vội vã rời khỏi phòng, để lại tôi và Wolfsheim gồi lại trên bàn.","Derken saatine baktı, sonra birden yerinden fırladı ve beni Bay Wolfsheim ile baş başa bırakarak çıkıp gitti.","De repente miró el reloj, se puso en pie de un salto y salió a toda prisa de la habitación, dejándome con mister Wolfshiem en la mesa."
1199,"['gatsby', 'wolfshiem', 'wolfsheim']","“He has to telephone,” said mr Wolfshiem, following him with his eyes.","""Anh ta phải gọi điện thoại."" Wolfsheim nói, mắt dõi nhìn theo Gatsby.","“Birine telefon etmesi gerekiyor,” dedi Wolfsheim onu gözleriyle izlerken, “Nasıl da hoş biri, değil mi?","—Tiene que hablar por teléfono —dijo mister Wolfshiem, siguiéndolo con la mirada—."
1201,,Handsome to look at and a perfect gentleman.”,"Một con người vừa đẹp trai vài vừa hoàn toàn lịch thiệp.""","Çok yakışıklı, üstelik de tam bir beyefendi.",Da gusto verlo y es un perfecto caballero.
1202,,“Yes.”,"""Đúng vậy.""",“Evet.,—Sí.
1203,,“He’s an Oggsford man.”,"""Anh ta là dân Oggsford""",“Evet.,—Estudió en Oggsford.
1205,,“He went to Oggsford College in England.,"""Anh ta theo học Oggsford ở Anh Quốc.","“Ya? “Evet, İngiltere’deki Ogsford Koleji’nden mezunmuş.","—Fue al Oggsford College, en Inglaterra."
1206,,You know Oggsford College?”,"Anh có biết trường Oggsford không?""",Siz bilir misiniz Ogsford’u?,¿Conoce el Oggsford College?
1207,,“I’ve heard of it.”,"""Tôi có nghe nói về trường này.""",“Duymuştum.,—Algo he oído.
1208,,“It’s one of the most famous colleges in the world.”,"""Nó là một trong những trường đại học nổi tiếng nhất trên thế giới.""",“Dünyanın en ünlü okullarından biridir.,—Es uno de los más famosos colleges del mundo.
1209,,“Have you known Gatsby for a long time?” I inquired.,"""Ông quen biết Gatsby lâu lắm rồi hả?"" Tôi gạn hỏi.",“Gatsby’i ne zamandır tanırsınız?” diye sordum.,—¿Hace mucho que conoce a Gatsby? —pregunté.
1210,,"“Several years,” he answered in a gratified way.","""Nhiều năm rồi."" Wolfsheim trả lời một cách hài lòng.","“Uzun yıllardır,” dedi gururla, “kendisiyle savaştan hemen sonra tanışma şerefine nail oldum.","—Varios años —contestó, complacido—."
1211,,“I made the pleasure of his acquaintance just after the war.,"""Tôi vui mừng đã quen được anh ta, ngay sau chiến tranh.","“Uzun yıllardır,” dedi gururla, “kendisiyle savaştan hemen sonra tanışma şerefine nail oldum.",Tuve el placer de conocerlo recién acabada la guerra.
1212,,But I knew I had discovered a man of fine breeding after I talked with him an hour.,"Chỉ sau khi nói chuyện với anh ta chừng một tiếng đồng hồ, tôi biết mình đã khám phá ra một thanh niên ưu tú. Tôi tự nói với mình: 'Đây là loại thanh niên ta muốn đưa về nhà giới thiệu cho mẹ và em gái.",Karşımdakinin bir asil olduğunu anlamam için bir saatlik sohbet yetmişti.,Pero supe que había descubierto a un hombre de excelente crianza después de hablar con él una hora.
1213,,I said to myself: ‘There’s the kind of man you’d like to take home and introduce to your mother and sister.’ ” He paused.,"Chỉ sau khi nói chuyện với anh ta chừng một tiếng đồng hồ, tôi biết mình đã khám phá ra một thanh niên ưu tú. Tôi tự nói với mình: 'Đây là loại thanh niên ta muốn đưa về nhà giới thiệu cho mẹ và em gái. '"" Wolfsheim ngừng một chút.","Kendi kendime, ‘İşte bu evine davet ederek annen ve kız kardeşinle tanıştırabileceğin türden bir beyefendi’ demiştim.”",Me dije: «Éste es el tipo de hombre al que llevarías encantado a casa y le presentarías a tu madre y a tu hermana» —hizo una pausa—.
1215,,"I hadn’t been looking at them, but I did now.","""Tôi nhận ra anh đang nhìn nút cài tay áo của tôi."" Thật ra tôi không hề nhìn, nhưng nghe ông ta nói thì bây giờ tôi quay nhìn thật.","Aslında bakmıyordum ancak bu sözün üzerine haliyle baktım, fildişine benziyorlardı ancak her nedense çok tanıdık gelmişlerdi.","Yo no estaba mirando los gemelos, pero los miré entonces."
1217,,"“Finest specimens of human molars,” he informed me.","""Chúng là những miếng răng hàm đẹp nhất của con người."" Ông ta cho tôi hay.","“Bunlar insan dişlerinin mükemmel örnekleri,” diyerek beni bilgilendirdi.",—Los mejores ejemplares de molares humanos —me informó.
1218,,“Well!” I inspected them.,"""Chà!"" Tôi xem xét. ""Đây thật là một sáng kiến ngộ nghĩnh.""","“Çok ilginç,” diyerek daha yakından inceledim, “Fevkalade bir fikir.",—¡No me diga! —los examiné—.
1219,,“That’s a very interesting idea.”,"""Chà!"" Tôi xem xét. ""Đây thật là một sáng kiến ngộ nghĩnh.""","“Çok ilginç,” diyerek daha yakından inceledim, “Fevkalade bir fikir.",Es una idea muy interesante.
1221,,He flipped his sleeves up under his coat.,"""Đúng như vậy."" Wolfsheim lật bẻ hai cánh áo dưới tay áo khoác ra ngoài.",“Gerçekten de öyle!” dedi ve manşetlerini ceketinin içine doğru çekiştirdi.,—Sí —se cubrió de un tirón los puños de la camisa con las mangas de la chaqueta—.
1222,,"“Yeah, Gatsby’s very careful about women.","""Đúng vậy, Gatsby rất cẩn trọng về phụ nữ.","“Ne diyorduk, ha evet, Gatsby kadınlar konusunda son derece özenlidir, arkadaşlarının eşlerine göz ucuyla bile bakmaz.","Sí, Gatsby es muy respetuoso con las mujeres."
1223,,He would never so much as look at a friend’s wife.”,"Nhìn vợ bạn thôi anh ta cũng tránh.""","“Ne diyorduk, ha evet, Gatsby kadınlar konusunda son derece özenlidir, arkadaşlarının eşlerine göz ucuyla bile bakmaz.",Ni se atrevería a mirar a la mujer de un amigo.
1224,,When the subject of this instinctive trust returned to the table and sat down mr Wolfshiem drank his coffee with a jerk and got to his feet.,"Khi nhân vật đáng tín cẩn đang được nói tới này quay trở về ngồi vào bàn, ông Wolfsheim thình lình uống cạn ly cà phê của mình rồi đứng lên.","Bu büyük itimada ve övgüye layık görülmüş olan Gatsby masaya döner dönmez, Bay Wolfsheim kahvesini bir dikişte bitirip aceleyle ayağa kalktı.","Cuando el merecedor de aquella confianza instintiva volvió y se sentó a la mesa, mister Wolfshiem se bebió el café de un tirón y se levantó."
1225,,"“I have enjoyed my lunch,” he said, “and I’m going to run off from you two young men before I outstay my welcome.”","""Bữa ăn trưa này ngon lắm."" Ông ta nói. ""Nhưng bây giờ tôi phải chia tay với các anh trước khi các anh cho tôi là quấy rầy.""","“Yemek bir harikaydı. Fakat kalıp da konukseverliğinizi kötü­ye kullanmak istemem, vakitlice kalkıp siz iki delikanlıyı baş başa bıraksam iyi olacak.","—Ha sido un placer comer con ustedes —dijo—, pero voy a dejarlos. Son jóvenes y no quiero que me consideren un pesado."
1226,,"“Don’t hurry Meyer,” said Gatsby, without enthusiasm.","""Không có gì phải vội và Meyer."" Gatsby nói nhưng không tỏ vẻ gì sốt sắng lắm.","“Lüzum yoktu Meyer,” dedi Gatsby yarım ağızla, Bay Wolfsheim ise bizi kutsayamaya hazırlanıyormuşçasına elini kaldırarak,","—No tengas prisa, Meyer —dijo Gatsby, sin entusiasmo."
1227,,mr Wolfshiem raised his hand in a sort of benediction.,Ông Wolfsheim dơ cánh tay của mình lên chào như làm lễ.,"“Lüzum yoktu Meyer,” dedi Gatsby yarım ağızla, Bay Wolfsheim ise bizi kutsayamaya hazırlanıyormuşçasına elini kaldırarak,",Mister Wolfshiem levantó la mano en una especie de bendición.
1231,,"“As for me, I am fifty years old, and I won’t impose myself on you any longer.”","""Còn tôi, tôi đã năm mươi tuổi rồi, tôi không muốn làm phiền các anh lâu hơn.""",Daha fazla zamanınızı almayayım.,"En lo que a mí concierne, tengo cincuenta años y no quiero seguir imponiéndoles mi presencia."
1232,,As he shook hands and turned away his tragic nose was trembling.,"Khi Wolfsheim bắt tay chào và quay mình bước đi, thì chiếc mũi thảm thương của ông rung rung.","Sonra ellerimizi sıktı, tam dönerken o tuhaf burnu titriyormuş gibi göründü gözüme; acaba kalbini kıracak bir şey mi söyledim, diye düşündüm.","Cuando nos dio la mano y se volvió, le temblaba la nariz trágica."
1233,,I wondered if I had said anything to offend him.,Tôi tự hỏi không biết mình có nói điều gì làm phật lòng ông ta hay không.,"Sonra ellerimizi sıktı, tam dönerken o tuhaf burnu titriyormuş gibi göründü gözüme; acaba kalbini kıracak bir şey mi söyledim, diye düşündüm.",Me pregunté si había dicho yo algo que pudiera ofenderlo.
1234,"['gatsby', 'gatsby—']","“He becomes very sentimental sometimes,” explained Gatsby.","""Đôi khi ông ta trở nên rất đa cảm."" Gatsby giải thích.","“Zaman zaman böyle duygusallaşır işte,” diyerek durumu izah etti Gatsby, “bu da anlaşılan öyle günlerinden biri.",—A veces se pone muy sentimental —me explicó Gatsby—.
1236,,He’s quite a character around New York—a denizen of Broadway.”,"Ông ta thật là một nhân vật đặc biệt ở New York, một cư dân của Broadway.""","New York’ta tanınır ancak, aslında Broadway’dendir.","Es todo un personaje en Nueva York, vecino de Broadway."
1237,,"“Who is he, anyhow, an actor?”","""Ông ta là ai vậy, một kịch sĩ à",“Ne iş yapıyor? Aktör mü yoksa?,—¿Es actor?
1238,,“No.”,"""Không.""","“Ah, hayır.",—No.
1239,,“A dentist?”,"""Nha sĩ?""",“Dişçi?,—¿Dentista?
1242,,"Gatsby hesitated, then added, coolly: “He’s the man who fixed the World’s Series back in 1919.”","""Myer Wolfsheim hả? Không phải, ông ta là dân cờ bạc."" Gatsby ngập ngừng, sau đó lạnh lùng nói thêm. ""Ông ta là người đã bố trí trước giải bóng chầy thế giới năm 1919.""","Kumarbazdır,” dedi ve bir anlık tereddüdün ardından serinkanlılıkla ekledi, “1919 Beysbol Turnuvası’na şike karıştıran odur.",Es el hombre que amañó la serie final de las Grandes Ligas de béisbol en 1919.
1243,,“Fixed the World’s Series?” I repeated.,"""Bố trí trước giải bóng chày thế giới?"" Tôi lập lại.",“Turnuvaya şike mi karıştırdı?” diye tekrarladım.,—¿Amañó la serie final? —repetí.
1244,,The idea staggered me.,Sự hiểu biết này làm tôi choáng váng.,Duyduğum karşısında şaşkındım.,La idea me dejó estupefacto.
1245,,"I remembered, of course, that the World’s Series had been fixed in 1919, but if I had thought of it at all I would have thought of it as a thing that merely happened, the end of some inevitable chain.","Đương nhiên tôi nhớ giải bóng chày thế giới năm 1919 đã bị bố trí trước nhưng nếu như tôi có thể nghĩ về nó thì cũng chỉ cho là một sự kiện tự nhiên xẩy ra, kết quả của một chuỗi những diễn biến thông thường.","Elbette 1919 Turnuvası’ndaki şikeden haberdardım, ancak muhtemelen uzun bir zinci­rin halkası olduğunu sandığımdan, sadece oluvermiş, diyerek geçiştirmiş, çok da üstünde durmamıştım.","Recordaba, por supuesto, que en 1919 amañaron el campeonato, pero, si hubiera pensado en el asunto, me habría parecido algo que pasó simplemente, el eslabón final de una cadena inevitable."
1246,,It never occurred to me that one man could start to play with the faith of fifty million people—with the single-mindedness of a burglar blowing a safe.,Trong đầu tôi chưa hề có tư tưởng một người đàn ông có thể đánh lừa lòng tin của năm mươi triệu người mà mục đích chỉ như một tên ăn trộm đi đục két sắt.,"Bu işin tek kişinin başının altından çıktığını, onun da bir kasa hırsızının dakikliği ve ustalığıyla, elli milyon insanı oyuna getirebileceği aklımın ucundan geçmezdi.",No se me hubiera ocurrido nunca que un hombre pudiera jugar con la buena fe de cincuenta millones de personas con la determinación de un ladrón que revienta una caja fuerte.
1247,,“How did he happen to do that?” I asked after a minute.,"""Ông ta làm sao làm được như vậy?"" Sau một lát, tôi hỏi.","Biraz sonra, “Nasıl yapmış?” diye sordum.",—¿Cómo se le ocurrió hacer una cosa así? —pregunté.
1248,,“He just saw the opportunity.”,"""Cơ hội đưa đẩy đến thì ông ta chụp.""","“Sadece fırsatı görüp, değerlendirmiş.",—Se le presentó la oportunidad.
1249,,“Why isn’t he in jail?”,"""Tại sao ông ta không bị tù?""",“Peki neden içeride değil?,—¿Por qué no está en la cárcel?
1250,,"“They can’t get him, old sport.","""Họ không thể bắt ông ta, anh bạn già.",“Kanıtlayamıyorlar ki ahbap.,"—No lo pueden coger, compañero."
1251,,He’s a smart man.”,"Ông ta là một người thông minh.""",Ne cin adamdır o!,Es listo.
1253,['tom buchanan'],As the waiter brought my change I caught sight of Tom Buchanan across the crowded room.,"Khi người bồi bàn mang tiền thối lại, tôi nhận ra dáng của Tom Buchanan phía bên kia căn phòng đông người.","Hesap için ısrar ettim; garsonun paramın üstünü ge­tirdiği esnada, kalabalık lokantanın diğer ucunda oturan Tom Buchanan’ı gördüm.","Cuando el camarero me dio el cambio, descubrí a Tom Buchanan al fondo del local abarrotado."
1254,,"“Come along with me for a minute,” I said; “I’ve got to say hello to someone.”","""Đi theo tôi tới đây một phút."" Tôi nói.","“Bana eşlik eder misin?” dedim Gatsby’e, “Biri­ne selam vermem gerek.",—Acompáñame un momento —dije—. Tengo que saludar a alguien.
1255,['tom'],When he saw us Tom jumped up and took half a dozen steps in our direction.,"""Tôi phải đi đến chào người này."" Ngay khi đó Tom nhận ra chúng tôi, anh ta đứng ngay lên đi năm sáu bước về phía chúng tôi.",O esnada Tom bizi gördü ve yanımıza gelmek için birkaç adım attı.,"Tom nos vio, se levantó y dio unos pasos hacia nosotros."
1256,,“Where’ve you been?” he demanded eagerly.,"""Độ này anh đi đâu?"" Tom hỏi một cách hăm hở. ""Daisy đang giận bởi vì anh lâu nay không gọi điện thoại.""","“Nerelerdesin sen?” diye çıkıştı, “Daisy uğramıyor oluşuna çok kızıyor, haberin olsun.",—¿Dónde te has metido? —preguntó con calor—.
1258,,"“This is mr Gatsby, mr Buchanan.”","""Tôi giới thiệu, đây là anh Gatsby và đây là anh Buchanan.""","“Bu Bay Gatsby, bu da Bay Buchanan,” diyerek tanıştırdım.","—Le presento a mister Gatsby, mister Buchanan."
1259,['gatsby'],"They shook hands briefly, and a strained, unfamiliar look of embarrassment came over Gatsby’s face.","Hai người họ bắt tay nhau ngắn gọn, gượng ép, một nét ngượng ngùng xuất hiện trên khuôn mặt Gatsby.","Onlar el sıkışırken; Gatsby’nin yüzünde, daha önce hiç görmediğim bir utanç ifadesi fark etmiştim.","Se estrecharon la mano brevemente, y la cara de Gatsby adoptó una expresión de incomodidad y tensión que yo no le conocía."
1260,"['tom—', 'tom']","“How’ve you been, anyhow?” demanded Tom of me.","""Anh độ này ra sao?"" Tom hỏi tôi. ""Chuyện gì khiến anh đến mãi tận nơi này ăn vậy?""","“Nasılsın bakalım?” diye sordu Tom, “Bunca yolu sırf yemek için gelmedin ya?",—¿Dónde te has metido? —insistió Tom—.
1261,,“How’d you happen to come up this far to eat?”,"""Anh độ này ra sao?"" Tom hỏi tôi. ""Chuyện gì khiến anh đến mãi tận nơi này ăn vậy?""","“Nasılsın bakalım?” diye sordu Tom, “Bunca yolu sırf yemek için gelmedin ya?",¿Cómo se te ha ocurrido venir a comer tan lejos?
1262,,“I’ve been having lunch with mr Gatsby.”,"""Tôi đi ăn trưa với anh Gatsby.""","“Bay Gatsby ile birlikteyim” diyerek döndüm, ancak Gatsby ortadan kaybolmuştu.",—He venido a comer con mister Gatsby.
1263,"['gatsby', '“bay gatsby']","I turned toward mr Gatsby, but he was no longer there.",Tôi quay sang Gatsby nhưng anh ta không còn đứng ở đó nữa.,"“Bay Gatsby ile birlikteyim” diyerek döndüm, ancak Gatsby ortadan kaybolmuştu.","Me volví hacia Gatsby, pero ya no estaba."
1265,,"(said Jordan Baker that afternoon, sitting up very straight on a straight chair in the tea-garden at the Plaza Hotel)","(Vào buổi chiều hôm đó, ngồi rất thằng người lên một chiếc ghế thẳng lưng trong khu vườn dành cho uống trà ở khách sạn Plaza, Jordan bắt đầu kể chuyện).","“1917 yılı, bir ekim sabahıydı – (diye başlamıştı söze Jordan Baker, aynı günün öğleden sonrasında, Plaza Otel’in çay bahçesindeki dik sandalyelerden birinde dimdik otururken) – biraz kaldırımın, biraz çimenlerin üzerinden yürüyerek bir yerlere gidiyordum.","Un día de octubre de 1917… (dijo Jordan Baker aquella tarde, sentada muy derecha en una silla del café al aire libre del Hotel Plaza)… iba dando un paseo, por la acera y por el césped."
1267,,I was happier on the lawns because I had on shoes from England with rubber knobs on the soles that bit into the soft ground.,"Em thích đi trên cỏ hơn, bởi vì em đang mang đôi giầy mua từ Anh Quốc có đế bằng cao su rất dễ bám vào đất mềm.","Doğrusu ayağımdaki İngiliz ayakkabıların kauçuk tabanlarının yumuşak toprağa gömülüşünden hoşlandığımdan, daha çok çimenlerden yürüyordum.",Me gustaba más el césped porque tenía unos zapatos ingleses con tacos de goma en las suelas que se hundían en la tierra blanda.
