Single_ent,en,es,tr,vi
['elizabeth'],"“I like her appearance,” said [MASK], struck with other ideas. “She looks sickly and cross. Yes, she will do for him very well. She will make him a very proper wife.”","––Me gusta su aspecto ––dijo [MASK], pensando en otras cosas––. Parece enferma y malhumorada. Sí, es la mujer apropiada para él, le va mucho.","""Görünüşünü sevdim,"" dedi [MASK], aklı başka düşüncelerle meşgul halde. ""Hasta ve huysuz görünüyor. Evet, ona iyi gelir. Ona gayet uygun bir eş olur.","[MASK] nói: - Chị thích vóc dáng cô ấy. Thình lình [MASK] có một ý nghĩ mới. “Cô trông yếu đuối và cáu gắt. Đúng vậy, cô sẽ xứng với anh ấy. Cô sẽ là một người vợ rất hợp với anh”."
"['william––', 'william', 'sir william']","“I am the less surprised at what has happened,” replied [MASK], “from that knowledge of what the manners of the great really are, which my situation in life has allowed me to acquire. About the court, such instances of elegant breeding are not uncommon.”","––A mí no me sorprende ––replicó [MASK]––, porque mi situación en la vida me ha permitido conocer el verdadero modo de ser de los grandes. En la corte esos ejemplos de educación tan elegante son muy normales.","""Ben o kadar şaşırmadım,"" diye cevapladı [MASK], ""neden derseniz, büyük insanların tarzlarını bilirim, hayattaki konumum o tarzı edinmeme imkân vermiştir. Saray çevresinde bu tip incelikler az görülür şey değildir.","Ngài [MASK] đáp: - Tôi ít ngạc nhiên hơn về chuyện đã xảy ra, do hoàn cảnh của cuộc đời tôi đã giúp tôi hiểu biết về tư cách thật sự của giới thượng lưu. Nói về triều đình, những trường hợp gia giáo nho nhã như thế thì không hiếm."
"['catherine–', 'catherine', 'lady catherine']","“I am very glad to hear such a good account of her,” said [MASK]; “and pray tell her from me, that she cannot expect to excel, if she does not practise a great deal.”","––Me alegro mucho de que me des tan buenas noticias ––dijo [MASK]––, y te ruego que le digas de mi parte que si no practica mucho, no mejorará nada.","""Bunu duyduğuma çok sevindim,"" dedi [MASK]; ""lütfen ona çok pratik yapmazsa asla başarılı olamaz dediğimi söyle.","Phu nhân [MASK] nói: - Dì rất vui được nghe cháu nói về cô ấy, và xin nhờ chuyển lời dì đến cô ấy rằng, cô không thể trở thành xuất chúng nếu cô không luyện tập nhiều."
"['señor darcy', 'darcy', 'darc', 'mr darcy']","“You shall hear, then—but prepare for something very dreadful. The first time of my ever seeing him in Hertfordshire, you must know, was at a ball—and at this ball, what do you think he did? He danced only four dances! I am sorry to pain you, but so it was. He danced only four dances, though gentlemen were scarce; and, to my certain knowledge, more than one young lady was sitting down in want of a partner. Mr. [MASK], you cannot deny the fact.”","––Se lo diré, pero prepárese a oír algo muy espantoso. Ha de saber que la primera vez que le vi fue en un baile, y en ese baile, ¿qué cree usted que hizo? Pues no bailó más que cuatro piezas, a pesar de escasear los caballeros, y más de una dama se quedó sentada por falta de pareja. [MASK], no puede negarlo.","""Dinleyin o halde –ama kendinizi çok feci bir şeye hazırlayın. Onu Hertfordshire'de ilk gördüğümde balodaydık –ve bu baloda bilin bakalım ne yaptı? Sadece dört kez dans etti! Sizi üzdüğüm için özür dilerim –ama öyle. Az erkek olduğu halde sadece dört dans; ve iyi biliyorum ki birçok hanım eş yokluğundan oturup kalmıştı. [MASK], yaptığınızı inkâr edemezsiniz.","- Thế thì anh sẽ nghe, nhưng nên chuẩn bị nghe điều kinh khiếp. Lần đầu tiên tôi gặp anh ấy tại Hertfordshire, anh biết chứ, là tại một buổi dạ vũ, và trong buổi dạ vũ này, anh nghĩ anh ấy đã làm gì? Chỉ khiêu vũ bốn bản! Xin lỗi đã làm anh đau lòng, nhưng đúng như thế. Anh ấy chỉ khiêu vũ bốn bản, mặc dù thanh niên thì hiếm hoi, và tôi biết rõ có một cô gái trẻ phải ngồi ngoài vì thiếu bạn nhảy. Anh [MASK], anh không thể chối bỏ sự kiện."
"['darcy', 'darcy–']","“I certainly have not the talent which some people possess,” said [MASK], “of conversing easily with those I have never seen before. I cannot catch their tone of conversation, or appear interested in their concerns, as I often see done.”",––Reconozco ––dijo [MASK]– que no tengo la habilidad que otros poseen de conversar fácilmente con las personas que jamás he visto. No puedo hacerme a esas conversaciones y fingir que me intereso por sus cosas como se acostumbra.,"""Bazı insanların sahip olduğu yetenek bende yok,"" dedi [MASK], ""daha önce görmediğim insanlarla rahat konuşma yeteneği. Başkaları gibi konuşmalarının tonunu yakalayamıyorum, sözettikleri şeylere ilgi duyuyormuş gibi görünemiyorum.","[MASK] nói: - Chắc chắn tôi không có tài năng mà vài người có, để trò chuyện dễ dàng với người mà mình chưa từng gặp trước đây. Tôi không thể tham gia vào những câu chuyện của họ hoặc tỏ ra quan tâm đến những vấn đề của họ, như tôi thường thấy họ làm."
"['elizabeth', 'elizabeth–']","“My fingers,” said [MASK], “do not move over this instrument in the masterly manner which I see so many women’s do. They have not the same force or rapidity, and do not produce the same expression. But then I have always supposed it to be my own fault—because I would not take the trouble of practising. It is not that I do not believe my fingers as capable as any other woman’s of superior execution.”","––Mis dedos ––repuso [MASK]– no se mueven sobre este instrumento del modo magistral con que he visto moverse los dedos de otras mujeres; no tienen la misma fuerza ni la misma agilidad, y no pueden producir la misma impresión. Pero siempre he creído que era culpa mía, por no haberme querido tomar el trabajo de hacer ejercicios. No porque mis dedos no sean capaces, como los de cualquier otra mujer, de tocar perfectamente.","""Parmaklarım,"" dedi [MASK], ""bu aletin üstünde birçok kadının parmakları gibi ustaca gezinmiyor. Aynı güce, aynı hıza sahip değiller, aynı ifadeyi de yaratmıyorlar. Ama ben bunun hep kendi hatam olduğunu düşündüm –pratik yapma sıkıntısına katlanmadığım için. Yoksa benim parmaklarımın başka bir kadının parmakları gibi üstün beceriye sahip olamayacağına inandığımdan değil.","[MASK] nói: - Các ngón tay của tôi không được điêu luyện trên cây đàn này như rất nhiều cô gái khác, vì không có cùng sức mạnh hay sự điêu luyện, và không diễn tả cùng cảm xúc. Nhưng rồi tôi luôn cho đấy là lỗi của tôi – bởi vì tôi không chịu khó luyện tập. Không phải là tôi không tin các ngón tay của tôi có cùng khả năng như bất kỳ phụ nữ nào chơi hay hơn tôi."
['darcy'],"[MASK] smiled and said, “You are perfectly right. You have employed your time much better. No one admitted to the privilege of hearing you can think anything wanting. We neither of us perform to strangers.”",[MASK] sonrió y le dijo: ––Tiene usted toda la razón. Ha empleado el tiempo mucho mejor. Nadie que tenga el privilegio de escucharla podrá ponerle peros. Ninguno de nosotros toca ante desconocidos.,"[MASK] gülümsedi ve şöyle dedi, ""Çok haklısınız. Zamanınızı çok daha iyi kullanmışsınız. Sizi dinleme ayrıcalığı kazanmış hiç kimse herhangi bir kusur bulamaz. Biz ikimiz de yabancılara çalmayız.",[MASK] mỉm cười: - Cô hoàn toàn đúng. Cô đã dùng thời giờ của cô một cách ích lợi hơn rất nhiều. Không một ai được đặc quyền nghe cô đàn lại có thể nghĩ còn có yếu kém gì. Cả hai chúng ta đều không trình diễn cho người lạ.
"['bingley', 'mr bingley']","“If he means to be but little at Netherfield, it would be better for the neighbourhood that he should give up the place entirely, for then we might possibly get a settled family there. But, perhaps, Mr. [MASK] did not take the house so much for the convenience of the neighbourhood as for his own, and we must expect him to keep or quit it on the same principle.”","––Si tiene la intención de estar poco tiempo en Netherfield, sería mejor para la vecindad que lo dejase completamente, y así posiblemente podría instalarse otra familia allí. Pero quizá el señor [MASK] no haya tomado la casa tanto por la conveniencia de la vecindad como por la suya propia, y es de esperar que la conserve o la deje en virtud de ese mismo principio.","""Netherfield'de pek kalmayı düşünmüyorsa orayı tümden bırakması muhit için daha iyi olur, çünkü o zaman oraya bir aile yerleşebilir. Ama belki [MASK] evi muhite yararı olsun diye değil kendisi için tutmuştur; bu aynı nedenle de tutacak ya da bırakacaktır herhalde.","- Nếu anh ấy định ít khi lưu lại Netherfield, có thể tốt hơn cho láng giềng nếu anh trả lại hẳn ngôi nhà, vì lúc ấy chúng tôi có thể có một gia đình định cư hẳn ở đấy. Nhưng có lẽ anh [MASK] dùng ngôi nhà không phải cho sự tiện lợi của láng giềng mà là vì sự thuận tiện của chính anh ấy, và chúng tôi nghĩ anh sẽ giữ hoặc trả lại ngôi nhà theo cùng nguyên tắc ấy."
"['collins', 'mrs collins']","“I do not mean to say that a woman may not be settled too near her family. The far and the near must be relative, and depend on many varying circumstances. Where there is fortune to make the expense of travelling unimportant, distance becomes no evil. But that is not the case here. Mr. and Mrs. [MASK] have a comfortable income, but not such a one as will allow of frequent journeys—and I am persuaded my friend would not call herself near her family under less than half the present distance.”","––No quiero decir que una mujer no pueda vivir lejos de su familia. Lejos y cerca son cosas relativas y dependen de muy distintas circunstancias. Si se tiene fortuna para no dar importancia a los gastos de los viajes, la distancia es lo de menos. Pero éste no es el caso. Los señores [MASK] no viven con estrecheces, pero no son tan ricos como para permitirse viajar con frecuencia; estoy segura de que mi amiga no diría que vive cerca de su familia más que si estuviera a la mitad de esta distancia.","""Bir kadının ailesinin çok yakınına yerleşemeyeceğini söylemek istemiyorum. Uzak ve yakın göreceli olmalı; birçok değişik unsura bağlı. Seyahat masraflarını önemsiz kılacak servet olunca mesafe sorun olmaz. Ama burada durum bu değil. Mr ve [MASK] rahat bir gelire sahipler, ama sık yolculuklara izin verecek kadar da değil –bence arkadaşım bunun yarısı kadar bir mesafede otuyor olmadan kendini ailesine yakın saymazdı.","- Tôi không có ý nói một phụ nữ không nên ổn định quá gần gia đình bà. Xa hay gần chỉ là tương đối, tùy thuộc vào nhiều hoàn cảnh khác nhau. Khi có điều kiện khiến chi phí đi lại không thành vấn đề, khoảng cách không là gì cả. Nhưng đấy không phải là trường hợp ở đây. Ông bà [MASK] có thu nhập thoải mái, nhưng vẫn không đủ để đi về thường xuyên – và tôi tin bà bạn của tôi sẽ không cho rằng mình ở gần gia đình của mình ngay cả khi khoảng cách chỉ còn một nửa."
"['darcy', 'mr darcy']","“And if not able to please himself in the arrangement, he has at least great pleasure in the power of choice. I do not know anybody who seems more to enjoy the power of doing what he likes than Mr. [MASK].”",––Y si no le placen las cosas por lo menos le da un gran placer el poder disponerlas a su antojo. No conozco a nadie que parezca gozar más con el poder de hacer lo que quiere que el señor [MASK].,"""Ayarlamadan memnun kalmazsa en azından seçme şansına sahip olduğu için memnun olabilir. Dilediğini yapma gücüne sahip olmayı [MASK]'den daha çok seven kimseyi görmedim.","- Nếu anh ấy không được như ý thích sắp xếp, ít nhất anh ấy sẽ thích có quyền quyết định. Tôi chưa từng biết có người nào thích có quyền làm theo ý mình hơn anh [MASK]."
"['elizabeth', 'eliz']","“Is this,” thought [MASK], “meant for me?” and she coloured at the idea; but, recovering herself, said in a lively tone, “And pray, what is the usual price of an earl’s younger son? Unless the elder brother is very sickly, I suppose you would not ask above fifty thousand pounds.”","«¿Se referirá esto a mí?», pensó [MASK] sonrojándose. Pero reponiéndose contestó en tono jovial: ––Y dígame, ¿cuál es el precio normal de un hijo menor de un conde? A no ser que el hermano mayor esté muy enfermo, no pedirán ustedes más de cincuenta mil libras...","""Acaba,"" diye düşündü [MASK], ""bununla beni mi kastediyor?"" ve düşüncesi yüzünü kızarttı; ama, kendini toparlayınca, neşeli bir sesle şöyle dedi, ""Tanrı aşkına, söyler misiniz, bir kontun küçük oğlunun normal bedeli nedir? Ağabeyi çok hasta değilse, herhalde elli bin pound'dan fazla istemezsiniz.","[MASK] nghĩ, “liệu câu này có nhắm đến mình không?”, và cô đỏ mặt với ý tưởng. Nhưng cô trấn tĩnh lại, vui vẻ nói: - Xin anh cho biết, cái giá thông thường của người con trai trẻ của một Bá tước là như thế nào? Trừ khi cậu anh họ đang bị bệnh, tôi đoán anh sẽ không yêu cầu trên năm mươi nghìn bảng."
"['darcy', 'darc']","“Are you, indeed? And pray what sort of a guardian do you make? Does your charge give you much trouble? Young ladies of her age are sometimes a little difficult to manage; and if she has the true [MASK] spirit, she may like to have her own way.”","––¿De veras? Y dígame, ¿qué clase de tutoría es la que ejercen? ¿Les da mucho que hacer? Las chicas de su edad son a veces un poco difíciles de gobernar, y si tiene el mismo carácter que el señor [MASK], le debe de gustar también hacer su santa voluntad.","""Öyle mi gerçekten? Tanrı bilir nasıl birer veli olmuşsunuzdur? Küçük hanım sizi çok üzüyor mu? O yaştaki genç kızları çekip çevirmek biraz zordur; hele kendisinde gerçek [MASK] ruhu varsa bildiğini okumak isteyebilir.","- Thật thế à? Và xin cho hỏi, anh bảo hộ theo cách nào? Cô ấy có gây khó khăn cho anh không? Những thiếu nữ ở tuổi cô đôi lúc khó quản lý, nên nếu cô ấy thật sự có tính khí nhà [MASK], cô có thể muốn làm theo ý mình."
"['darcy', 'mr darcy']","“I do not see what right Mr. [MASK] had to decide on the propriety of his friend’s inclination; or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy. But,” she continued, recollecting herself, “as we know none of the particulars, it is not fair to condemn him. It is not to be supposed that there was much affection in the case.”","––¿Quiere decir que su intervención fue indiscreta? ––No veo qué derecho puede tener el señor [MASK] para decidir sobre una inclinación de su amigo y por qué haya de ser él el que dirija y determine, a su juicio, de qué modo ha de ser su amigo feliz. Pero ––continuó, reportándose––, no sabiendo detalles, no está bien censurarle. Habrá que creer que el amor no tuvo mucho que ver en este caso.","""[MASK]'nin, arkadaşının isteğinin uygun olup olmadığına karar vermeye ne hakkı var, ya da arkadaşının ne şekilde mutlu olacağını kendi başına nasıl belirliyor, yönlendiriyor, anlamıyorum."" ""Ama,"" diye devam etti, kendini toplayarak, ""ayrıntıları bilmediğimiz için onu kınamak adilce olmaz. Belli ki ortada kaydadeğer bir sevgi yokmuş.","- Tôi nghĩ anh [MASK] không có quyền gì mà phê phán tình cảm của bạn anh là đúng hay sai, hoặc tại sao chỉ dựa trên phán quyết của riêng mình mà anh ấy lại xác định và chỉ đạo bạn mình phải có hạnh phúc theo cách nào. Cô tiếp, trầm tĩnh lại: - Nhưng, vì chúng ta không biết chi tiết gì, kết án anh ấy là không công bằng. Không thể giả định là có nhiều tình cảm trong trường hợp này."
"['fitzwilliam', 'albay fitzwilliam']","“There were some very strong objections against the lady,” were Colonel [MASK]’s words; and these strong objections probably were, her having one uncle who was a country attorney, and another who was in business in London.",El coronel [MASK] había dicho que «había algunas objeciones de peso contra la señorita». Y esas objeciones serían seguramente el tener un tío abogado de pueblo y otro comerciante en Londres...,"""Hanıma karşı çok güçlü bazı itirazlar varmış,"" [MASK]'ın sözleri bunlardı, ve o güçlü itirazlar da herhalde eniştesinin taşrada avukat, dayısının da Londra'da esnaf olmasıydı.","“Cô gái bị nhiều chống đối mạnh” là lời của Đại tá [MASK], và những chống đối mạnh mẽ này có thể là từ ông chú làm luật sư nơi miền quê và từ một ông chú khác tại London."
['darcy'],"“And this,” cried [MASK], as he walked with quick steps across the room, “is your opinion of me! This is the estimation in which you hold me! I thank you for explaining it so fully. My faults, according to this calculation, are heavy indeed! But, perhaps,” added he, stopping in his walk, and turning towards her, “these offences might have been overlooked, had not your pride been hurt by my honest confession of the scruples that had long prevented my forming any serious design. These bitter accusations might have been suppressed, had I, with greater policy, concealed my struggles, and flattered you into the belief of my being impelled by unqualified, unalloyed inclination; by reason, by reflection, by everything. But disguise of every sort is my abhorrence. Nor am I ashamed of the feelings I related. They were natural and just. Could you expect me to rejoice in the inferiority of your connections?—to congratulate myself on the hope of relations whose condition in life is so decidedly beneath my own?”","––¡Y ésa es –– gritó [MASK] mientras se paseaba como una exhalación por el cuarto –– la opinión que tiene usted de mí! ¡Ésta es la estimación en la que me tiene! Le doy las gracias por habérmelo explicado tan abiertamente. Mis faltas, según su cálculo, son verdaderamente enormes. Pero puede ––añadió deteniéndose y volviéndose hacia ella–– que estas ofensas hubiesen sido pasadas por alto si no hubiese herido su orgullo con mi honesta confesión de los reparos que durante largo tiempo me impidieron tomar una resolución. Me habría ahorrado estas amargas acusaciones si hubiese sido más hábil y le hubiese ocultado mi lucha, halagándola al hacerle creer que había dado este paso impulsado por la razón, por la reflexión, por una incondicional y pura inclinación, por lo que sea. Pero aborrezco todo tipo de engaño y no me avergüenzo de los sentimientos que he manifestado, eran naturales y justos. ¿Cómo podía suponer usted que me agradase la inferioridad de su familia y que me congratulase por la perspectiva de tener unos parientes cuya condición están tan por debajo de la mía?","""Demek böyle,"" diye haykırdı [MASK] hızlı adımlarla odada yürürken, ""demek hakkımda böyle düşünüyorsunuz! Demek beni böyle görüyorsunuz! Böyle etraflıca anlattığınız için teşekkür ederim. Bu hesaba göre hatalarım büyük tabii! Belki,"" diye ekledi durup ona doğru dönerek, ""bu hakaretler görmezden gelinebilirdi, ama uzun zamandır ciddi bir girişimde bulunmamı önleyen endişeleri dürüstçe itiraf ettim diye gururunuz yaralandı. Daha ince bir politikayla mücadelemi saklasaydım, akılla, mantıkla, herşeyle gururunuzu okşayarak sizi tarifsiz, katıksız bir tutkunun esiri olduğuma inandırsaydım bu acı suçlamalar geçiştirilebilirdi. Ama sahteliğin her türünden nefret ederim. Ayrıca anlattığım duygularımdan da utanmıyorum. Doğal ve haklı duygular çünkü. Akrabalarınızın düşük seviyesinden zevk duymamı bekleyebilir misiniz? Hayattaki mevkileri benim o kadar altımda olan hısımlarım olacak diye kendimi tebrik mi edeyim?","[MASK] thốt lên, khi anh bước nhanh quanh gian phòng: - Ý nghĩ của cô về tôi là như thế đấy! Cô phán xét về tôi là như thế đấy! Tôi cảm ơn cô đã giải thích tường tận. Theo như cách lý luận ấy, những lỗi lầm của tôi quả thật là nặng! Anh ngừng bước, quay nhìn về phía cô: - Nhưng có lẽ các lỗi này đáng lẽ đã được bỏ qua, nếu tính kiêu hãnh của cô không bị tổn thương vì tôi đã thổ lộ chân tình những đắn đo từ lâu đã ngăn tôi có ý định nghiêm túc. Các cáo buộc cay đắng này đáng lẽ đã được kiềm chế nếu tôi cố gắng thêm để che giấu những đấu tranh trong nội tâm tôi, để làm cho cô tự mãn tin rằng tôi đã bị thúc ép bởi tâm tư không vướng bận, thuần khiết; bởi lý lẽ, bởi hồi tưởng, bởi mọi thứ. Nhưng tôi ghét che giấu bất kỳ việc gì. Và tôi cũng không xấu hổ về các ý tình tôi đã thổ lộ. Các ý tình này là tự nhiên và chính đáng. Cô có thể mong tôi được vui trong vị thế thấp kém khi quan hệ với cô hay sao? Mong tôi tự chúc mừng về hy vọng của những người thân, những người có điều kiện hoàn toàn thấp hơn tôi, hay sao?"
"['darcy', 'darc', 'mr darcy']","“You are mistaken, Mr. [MASK], if you suppose that the mode of your declaration affected me in any other way than as it spared me the concern which I might have felt in refusing you, had you behaved in a more gentlemanlike manner.”","––Se equivoca usted, señor [MASK], si supone que lo que me ha afectado es su forma de declararse; si se figura que me habría evitado el mal rato de rechazarle si se hubiera comportado de modo más caballeroso.","""Teklifinizi başka tarzda yapmanız beni etkilerdi sanıyorsanız yanılıyorsunuz, [MASK]; daha beyefendice davranmamakla beni sadece reddettiğim için incindi mi diye hakkınızda endişelenmekten kurtarmış oldunuz.","- Anh đã nhầm rồi anh [MASK], nếu anh cho rằng cách thức anh tỏ tình gây ảnh hưởng đến tôi theo bất kỳ chiều hướng nào khác, ngoại trừ một điều là đáng lẽ tôi đã có thể cảm thấy lo lắng cho anh khi tôi khước từ anh, nếu anh có cách cư xử như người lịch thiệp."
"['wickha', 'mr wickham', 'wickham']","But when this subject was succeeded by his account of Mr. [MASK]—when she read, with somewhat clearer attention, a relation of events which, if true, must overthrow every cherished opinion of his worth, and which bore so alarming an affinity to his own history of himself—her feelings were yet more acutely painful and more difficult of definition. Astonishment, apprehension, and even horror, oppressed her. She wished to discredit it entirely, repeatedly exclaiming, “This must be false! This cannot be! This must be the grossest falsehood!”—and when she had gone through the whole letter, though scarcely knowing anything of the last page or two, put it hastily away, protesting that she would not regard it, that she would never look in it again.","Pero cuando pasó a lo concerniente a [MASK], leyó ya con mayor atención. Ante aquel relato de los hechos que, de ser auténtico, había de destruir toda su buena opinión del joven, y que guardaba una alarmante afinidad con lo que el mismo [MASK] había contado, sus sentimientos fueron aún más penosos y más difíciles de definir; el desconcierto, el recelo e incluso el horror la oprimían. Hubiese querido desmentirlo todo y exclamó repetidas veces: «¡Eso tiene que ser falso, eso no puede ser! ¡Debe de ser el mayor de los embustes!» Acabó de leer la carta, y sin haberse enterado apenas de la última o las dos últimas páginas, la guardó rápidamente y quejándose se dijo que no la volvería a mirar, que no quería saber nada de todo aquello.","Ama bu konunun ardından [MASK]'la ilgili açıklaması gelince, eğer doğruysa [MASK]'la ilgili her güzel düşüncesini yerle bir etmesi gereken ve onun kendi anlattığı hikâyesine gayet tedirgin edici bir benzerlik gösteren olayların açıklamasını biraz daha berrak bir dikkatle okuyunca, daha da şiddetli ve tarifi daha da zor bir acı duydu. Şaşkınlık, endişe, hatta dehşet içinde kaldı. Hepsine karşı çıkmak istedi, tekrar tekrar haykırdı, ""Yalan! Doğru olamaz! Yalanın dikâlâsı!"" –mektubu okuyup bitirince, son bir iki sayfadan pek az şey anladıysa da, aceleyle katlayıp kaldırdı, yazılanlara itibar etmeyeceğini, bir daha dönüp bakmayacağını söyleyerek.","Nhưng khi anh đề cập chuyện anh [MASK], khi cô đọc với chú tâm hơn, các sự kiện, nếu có thật, hẳn vất bỏ mọi cảm nghĩ tốt của cô về giá trị của anh này. Cảm nghĩ của cô càng trở nên đau đớn và càng khó định nghĩa. Cô vô cùng ngạc nhiên, lo lắng, ngay cả kinh hoàng. Cô muốn bác bỏ tất cả, luôn luôn hét lên: “Việc này không đúng! Không thể như thế được! Đây là điều láo toét!” Và khi cô đã đọc xong lá thư, tuy không nhớ gì về một hai trang cuối, cô vội xếp lá thư lại, nghĩ chắc chắn rằng cô không nên tin nó, rằng cô sẽ không bao giờ đọc lại nó."
"['lydia', 'lydia––']","“And we mean to treat you all,” added [MASK]; “but you must lend us the money, for we have just spent ours at the shop out there.” Then showing her purchases,—“Look here, I have bought this bonnet. I do not think it is very pretty; but I thought I might as well buy it as not. I shall pull it to pieces as soon as I get home, and see if I can make it up any better.”","––Queremos convidaros a todas ––añadió [MASK]; pero tendréis que prestarnos el dinero, porque acabamos de gastar el nuestro en la tienda de ahí fuera. Y, enseñando sus compras, agregó: ––Mirad qué sombrero me he comprado. No creo que sea muy bonito, pero pensé que lo mismo daba comprarlo que no; lo desharé en cuanto lleguemos a casa y veré si puedo mejorarlo algo.","""Hepinize ziyafet çekmeyi düşünüyoruz,"" diye ekledi [MASK]; ""ama bize borç vermelisiniz, çünkü bütün paramızı şu dükkânda harcadık."" Sonra aldıklarını gösterdi: ""Bakın, bu boneyi aldım. Pek güzel değil, ama iş olsun diye aldım. Eve gidince söküp bakacağım, bir şeye benzetebilir miyim diye.","Các chị có ngạc nhiên thích thú không?” [MASK] thêm: - Chúng em đãi các chị đấy, nhưng các chị phải cho chúng em mượn tiền vì chúng em đã tiêu hết tiền ở cửa hiệu đằng kia. Rồi cô cho xem mấy món hàng: - Nhìn đây, em đã mua chiếc mũ này. Em nghĩ nó không đẹp lắm, nhưng thà mua nó còn hơn không. Em sẽ sửa nó khi em về đến nhà, để xem nó có đẹp hơn không."
['lydia'],"“Now I have got some news for you,” said [MASK], as they sat down to table. “What do you think? It is excellent news, capital news, and about a certain person that we all like.”",––Tengo que daros algunas noticias ––dijo [MASK] cuando se sentaron a la mesa—. ¿Qué creéis? Es lo más sensacional que podáis imaginaros; una nueva importantísima acerca de cierta persona que a todas nos gusta.,"""Şimdi size haberlerim var,"" dedi [MASK], masaya otururlarken. ""Bilin bakalım! Harika haberler, olağanüstü haberler, hem de hepimizin sevdiği bir kişi hakkında.","[MASK] nói, khi các chị em cùng ngồi xuống bàn ăn: - Bây giờ em có ít tin tức cho các chị. Các chị thử đoán xem! Đây là tin cực kỳ tốt đẹp, tin quan trọng, có quan hệ đến một người mà tất cả chúng ta đều mến."
['elizabeth'],"[MASK] was shocked to think that, however incapable of such coarseness of expression herself, the coarseness of the sentiment was little other than her own breast had formerly harboured and fancied liberal!","[MASK] se escandalizó al pensar que, aunque ella fuese incapaz de expresar semejante ordinariez, el sentimiento no era muy distinto del que ella misma había abrigado en otro tiempo y admitido como liberal.","[MASK] dondu kaldı, böyle kaba ifadeleri kullanmak elinden gelmese de, bu tür kaba duyguları vaktiyle kendisinin de göğsünde beslemiş ve bunu makul bulmuş olduğunu düşününce!","[MASK] bị sốc khi nghĩ rằng, dù cô không có khả năng diễn tả thô lỗ như thế, sự thô lỗ trong cảm nghĩ theo cách này không khác nào khi bộ ngực của cô được tự do phơi bày ra!"
['mary'],"To this, [MASK] very gravely replied, “Far be it from me, my dear sister, to depreciate such pleasures. They would doubtless be congenial with the generality of female minds. But I confess they would have no charms for me. I should infinitely prefer a book.”","[MASK] replicó gravemente: ––Lejos de mí, querida hermana, está el despreciar esos placeres. Serán propios, sin duda, de la mayoría de las mujeres. Pero confieso que a mí no me hacen ninguna gracia; habría preferido mil veces antes un libro.","[MASK] buna ciddiyetle cevap verdi, ""Aman, benden uzak olsun, hemşirem, böyle zevkler bana göre değil. Çoğu kadın böyle şeyleri sever. Ama benim için hiç cazip değiller. Ben kitap okumayı tercih ederim.","[MASK] trả lời, nghiêm trang: - Chị không hề xem nhẹ những vui thú như thế, rõ ràng hợp với tính khí của phụ nữ. Nhưng thú thật, chị không ham gì những thú này. Nhất định chị thích đọc sách hơn."
"['elizabeth', 'elizabeth––']","“Indeed,” replied [MASK], “I am heartily sorry for him; but he has other feelings which will probably soon drive away his regard for me. You do not blame me, however, for refusing him?”","––Es cierto ––repuso [MASK], lo siento de veras por él; pero su orgullo es tan grande que no tardará mucho en olvidarme. ¿Te parece mal que le haya rechazado?","""Tabii,"" diye cevapladı [MASK], ""onun için gerçekten üzülüyorum; ama bana olan ilgisini yok edecek başka duyguları da var. Yine de onu reddettiğim için beni suçlamıyorsun, değil mi?","[MASK] trả lời: - Đúng vậy, em thương hại anh ấy, nhưng anh có những suy nghĩ khác có thể sẽ xua tan tình cảm của anh đối với em. Tuy nhiên, chị không trách em đã từ khước anh chứ?"
['jane'],"“Indeed, I could not. I was uncomfortable enough, I was very uncomfortable—I may say unhappy. And with no one to speak to of what I felt, no [MASK] to comfort me, and say that I had not been so very weak, and vain, and nonsensical, as I knew I had! Oh, how I wanted you!”","––No habría podido, es cierto. Estaba tan molesta, o, mejor dicho, tan triste. Y lo peor de todo era que no tenía a quién confiar mi pesar. ¡No tener a nadie a quien hablar de lo que sentía, ninguna [MASK] que me consolara y me dijera que no había sido tan frágil, tan vana y tan insensata como yo me creía! ¡Qué falta me hiciste!","""Elbette hayır. Çok rahatsız oldum. Gayet rahatsız, hatta mutsuz oldum diyebilirim. Hissettiklerimi konuşacak kimse de yok, beni rahatlatıp sandığım kadar zayıf, kafasız ve kalpsiz davranmadığımı söyleyecek [MASK] de yok! Ah! seni nasıl aradım!","- Thật ra, lúc ấy em chưa thể suy xét gì cả. Em bị quá xáo trộn. Em bị xáo trộn nhiều, có thể nói em khổ sở. Và không có ai để trao đổi về những gì em nghĩ, không có chị [MASK] an ủi em và nói rằng em chưa từng yếu đuối, rỗng tuếch và vô lý đến thế! Ôi! Em cần đến chị quá!"
