line_no,Ent,en,vi,tr,es
4070,,"“What is it, my Lucie?”","− Việc gì vậy, Lucie?","""Neymiş onlar Lucieciğim?","—¿Y qué es, Lucía mía?"
4071,,"“Will you promise not to press one question on me, if I beg you not to ask it?”",Anh phải hứa là không được hỏi dồn những điều em không muốn trả lời nhé? −,"""Söyleyeceğim ama lütfen bana bu konuda bir şey sormayacağına söz ver, olur mu?",—¿Me das tu palabra de no llevar tu curiosidad más allá de lo que yo desee?
4074,,"What, indeed, with his hand putting aside the golden hair from the cheek, and his other hand against the heart that beat for him!","Hứa ư? Có điều gì mà anh không hứa với em được chứ, em yêu? Thật vậy, có gì mà anh không hứa được khi một tay anh gạt lọn tóc vàng rủ trên má nàng và một tay đặt trên ngực nàng nơi trái tim đã thuộc về anh! −",Bir eli karısının yanağına düşen altın sarısı saçları yana atıp diğer eli kendisi için çarpan yüreğinin üzerinde dururken aksi nasıl düşünülebilirdi ki!,"—Creo, Carlos, que el pobre señor Carton merece más consideración y más respeto del que tú le has expresado esta noche."
4075,,"“I think, Charles, poor mr Carton deserves more consideration and respect than you expressed for him to-night.”","Charles ơi, em nghĩ là anh Carton đáng được quan tâm và tôn trọng hơn là những gì anh đã nói về anh ta tối nay.","""Charles, bence mr Carton senin bu gece onunla ilgili söylediklerinden daha fazla ilgi ve saygıyı hak eden bir insan.","—Creo, Carlos, que el pobre señor Carton merece más consideración y más respeto del que tú le has expresado esta noche."
4076,,"“Indeed, my own?","− Thật à, em yêu? Vì sao em nói vậy? −","""Ne dedim ki ben?",—¿De veras? ¿Y por qué?
4078,,“That is what you are not to ask me.,Đó là điều không nên hỏi đó.,"""İşte bunu sorma lütfen bana!",—Eso es precisamente lo que no debes preguntarme.
4079,,But I think—I know—he does.”,Nhưng em nghĩ... em biết... anh ta xứng đáng được như thế.,Ama bence –biliyorum ki– hak ediyor bunu.,Piensa nada más... en que me consta que lo merece.
4080,,"“If you know it, it is enough.",− Nếu em biết như thế là đủ rồi.,"""Sen biliyorsan benim için kâfi!","—Si a ti te consta, no hay más que hablar."
4081,,"What would you have me do, my Life?”","Thế em muốn anh làm gì đây, em yêu? −",Benden ne yapmamı istiyorsun peki canım?,"¿Qué quieres que haga, vida mía?"
4082,,"“I would ask you, dearest, to be very generous with him always, and very lenient on his faults when he is not by.","Anh yêu, em muốn anh luôn rộng lượng với anh ta, bao dung với những lỗi lầm khi anh ta không có mặt.","""Sevgilim, senden ona karşı hep çok iyi davranmanı ve hatalarına karşı hoşgörülü olmanı isteyeceğim.","—Lo único que deseo es que le trates siempre con mucha generosidad, y que procures disculpar sus defectos cuando alguien los saque a la plaza pública en su ausencia."
4083,,"I would ask you to believe that he has a heart he very, very seldom reveals, and that there are deep wounds in it.","Em muốn anh tin rằng anh ta là người có trái tim hầu như luôn luôn khép kín, và hằn sâu nhiều vết thương.",İnan ki çok derinden yaralı bir kalbi var ve bunu çok çok nadir açıyor insanlara.,"También te ruego que creas que en su pecho late un corazón que pocas, poquísimas veces se revela, un corazón cubierto de heridas muy profundas."
4084,,"My dear, I have seen it bleeding.”","Anh yêu, em đã thấy trái tim ấy ứa máu.",Ben o kalbin kanadığına şahit oldum sevgilim.,"Créeme, querido mío, pues te aseguro que lo he visto sangrando."
4085,"['charles', 'darnay', 'charles darnay']","“It is a painful reflection to me,” said Charles Darnay, quite astounded, “that I should have done him any wrong.","− Anh thật đau lòng khi biết mình đã xử tệ với anh ta như vậy, Charles Darnay thốt lên sửng sốt.","""Ona ters bir davranışım olduysa,"" dedi Charles, afallamış bir halde, ""buna çok üzülürüm.","—Cree que siento en el alma haberle hecho objeto de mis desconsideraciones—dijo Darnay, sin salir del asombro que las palabras de su mujer le produjeron."
4086,,I never thought this of him.”,- Anh không hề nghĩ là anh ta nhạy cảm đến mức đó.,Hiç böyle düşünmemiştim onun için.,—No fué mi intención tratarle injustamente.
4087,,"“My husband, it is so.","− Đúng vậy đó, anh yêu.","""Ama durum bu kocacığım.","—Pues no le hiciste justicia, Carlos mío."
4088,,I fear he is not to be reclaimed; there is scarcely a hope that anything in his character or fortunes is reparable now.,Em e là anh ta không thể nào thay đổi được; không có hy vọng gì cải thiện được cá tính hay số mệnh của anh ta.,Hiç iflah olacağını sanmıyorum; ne kişiliği ne de kaderinin düzeleceğinden umudum var artık.,"Temo que ha de ser imposible hacerle variar, que ni su carácter, ni su manera especial de ser son susceptibles de modificación; pero te aseguro que es hombre capaz de buenas acciones, más, de acciones magnánimas."
4089,,"But, I am sure that he is capable of good things, gentle things, even magnanimous things.”","Nhưng em tin anh ta là người có khả năng làm nhiều điều tử tế, tốt đẹp, thậm chí là hào hiệp nữa.","Ama onun iyi şeyler, güzel şeyler, hatta yüce şeyler yapabileceğinden eminim.","Temo que ha de ser imposible hacerle variar, que ni su carácter, ni su manera especial de ser son susceptibles de modificación; pero te aseguro que es hombre capaz de buenas acciones, más, de acciones magnánimas."
4090,,"She looked so beautiful in the purity of her faith in this lost man, that her husband could have looked at her as she was for hours.",Niềm tin trong trắng dành cho kẻ thất bại kia khiến Lucie đẹp rạng ngời tới mức người chồng có thể lặng ngắm nàng hàng giờ.,"Lucie bu yitik adama olan inancının saflığıyla o kadar güzel görünüyordu ki, kocası saatlerce bakabilirdi bu yüze.","Tan hermosa estaba Lucía, tan vivos destellos de luz purísima derramaba sobre su lindo rostro la fe en un hombre, para todos perdido sin remedio, que su marido, sin tener voz para contestarla, quedó como extasiado contemplándola."
4091,,"“And, O my dearest Love!” she urged, clinging nearer to him, laying her head upon his breast, and raising her eyes to his, “remember how strong we are in our happiness, and how weak he is in his misery!”","− Anh thương yêu! - Lucie nép sát vào anh, tựa đầu vào ngực anh, ngước nhìn. - Xin hãy nhớ là chúng mình hạnh phúc biết bao trong khi anh ta khốn khổ biết bao!","Kocasına iyice sokulup başını göğsüne yaslayıp gözlerini onunkilere dikerek, ""Bir de şu var sevgilim!"" diye devam etti Lucie, ""unutma ki biz mutluluğumuzdan güç alıyoruz, o ise çektiği acıyla iyice güçsüzleşiyor!","—¡Compláceme, amor mío!—exclamó Lucía, dejando caer su cabecita sobre el pecho de su marido y alzando hacia éste sus ojos. —¡Reflexiona cuán inmensa es nuestra dicha, y cuán de compadecer es él en su miseria!"
4092,,The supplication touched him home.,Lời khẩn khoản đó khiến Darnay xúc động.,Karısının bu ricası Charles'ı derinden etkilemişti.,La súplica dió en el blanco.
4093,,"“I will always remember it, dear Heart!","− Anh sẽ nhớ mãi điều ấy, em yêu! Anh sẽ ghi nhớ suốt đời.","""Bunu hiç unutmayacağım bir tanem!","—¡No lo olvidaré nunca, corazoncito mío!"
4094,,I will remember it as long as I live.”,"− Anh sẽ nhớ mãi điều ấy, em yêu! Anh sẽ ghi nhớ suốt đời.",Hayatım boyunca hep hatırlayacağım.,¡Lo recordaré mientras me dure la vida!
4095,,"He bent over the golden head, and put the rosy lips to his, and folded her in his arms.","Anh cúi xuống mái tóc vàng, hôn lên đôi môi hồng thắm của Lucie và vòng tay ôm lấy nàng.",Altın sarısı başına doğru eğilip gül dudaklarına bir öpücük kondurdu ve ona sımsıkı sarıldı Charles.,"Inclinóse sobre aquella cabeza adornada con rica vestidura de oro, acercó sus labios a los de rosa de Lucía y estrechó a ésta entre sus brazos."
4100,,"A wonderful corner for echoes, it has been remarked, that corner where the Doctor lived.","Một góc phố lạ kỳ vang vọng âm ba, như đã nói ở phần trước, góc phố có ngôi nhà của bác sĩ.","Doktor'un yaşadığı köşe, mükemmel yankı yapan bir köşeydi.",Rincón el más admirable para recoger los ecos era el en que vivía el doctor Manette.
4101,"['lucie', 'lucía']","Ever busily winding the golden thread which bound her husband, and her father, and herself, and her old directress and companion, in a life of quiet bliss, Lucie sat in the still house in the tranquilly resounding corner, listening to the echoing footsteps of years.","Luôn bận bịu với cuộn tơ vàng quấn quít người chồng, người cha, bản thân, và người bảo mẫu già kiêm bầu bạn, và một cuộc sống an vui, Lucie ngồi trong ngôi nhà im ắng ở góc phố tĩnh lặng đầy tiếng dội ấy, lắng nghe bước chân của tháng năm hồi vọng.","Lucie, kocasını, babasını, kendisini, yaşlı dadısını ve arkadaşını sessiz sedasız mutlu bir yaşantının içinde birbirine bağlayan altın ipi durmadan dolayarak huzurla yankılanan köşedeki dingin evde, yılların yankılanan ayak seslerini dinleyerek oturdu.","Lucía, siempre ocupada en la agradable tarea de retorcer el hilo de oro que la unía a su marido, a su padre, a si misma y a su antigua directora y compañera, saboreaba una vida de felicidad no interrumpida en aquel plácido centro de la tranquilidad, escuchando el eco de los pasos del tiempo."
4104,,"Fluttering hopes and doubts—hopes, of a love as yet unknown to her: doubts, of her remaining upon earth, to enjoy that new delight—divided her breast.",Lòng cô đôi ngả chập chờn giữa bao hy vọng và nghi ngại - hy vọng của một tình yêu mới lạ; nghi ngại của nỗi lo không biết còn trên cõi đời bao lâu để tận hưởng tình yêu đó.,"İçinde pır pır eden umutlar ve kuşkular –umutlar, henüz tanımadığı bir sevginin umutları, kuşkular ise, geriye kalan günlerinde bu yeni keyfî tadamayacağı kuşkularıydı– göğsünü daraltıyordu hep.",Llenaban entonces por igual su corazón arrulladoras esperanzas y dudas mortificantes: esperanzas de conocer un amor que no conocía todavía y temores de no vivir lo bastante para saborear los goces purísimos de aquel amor.
4105,,"Among the echoes then, there would arise the sound of footsteps at her own early grave; and thoughts of the husband who would be left so desolate, and who would mourn for her so much, swelled to her eyes, and broke like waves.","Giữa những tiếng dội ấy có lúc vang lên tiếng chân cô sớm bước xuống mồ; và nghĩ đến người chồng còn lại một mình thương tiếc vợ, cô không ngăn được dòng lệ tuôn trào.",Yankılanan seslerin içinde mezarının başında yükselen ayak seslerini de duyuyordu o zaman; sonra perişan haldeki kocasını ve onun kendisi için nasıl yas tutacağını düşününce gözyaşları sel olup akıyordu.,"Entre los ecos que en esas ocasiones herían sus oídos, sonaban los de sus propios pasos caminando a la tumba; y al pensar en la soledad en que dejaría a su marido, en el dolor agudo que su muerte le produciría, el llanto acudía a sus ojos y se desbordaba por sus mejillas."
4106,,"That time passed, and her little Lucie lay on her bosom.","Thời gian trôi đi, trên tay cô giờ đã có bé Lucie.",Aradan zaman geçti ve küçük kızı Lucie dünyaya geldi.,Pasaron esos tiempos.
4107,,"Then, among the advancing echoes, there was the tread of her tiny feet and the sound of her prattling words.",Rồi trong những tiếng vọng đang đi tới lại vẳng tiếng bước chân bé bỏng và tiếng bi bô trẻ thơ.,Sonra yaklaşan bu yankıların arasına kızının minik adımları ve bıcır bıcır sesleri karıştı.,"En sus brazos jugueteaba ya un ángel, llamado Lucía, como ella; y entonces, dominando a todos los ecos de los pasos que avanzaban, destacábanse siempre los de unos piececitos diminutos mezclados a sonidos de plata emitidos por una lengua que comienza a balbucear."
4108,,"Let greater echoes resound as they would, the young mother at the cradle side could always hear those coming.","Mặc kệ những tiếng dội lớn ầm vang, người mẹ trẻ bên vành nôi chỉ nghe toàn những âm ba hạnh phúc đó.",Gene de beşiğin yanındaki genç anne yaklaşan büyük yankıları daima duydu.,"Ya podían ensordecer al mundo los ecos más estruendosos: la joven madre, sentada junto a la cuna, sólo oía la música arrulladora de las medias palabras de su hijita."
4109,,"They came, and the shady house was sunny with a child’s laugh, and the Divine friend of children, to whom in her trouble she had confided hers, seemed to take her child in his arms, as He took the child of old, and made it a sacred joy to her.","Rồi những tiếng dội chờ mong cũng đến, ngôi nhà rợp mát này bừng sáng tiếng cười con trẻ; và Thiên Chúa, bạn của trẻ thơ, đấng tối cao cô đã phó thác ưu tư, dường như đã bế lấy con cô - như Người đã đón nhận Chúa Hài đồng - và biến nó thành niềm vui sướng thiêng liêng cho người mẹ trẻ.","Sesler yaklaşadursun, loş ev çocuğun kahkahalarıyla aydınlanmıştı ve genç annenin sıkıntılı günlerinde sığındığı, çocuklatın ilahî dostu sanki yavrusunu kollarına almış ve onu kutsal bir neşe kaynağı yapmıştı.","¡El amigo divino de los niños, a quien todas las madres suelen confiar el cuidado de sus hijos, había tomado al de Lucía en sus brazos y convertídolo en manantial inagotable de dicha para ella!"
4110,,"Ever busily winding the golden thread that bound them all together, weaving the service of her happy influence through the tissue of all their lives, and making it predominate nowhere, Lucie heard in the echoes of years none but friendly and soothing sounds.","Luôn bận bịu với cuộn tơ vàng quấn quít mọi người với nhau, đan quyện công lao xây hạnh phúc của cô vào cuộc đời họ nhưng không hề để lộ mình ra, Lucie nghe trong tiếng dội thời gian những âm ba vỗ về thân thương.","Dur durak bilmeden hepsini birbirine bağlayan altın ip, Lucie'nin mutluluğunu diğerlerine ilmik ilmik geçiriyor ve bunu başka her şeyden önde tutuyordu, böylece Lucie yılların yankılarında sıcak ve rahatlatıcı sesler duydu.","Siempre ocupada Lucía en retorcer el hilo de oro que ligaba a los felices miembros de aquella familia, siempre aportando al tejido de las vidas de todos el tramado de su benéfica influencia, bien que evitando con cuidado exquisito que ésta predominase, en los ecos de los pasos de los años no oía más que los de pisadas amigas."
4113,,"Even when there were sounds of sorrow among the rest, they were not harsh nor cruel.","Ngay cả khi vang lên những tiếng vọng buồn đau, âm ba ấy cũng không bạo tàn hay nghiệt ngã.",Üzüntülü seslerin olduğu zamanlarda bile kırıcı ve kaba değildi bunlar.,"Ni aun en las contadas ocasiones en que a los ecos de alegría se mezclaron ecos de dolor, fué éste cruel ni lacerante."
4114,,"Even when golden hair, like her own, lay in a halo on a pillow round the worn face of a little boy, and he said, with a radiant smile, “Dear papa and mamma, I am very sorry to leave you both, and to leave my pretty sister; but I am called, and I must go!” those were not tears all of agony that wetted his young mother’s cheek, as the spirit departed from her embrace that had been entrusted to it.","Ngay cả khi mái tóc vàng như tóc Lucie, sáng rực hào quang bao quanh mái đầu đứa con trai nằm trên gối sắp lìa đời, và thằng bé nói trong nụ cười rạng rỡ “Papa và maman ơi, con rất tiếc phải xa bố mẹ và chị xinh của con; nhưng Chúa đã gọi và con phải đi!” thì những dòng lệ ướt đẫm má người mẹ vẫn không phải là nỗi thống khổ cùng cực khi linh hồn nhỏ bé kia rời khỏi vòng tay đã được Chúa giao phó.","Lucie'ninkine benzer altın saçlı minik bir oğlanın bitkin yüzünü yastığın üzerinde bir ışık halesi gibi çevrelediğinde ve o yüzünde nurlu bir tebessümle, ""Sevgili anneciğim ve babacığım, sizi ve tatlı ablamı bırakıp gitmek zorunda olduğum için çok üzgünüm; ama beni çağırıyorlar, gitmem lazım!"" dediğinde bile genç annesinin yanaklarını ıslatan yaşadığı acının gözyaşları değildi, ama kendisine emanet edilen ruh elinden alınmıştı işte.","Cuando sobre la almohada de una camita caían en desorden los rizos de una cabellera rubia, semejante a la de Lucía, sirviendo de marco a una carita demacrada y transparente de un niño, que sonriendo con dulzura, decía: «Mucho siento dejar a mi papaíto, y a mi mamaíta; mucho siento separarme también de mi querida hermanita; pero me llaman de arriba y debo acudir al llamamiento», las lágrimas que inundaron las mejillas de la madre no fueron lágrimas de agonía; que no debe arrancarlas a sus ojos el hecho de que un ángel abandone la envoltura que le servía de vestido."
4118,,"Thus, the rustling of an Angel’s wings got blended with the other echoes, and they were not wholly of earth, but had in them that breath of Heaven.","Vậy đó, tiếng xào xạc của đôi cánh Thiên thần đã hòa lẫn với những hồi vọng khác, những âm ba không hoàn toàn trần thế mà chứa chất hơi thở Thiên Đàng.","Böylece diğer yankılara bir de bir meleğin kanat çırpışları karışmıştı ve bunlar dünyevi değil, cennetin soluğunu taşıyan yankılardı.","Al suave aletear de un ángel se unieron los ecos nacidos en la tierra, de lo que resultó un rumor que no era del todo terreno, puesto que lo animaba un soplo de los cielos."
4119,,"Sighs of the winds that blew over a little garden-tomb were mingled with them also, and both were audible to Lucie, in a hushed murmur—like the breathing of a summer sea asleep upon a sandy shore—as the little Lucie, comically studious at the task of the morning, or dressing a doll at her mother’s footstool, chattered in the tongues of the Two Cities that were blended in her life.","Thì thào khẽ khàng bên tai người mẹ, tiếng thở dài của gió thổi qua bia mộ nhỏ trong vườn cũng cuốn theo tiếng bé gái Lucie đang chăm chỉ đến buồn cười làm nhiệm vụ buổi sáng, hay đang thay đồ cho búp bê trên chiếc ghế kê chân của mẹ, vừa làm vừa bi bô bằng ngôn ngữ của cả hai kinh thành đều là nơi chốn quê hương.","Sonra bahçedeki küçük mezarın üzerinde esen rüzgârların iç çekişleri de katıldı bunlara ve ikisi de yazın bir kumsalda uyuyakalmış denizin esintisi gibi, sakin bir mırıltı eşliğinde geldi Lucie'nin kulağına –bu sırada küçük Lucie büyük bir hevesle sabah faaliyetlerini yapıyor ya da annesinin dizinin dibinde, hayatına karışmış İki Şehrin diliyle bıcır bıcır konuşarak bebeğini giydiriyor olurdu.","También se mezclaban a aquellos débiles suspiros del viento que besan las flores del cementerio, suspiros que recogía el oído de Lucía, creyendo que eran el alentar de un mar de verano que duerme sobre plana playa de arena mientras su hijita, estudiando con cómica gravedad las lecciones de la mañana, o embebida en la tarea de vestir sus muñecas, charlaba mezclando palabras de las dos ciudades que se habían combinado en su vida."
4120,,The Echoes rarely answered to the actual tread of Sydney Carton.,Những âm ba ấy hiếm khi hồi vọng bước chân thật sự của Sydney Carton.,Yankılar nadiren Sydney Carton'ın ayak seslerine cevap veriyordu.,Muy contadas veces contestaban los ecos al paso real de Sydney Carton.
4121,,"Some half-dozen times a year, at most, he claimed his privilege of coming in uninvited, and would sit among them through the evening, as he had once done often.","Một năm chừng sáu lần là cùng, anh ta sử dụng đặc quyền ghé thăm ngôi nhà này mà không cần mời trước, anh thường ngồi cùng mọi người cả buổi tối như ngày xưa.",Yankılar nadiren Sydney Carton'ın ayak seslerine cevap veriyordu. Carton yılda en fazla beş-altı defa davetsiz uğrama hakkını kullanıyordu ve bir zamanlar sıkça yaptığı gibi bütün akşamı onlarla geçiriyordu.,"Media docena de veces al año, como máximum, hacía valer su privilegio de presentarse en la casa del doctor sin ser llamado y de tomar parte en la tertulia de la noche como tantas veces hiciera en tiempos pasados."
4122,,He never came there heated with wine.,Anh không bao giờ đến khi người nồng mùi rượu.,Oraya asla içkili gitmiyordu.,Jamás se presentó borracho ni medio bebido.
4123,,"And one other thing regarding him was whispered in the echoes, which has been whispered by all true echoes for ages and ages.","Và có một điều nữa liên quan đến Carton vẫn âm thầm hồi vọng, điều mà suốt bao đời qua mọi tiếng dội đích thực đều lặng thầm tiếp nối.",Yankılarda Carton hakkında fısıldanan bir şey daha vardı ve bu yıllardır bütün dürüst yankılar tarafından fısıldanıp durmuştu.,"Pero si rara vez sonaban en el rinconcito de Soho los ecos de sus pasos, en cambio era muy frecuente escuchar la breve y hermosa historia que a su propósito susurraban aquéllos."
4124,,"No man ever really loved a woman, lost her, and knew her with a blameless though an unchanged mind, when she was a wife and a mother, but her children had a strange sympathy with him—an instinctive delicacy of pity for him.","Người đàn ông nào thật sự yêu một phụ nữ, dù không được đáp tình nhưng vẫn một lòng một dạ yêu không oán trách, thì khi nàng đã thành vợ, thành mẹ, không có đứa con nào của nàng lại không có tình cảm lạ thường với người ấy - một lòng trắc ẩn tế nhị trong bản năng dành cho anh ta.","Hiçbir adam bir kadını bu kadar sevemezdi ve onu kaybetse bile, onun artık bir eş ve anne olduğunu bildiği halde böyle masum ve inatçı bir şekilde ona bağlı kalamazdı, öyle ki Lucie'nin çocukları bile Carton'a karşı tuhaf bir sempati besliyorlardı –belki de içgüdüsel bir duyarlılıkla acıyorlardı ona.","Jamás ha existido hombre locamente enamorado de una mujer, que la haya visto y tratado con ojos puros y pensamiento inmaculado después que aquélla ha sido esposa y madre. Cual si los tiernos hijitos de ésta comprendieran su mudo dolor manifestábanle una simpatía singular... algo así como un instinto delicado de compasión hacia él."
4125,,"What fine hidden sensibilities are touched in such a case, no echoes tell; but it is so, and it was so here.",Những rung cảm thầm kín nào đã rung ngân trong những trường hợp như thế? Không có tiếng vọng nào cho biết những điều đó xảy ra và với Carton cũng thế.,"Bunu yaratan hangi gizli duygulardı hiçbir yankı söyleyemezdi bunu; ama böyleydi işte, çok barizdi bu.","No hablan los ecos cuando vibran estas sensibilidades que tienen su asiento en lo más recóndito del alma, pero aunque silenciosos, susurran."
4126,,"Carton was the first stranger to whom little Lucie held out her chubby arms, and he kept his place with her as she grew.",Anh là người lạ đầu tiên mà bé Lucie chìa đôi tay mũm mĩm ra và anh giữ một vị trí trong đời cô bé.,Küçük Lucie'nin tombul kollarını uzattığı ilk yabancı Carton olmuştu ve büyürken de hep yanında oldu.,"Carton fué el primer extraño a la casa a quien la diminuta Lucía tendió sus regordetes bracitos, y el niño, momentos antes de tender su vuelo hacia el cielo, exclamó: «¡Pobre Carton!"
4130,,"mr Stryver shouldered his way through the law, like some great engine forcing itself through turbid water, and dragged his useful friend in his wake, like a boat towed astern.","Còn Stryver vẫn sấn sổ bon chen trong ngành luật, như một con tàu động cơ lớn xé dòng nước đục, và lôi theo sau người bạn đắc lực như kéo một chiếc thuyền con.","mr Stryver, çamurlu suda ilerlemeye çalışan koca bir tekne gibi hukuk yolunda almış başını gidiyordu, işe yarar arkadaşını da teknenin kıçındaki sandal misali dümen suyunda sürüklüyordu.","Stryver penetraba por los dominios de las leyes cada día con bríos mayores, semejante a poderosa nave que surca revueltos mares, y en su estela se veía a Carton cual barcaza llevada a remolque."
4131,,"As the boat so favoured is usually in a rough plight, and mostly under water, so, Sydney had a swamped life of it.","Như những con thuyền được kéo thường là thuyền gặp nạn dữ, hầu hết đều bị chìm, cho nên Sydney cứ ngập lún trong cuộc đời đó.","Bu ayrıcalıklı sandallar genellikle zorluklarla karşılaşır, çoğunlukla da suya batıp çıkarlardı ve işte Sydney de böyle batmış bir hayat yaşıyordu.","La barcaza así favorecida por el navío que la tomó a remolque corre serios peligros, por regla general, navega con dificultad y casi siempre anegada. También Carton surcaba dando tumbos los mares de la vida, expuesto a zozobrar en todo momento."
4133,,"Stryver was rich; had married a florid widow with property and three boys, who had nothing particularly shining about them but the straight hair of their dumpling heads.","Stryver vốn đã giàu lại cưới một bà góa diêm dúa có tài sản và ba thằng con, ba đứa chẳng có gì đặc biệt chói sáng ngoại trừ mái tóc thẳng suôn trên cái đầu tròn quay.","Stryver ise zenginleşmişti; bir dolu malı mülkü ve üç oğlu olan dinç bir dul bayanla evlenmişti, oğlanların küt kafalarında parlayan düz saçların haricinde hiçbir pırıltıları yoktu.","Stryver era rico. Había casado con una viuda dueña de soberbias propiedades y madre de tres hijos, ninguno de los cuales había sido dotado por la mano de la naturaleza con dones excepcionales, aunque se distinguían por la masa espesa de púas hirsutas que adornaba sus cabezas."
4134,,"These three young gentlemen, mr Stryver, exuding patronage of the most offensive quality from every pore, had walked before him like three sheep to the quiet corner in Soho, and had offered as pupils to Lucie’s husband: delicately saying “Halloa!","Từ mọi lỗ chân lông đều toát ra vẻ bề trên chướng mắt nhất, Stryver đã từng bắt ba quý tử này đi trước mặt mình như ba con cừu tới góc phố bình lặng ở Soho, và anh ta đã đề nghị chồng Lucie nhận chúng làm học trò. Stryver đã nói rất ư tế nhị: “Này bạn!","mr Stryver, baştan ayağa en sevimsiz haliyle patronluk taslayan bir tavırda bu üç genç beyi koyun gibi önüne katıp Soho'daki köşeye gelmiş ve onları öğrenci olarak Lucie'nin kocasına teslim ettikten sonra şöyle demişti, ""Selam!","Stryver, exudando protección por todos los poros de su cuerpo, había presentado a estos tres caballeritos en la plácida casita de Soho, y ofrecídolos como discípulos al marido de Lucía. Con delicadeza sin igual dijo el brillante abogado al hacer la presentación:"
4137,,"He was also in the habit of declaiming to ms Stryver, over his full-bodied wine, on the arts ms Darnay had once put in practice to “catch” him, and on the diamond-cut-diamond arts in himself, madam, which had rendered him “not to be caught.”","Khi bụng nốc căng rượu, Stryver cũng hay hùng hồn nói chuyện Lucie, về những ngón nghề mà cô đã sử dụng để “bẫy” anh ta, và về những ngón nghề dĩ độc trị độc của chính mình để “không bị dính bẫy”.","Bir de içkiyi fazla kaçırdığı akşamlarda ms Stryver'ı karşısına alıp bağıra çağıra, bir zamanlar ms Darnay'in kendisini ""avlamak"" için ne tuzaklar kurduğunu, kendisinin de ""avlanmamak"" için ne muhteşem taktikler uyguladığını anlatıp dururdu.","También tenía la buena costumbre de enumerar y explicar a su mujer las artes de que en otro tiempo se valió Lucía Manette para «pescarle», y del muro de diamante que opuso a los artificios de aquélla, gracias al cual fué para aquel pescador pez «no pescable»."
4139,"['lucie', 'lucía', 'luci']","These were among the echoes to which Lucie, sometimes pensive, sometimes amused and laughing, listened in the echoing corner, until her little daughter was six years old.","Đó là những âm ba mà Lucie, lúc buồn sầu, lúc cười vui, đã nghe thấy ở góc phố vang tiếng dội này cho đến khi cô con gái nhỏ lên sáu tuổi.","Tüm bunlar, küçük kızı altı yaşına basıncaya kadar Lucie'nin köşesinde bazen düşünceli, bazen şen kahkahalarla dinlediği yankıların arasındaydı.","Tales eran, entre otros, los ecos que Lucía, pensativa unas veces y divertida y hasta riendo a carcajadas otras, oía desde el plácido rincón de Soho. La niña cumplió seis años."
4140,,"How near to her heart the echoes of her child’s tread came, and those of her own dear father’s, always active and self-possessed, and those of her dear husband’s, need not be told.","Ôi trìu mến xiết bao âm ba của tiếng bước con thơ, cùng tiếng bước cha già - luôn nhanh nhẹn, điềm tĩnh - và khỏi phải nói, tiếng bước của người chồng yêu thương.","Çocuğunun pıtır pıtır ayak sesleriyle, babasının her zamanki canlı ve kendinden emin adımlarının ve sevgili kocasının ayak seslerinin içini nasıl ısıttığını söylemeye gerek bile yok.","Los ecos de sus pasos por los caminos de la vida repercutían en lo más hondo del corazón de la madre, confundidos con los no menos deliciosos de los pasos del doctor, siempre tranquilo y siempre activo, y con los de su marido, siempre tierno y siempre enamorado."
4141,,"Nor, how the lightest echo of their united home, directed by herself with such a wise and elegant thrift that it was more abundant than any waste, was music to her.","Cũng không cần phải nói, từng âm ba nhẹ nhàng nhất trong gia đình gắn bó này, nhờ Lucie thu vén khéo léo và tài tình khiến mọi thứ đều sung túc, đều là tiếng nhạc ngọt ngào đối với cô.",Dahası Lucie'nin müthiş bir incelik ve tutumlulukla idare ettiği ve hiçbir şeyin israf olmadığı huzurlu evlerindeki en ufak yankı genç kadının kulağına güzel bir melodi gibi geliyordu.,"En los oídos de Lucía sonaban, cual música divina, los suaves ecos de aquel hogar, dirigido por ella misma, aquel hogar donde no reinaba la opulencia, pero sí la abundancia."
4144,"['lucie', 'lucita']","And it was now, about little Lucie’s sixth birthday, that they began to have an awful sound, as of a great storm in France with a dreadful sea rising.","Giờ đây, lúc bé Lucie tròn sáu tuổi, những tiếng vọng ấy bắt đầu rung rền đáng sợ như biển động phong ba kinh hoàng dội từ nước Pháp.","Küçük Lucie'nin doğum gününün kutlandığı şu günlerde, sanki Fransa'da büyük bir fırtına kopmuş da denizler müthiş bir şekilde kabarmışçasına, korkunç bir şekilde çıkmaya başlamıştı bu sesler.","Por la fecha del sexto cumpleaños de Lucita fué cuando su voz atronadora subió hasta las nubes, voz como de tempestad horrorosa desencadenada en Francia."
4145,,"On a night in mid-July, one thousand seven hundred and eighty-nine, mr Lorry came in late, from Tellson’s, and sat himself down by Lucie and her husband in the dark window.","Vào một tối giữa tháng Bảy năm 1789, ông Lorry từ Ngân hàng Tellson ghé đến muộn và ngồi xuống cạnh vợ chồng Lucie bên khung cửa sổ tối tăm.","1789 yılının Temmuz ortalarında bir gece, mr Lorry geç vakit Tellson'dan gelerek, karanlık pencerenin önündeki Lucie ile kocasının yanına oturdu.","Una noche del mes de julio del año mil setecientos ochenta y nueve, se presentó Lorry y tomó asiento junto a la ventana entre Lucía y su marido."
