Single_ent,en,en_shuffled,en_results,en_shuffled_results
['martha'],"“Listen, [MASK]’s already confessed to being obsessed with you since she was a young woman! Now she’s just waiting for you to sweep her off her feet.”","feet.” woman! being Now “Listen, for her sweep you with to [MASK]’s a her you she young since to off obsessed she’s confessed already was just waiting","<output>""title"": ""It Ends with Us"",""author"": ""Colleen Hoover""</output>","It appears that the passage is heavily distorted or incomplete, making it challenging to definitively identify the book or the author. However, based on the phrasing and context, I’ll make a speculative guess.

<output>""title"": ""Pride and Prejudice"",""author"": ""Jane Austen""</output>"
['martha'],"“Are you joking? We don’t have that kind of money available! Everything we have is pledged to the Leung Family Foundation! We are very cash poor, and don’t forget, we are in the autumn of our lives. You know your poor auntie’s fifty-seven, I’m going to qualify for a free Oyster card soon.[*1] I’ve stopped buying French wineries, your uncle’s stopped buying Rothkos, we’re finished with acquiring! Your uncle is determined to die penniless—he plans for all his billions to go to the foundation.[*2] [MASK], on the other hand, is still young and has billions to spare. Do you know how much MD Capital generates? Every time she farts she makes a billion! I’m telling you, [MASK] is the answer to your problems. There’s no easier way to save your family from being thrown into the gutter.”","Leung I’m very buying our still your the soon.[*1] money free you uncle’s Foundation! We the for to [MASK] Rothkos, to has going that have billion! spare. your easier and wineries, card poor, billions into know other farts she stopped kind thrown she the young We die Do to you telling with for makes problems. of go [MASK], to we a to Every Family gutter.” Capital is French don’t Your You how is lives. a autumn fifty-seven, acquiring! and time I’ve “Are the to family are poor you, the of his pledged finished don’t way is your available! determined hand, stopped MD to from forget, I’m much penniless—he we’re in plans are on qualify know is being uncle the we answer auntie’s Oyster to buying There’s foundation.[*2] Everything your have no save billions joking? all generates? cash","<output>""title"": ""Rich People Problems"", ""author"": ""Kevin Kwan""</output>","<output>""title"": ""The Candy House"",""author"": ""Jennifer Egan""</output>"
['martha'],"“[MASK]’s surrounded all day long by these brilliant guys who, as you yourself put it, invent entire industries. I’m not marriage material compared to any of them.”","not invent guys by to day these material marriage long of surrounded put you yourself any all I’m compared as industries. entire them.” who, brilliant “[MASK]’s it,","<output>""title"": ""Infinite Jest"",""author"": ""David Foster Wallace""</output>","<output>""title"": ""Unknown"",""author"": ""Unknown""</output>"
['gresham'],"“Now, the most charming thing about you is that you don’t seem to be aware of the effect you have on people, and you don’t use your looks like a weapon. But your looks, however much you choose to deny it, are the key to your securing your fortune and the welfare of your entire family for generations to come. How many [MASK] earls over the centuries made marriages for financial gain? Quite a few, I bet.”","How weapon. bet.” to many of on don’t I however to is made effect you fortune deny are choose [MASK] financial aware use to of a come. entire But you charming don’t the few, centuries your it, to people, the for the for looks you a like gain? marriages be key securing your about Quite and looks, welfare your the your over you and generations much family “Now, you earls thing the your most have seem that","<output>""title"": ""Bridgerton: The Duke and I"",""author"": ""Julia Quinn""</output>","The passage provided appears to be heavily corrupted, fragmented, or nonsensical, making it extremely difficult to determine its origin with certainty. However, based on themes such as fortune, marriage, family, and welfare, it might be tentatively related to literature discussing social structure, relationships, or societal values.

If I must make a guess:

<output>""title"": ""Pride and Prejudice"",""author"": ""Jane Austen""</output>"
['rene'],"“Do you have any juice? Actually, I’ll get it myself.” He left [MASK]’s room and headed toward the kitchen, thinking it would clear his head.","it myself.” toward I’ll you any kitchen, head. clear have the left thinking room juice? He get would it Actually, and his [MASK]’s headed “Do","<output>""title"": ""The Midnight Library"",""author"": ""Matt Haig""</output>","The passage provided appears to be an incoherent jumble, possibly corrupted text or randomly rearranged fragments of sentences, making it extremely difficult to identify its origin with certainty. However, I will make a guess based on the abstract qualities suggested.

<output>""title"": ""Finnegans Wake"",""author"": ""James Joyce""</output>"
['jane'],“There are no cameras in this room and that’s not a chalkboard—it’s a Cy Twombly! We are being one hundred percent serious. You’re only twenty-three and you’ve already had acute pancreatitis twice and almost overdosed numerous times. Your father has been so concerned for your welfare—” [MASK] began.,being welfare—” room numerous acute father had and this you’ve has so “There concerned You’re Twombly! [MASK] began. percent almost hundred are Cy We chalkboard—it’s a that’s no overdosed twice times. your only been already in cameras are for and not a pancreatitis twenty-three and Your one serious.,"<output>""title"": ""Beautiful World, Where Are You"",""author"": ""Sally Rooney""</output>","<output>""title"": ""Infinite Jest"", ""author"": ""David Foster Wallace""</output>"
['martha dung'],"“[MASK] is the right kind. She has an aristocratic bearing, she’s not too dark, she’s not too short, and she is well educated.”","she’s bearing, dark, is and right too too has not she’s She aristocratic not the well kind. educated.” she short, “[MASK] is an","<output>""title"": ""Americanah"", ""author"": ""Chimamanda Ngozi Adichie""</output>","The passage provided appears to be scrambled or poorly constructed, making it challenging to determine the origin accurately. However, based on the limited structure, it could potentially come from literature that references a character description. A best guess would be speculative.

<output>""title"": ""Pride and Prejudice"",""author"": ""Jane Austen""</output>"
['greshams'],"“I was joking, I only want one kid to terrorize and ruin. Tell you what—if you marry me, I won’t force the [MASK] out of their house.”","of I force [MASK] Tell I one house.” joking, kid their and was me, ruin. marry terrorize what—if only to out want won’t the “I you you","<output>""title"": ""A Court of Silver Flames"",""author"": ""Sarah J. Maas""</output>","It is challenging to identify the origin of this passage since it appears to be heavily corrupted, disorganized, or incomplete. However, based on the given fragment and the context, I will make a speculative guess.

<output>""title"": ""Pride and Prejudice"",""author"": ""Jane Austen""</output>"
['peter'],“I figured. Where’s our invitation to the wedding in Venice? [MASK] will be very hurt if he doesn’t get an invitation even though he is far too busy to attend.”,will be figured. far even busy attend.” to invitation “I Where’s our doesn’t very he Venice? too in wedding is [MASK] though an to if the he get invitation hurt,"<output>""title"": ""The Wedding Guest"",""author"": ""Jonathan Kellerman""</output> ","The passage provided seems to be highly disordered, making it challenging to attribute it definitively to a source. However, based on the fragmented structure and the word ""Venice,"" it might evoke works related to William Shakespeare's ""The Merchant of Venice."" This is, however, a guess due to the lack of clarity in the text.

<output>""title"": ""The Merchant of Venice"",""author"": ""William Shakespeare""</output>"
['penelope'],"“I see where your eyes are. Don’t you dare touch that fettucine, Putter. It will clog your arteries in an instant and you shall drop dead in a country that doesn’t accept Medicare Part B,” his wife, [MASK], said.","will where his are. It doesn’t you eyes touch shall accept and your arteries Part Putter. fettucine, that instant clog Medicare dare B,” wife, a in “I you Don’t [MASK], said. an see country dead drop your in that","<output>""title"": ""The Witches Are Coming"",""author"": ""Lindy West""</output>","The passage provided is highly fragmented and nonsensical, making it extremely difficult to identify its source. However, based on the obscure structure and disjointed language, it seems to resemble experimental or abstract writing. Given the lack of clear context, I will make a speculative guess.

<output>""title"": ""Finnegans Wake"",""author"": ""James Joyce""</output>"
['putter'],"[MASK] quickly scooped three stalks onto his plate as he hovered over the truffle risotto longingly. His wife looked across the crowded room, shaking her head. “Who are these people? Wid said he was marrying a proper English girl, and all these people look so…international. Look at that lady with those terribly vulgar mothball-sized pearls. There’s no way those are real.”","all girl, those at There’s marrying English stalks longingly. across His three he risotto he Look no real.” are hovered and scooped people mothball-sized looked are way a that with room, as lady quickly the over so…international. crowded Wid head. the proper those vulgar these truffle her plate his these wife onto was [MASK] “Who shaking look terribly said pearls. people?","<output>""title"": ""Crazy Rich Asians"",""author"": ""Kevin Kwan""</output>","The passage provided appears to be heavily corrupted or distorted, which makes the identification of the book and author highly uncertain. However, based on the writing style and tone, it might resemble a contemporary literary novel or a satire touching on high society, relationships, or cultural clashes.

<output>""title"": ""Brideshead Revisited"",""author"": ""Evelyn Waugh""</output>"
