cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
40,1494.349718093872,"the mere wonder of the spectacle enthralls us. In the present case, what is it that has really happened? Some one has killed herself for love of you. I wish that I had ever had such an experience. It would have made me in love with love for the rest of my life. The people who have adored me—there have not been very many, but there have been some—have always insisted",1.0,40,87,"[278, 15187, 4997, 310, 278, 6683, 6436, 875, 1092, 4293, 502, 29889, 512, 278, 2198, 1206, 29892, 825, 338, 372, 393, 756, 2289, 9559, 29973, 3834, 697, 756, 9445, 8735, 363, 5360, 310, 366, 29889, 306, 6398, 393, 306, 750, 3926, 750, 1316, 385, 7271, 29889, 739, 723, 505, 1754, 592, 297, 5360, 411, 5360, 363, 278, 1791, 310, 590, 2834, 29889, 450, 2305, 1058, 505, 594, 4395, 592, 30003, 12711, 505, 451, 1063, 1407, 1784, 29892, 541, 727, 505, 1063, 777, 30003, 17532, 2337, 1663, 12652, 373]","['▁the', '▁mere', '▁wonder', '▁of', '▁the', '▁spect', 'acle', '▁ent', 'hr', 'alls', '▁us', '.', '▁In', '▁the', '▁present', '▁case', ',', '▁what', '▁is', '▁it', '▁that', '▁has', '▁really', '▁happened', '?', '▁Some', '▁one', '▁has', '▁killed', '▁herself', '▁for', '▁love', '▁of', '▁you', '.', '▁I', '▁wish', '▁that', '▁I', '▁had', '▁ever', '▁had', '▁such', '▁an', '▁experience', '.', '▁It', '▁would', '▁have', '▁made', '▁me', '▁in', '▁love', '▁with', '▁love', '▁for', '▁the', '▁rest', '▁of', '▁my', '▁life', '.', '▁The', '▁people', '▁who', '▁have', '▁ad', 'ored', '▁me', '—', 'there', '▁have', '▁not', '▁been', '▁very', '▁many', ',', '▁but', '▁there', '▁have', '▁been', '▁some', '—', 'have', '▁always', '▁ins', 'isted', '▁on']"
18,560.4414939880371,"living on, long after I had ceased to care for them, or they to care for me. They have become stout and tedious, and when I meet them, they go in at once for reminiscences. That awful memory of woman! What a fearful thing it is! And what an utter intellectual stagnation it reveals! One should absorb the colour of life, but one should never remember its details. Details are always vulgar",0.36,50,94,"[8471, 373, 29892, 1472, 1156, 306, 750, 24886, 304, 2562, 363, 963, 29892, 470, 896, 304, 2562, 363, 592, 29889, 2688, 505, 4953, 380, 449, 322, 29748, 2738, 29892, 322, 746, 306, 5870, 963, 29892, 896, 748, 297, 472, 2748, 363, 1083, 262, 10669, 2063, 29889, 2193, 28893, 3370, 310, 6114, 29991, 1724, 263, 8866, 1319, 2655, 372, 338, 29991, 1126, 825, 385, 14401, 29762, 380, 4211, 362, 372, 10320, 1338, 29991, 3118, 881, 6425, 11831, 278, 12384, 310, 2834, 29892, 541, 697, 881, 2360, 6456, 967, 4902, 29889, 25577, 526, 2337, 12799, 5397, 3178]","['▁living', '▁on', ',', '▁long', '▁after', '▁I', '▁had', '▁ceased', '▁to', '▁care', '▁for', '▁them', ',', '▁or', '▁they', '▁to', '▁care', '▁for', '▁me', '.', '▁They', '▁have', '▁become', '▁st', 'out', '▁and', '▁ted', 'ious', ',', '▁and', '▁when', '▁I', '▁meet', '▁them', ',', '▁they', '▁go', '▁in', '▁at', '▁once', '▁for', '▁rem', 'in', 'isc', 'ences', '.', '▁That', '▁awful', '▁memory', '▁of', '▁woman', '!', '▁What', '▁a', '▁fear', 'ful', '▁thing', '▁it', '▁is', '!', '▁And', '▁what', '▁an', '▁utter', '▁intellectual', '▁st', 'agn', 'ation', '▁it', '▁reve', 'als', '!', '▁One', '▁should', '▁abs', 'orb', '▁the', '▁colour', '▁of', '▁life', ',', '▁but', '▁one', '▁should', '▁never', '▁remember', '▁its', '▁details', '.', '▁Details', '▁are', '▁always', '▁vul', 'gar', '.”']"
60,338.8369083404541,"ian shook his head, and a look of annoyance",1.0,60,12,"[9579, 713, 25239, 670, 2343, 29892, 322, 263, 1106, 310, 12327, 29891, 749, 4502]","['▁Dor', 'ian', '▁shook', '▁his', '▁head', ',', '▁and', '▁a', '▁look', '▁of', '▁anno', 'y', 'ance', '▁passed']"
24,833.7268829345703,over his face at the mention of the word “inquest,1.0,24,12,"[975, 670, 3700, 472, 278, 3585, 310, 278, 1734, 1346, 262, 1119, 3178]","['▁over', '▁his', '▁face', '▁at', '▁the', '▁mention', '▁of', '▁the', '▁word', '▁“', 'in', 'quest', '.”']"
55,20.205974578857422,There was something so crude and vulgar about everything,1.0,55,11,"[1670, 471, 1554, 577, 7618, 311, 322, 12799, 5397, 1048, 4129, 310]","['▁There', '▁was', '▁something', '▁so', '▁cru', 'de', '▁and', '▁vul', 'gar', '▁about', '▁everything', '▁of']"
20,525.0451564788818,"the kind. “They don’t know my name,” he answered",1.0,20,14,"[278, 2924, 29889, 1346, 15597, 1016, 30010, 29873, 1073, 590, 1024, 3995, 540, 7699, 29889]","['▁the', '▁kind', '.', '▁“', 'They', '▁don', '’', 't', '▁know', '▁my', '▁name', ',”', '▁he', '▁answered', '.']"
22,573.8098621368408,"To exhibit it! You want to exhibit it?” exclaimed Dorian Gray, a",1.0,22,18,"[1346, 1762, 10371, 277, 372, 29991, 887, 864, 304, 10371, 277, 372, 6677, 17463, 9579, 713, 18956, 29892, 263, 8515]","['▁“', 'To', '▁exhib', 'it', '▁it', '!', '▁You', '▁want', '▁to', '▁exhib', 'it', '▁it', '?”', '▁exclaimed', '▁Dor', 'ian', '▁Gray', ',', '▁a', '▁strange']"
56,701.5125751495361,sense of terror creeping over him. Was the world going to be,0.9824561403508771,57,14,"[4060, 310, 15115, 907, 26819, 975, 1075, 29889, 12547, 278, 3186, 2675, 304, 367, 4318]","['▁sense', '▁of', '▁terror', '▁cre', 'eping', '▁over', '▁him', '.', '▁Was', '▁the', '▁world', '▁going', '▁to', '▁be', '▁shown']"
57,460.38126945495605,his secret? Were people to gape at the mystery of his life?,0.95,60,16,"[670, 7035, 29973, 399, 406, 2305, 304, 330, 4085, 472, 278, 29236, 310, 670, 2834, 29973, 2193]","['▁his', '▁secret', '?', '▁W', 'ere', '▁people', '▁to', '▁g', 'ape', '▁at', '▁the', '▁mystery', '▁of', '▁his', '▁life', '?', '▁That']"
35,563.3213520050049,was impossible. Something—he did not know what—had to be done at once,1.0,35,17,"[471, 9301, 29889, 12538, 30003, 354, 1258, 451, 1073, 825, 30003, 21312, 304, 367, 2309, 472, 2748, 29889]","['▁was', '▁impossible', '.', '▁Something', '—', 'he', '▁did', '▁not', '▁know', '▁what', '—', 'had', '▁to', '▁be', '▁done', '▁at', '▁once', '.']"
18,314.04852867126465,Yes; I don’t suppose you will object to that. Georges Petit is going to collect all my best pictures,1.0,18,24,"[1346, 8241, 29936, 306, 1016, 30010, 29873, 7755, 366, 674, 1203, 304, 393, 29889, 18604, 5879, 277, 338, 2675, 304, 6314, 599, 590, 1900, 14956, 363]","['▁“', 'Yes', ';', '▁I', '▁don', '’', 't', '▁suppose', '▁you', '▁will', '▁object', '▁to', '▁that', '.', '▁Georges', '▁Pet', 'it', '▁is', '▁going', '▁to', '▁collect', '▁all', '▁my', '▁best', '▁pictures', '▁for']"
7,1108.8900566101074,"a special exhibition in the Rue de Sèze, which will open the first week in October. The portrait will",1.0,7,24,"[263, 4266, 29130, 297, 278, 390, 434, 316, 317, 30000, 911, 29892, 607, 674, 1722, 278, 937, 4723, 297, 5533, 29889, 450, 21760, 674, 871]","['▁a', '▁special', '▁exhibition', '▁in', '▁the', '▁R', 'ue', '▁de', '▁S', 'è', 'ze', ',', '▁which', '▁will', '▁open', '▁the', '▁first', '▁week', '▁in', '▁October', '.', '▁The', '▁portrait', '▁will', '▁only']"
49,906.1460494995117,"be away a month. I should think you could easily spare it for that time. In fact, you are",1.0,49,22,"[367, 3448, 263, 4098, 29889, 306, 881, 1348, 366, 1033, 5948, 29337, 372, 363, 393, 931, 29889, 512, 2114, 29892, 366, 526, 1854]","['▁be', '▁away', '▁a', '▁month', '.', '▁I', '▁should', '▁think', '▁you', '▁could', '▁easily', '▁spare', '▁it', '▁for', '▁that', '▁time', '.', '▁In', '▁fact', ',', '▁you', '▁are', '▁sure']"
16,905.7374000549316,"to be out of town. And if you keep it always behind a screen, you can’t care much about it",0.8888888888888888,18,24,"[304, 367, 714, 310, 4726, 29889, 1126, 565, 366, 3013, 372, 2337, 5742, 263, 4315, 29892, 366, 508, 30010, 29873, 2562, 1568, 1048, 372, 3178]","['▁to', '▁be', '▁out', '▁of', '▁town', '.', '▁And', '▁if', '▁you', '▁keep', '▁it', '▁always', '▁behind', '▁a', '▁screen', ',', '▁you', '▁can', '’', 't', '▁care', '▁much', '▁about', '▁it', '.”']"
18,1027.9419422149658,"Pleasanter for you, I am afraid,” murmured Hallward regretfully. “",1.0,18,19,"[1346, 29925, 280, 294, 14623, 363, 366, 29892, 306, 626, 13421, 3995, 25234, 2955, 6573, 1328, 28883, 3730, 29889, 1346, 2855]","['▁“', 'P', 'le', 'as', 'anter', '▁for', '▁you', ',', '▁I', '▁am', '▁afraid', ',”', '▁murm', 'ured', '▁Hall', 'ward', '▁regret', 'fully', '.', '▁“', 'And']"
16,699.2020606994629,now good-bye. I am sorry you won’t let me,1.0,16,14,"[1286, 1781, 29899, 26966, 29889, 306, 626, 7423, 366, 2113, 30010, 29873, 1235, 592, 1106]","['▁now', '▁good', '-', 'bye', '.', '▁I', '▁am', '▁sorry', '▁you', '▁won', '’', 't', '▁let', '▁me', '▁look']"
19,861.6735935211182,at the picture once again. But that can’t,1.0,19,11,"[472, 278, 7623, 2748, 1449, 29889, 1205, 393, 508, 30010, 29873, 367]","['▁at', '▁the', '▁picture', '▁once', '▁again', '.', '▁But', '▁that', '▁can', '’', 't', '▁be']"
23,16.987085342407227,helped. I quite understand what you feel about it,0.4107142857142857,56,10,"[9213, 29889, 306, 3755, 2274, 825, 366, 4459, 1048, 372, 3178]","['▁helped', '.', '▁I', '▁quite', '▁understand', '▁what', '▁you', '▁feel', '▁about', '▁it', '.”']"
43,900.22873878479,"the door closed, Dorian put the key in his pocket and looked round the room. His eye fell on a large, purple satin coverlet heavily embroidered with gold, a splendid piece of late seventeenth-century Venetian",1.0,43,51,"[1094, 278, 3050, 5764, 29892, 9579, 713, 1925, 278, 1820, 297, 670, 24589, 322, 5148, 4513, 278, 5716, 29889, 3600, 10977, 8379, 373, 263, 2919, 29892, 3708, 552, 3290, 262, 4612, 1026, 20365, 7232, 1007, 14561, 411, 7684, 29892, 263, 29528, 8424, 310, 5683, 16741, 29872, 9097, 29899, 27371, 9548, 300, 713, 664]","['▁As', '▁the', '▁door', '▁closed', ',', '▁Dor', 'ian', '▁put', '▁the', '▁key', '▁in', '▁his', '▁pocket', '▁and', '▁looked', '▁round', '▁the', '▁room', '.', '▁His', '▁eye', '▁fell', '▁on', '▁a', '▁large', ',', '▁pur', 'ple', '▁sat', 'in', '▁cover', 'let', '▁heavily', '▁emb', 'roid', 'ered', '▁with', '▁gold', ',', '▁a', '▁splendid', '▁piece', '▁of', '▁late', '▁sevent', 'e', 'enth', '-', 'century', '▁Ven', 'et', 'ian', '▁work']"
45,1280.56001663208,"that his grandfather had found in a convent near Bologna. Yes, that would serve to wrap the dreadful thing in. It had perhaps served often as a pall for the dead. Now it was to hide",1.0,45,44,"[393, 670, 4595, 22212, 750, 1476, 297, 263, 13064, 2978, 27595, 1056, 29889, 3869, 29892, 393, 723, 9080, 304, 12244, 278, 21005, 1319, 2655, 297, 29889, 739, 750, 6060, 6766, 4049, 408, 263, 282, 497, 363, 278, 7123, 29889, 2567, 372, 471, 304, 9563, 1554]","['▁that', '▁his', '▁grand', 'father', '▁had', '▁found', '▁in', '▁a', '▁convent', '▁near', '▁Bolog', 'na', '.', '▁Yes', ',', '▁that', '▁would', '▁serve', '▁to', '▁wrap', '▁the', '▁dread', 'ful', '▁thing', '▁in', '.', '▁It', '▁had', '▁perhaps', '▁served', '▁often', '▁as', '▁a', '▁p', 'all', '▁for', '▁the', '▁dead', '.', '▁Now', '▁it', '▁was', '▁to', '▁hide', '▁something']"
28,764.3051147460938,"that had a corruption of its own, worse than the corruption of death itself—something that would breed horrors and yet would never die. What the worm was to the corpse, his sins would be to",1.0,28,47,"[393, 750, 263, 1034, 18953, 310, 967, 1914, 29892, 15029, 1135, 278, 1034, 18953, 310, 4892, 3528, 30003, 14481, 393, 723, 2078, 287, 23026, 29879, 322, 3447, 723, 2360, 762, 29889, 1724, 278, 281, 555, 471, 304, 278, 1034, 27358, 29892, 670, 269, 1144, 723, 367, 304, 278]","['▁that', '▁had', '▁a', '▁cor', 'ruption', '▁of', '▁its', '▁own', ',', '▁worse', '▁than', '▁the', '▁cor', 'ruption', '▁of', '▁death', '▁itself', '—', 'something', '▁that', '▁would', '▁bre', 'ed', '▁horror', 's', '▁and', '▁yet', '▁would', '▁never', '▁die', '.', '▁What', '▁the', '▁w', 'orm', '▁was', '▁to', '▁the', '▁cor', 'pse', ',', '▁his', '▁s', 'ins', '▁would', '▁be', '▁to', '▁the']"
45,669.0783500671387,painted image on the canvas. They would mar its beauty and eat away its grace. They would defile it and make it shameful. And yet the thing would still live on. It would be always alive,1.0,45,42,"[23139, 1967, 373, 278, 10508, 29889, 2688, 723, 1766, 967, 15409, 322, 17545, 3448, 967, 17659, 29889, 2688, 723, 822, 488, 372, 322, 1207, 372, 28503, 1319, 29889, 1126, 3447, 278, 2655, 723, 1603, 5735, 373, 29889, 739, 723, 367, 2337, 18758, 29889]","['▁painted', '▁image', '▁on', '▁the', '▁canvas', '.', '▁They', '▁would', '▁mar', '▁its', '▁beauty', '▁and', '▁eat', '▁away', '▁its', '▁grace', '.', '▁They', '▁would', '▁def', 'ile', '▁it', '▁and', '▁make', '▁it', '▁shame', 'ful', '.', '▁And', '▁yet', '▁the', '▁thing', '▁would', '▁still', '▁live', '▁on', '.', '▁It', '▁would', '▁be', '▁always', '▁alive', '.']"
2,619.471549987793,"“I am so sorry you have given yourself the trouble of coming round, Mr. Hubbard. I shall",1.0,2,23,"[1346, 29902, 626, 577, 7423, 366, 505, 2183, 7535, 278, 7458, 310, 6421, 4513, 29892, 3237, 29889, 14533, 29890, 538, 29889, 306, 4091, 8959]","['▁“', 'I', '▁am', '▁so', '▁sorry', '▁you', '▁have', '▁given', '▁yourself', '▁the', '▁trouble', '▁of', '▁coming', '▁round', ',', '▁Mr', '.', '▁Hub', 'b', 'ard', '.', '▁I', '▁shall', '▁certainly']"
12,720.2961444854736,drop in and look at the frame—though I don’t go in much at present for religious art—,1.0,12,22,"[5768, 297, 322, 1106, 472, 278, 3515, 30003, 3592, 306, 1016, 30010, 29873, 748, 297, 1568, 472, 2198, 363, 12962, 1616, 30003, 4187]","['▁drop', '▁in', '▁and', '▁look', '▁at', '▁the', '▁frame', '—', 'though', '▁I', '▁don', '’', 't', '▁go', '▁in', '▁much', '▁at', '▁present', '▁for', '▁religious', '▁art', '—', 'but']"
47,1055.5496215820312,to-day I only want a picture carried to the top of the house for me. It,1.0,47,19,"[304, 29899, 3250, 306, 871, 864, 263, 7623, 8988, 304, 278, 2246, 310, 278, 3699, 363, 592, 29889, 739, 338]","['▁to', '-', 'day', '▁I', '▁only', '▁want', '▁a', '▁picture', '▁carried', '▁to', '▁the', '▁top', '▁of', '▁the', '▁house', '▁for', '▁me', '.', '▁It', '▁is']"
21,125.17929077148438,"rather heavy, so I thought I would ask you to lend me a couple of your men",0.39622641509433965,53,19,"[3265, 9416, 29892, 577, 306, 2714, 306, 723, 2244, 366, 304, 301, 355, 592, 263, 7303, 310, 596, 1757, 3178]","['▁rather', '▁heavy', ',', '▁so', '▁I', '▁thought', '▁I', '▁would', '▁ask', '▁you', '▁to', '▁l', 'end', '▁me', '▁a', '▁couple', '▁of', '▁your', '▁men', '.”']"
52,443.38488578796387,"I will show you the way, Mr. Hubbard, if you will",0.9811320754716981,53,16,"[1346, 29902, 674, 1510, 366, 278, 982, 29892, 3237, 29889, 14533, 29890, 538, 29892, 565, 366, 674, 25036]","['▁“', 'I', '▁will', '▁show', '▁you', '▁the', '▁way', ',', '▁Mr', '.', '▁Hub', 'b', 'ard', ',', '▁if', '▁you', '▁will', '▁kindly']"
50,850.3377437591553,follow me. Or perhaps you had better go in front. I,1.0,50,13,"[1101, 592, 29889, 1394, 6060, 366, 750, 2253, 748, 297, 4565, 29889, 306, 626]","['▁follow', '▁me', '.', '▁Or', '▁perhaps', '▁you', '▁had', '▁better', '▁go', '▁in', '▁front', '.', '▁I', '▁am']"
53,26.90434455871582,afraid it is right at the top of the house.,0.9814814814814815,54,11,"[13421, 372, 338, 1492, 472, 278, 2246, 310, 278, 3699, 29889, 1334]","['▁afraid', '▁it', '▁is', '▁right', '▁at', '▁the', '▁top', '▁of', '▁the', '▁house', '.', '▁We']"
23,441.0288333892822,"will go up by the front staircase, as it is wider",0.41818181818181815,55,14,"[674, 748, 701, 491, 278, 4565, 380, 1466, 4878, 29892, 408, 372, 338, 25734, 3178]","['▁will', '▁go', '▁up', '▁by', '▁the', '▁front', '▁st', 'air', 'case', ',', '▁as', '▁it', '▁is', '▁wider', '.”']"
55,462.0170593261719,"the sound of their footsteps had died away, Dorian",1.0,55,12,"[1932, 278, 6047, 310, 1009, 3661, 24530, 750, 6423, 3448, 29892, 9579, 713, 22822]","['▁When', '▁the', '▁sound', '▁of', '▁their', '▁foot', 'steps', '▁had', '▁died', '▁away', ',', '▁Dor', 'ian', '▁locked']"
44,68.52912902832031,the door and put the key in his pocket. He,0.8979591836734694,49,11,"[278, 3050, 322, 1925, 278, 1820, 297, 670, 24589, 29889, 940, 7091]","['▁the', '▁door', '▁and', '▁put', '▁the', '▁key', '▁in', '▁his', '▁pocket', '.', '▁He', '▁felt']"
51,898.3430862426758,safe now. No one would ever look upon the hor,1.0,51,11,"[9109, 1286, 29889, 1939, 697, 723, 3926, 1106, 2501, 278, 4029, 11710]","['▁safe', '▁now', '.', '▁No', '▁one', '▁would', '▁ever', '▁look', '▁upon', '▁the', '▁hor', 'rible']"
52,592.5319194793701,thing. No eye but his would ever see his shame,0.6582278481012658,79,11,"[2655, 29889, 1939, 10977, 541, 670, 723, 3926, 1074, 670, 28503, 29889]","['▁thing', '.', '▁No', '▁eye', '▁but', '▁his', '▁would', '▁ever', '▁see', '▁his', '▁shame', '.']"
50,1471.5571403503418,": there was to be, as Lord Henry had prophesied, a new Hedonism that was to recreate life and to save it from that harsh uncomely puritanism that is having, in our",1.0,50,45,"[3869, 29901, 727, 471, 304, 367, 29892, 408, 6171, 6498, 750, 27953, 267, 1000, 29892, 263, 716, 28561, 265, 1608, 393, 471, 304, 337, 3258, 2834, 322, 304, 4078, 372, 515, 393, 4023, 845, 443, 510, 873, 3708, 8929, 1608, 393, 338, 2534, 29892, 297, 1749, 1914]","['▁Yes', ':', '▁there', '▁was', '▁to', '▁be', ',', '▁as', '▁Lord', '▁Henry', '▁had', '▁proph', 'es', 'ied', ',', '▁a', '▁new', '▁Hed', 'on', 'ism', '▁that', '▁was', '▁to', '▁re', 'create', '▁life', '▁and', '▁to', '▁save', '▁it', '▁from', '▁that', '▁har', 'sh', '▁un', 'com', 'ely', '▁pur', 'itan', 'ism', '▁that', '▁is', '▁having', ',', '▁in', '▁our', '▁own']"
49,1109.5471382141113,"day, its curious revival. It was to have its service of the intellect, certainly, yet it was never to accept any theory or system that would involve the sacrifice of any mode",1.0,49,37,"[2462, 29892, 967, 12758, 6664, 2561, 29889, 739, 471, 304, 505, 967, 2669, 310, 278, 18715, 29892, 8959, 29892, 3447, 372, 471, 2360, 304, 3544, 738, 6368, 470, 1788, 393, 723, 25135, 278, 28839, 310, 738, 4464, 310]","['▁day', ',', '▁its', '▁curious', '▁rev', 'ival', '.', '▁It', '▁was', '▁to', '▁have', '▁its', '▁service', '▁of', '▁the', '▁intellect', ',', '▁certainly', ',', '▁yet', '▁it', '▁was', '▁never', '▁to', '▁accept', '▁any', '▁theory', '▁or', '▁system', '▁that', '▁would', '▁involve', '▁the', '▁sacrifice', '▁of', '▁any', '▁mode', '▁of']"
60,956.5186500549316,"passionate experience. Its aim, indeed, was to be experience itself, and not the fruits of experience, sweet or bitter as they might be. Of the asceticism that deadens the senses, as",1.0,60,44,"[15935, 403, 7271, 29889, 8011, 12242, 29892, 6200, 29892, 471, 304, 367, 7271, 3528, 29892, 322, 451, 278, 285, 21211, 310, 7271, 29892, 14225, 470, 22773, 408, 896, 1795, 367, 29889, 4587, 278, 12066, 7492, 1608, 393, 7123, 575, 278, 4771, 267, 29892, 408, 310]","['▁passion', 'ate', '▁experience', '.', '▁Its', '▁aim', ',', '▁indeed', ',', '▁was', '▁to', '▁be', '▁experience', '▁itself', ',', '▁and', '▁not', '▁the', '▁f', 'ruits', '▁of', '▁experience', ',', '▁sweet', '▁or', '▁bitter', '▁as', '▁they', '▁might', '▁be', '.', '▁Of', '▁the', '▁asc', 'etic', 'ism', '▁that', '▁dead', 'ens', '▁the', '▁sens', 'es', ',', '▁as', '▁of']"
65,1123.2354640960693,"the vulgar profligacy that dulls them, it was to know nothing. But it was to teach man to concentrate himself upon the moments of a life that is itself but a moment",0.8904109589041096,73,41,"[278, 12799, 5397, 410, 1579, 335, 4135, 393, 270, 913, 29879, 963, 29892, 372, 471, 304, 1073, 3078, 29889, 1205, 372, 471, 304, 6860, 767, 304, 10484, 10492, 3654, 2501, 278, 19462, 310, 263, 2834, 393, 338, 3528, 541, 263, 3256, 29889]","['▁the', '▁vul', 'gar', '▁pro', 'fl', 'ig', 'acy', '▁that', '▁d', 'ull', 's', '▁them', ',', '▁it', '▁was', '▁to', '▁know', '▁nothing', '.', '▁But', '▁it', '▁was', '▁to', '▁teach', '▁man', '▁to', '▁concent', 'rate', '▁himself', '▁upon', '▁the', '▁moments', '▁of', '▁a', '▁life', '▁that', '▁is', '▁itself', '▁but', '▁a', '▁moment', '.']"
12,1002.5076866149902,"Of such insolences and attempted slights he, of course, took no notice, and in the opinion of most people his frank debonair manner, his charming boyish smile, and the",1.0,12,42,"[4587, 1316, 1663, 324, 2063, 322, 16388, 2243, 5861, 540, 29892, 310, 3236, 29892, 3614, 694, 8369, 29892, 322, 297, 278, 9426, 310, 1556, 2305, 670, 2524, 29895, 2553, 265, 1466, 8214, 29892, 670, 1373, 4056, 8023, 728, 17819, 29892, 322, 278, 10362]","['▁Of', '▁such', '▁ins', 'ol', 'ences', '▁and', '▁attempted', '▁sl', 'ights', '▁he', ',', '▁of', '▁course', ',', '▁took', '▁no', '▁notice', ',', '▁and', '▁in', '▁the', '▁opinion', '▁of', '▁most', '▁people', '▁his', '▁fran', 'k', '▁deb', 'on', 'air', '▁manner', ',', '▁his', '▁char', 'ming', '▁boy', 'ish', '▁smile', ',', '▁and', '▁the', '▁infinite']"
60,1128.6416053771973,"grace of that wonderful youth that seemed never to leave him, were in themselves a sufficient answer to the calumnies, for so they termed them, that were circulated",1.0,60,35,"[17659, 310, 393, 20695, 12397, 393, 6140, 2360, 304, 5967, 1075, 29892, 892, 297, 6053, 263, 8002, 1234, 304, 278, 1208, 1227, 583, 29892, 363, 577, 896, 1840, 287, 963, 29892, 393, 892, 18342, 630, 1048]","['▁grace', '▁of', '▁that', '▁wonderful', '▁youth', '▁that', '▁seemed', '▁never', '▁to', '▁leave', '▁him', ',', '▁were', '▁in', '▁themselves', '▁a', '▁sufficient', '▁answer', '▁to', '▁the', '▁cal', 'umn', 'ies', ',', '▁for', '▁so', '▁they', '▁term', 'ed', '▁them', ',', '▁that', '▁were', '▁circul', 'ated', '▁about']"
61,972.3966121673584,"him. It was remarked, however, that some of those who had been most intimate with him appeared, after a time, to shun him. Women who had wildly adored him",1.0,61,39,"[1075, 29889, 739, 471, 25211, 29892, 3138, 29892, 393, 777, 310, 1906, 1058, 750, 1063, 1556, 938, 6490, 411, 1075, 7470, 29892, 1156, 263, 931, 29892, 304, 528, 348, 1075, 29889, 10152, 1058, 750, 8775, 368, 594, 4395, 1075, 29892]","['▁him', '.', '▁It', '▁was', '▁remarked', ',', '▁however', ',', '▁that', '▁some', '▁of', '▁those', '▁who', '▁had', '▁been', '▁most', '▁int', 'imate', '▁with', '▁him', '▁appeared', ',', '▁after', '▁a', '▁time', ',', '▁to', '▁sh', 'un', '▁him', '.', '▁Women', '▁who', '▁had', '▁wild', 'ly', '▁ad', 'ored', '▁him', ',']"
55,999.0863800048828,"and for his sake had braved all social censure and set convention at defiance, were seen to grow pallid with shame or horror if Dorian Gray entered the room",0.9821428571428571,56,36,"[322, 363, 670, 16563, 750, 4105, 1490, 599, 5264, 274, 7469, 322, 731, 15687, 472, 822, 8837, 29892, 892, 3595, 304, 6548, 282, 497, 333, 411, 28503, 470, 23026, 565, 9579, 713, 18956, 7802, 278, 5716, 29889]","['▁and', '▁for', '▁his', '▁sake', '▁had', '▁bra', 'ved', '▁all', '▁social', '▁c', 'ensure', '▁and', '▁set', '▁convention', '▁at', '▁def', 'iance', ',', '▁were', '▁seen', '▁to', '▁grow', '▁p', 'all', 'id', '▁with', '▁shame', '▁or', '▁horror', '▁if', '▁Dor', 'ian', '▁Gray', '▁entered', '▁the', '▁room', '.']"
18,430.4842948913574,"one had ancestors in literature as well as in one’s own race, nearer perhaps in type and temperament, many of them, and certainly with an influence of which one was more absolutely conscious",1.0,18,41,"[15175, 697, 750, 19525, 943, 297, 12845, 408, 1532, 408, 297, 697, 30010, 29879, 1914, 8175, 29892, 2978, 261, 6060, 297, 1134, 322, 6238, 1166, 29892, 1784, 310, 963, 29892, 322, 8959, 411, 385, 9949, 310, 607, 697, 471, 901, 13312, 19861, 29889]","['▁Yet', '▁one', '▁had', '▁ancest', 'ors', '▁in', '▁literature', '▁as', '▁well', '▁as', '▁in', '▁one', '’', 's', '▁own', '▁race', ',', '▁near', 'er', '▁perhaps', '▁in', '▁type', '▁and', '▁temper', 'ament', ',', '▁many', '▁of', '▁them', ',', '▁and', '▁certainly', '▁with', '▁an', '▁influence', '▁of', '▁which', '▁one', '▁was', '▁more', '▁absolutely', '▁conscious', '.']"
49,963.5412693023682,"There were times when it appeared to Dorian Gray that the whole of history was merely the record of his own life, not as he had lived it in act and circumstance,",1.0,49,36,"[1670, 892, 3064, 746, 372, 7470, 304, 9579, 713, 18956, 393, 278, 3353, 310, 4955, 471, 13586, 278, 2407, 310, 670, 1914, 2834, 29892, 451, 408, 540, 750, 10600, 372, 297, 1044, 322, 11708, 749, 29892, 541]","['▁There', '▁were', '▁times', '▁when', '▁it', '▁appeared', '▁to', '▁Dor', 'ian', '▁Gray', '▁that', '▁the', '▁whole', '▁of', '▁history', '▁was', '▁merely', '▁the', '▁record', '▁of', '▁his', '▁own', '▁life', ',', '▁not', '▁as', '▁he', '▁had', '▁lived', '▁it', '▁in', '▁act', '▁and', '▁circumst', 'ance', ',', '▁but']"
74,933.1986904144287,"as his imagination had created it for him, as it had been in his brain and in his passions. He felt that he had known them all, those strange terrible figures that",1.0,74,36,"[408, 670, 28038, 750, 2825, 372, 363, 1075, 29892, 408, 372, 750, 1063, 297, 670, 17294, 322, 297, 670, 1209, 1080, 29889, 940, 7091, 393, 540, 750, 2998, 963, 599, 29892, 1906, 8515, 16403, 13994, 393, 750]","['▁as', '▁his', '▁imagination', '▁had', '▁created', '▁it', '▁for', '▁him', ',', '▁as', '▁it', '▁had', '▁been', '▁in', '▁his', '▁brain', '▁and', '▁in', '▁his', '▁pass', 'ions', '.', '▁He', '▁felt', '▁that', '▁he', '▁had', '▁known', '▁them', '▁all', ',', '▁those', '▁strange', '▁terrible', '▁figures', '▁that', '▁had']"
