Single_ent,en_masked,es_masked,tr_masked,vi_masked,en_masked_shuffled,es_masked_shuffled,tr_masked_shuffled,vi_masked_shuffled
['harry'],"“And you’re supposed to be dying of spattergroit at the Burrow! If anyone shouldn’t go, it’s [MASK], he’s got a ten-thousand-Galleon price on his head – “","—¡Y tú se supone que estás muriendo de spattergroit en La Madriguera! Si hay alguien que no debería ir, ése es [MASK], por cuya cabeza están dispuestos a pagar diez mil galeones...","""Ve sen de şu anda Kovuk‘ta sıvaserpilden ölmek üzere olmalısın! Eğer birisinin gitmemesi gerekiyorsa o da [MASK], onun kellesine on bin Galleon‘luk ödül biçildi -""","“Còn bồ thì bị coi như đang hấp hối ở Hang Sóc vì bệnh đậu rồng! Nếu có ai đó không nên đi, thì đó là [MASK], cái đầu bạn ấy được treo giá tới mười ngàn Galleon…”","the price his it’s “And to “ shouldn’t supposed – ten-thousand-Galleon on spattergroit be If a go, of Burrow! you’re got he’s [MASK], at anyone head dying","tú spattergroit La [MASK], en hay Madriguera! que debería cabeza supone se dispuestos diez Si —¡Y mil ése alguien que ir, cuya a de galeones... muriendo pagar por no es estás están","gitmemesi o onun -"" de on şu anda ödül biçildi bin [MASK], sıvaserpilden da olmalısın! Eğer ""Ve sen üzere Kovuk‘ta Galleon‘luk kellesine birisinin gerekiyorsa ölmek","đầu Nếu là Hang bồ hối như ở ngàn cái không rồng! đang vì giá coi đó thì Sóc Galleon…” ai đó mười hấp có bị được “Còn bệnh đi, [MASK], tới thì đậu ấy nên bạn treo"
"['ron—', 'ron']","“Well, if all three of us go we’ll have to Disapparate separately,” [MASK] was saying. “We can’t all fit under the Cloak anymore.”","—Bueno, si vamos los tres, tendremos que desaparecernos por separado —decía [MASK]. Ya no cabemos todos debajo de la capa invisible.","""Aslında, eğer üçümüz gidiyorsak, ayrı ayrı buharlaşmamız gerekecek,"" diyordu [MASK]. ""Artık hepimiz pelerinin altına sığmayız.","“Nhưng, nếu ba đứa mình cùng đi thì tụi mình phải Độn thổ riêng lẻ,” [MASK] đang nói. “Tấm Áo khoác Tàng hình không thể trùm kín hết cả ba đứa mình nữa.”","we’ll of all fit Disapparate can’t “Well, [MASK] under all was have the “We anymore.” to go us if three saying. separately,” Cloak","vamos de la desaparecernos que invisible. los Ya no separado tendremos debajo —decía —Bueno, tres, cabemos por capa [MASK]. todos si","diyordu buharlaşmamız pelerinin gidiyorsak, eğer üçümüz [MASK]. ""Aslında, ayrı ""Artık sığmayız. hepimiz ayrı altına gerekecek,""","[MASK] kín tụi nếu ba riêng lẻ,” Tàng đi ba Độn nữa.” nói. không “Nhưng, đứa cả thể cùng Áo hết mình “Tấm thì mình mình thổ trùm đang đứa phải hình khoác"
['harry'],"Abandoning the attempt to close the door, she began to back away down the dark hall, and [MASK] followed, gliding toward her, and his long-fingered hand had drawn his wand.","La mujer desistió de cerrar la puerta y retrocedió por el oscuro vestíbulo. [MASK] la siguió, siempre deslizándose, y su mano de largos dedos sacó la varita mágica.","Kapıyı kapatma teşebbüsünden tamamen vazgeçmiş halde, geri geri karanlık salona gitmeye başlamıştı, ve [MASK] ona doğru kaymaya başlamıştı, ve uzun parmaklı eli asasını çıkartmıştı.","Thôi gắng sức đóng cánh cửa, bà ta liền chạy ngược vào hành lang tối om, và [MASK] theo sau, lướt về phía bà, bàn tay có những ngón dài của nó đã rút ra cây đũa phép.","Abandoning she began his back the hand [MASK] to gliding drawn dark down and to the door, his wand. attempt hall, long-fingered toward away followed, had close her, and the","de puerta su oscuro dedos cerrar de la mujer deslizándose, retrocedió siempre el [MASK] desistió y La por largos vestíbulo. la sacó y mano varita la siguió, mágica.","başlamıştı, kaymaya vazgeçmiş ve parmaklı Kapıyı uzun geri çıkartmıştı. tamamen [MASK] salona eli karanlık teşebbüsünden asasını ve başlamıştı, gitmeye ona doğru halde, geri kapatma","Thôi rút bàn những của liền bà ngược lướt bà, hành đã vào đóng sức về cửa, chạy phép. nó cánh [MASK] tối ta sau, phía tay lang ra dài cây theo gắng đũa ngón và có om,"
['harry'],"After the usual brief spell of darkness and near suffocation, [MASK] found himself in the tiny alleyway where the first phase of their plan was scheduled to take place. It was as yet deserted, except for a couple of large bins; the first Ministry workers did not usually appear here until at least eight o’clock.","Tras unos momentos de oscuridad y sensación de asfixia, [MASK] se encontró en el diminuto callejón donde habían previsto llevar a cabo la primera fase del plan. El callejón todavía estaba desierto (sólo se veían un par de cubos de basura), pues los primeros empleados del ministerio no so-lían aparecer hasta las ocho en punto, como muy pronto.","Kısa süreli karanlık ve nefessiz kalmanın ardından [MASK], kendini ilk planlarını yaptıkları yer olan küçücük, dar bir geçitte buldu. Büyük birkaç çöp bidonu dışında henüz kimse yoktu. İlk Bakanlık görevlileri genellikle saat 8‘den önce gözükmüyorlardı.","Sau trạng thái tối tăm ngắn ngủi và suýt nghẹt thở như thường lệ, [MASK] thấy mình đang ở trong một cái hẻm nhỏ xíu mà theo lịch trong kế hoạch của tụi nó là nơi thực hiện bước đầu tiên. Lúc đó hãy còn trống vắng, ngoại trừ hai cái thùng rác to tướng. Những nhân viên Bộ Pháp thuật đến Sở đầu tiên thường thường chưa xuất hiện trước tám giờ.","bins; for the appear alleyway workers spell near a not to Ministry tiny brief o’clock. After darkness take himself usual [MASK] in plan first phase first their the at of the until found did was where eight as It and couple deserted, here suffocation, of was large the usually yet of place. except least scheduled","encontró empleados del a momentos pronto. donde no estaba veían del cabo de todavía en la de fase habían asfixia, desierto como de [MASK] un cubos previsto en plan. las de primeros (sólo punto, callejón unos ocho Tras El basura), so-lían diminuto sensación y par se se los el oscuridad hasta aparecer ministerio primera llevar muy pues callejón","planlarını buldu. dar bir gözükmüyorlardı. nefessiz kendini [MASK], genellikle yaptıkları Bakanlık olan Büyük yer karanlık saat geçitte ilk Kısa kalmanın yoktu. ve küçücük, birkaç çöp dışında 8‘den İlk bidonu önce henüz kimse süreli ardından görevlileri","tối thùng là lệ, tụi cái thường suýt tiên. trước Bộ trạng Lúc mà đầu lịch thở rác ngủi của mình Những thường chưa hoạch ngoại ở hiện to trừ đầu thái thực xuất hai và còn trong trong trống tướng. nó kế hiện bước nơi đang như thuật tám nhân Sau Pháp [MASK] Sở hẻm cái đó nhỏ vắng, nghẹt theo đến ngắn viên xíu thấy tiên một hãy giờ. tăm thường"
['harry'],"“Psst!” said a voice, and he looked around to see a whispy little witch and the ferrety wizard from Magical Maintenance gesturing to him from over beside the statue. [MASK] hastened to join them.",—¡Pst! —siseó una voz. [MASK] volvió la cabeza y vio a una bruja bajita y menuda y al mago con cara de hurón de Mantenimiento Mágico haciéndole señas desde el otro lado de la estatua. Enseguida fue a reunirse con ellos.,"""Şşşt!"" dedi bir ses ve etrafına bakıp, ince, küçük bir cadı ve Sihirsel Bakım‘dan, meraklı görünen bir büyücünün, onu heykelin yanı başından el işaretleriyle yanlarına çağırdıklarını gördü. [MASK] onlara katılmak için hızla hareket etti.","“Suỵt!” Một giọng khẽ nói, nó ngoái lại nhìn thì thấy một bà phù thủy nhỏ xíu đang thì thào và một pháp sư tướng như chồn của Sở Bảo trì Pháp thuật đang ra dấu gọi nó từ bên kia bức tượng. [MASK] vội vã nhập bọn tụi kia.","a little to ferrety join statue. Magical [MASK] said gesturing wizard looked the he hastened from witch a Maintenance the and “Psst!” voice, from beside and whispy to over around to him see them.",menuda a de ellos. bajita de —¡Pst! una y desde y haciéndole otro Mantenimiento al lado de cara bruja una el señas con la [MASK] voz. fue volvió la y reunirse vio con —siseó Enseguida hurón a estatua. mago cabeza Mágico,"bir cadı katılmak yanlarına başından Bakım‘dan, heykelin çağırdıklarını ""Şşşt!"" işaretleriyle büyücünün, ve için küçük görünen onlara [MASK] bakıp, onu etti. ses bir Sihirsel gördü. hareket etrafına yanı hızla ve dedi ince, el bir meraklı","lại trì từ khẽ kia. vã Sở nói, gọi thì thấy nó nhìn và thì một [MASK] thủy kia nhập tụi Bảo tượng. bên vội bọn của thào ngoái ra bức “Suỵt!” phù xíu giọng nhỏ nó bà dấu Pháp Một như đang thuật đang pháp chồn tướng sư một"
['harry'],"[MASK] looked more closely and realized that what he had thought were decoratively carved thrones were actually mounds of carved humans: hundreds and hundreds of naked bodies, men, women, and children, all with rather stupid, ugly faces, twisted and pressed together to support the weight of the handsomely robed wizards.","[MASK] miró con más atención y vio que lo que había tomado por tronos labrados con motivos decorativos eran en realidad montañas de seres humanos esculpidos: cientos y cientos de cuerpos desnudos —hombres, mujeres y niños—, de rostros patéticos, retorcidos y apretujados para soportar el peso de aquella pareja de magos ataviados con elegantes túnicas.","[MASK] daha yakından baktı ve dekoratif bir şekilde oyulmuş olduklarını düşündüğü tahtlarının aslında oyulmuş insan yığınları olduğunu fark etti: Yüzlerce çıplak erkek, kadın ve çocuk vücudu vardı, hepsi daha ziyade aptal, çirkin yüzlüydüler; güzel, cüppeli büyücülerin ağrılığını taşımak için bükülmüş ve sıkıştırılmış gibi birbirlerine yapışık biçimde duruyorlardı.","[MASK] nhìn kỹ hơn và nhận ra cái mà nó tưởng là một cái ngai chạm trổ lộng lẫy thực ra là những đống thây người bị đục khoét: hàng trăm và hàng trăm thân thể trần truồng, đàn ông, đàn bà, và trẻ con, tất cả đều mang những bộ mặt xấu xí đần độn, méo mó và đè ép vào nhau để đỡ sức nặng của mấy phù thủy ăn mặc sang trọng.","of men, had children, naked of closely weight more of and he mounds to decoratively hundreds bodies, and that looked pressed what realized carved handsomely with support the and hundreds thrones ugly humans: were [MASK] faces, actually stupid, thought wizards. robed were women, together rather carved and the twisted all","y eran ataviados magos patéticos, más desnudos montañas de cientos decorativos —hombres, seres mujeres niños—, elegantes y de por [MASK] en el miró soportar con que rostros túnicas. atención tronos humanos aquella realidad con peso tomado cientos esculpidos: pareja había apretujados de lo de cuerpos vio y y labrados motivos con para que retorcidos de","aslında kadın büyücülerin birbirlerine ve çocuk şekilde vücudu cüppeli [MASK] duruyorlardı. yüzlüydüler; güzel, vardı, Yüzlerce baktı çıplak için bükülmüş gibi insan oyulmuş fark hepsi olduklarını daha ziyade çirkin aptal, erkek, ağrılığını ve yakından olduğunu dekoratif tahtlarının etti: yapışık taşımak düşündüğü yığınları ve biçimde oyulmuş daha bir sıkıştırılmış","phù bà, hàng nhau ra mang nhìn của [MASK] cả mặc trọng. nặng thân mó bị tưởng và vào tất và đần mấy những con, người ăn ngai truồng, trẻ khoét: độn, những thây trần ra cái ông, cái thủy để hàng đàn méo đục và thực lộng xí là xấu hơn sang sức kỹ trổ trăm đỡ nhận trăm đống mà nó đều thể lẫy đàn một chạm ép đè mặt và bộ là"
"['umbridge', 'harry']","It seemed most unlikely that [MASK] would keep her jewelry in her office, but on the other hand it seemed foolish not to search it to make sure. He therefore set off along the corridor again, passing nobody but a frowning wizard who was murmuring instructions to a quill that floated in front of him, scribbling on a trail of parchment.","No parecía probable que la bruja guardara sus joyas en el despacho, pero, por otra parte, sería una estupidez no registrarlo para asegurarse de ello. Por tanto, [MASK] echó a andar de nuevo por el pasillo; sólo se cruzó con un mago ce- ñudo que le murmuraba instrucciones a una pluma que, flotando delante de él, garabateaba en un rollo de pergamino.","Umbridge‘in Mücevherlerini ofisinde saklaması hiç olası değildi, ama diğer yandan, emin olmak için aramamak çok saçma görünüyordu. Bu yüzden [MASK] yeniden yola koyuldu, yol boyunca sadece asık suratlı, önündeki tüy kaleme bir şeyler yazması için emirler veren bir büyücüden başkasına rastlamadı.","Chẳng có vẻ gì là mụ [MASK] cất giữ tư trang trong văn phòng của mụ, nhưng mặt khác nếu không lục soát cho chắc ăn thì có vẻ hơi ngu. Vì vậy nó bắt đầu đi dọc hành lang một lần nữa, không đi ngang qua người nào hết trừ một pháp sư quạu quọ đang rì rầm sai khiến một cây viết lông ngỗng lơ lửng trước mặt ông ta ghi chép trên một tấm giấy da dài thòng.","to wizard off again, not frowning the front seemed a scribbling passing of her the but foolish would corridor keep unlikely other on seemed that it in it sure. on It He hand was most therefore set a a in quill parchment. her make who that but along nobody of search [MASK] floated jewelry to instructions trail to murmuring office, him,","flotando una estupidez de el no ñudo joyas de pluma un pero, Por ce- le No parte, guardara de garabateaba la sólo asegurarse con que un una [MASK] registrarlo el se que mago probable tanto, parecía a para sería de a por instrucciones sus que, despacho, echó otra en por bruja andar pasillo; en rollo murmuraba nuevo cruzó pergamino. él, delante ello.","bir önündeki Mücevherlerini suratlı, veren tüy çok yola ofisinde yüzden yeniden başkasına kaleme ama için büyücüden görünüyordu. [MASK] olmak yandan, için emirler değildi, koyuldu, saklaması emin şeyler aramamak bir boyunca sadece olası saçma yazması Bu rastlamadı. diğer yol asık hiç Umbridge‘in","thòng. một đầu chép hết trong mặt ăn dài không phòng bắt mụ đi có gì đi cất lông không rì một qua vẻ nếu nó ngang của lần chắc nhưng Chẳng một có vậy sư tư quọ dọc [MASK] đang tấm da viết trước ta cho giấy cây hơi nào hành vẻ khiến mặt ngỗng văn ngu. ông trừ sai lục trang giữ người nữa, quạu lửng ghi soát khác thì trên là lơ pháp lang một Vì mụ, rầm"
['harry'],"For a split second [MASK] forgot where he was and what he was doing there: He even forgot that he was invisible. He strode straight over to the door to examine the eye. It was not moving. It gazed blindly upward, frozen. The plaque beneath it read:","Durante una fracción de segundo, [MASK] olvidó dónde estaba, qué hacía allí y hasta que era invisible, y fue derecho a examinar aquel ojo que, inmóvil, miraba sin ver hacia arriba. La placa de la puerta rezaba:","Birkaç saniye için [MASK], nerede olduğunu ve ne yaptığını hatırlayamadı. Hatta görünmez olduğunu bile unuttu. Doğruca kapıya yöneldi ve gözü incelemeye başladı. Kıpırdamıyordu, doğruca karşıya bakıyordu. [MASK] onun altındaki etiketi okudu.","Trong một tích tắc [MASK] quên béng nó đang ở đâu và việc nó đang làm: nó thậm chí quên rằng nó đang tàng hình. Nó sải bước dài đi thẳng tới cánh cửa để xem xét con mắt. Con mắt không động đậy: chỉ liệt cứng, đăm đăm nhìn lên, mù tịt. Tấm biển bên dưới con mắt ghi:","forgot door he straight beneath that was to forgot he and it the moving. second where He doing He invisible. was The plaque upward, read: [MASK] split frozen. gazed was what not examine blindly the there: a to over even eye. he For It was It strode","examinar qué olvidó hacia segundo, a aquel que, y Durante invisible, hasta inmóvil, ojo y miraba [MASK] estaba, ver fue puerta fracción La rezaba: sin dónde que la de allí era de derecho placa una hacía arriba.","incelemeye [MASK] yaptığını kapıya altındaki olduğunu karşıya görünmez gözü için Birkaç bile hatırlayamadı. saniye olduğunu Doğruca bakıyordu. ve başladı. nerede ne unuttu. onun doğruca ve yöneldi Kıpırdamıyordu, Hatta okudu. [MASK], etiketi","đang tắc con Con ở mù [MASK] sải quên xét nó bên thậm nhìn mắt. để con thẳng liệt đâu Tấm đăm xem lên, tới và đi đăm chí bước nó nó nó cánh Trong cứng, đậy: ghi: cửa biển tích đang quên Nó tịt. làm: dưới động đang hình. một béng việc mắt mắt không rằng tàng chỉ dài"
['harry'],"When the Patronuses glided out of the dungeon there were cries of shock from the people waiting outside. [MASK] looked around; the dementors were falling back on both sides of them, melding into the darkness, scattering before the silver creatures.","Cuando los patronus salieron al pasillo, los que esperaban fuera profirieron gritos de asombro. [MASK] echó un vistazo: los dementores se desplazaron de inmediato hacia ambos lados del pasillo, apartándose de las criaturas plateadas y ocultándose en la oscuridad.","Patronusların zindandan çıkmasıyla dışarıda bekleyenlerden şok çığlıkları yükseldi. [MASK] etrafına bakındı, Ruh Emiciler çekiliyorlardı.","Khi các Thần Hộ Mệnh lướt ra khỏi căn hầm, đám người ngồi đợi bên ngoài đều sửng sốt. [MASK] nhìn quanh; bọn Giám ngục đã giạt sang hai bên, tan biến vào bóng tối, tan tác trước những Thần Hộ Mệnh.","from into the scattering on were creatures. the glided out them, darkness, of melding before dementors waiting were the back shock falling the of cries sides both [MASK] of the around; the people outside. When there silver Patronuses looked dungeon","lados patronus los un profirieron pasillo, oscuridad. esperaban del hacia Cuando ocultándose en que fuera se vistazo: salieron dementores asombro. pasillo, [MASK] la las inmediato apartándose de echó gritos plateadas desplazaron al y de los los ambos de criaturas","bekleyenlerden çığlıkları çıkmasıyla yükseldi. çekiliyorlardı. Patronusların etrafına şok Ruh [MASK] bakındı, zindandan dışarıda Emiciler","[MASK] ra Mệnh. lướt Thần biến người Hộ căn các Thần giạt đợi bên, vào Khi Hộ quanh; đã ngục sốt. bóng tan ngồi tác tối, sửng hầm, bọn Giám ngoài sang đều Mệnh tan nhìn khỏi bên hai trước những đám"
"['harry', 'harry‘nin patronus']",They managed to cram themselves into two lifts. [MASK]’s Patronus stood sentinel before the golden grilles as they shut and the lifts began to rise.,"Lograron meterse en dos ascensores. El patronus de [MASK] se quedó montando guardia frente a las rejas doradas y, cuando éstas se cerraron, los ascensores iniciaron el ascenso.",Kendilerini iki asansöre ayırdılar. [MASK]'u onlar asansörle yükselirken gözcü olarak kaldı.,Cả đám cố nhồi nhét hết vào hai cái thang máy. Thần Hộ Mệnh của [MASK] đứng gác trước cánh cửa lưới bằng vàng khi cửa đóng lại và thang máy bắt đầu kéo lên.,managed lifts to rise. sentinel Patronus as began golden two cram the [MASK]’s the they themselves to shut before grilles They lifts. and stood into,"las quedó dos cuando se de montando y, ascensores éstas a doradas cerraron, guardia meterse iniciaron ascenso. se [MASK] El en patronus ascensores. rejas el frente los Lograron",iki olarak [MASK]'u onlar gözcü ayırdılar. kaldı. asansöre Kendilerini yükselirken asansörle,nhét Thần nhồi và đầu lại vào bằng hết cửa máy. kéo của Hộ thang cố [MASK] đóng bắt máy vàng đứng gác lên. Mệnh lưới cửa đám cái thang trước cánh hai Cả khi
['harry'],"“How did he get hurt? I mean” – [MASK] shook his head, trying to clear it, to make sense of whatever had just taken place – “why are we here? I thought we were going back to Grimmauld Place ?”",—¿Cómo se lo ha hecho? —[MASK] trataba de comprender qué había ocurrido—. ¿Por qué estamos aquí? Creía que íbamos a Grimmauld Place.,"""Ama nasıl yaralandı? Yani-"" -[MASK] meydana gelen şeylerin ne anlam ifade ettiğini kafasından atmak için başını salladı- ""neden buradayız? Grimmauld Meydanı'na döneceğimizi sanıyordum.","“Làm sao mà nó bị thương? Ý mình là…” [MASK] lắc đầu, cố gắng làm cho đầu óc mình sáng sủa ra, để hiểu được chuyện gì vừa xảy ra. “Tại sao tụi mình lại ở đây? Mình tưởng tụi mình trở về quảng trường Grimmauld chứ?”","whatever Place “why place clear “How sense he get hurt? thought to here? taken we [MASK] just did Grimmauld mean” were shook going head, to ?” his make I to had it, I – – are of we back trying",se hecho? qué ¿Por ocurrido—. ha Creía —¿Cómo estamos que a de —[MASK] comprender aquí? Grimmauld íbamos qué había trataba Place. lo,"-[MASK] sanıyordum. anlam buradayız? salladı- Yani-"" başını ""Ama ettiğini nasıl Meydanı'na için Grimmauld şeylerin ifade ""neden gelen atmak yaralandı? ne meydana döneceğimizi kafasından","sao ở tụi lại làm mình nó “Tại trường đầu, gắng sủa là…” tưởng tụi sao Ý Mình mình gì sáng được đầu lắc cho [MASK] mình chuyện chứ?” đây? mình “Làm mà hiểu Grimmauld ra, để ra. óc vừa trở về bị cố thương? quảng xảy"
['harry'],"The surrounding silence was broken by odd rustlings and what sounded like crackings of twigs: [MASK] thought that they were caused by animals rather than people, yet he kept his wand held tight at the ready. His insides, already uncomfortable due to their inadequate helping of rubbery mushrooms, tingled with unease.","El silencio que los rodeaba sólo era interrumpido de vez en cuando por extraños susurros y sonidos semejantes a crujidos de ramitas; [MASK] pensó que no los provocaban personas, sino animales, pero aun así aferraba la varita, preparado para cualquier eventualidad. Tenía el vientre revuelto por culpa de las correosas setas, y el nerviosismo no lo ayudaba a sentirse mejor.","Etraftaki sessizliği çerçöpün parçalanmasına benzeyen garip bir hışırtı böldü: [MASK] bunun insanlardan çok hayvanların yapmış olabileceğini düşündü, yine de asasını sıkıca kavradı. İçinde bir yerler, lastiğimsi mantarların da yardımıyla çok rahatsızdı, tedirginlikle sızlıyordu.","Sự yên ắng bao quanh bị xao động vì tiếng xào xạc kỳ lạ và âm thanh gì đó nghe như tiếng cành cây nhỏ bị gãy. [MASK] nghĩ những tiếng động đó do thú vật gây ra chứ không phải do con người, dù vậy nó vẫn nắm chặt cây đũa phép sẵn sàng ứng phó. Bụng dạ nó, vốn đã khó chịu vì lỏng bỏng món nấm dai nhách, giờ lại cồn cào không yên.","already they were his rubbery [MASK] helping of The with of caused like than due the at to animals their odd inadequate wand by insides, broken crackings unease. sounded was His rustlings thought ready. and silence tingled surrounding what kept held tight yet that twigs: by he rather people, mushrooms, uncomfortable","lo aun culpa ayudaba animales, el semejantes personas, en varita, pero sólo preparado vez los pensó de sonidos el y ramitas; la aferraba revuelto setas, así vientre rodeaba susurros El silencio que de no y nerviosismo Tenía que correosas de los a [MASK] crujidos sentirse era mejor. las extraños por interrumpido no provocaban sino eventualidad. cuando por para cualquier a","sızlıyordu. benzeyen bir yerler, sessizliği İçinde çerçöpün çok düşündü, mantarların de [MASK] sıkıca lastiğimsi tedirginlikle olabileceğini insanlardan yardımıyla asasını hışırtı da yapmış parçalanmasına garip Etraftaki rahatsızdı, çok yine bir bunun böldü: hayvanların kavradı.","đó bỏng âm tiếng bị người, nó nắm xao vì sẵn thú cây như đó chặt lại Sự ra chịu khó vậy không nhỏ vật đã bao gây giờ [MASK] cây chứ dạ động cồn kỳ Bụng vốn bị tiếng ứng dù cành không ắng những và sàng lỏng phép nấm nghe vẫn nhách, nghĩ quanh xào đũa do yên. động lạ tiếng xạc vì dai phó. yên cào nó, gì món gãy. con thanh phải do"
['harry'],"Once they had pitched the tent in the shelter of a small copse of trees and surrounded it with freshly cast defensive enchantments. [MASK] ventured out under the Invisibility Cloak to find sustenance. This, however, did not go as planned. He had barely entered the town when an unnatural chill, a descending mist, and a sudden darkening of the skies made him freeze where he stood.","Tras montar la tienda al amparo de un bosquecillo y rodearla de nuevos sortilegios defensivos, [MASK] se puso la capa invisible y salió a buscar comida. Pero las cosas no salieron según lo planeado. Acababa de llegar a un pueblo cercano cuando un frío inusual, una densa niebla y la repentina oscuridad del cielo lo hicieron detenerse en seco.","Bir çalı öbeğinin ortasına çadırı kurup çevreye koruma büyülerini yerleştirdikten sonra [MASK], görünmezlik pelerininin altından yiyecek bulmak için çıkmaya cesaret edebildi. Ama planladığı gibi olmadı. Açıkça doğal olmayan bir soğuk, azalan sis ve gökyüzünün aniden kararması olduğu yerde çakılıp kalmasına neden oldu.","Khi mấy đứa đã dựng xong lều trong một chỗ tạm trú giữa một khu rừng trồng cây tạp, rồi bao bọc căn lều bằng những bùa chú bảo vệ mới ếm, [MASK] bèn phiêu lưu ra ngoài dưới tấm Áo khoác Tàng hình để kiếm chất bồi dưỡng. Tuy nhiên, chuyện này không suôn sẻ như dự định. Nó chưa kịp vô tới phố thì một cơn giá buốt bất thường, rồi một màn sương mù ập xuống, và bầu trời đột ngột tối sầm khiến nó đông cứng ngay tại chỗ.","go and planned. surrounded sudden it he entered freshly a sustenance. a cast of shelter He defensive as unnatural the [MASK] had descending to darkening did ventured freeze copse him barely This, and the had Invisibility of find trees enchantments. an made the they chill, the skies mist, the with stood. in pitched small when however, of tent Cloak town not out Once where under a","las al un oscuridad densa a lo lo seco. frío salió un llegar rodearla capa cielo bosquecillo salieron planeado. de defensivos, según amparo Acababa de puso montar en comida. la Pero Tras buscar y del tienda repentina la un cercano hicieron la y se una detenerse de invisible cosas sortilegios a nuevos [MASK] cuando pueblo no inusual, niebla y","Ama yerleştirdikten pelerininin kararması oldu. görünmezlik sonra gökyüzünün çıkmaya Bir neden kalmasına çadırı planladığı azalan büyülerini aniden olduğu altından ve çalı koruma gibi doğal çevreye sis soğuk, edebildi. olmayan için yiyecek ortasına bulmak Açıkça cesaret çakılıp [MASK], öbeğinin yerde kurup bir olmadı.","đông ngay phiêu cơn [MASK] một mấy trồng tấm không vệ xong thường, tạm như suôn cây hình giá bèn xuống, trú bùa ra ngoài mù tối bảo Nó đã bao khoác khiến chuyện bồi Tuy chỗ ngột Tàng những Khi chất bầu vô cứng lưu tạp, buốt chỗ. Áo màn bọc rồi ếm, tại giữa một nhiên, đột chưa lều định. rừng thì bất trong dự chú dưỡng. trời lều nó rồi mới một sương một tới kiếm bằng sẻ ập và khu dưới này dựng kịp sầm đứa phố căn để"
"['dumbledore', 'vol…”']","“[MASK] said in front of me that he never assumed he knew all of Hogwart's secrets. I'm telling you, if there was one place Vol—”","—[MASK] dijo delante de mí que nunca había previsto conocer todos los secretos de Hogwarts. Os lo advierto, si hay un sitio donde Vol...","""[MASK] benim önümde tüm Hogwarts'ın sırlarını bilmediğini söylemişti. Size söylüyorum, eğer bir yer varsa Vol-""","“Thầy Dumbledore nói trước mặt mình là thầy không bao giờ cho là thầy biết hết mọi bí mật của trường Hogwarts. Mình cam đoan với mấy bồ, nếu có một chỗ nào mà [MASK]","all said assumed of place never he there telling knew you, front one Vol—” Hogwart's that secrets. he of “[MASK] in I'm was me if","previsto —[MASK] secretos hay los dijo nunca un que de Vol... Hogwarts. lo donde si delante mí había todos sitio conocer advierto, de Os","Hogwarts'ın söylüyorum, sırlarını bir Vol-"" ""[MASK] benim önümde eğer yer tüm Size varsa söylemişti. bilmediğini","mật thầy Mình “Thầy trước nói của mọi hết Hogwarts. có là thầy bí mặt giờ cam mà không mình một bao là biết cho đoan chỗ nếu mấy với trường [MASK] bồ, nào Dumbledore"
['dumbledore'],"Certainly [MASK] returned to Godric’s Hollow at once, supposedly to “care” for his younger brother and sister. But how much care did he actually give them?","Así pues, [MASK] regresó de inmediato a Godric's Hollow, presuntamente para cuidar de sus hermanos, ambos más jóvenes que él. Pero ¿es cierto que los cuidó?","Elbette [MASK], Godric‘s Hollow‘a anında geri döndü, sözüm-ona kardeşlerine ""bakmak"" için. Ama onlara aslında ne kadar baktı.","Đương nhiên [MASK] trở lại Thung lũng Godric ngay lập tức, để gọi là “chăm sóc” em trai và em gái. Nhưng cậu đã thực sự dành cho họ bao nhiêu sự chăm sóc?","“care” to to them? once, at sister. actually care younger supposedly Hollow Certainly and brother returned how much did But his [MASK] Godric’s give he for","Godric's hermanos, a [MASK] que inmediato jóvenes Pero regresó más ambos de sus que presuntamente de los cierto cuidar Así ¿es él. para cuidó? pues, Hollow,","Godric‘s Hollow‘a ""bakmak"" kadar geri sözüm-ona anında kardeşlerine [MASK], baktı. Elbette onlara döndü, için. aslında ne Ama","Godric ngay bao sóc? lũng cho chăm Thung trai sự lập [MASK] gọi nhiên dành thực Đương để “chăm gái. lại sự sóc” đã là nhiêu em em và trở tức, Nhưng cậu họ"
