en,es,tr,vi
"""It would be impossible to go to–morrow. We owe Mrs. Jennings much more than civility; and civility of the commonest kind must prevent such a hasty removal as that.""",—Sería imposible partir mañana. Le debemos a la señora Jennings mucho más que cortesía; y la cortesía más básica no permitiría una partida tan repentina como ésa.,"""Yarın gitmek imkansız olur. Mrs Jennings’e nezaketten de öte borçluyuz; en sıradan nezaket bile böyle apar topar bir gidişe izin vermez.","- Không thể về ngày mai. Chúng ta hàm ơn bà Jennings nhiều hơn là phép lịch sự, và phép lịch sự thông thường nhất không cho phép ra về vội vã như thế."
"When there, though looking most wretchedly, she ate more and was calmer than her sister had expected. Had she tried to speak, or had she been conscious of half Mrs. Jennings's well–meant but ill–judged attentions to her, this calmness could not have been maintained; but not a syllable escaped her lips; and the abstraction of her thoughts preserved her in ignorance of every thing that was passing before her.","Una vez allí, aunque con aire muy desdichado, comió más y con mayor tranquilidad de la que su hermana había esperado. Si hubiera intentado hablar o se hubiera dado cuenta de la mitad de las bien intencionadas pero desatinadas atenciones que le dirigía la señora Jennings, no habría podido mantener esa calma; pero sus labios no dejaron escapar ni una sílaba y su ensimismamiento la mantuvo en la mayor ignorancia de cuanto ocurría frente a ella.",Yemek odasında gayet sefil görünüyorduysa da ablasının umduğundan daha fazla yemek yedi ve daha sakin davrandı. Konuşmaya çalışsaydı ya da Mrs Jennings’in ona gösterdiği iyi niyetli ama yersiz ilginin farkına varsaydı bu sakinliği koruyamazdı; ama dudaklarından tek hece çıkmadı ve düşüncelerinin uzaklığı onu önünde olup biten şeylerden habersiz tutarak korudu.,"Tại bàn ăn, dù vẫn còn vẻ khổ sở nhất, cô em ăn được khá, tỏ ra bình tĩnh hơn là chị cô mong đợi. Nếu cô gắng gượng tiếp chuyện hoặc để ý đến phân nửa chăm chút có thiện ý nhưng thiếu suy xét của bà Jennings dành cho cô, hẳn cô không thể giữ vẻ bình tĩnh này. Nhưng cô không nói lời nào, và các suy tưởng giúp cô không biết gì đến mọi chuyện đang xảy ra trước mặt mình."
"""Dear ma'am, this kindness is quite unnecessary. Marianne, I dare say, will not leave her room again this evening. I shall persuade her if I can to go early to bed, for I am sure she wants rest.""","—Mi querida señora, tanta gentileza es completamente innecesaria. Estoy segura de que Marianne no saldrá de su habitación esta noche. Intentaré convencerla, si es que puedo, de que se vaya a la cama temprano, porque estoy segura de que necesita descansar.","""Hanımefendiciğim, bu nezaket gerçekten gereksiz. Marianne herhalde bu akşam bir daha odasından çıkmaz. Becerebilirsem onu erken yatmaya ikna edeceğim, çünkü bence istirahate ihtiyacı var.","- Thưa bà, lòng tử tế này không cần thiết lắm. Tôi đoan chắc tối nay Marianne sẽ không rời khỏi phòng nữa. Tôi sẽ cố thuyết phục em tôi đi nghỉ sớm, vì tôi biết chắc nó cần được nghỉ ngơi."
"""In this affair it can only do harm; more so perhaps than in many cases of a similar kind, for it has been attended by circumstances which, for the sake of every one concerned in it, make it unfit to become the public conversation. I must do THIS justice to Mr. Willoughby—he has broken no positive engagement with my sister.""","—En el caso actual, sólo puede hacer daño... más quizá que en muchos otros similares, porque éste ha ido acompañado de algunas circunstancias que, por el bien de todos los interesados, hacen inconveniente que se transforme en materia de comentario público. Tengo que reconocerle esto al señor Willoughby: no ha roto ningún compromiso efectivo con mi hermana.","""Bu meselede konuşmak sadece zarar verebilir; hatta belki benzeri durumlara göre daha da fazla, çünkü bunda, ilgili herkesin hatırı için, ortalığa yayılmasını uygunsuz kılan durumlar vat Mr Willoughby’ye hiç olmazsa bir konuda adil davranmam lazım -kendisi kızkardeşime verdiği hiçbir sözden dönmüş değil.","- Trong chuyện này, bàn tán chỉ gây thêm phiền - có lẽ phiền hơn so với những trường hợp tương tự, bởi lẽ có những tình huống không thể công khai, vì lợi ích của mọi người. Tôi cần có công tâm thế này đối với anh Willoughby - không phải anh ấy cắt đứt một hẹn ước rõ ràng với em tôi."
"""It may be so; but Willoughby is capable—at least I think""—he stopped a moment; then added in a voice which seemed to distrust itself, ""And your sister—how did she—""","—Podría ser así; pero Willoughby es capaz... al menos eso creo —se interrumpió durante un instante, y luego agregó en una voz que parecía desconfiar de sí misma—; y su hermana, ¿cómo lo ha...?","""Olabilir; ama Willoughby öyle bir adam ki -en azından bana göre"" -bir an durdu; sonra kendine güvenmiyor görünen bir sesle ekledi, ""Kızkardeşiniz -nasıl olup da böyle bir-""","- Chắc là vậy; nhưng Willoughby có khả năng... ít nhất tôi nghĩ... Ông ngưng lại như thể không tin chính mình, rồi nói tiếp: - Và em gái cô... cô ấy đã như thế nào..."
"""I met Mrs. Jennings in Bond Street,"" said he, after the first salutation, ""and she encouraged me to come on; and I was the more easily encouraged, because I thought it probable that I might find you alone, which I was very desirous of doing. My object—my wish—my sole wish in desiring it—I hope, I believe it is—is to be a means of giving comfort;—no, I must not say comfort—not present comfort—but conviction, lasting conviction to your sister's mind. My regard for her, for yourself, for your mother—will you allow me to prove it, by relating some circumstances which nothing but a VERY sincere regard—nothing but an earnest desire of being useful—I think I am justified—though where so many hours have been spent in convincing myself that I am right, is there not some reason to fear I may be wrong?"" He stopped.","—Me encontré con la señora Jennings en Bond Street —le dijo, tras el primer saludo—, y ella me animó a venir; y no le fue difícil hacerlo, porque pensé que sería probable encontrarla a usted sola, que era lo que quería. Mi propósito... mi deseo, mi único deseo al querer eso... espero, creo que así es... es poder dar consuelo... no, no debo decir consuelo, no consuelo momentáneo, sino una certeza, una perdurable certeza para su hermana. Mi consideración por ella, por usted, por su madre, espero me permita probársela mediante el relato de ciertas circunstancias, que nada sino una muy sincera consideración, nada sino el deseo de serles útil... creo que lo justifican. Aunque, si he debido pasar tantas horas intentando convencerme de que tengo la razón, ¿no habrá motivos para temer estar equivocado? —se interrumpió.","""Bond street’te Mrs Jennings’e rastladım,"" dedi, ilk selamlaşmadan sonra, ""bana gelmem konusunda cesaret verdi; doğrusu ben de çabuk cesaretlendim, çünkü belki sizi yalnız bulabilirim diye düşündüm, zaten öyle istiyordum. Amacım -dileğim -isterkenki tek dileğim -umarım, yani inanıyorum ki -rahat ettirmek; -hayır, rahatlık değil -şu anki rahatlık değil -ama anlamak, kızkardeşinizin anlamasını sağlamak. Ona, size, annenize olan saygım -bazı olayları anlatarak kanıtlamama izin verin, sadece çok samimi bir saygıdan ötürü -sadece içtenlikle faydalı olma arzusundan ötürü-. Sanırım doğru bir şey yapıyorum -gerçi kendimi haklı olduğuma inandırıncaya kadar saatler geçti, yanılıyor olabileceğimden korkmak için hiçbir neden yok mu diye."" Durdu.","Sau lời chào đầu tiên, ông nói: - Tôi đã gặp bà Jennings trên Phố Bond; bà khuyến khích tôi đến. Tôi là người dễ được khuyến khích, vì tôi nghĩ có khả năng tôi được gặp cô một mình; và tôi rất muốn thế. Mục đích của tôi... ước muốn của tôi... ước muốn duy nhất... tôi hy vọng - tôi tin như thế - là tạo an ủi, tôi không nên nói an ủi... không phải niềm an ủi hiện giờ... mà là niềm tin, niềm tin trường cửu dành cho tâm tư của em gái cô. Niềm quý mến của tôi dành cho cô ấy, dành cho cô, dành cho mẹ cô... xin cô cho phép tôi được chứng tỏ, bằng cách kể lại vài tình huống mà do không gì khác ngoài niềm quý mến rất chân thành - không gì khác ngoài mong mỏi thiết tha được giúp ích; tôi nghĩ tôi được minh chứng, mặc dù đã trải qua nhiều giờ để tôi tự thuyết phục tôi làm đúng ở chỗ nào, có lý do nào để e sợ tôi làm sai không? Ông ngưng lại."
"""His character is now before you; expensive, dissipated, and worse than both. Knowing all this, as I have now known it many weeks, guess what I must have felt on seeing your sister as fond of him as ever, and on being assured that she was to marry him: guess what I must have felt for all your sakes. When I came to you last week and found you alone, I came determined to know the truth; though irresolute what to do when it WAS known. My behaviour must have seemed strange to you then; but now you will comprehend it. To suffer you all to be so deceived; to see your sister—but what could I do? I had no hope of interfering with success; and sometimes I thought your sister's influence might yet reclaim him. But now, after such dishonorable usage, who can tell what were his designs on her. Whatever they may have been, however, she may now, and hereafter doubtless WILL turn with gratitude towards her own condition, when she compares it with that of my poor Eliza, when she considers the wretched and hopeless situation of this poor girl, and pictures her to herself, with an affection for him so strong, still as strong as her own, and with a mind tormented by self–reproach, which must attend her through life. Surely this comparison must have its use with her. She will feel her own sufferings to be nothing. They proceed from no misconduct, and can bring no disgrace. On the contrary, every friend must be made still more her friend by them. Concern for her unhappiness, and respect for her fortitude under it, must strengthen every attachment. Use your own discretion, however, in communicating to her what I have told you. You must know best what will be its effect; but had I not seriously, and from my heart believed it might be of service, might lessen her regrets, I would not have suffered myself to trouble you with this account of my family afflictions, with a recital which may seem to have been intended to raise myself at the expense of others.""","—Ahora puede ver cómo es su carácter: derrochador, licencioso, y peor aún que eso. Sabiéndolo, como yo lo he sabido desde hace ya muchas semanas, imagínese lo que debo haber sentido al ver a su hermana tan afecta a él como siempre, y cuando se me aseguró que iba a casarse con él; imagínese lo que habré sentido pensando en todas ustedes. Cuando vine a verla la semana pasada y la encontré sola, estaba decidido a saber la verdad, aunque aún indeciso en cuanto a qué hacer cuando la supiera. Mi comportamiento debe haberle extrañado, pero ahora lo entenderá. Tener que verlas a todas ustedes engañadas en esa forma; ver a su hermana... pero, ¿qué podía hacer? No tenía esperanza alguna de intervenir con éxito; y en ocasiones pensaba que su hermana aún podía mantener suficiente influencia sobre él para recuperarlo. Pero tras un trato tan ignominioso, ¿quién sabe cuáles serían sus intenciones hacia ella? Cualesquiera hayan sido, sin embargo, puede que ahora ella se sienta agradecida de su situación, y sin duda más adelante lo estará, cuando la compare con la de mi pobre Eliza, cuando piense en la situación miserable y desesperada de esta pobre niña y se la imagine con un afecto tan fuerte por él, tan fuerte como el que ella misma le tiene, y con un espíritu atormentado por las autorrecriminaciones, que la acompañarán durante toda su vida. Con toda seguridad esta comparación le servirá de algo. Sentirá que sus propios sufrimientos no son nada. No provienen de una mala conducta y no pueden traerle desgracia. Al contrario, deberán hacer que en cada uno de sus amigos aumente la amistad hacia ella. La preocupación por su desdicha y el respeto por la entereza que subyace a ella deberán reforzar todos los afectos. Utilice, sin embargo, su propia discreción para comunicarle lo que le he contado. Usted debe saber mejor qué efecto tendrá; y si no hubiera creído muy seriamente y desde el fondo de mi corazón que pudiera serle de alguna utilidad, que pudiera aliviar sus padecimientos, no me habría permitido perturbarla con este relato de las aflicciones que ha debido sufrir mi familia, una narración con la cual podría sospecharse que intento enaltecerme a costa de los demás.","""Karakteri artık önünüzde; çıkarcı, sefih, hatta daha beter. Bütün bunları bildiğim için, ki haftalardır biliyorum, kızkardeşinizin ona ilgisini görünce ve onunla evleneceğini öğrendiğimde neler hissetmiş olabileceğimi siz tahmin edin; hepiniz adına neler hissetmiş olabileceğimi tahmin edin. Geçen hafta gelip de sizi yalnız bulduğum zaman gerçeği öğrenmeye kararlı gelmiştim, gerçi öğrendiğim zaman ne yapacağım konusunda kararsızdım. O zaman davranışım size garip görünmüş olmalı; ama şimdi anlıyorsunuz. Hepinizin böyle aldatıldığını görmek, kızkardeşinizin -ama ne yapabilirdim? Müdahale ederek başarı kazanma umudum yoktu; bazen kızkardeşinizin gücü onu yola getirebilir diye düşünüyordum. Ama şimdi, böyle bir suistimalden sonra, onunla ilgili planlarının ne olduğunu kim söyleyebilir? Onun planlan her ne idiyse, kızkardeşiniz artık kendi durumuna şükran duygusu içinde bakabilip ki şüphesiz bakacaktır, kendi durumunu benim zavallı Eliza’mla karşılaştırınca, ona en az kendisi kadar güçlü bir sevgi duymuş bu zavallı kızın hayatı boyunca içinden çıkmayacak pişmanlığın işkencesi içindeki sefil ve umutsuz halini gözünde canlandırınca. Elbette bu karşılaştırma ona faydalı olacak. Kendi ızdırabının hiçbir şey olmadığını görecek. Herhangi bir istismardan kaynaklanmadı onlar, o yüzden sonucu utanç verici olamaz. Tam tersine, onlar her arkadaşını daha da yakın arkadaşı yapacak şeyler. Onun mutsuzluğu için duyulan endişe, mutsuzluğu içindeki direnci için duyulan saygı herkesin ona olan bağlılığını güçlendirecek şeyler. Bununla beraber, size anlattıklarımı ona aktarmak konusunda karar size ait. Etkisinin ne olabileceğini en iyi siz bilirsiniz; ama işe yarayabileceğine, üzüntünüzü azaltabileceğine ciddiyetle ve içtenlikle inanmasam, başkalarını kötüleyerek kendimi yükseltmeye çalıştığım izlenimi uyandırabilecek bir hikaye anlatarak ailevi dertlerimle başınızı ağrıtmayı göze almazdım.","- Tư cách của anh giờ được đặt trước mặt cô - xa hoa, phóng đãng, và còn tệ hại hơn cả hai. Khi đã biết được tất cả - vì tôi đã biết được nhiều tuần rồi - cô thử đoán tôi đã nghĩ gì khi nhìn thấy em gái cô vẫn thân ái với anh ấy như bao giờ; và khi được tin em gái cô sẽ cưới anh ấy, thử đoán tôi đã nghĩ gì cho cô ấy. ""Tuần rồi khi tôi đến đây và thấy cô chỉ có một mình, tôi đến với chủ định tìm hiểu sự thật; tuy không rõ mình sẽ làm gì một khi đã biết sự thật đau lòng. Lúc ấy cử chỉ của tôi hẳn là kỳ lạ đối với cô, nhưng bây giờ cô đã hiểu tại sao. Làm cho hai cô đau khổ thấy bị lừa dối như thế; thấy em gái cô... nhưng tôi làm gì được? Tôi không hy vọng ngăn cản được cuộc hôn nhân, và đôi lúc tôi nghĩ ảnh hưởng của em gái cô sẽ cảm hóa được anh ta."" ""Nhưng bây giờ, sau những sự lợi dụng ô nhục như thế, ai mà nói được anh toan tính những gì với em gái cô. Tuy nhiên, bất luận các toan tính này là như thế nào, khi em gái cô so sánh hoàn cảnh của mình với hoàn cảnh của Eliza khốn khổ của tôi, khi biết qua tình trạng cùng khổ vả vô vọng của con bé đáng thương này, bây giờ em gái cô hẳn cảm thấy - sau này chắc chắn sẽ cảm thấy - là hoàn cảnh của mình còn may mắn. Em gái cô nên tưởng tượng mình là con bé kia; với tình cảm dành cho anh ta còn sâu đậm - cũng sâu đậm như chính tình cảm của em cô - với tư tưởng giằng xé vì tự trách mình, và tư tưởng này cứ vương vấn suốt đời. Chắc chắn so sánh này sẽ hữu ích cho em gái cô. Cô ấy sẽ thấy những khổ sở của mình không là gì cả. Đây chỉ là do hành vi sai lạc, chứ không làm ô nhục. Trái lại, các khổ sở này phải khiến mỗi bằng hữu của em gái cô trở thành bạn tốt hơn. Mối quan tâm tới bất hạnh của em gái cô, và lòng kính trọng cho sự chịu đựng bất hạnh này, phải cũng cố mọi quan hệ gắn bó."" ""Tuy nhiên, cô nên suy xét khi truyền đạt đến cô ấy những gì tôi đã kể cho cô nghe. Hẳn cô là người biết rõ hơn ai hết ảnh hưởng là như thế nào; nhưng nếu tôi đã không tin một cách nghiêm túc từ trong thâm tâm rằng mình có thể giúp ích, có thể xoa dịu tiếc nuối của em gái cô, thì tôi đã không chịu khổ sở để làm phiền cô vì câu chuyện đau buồn này trong gia đình tôi - có vẻ như với mục đích đề cao tôi và hạ nhục người khác."""
"Marianne had promised to be guided by her mother's opinion, and she submitted to it therefore without opposition, though it proved perfectly different from what she wished and expected, though she felt it to be entirely wrong, formed on mistaken grounds, and that by requiring her longer continuance in London it deprived her of the only possible alleviation of her wretchedness, the personal sympathy of her mother, and doomed her to such society and such scenes as must prevent her ever knowing a moment's rest.","Marianne había prometido dejarse guiar por la opinión de su madre y se sometió entonces a ella sin objeciones, a pesar de ser por completo diferente a lo que ella deseaba o esperaba y aunque la creía un perfecto error basado en razones equivocadas; un error que, además, al demandar de ella la permanencia en Londres, la privaba del único alivio posible a su miseria —la íntima compasión de su madre— y la condenaba a una compañía y a situaciones que le impedirían conocer ni un solo momento de paz.","Marianne annesinin görüşleri doğrultusunda hareket edeceğine söz vermişti; dilediğinden ve umduğundan çok farklı olsalar da, hatalı varsayımlara dayalı ve tümden yanlış olduklarını, Londra’da daha uzun süre kalmasını istemenin onu üzüntüsünü azaltacak tek imkandan, yani annesinin şefkatinden yoksun biraktığını ve bir an nefes almasına izin vermeyen topluluklara ve ortamlara mahkum ettiğini düşünse de bu görüşlere itirazsız boyun eğdi.","Marianne hứa sẽ nghe theo lời khuyên của bà mẹ, vì thế cô ngoan ngoãn vâng lời; dù lời khuyên có khác với những gì cô đã mong ước và trông chờ; dù cô cảm thấy lời khuyên hoàn toàn sai lạc, dựa trên luận cứ nhầm lẫn. Cô cũng nghĩ khi bà mẹ buộc cô kéo dài chuyến đi London, nỗi khổ của cô không thể được xoa dịu: cô không được gần gũi sự cảm thông của bà mẹ, và không thể nghỉ ngơi vì phải giao tiếp."
"Elinor lost no time in bringing her business forward, was on the point of concluding it, when another gentleman presented himself at her side. She turned her eyes towards his face, and found him with some surprise to be her brother.","Sin pérdida de tiempo, Elinor expuso sus asuntos y estaba a punto de concluirlos cuando otro caballero se colocó a su lado. Se volvió a mirarlo, y con algo de sorpresa se encontró con que era su hermano.","Elinor işini konuşmak için zaman kaybetmedi ve tam anlatıp bitiriyordu ki yanında bir başka beyefendi belirdi. Elinor gözlerini yüzüne doğru çevirdi ve biraz şaşırarak, ağabeyi olduğunu gördü.","Elinor không muốn để mất thời giờ, nhưng khi chưa kịp bắt đầu với cửa hàng thì có một người đàn ông khác bước đến bên cô. Cô quay sang nhìn và ngạc nhiên nhận ra đấy chính là ông anh cùng cha khác mẹ của mình."
"""I am extremely glad to hear it, upon my word; extremely glad indeed. But so it ought to be; they are people of large fortune, they are related to you, and every civility and accommodation that can serve to make your situation pleasant might be reasonably expected. And so you are most comfortably settled in your little cottage and want for nothing! Edward brought us a most charming account of the place: the most complete thing of its kind, he said, that ever was, and you all seemed to enjoy it beyond any thing. It was a great satisfaction to us to hear it, I assure you.""","—Créanme que me alegra muchísimo escucharlo; en verdad, muchísimo. Pero era de esperar: son gente de gran fortuna, están emparentados con ustedes, y era natural que les ofrecieran todas las muestras de cortesía y las comodidades necesarias para hacerles grata la situación. Entonces, están confortablemente instaladas en su casita de campo y no les falta nada. Edward nos describió el lugar como algo encantador; lo más completo en su tipo que podía existir, dijo, y que todas ustedes parecían disfrutarlo mucho. Para nosotros fue una gran alegría saberlo, les aseguro.","""Bunu duyduğuma çok sevindim, inanın; çok sevindim cidden. Ama öyle de olmalı zaten; çünkü çok zengin insanlap size akrabalar ve durumunuzu hoşlaştırabilecek her kibarlık ve konfor onlardan haliyle beklenebilir. Demek rahat rahat yerleştiniz küçük kulübenize ve bir eksiğiniz yok! Edward bize o yerin pek hoş bir tarifini yaptı; türünün gelmiş geçmiş en eksiksiz örneği dedi; sizler de orayı çok seviyor gibiymişsiniz. Bunları duymak bizi çok memnun etti, emin olun.","- Anh rất mừng được nghe nói thế, thật đấy, thật là mừng. Nhưng mà phải như thế: họ là những người có gia thế, họ có quan hệ gia tộc với các em, mọi phép lịch sự và chăm sóc để giúp gia đình hai em được dễ chịu cũng là điều đương nhiên. Và thế là hai em được ổn định thoải mái nhất trong một ngôi nhà nghỉ mát và không thiếu thứ gì! Edward đã kể cho anh chị nghe về khung cảnh thần tiên: anh ấy nói ngôi nhà được vẹn toàn chưa từng thấy, và tất cả các em đều rất thích nơi ổn định mới. Anh chị rất hài lòng được nghe thế, hai em tin đi."
"""Two thousand a–year;"" and then working himself up to a pitch of enthusiastic generosity, he added, ""Elinor, I wish with all my heart it were TWICE as much, for your sake.""","—Y luego, esforzándose por alcanzar un tono de entusiasta generosidad, agregó—: Elinor, por ti, desearía con todo el corazón que fuera el doble.","""Yılda iki bin;"" sonra kendini hevesli bir cömertlik havasına zorlayarak ekledi, ""Elinor, senin hatırın için bütün kalbimle dilerdim ki, keşke geliri bunun iki katı olsaydı.","Và rồi tự tác động để đạt mức hào phóng nồng nhiệt, anh tiếp: - Elinor, anh ước bằng cả tâm tư nó phải là gấp đôi, để xứng với em."
"""It would be something remarkable, now,"" he continued, ""something droll, if Fanny should have a brother and I a sister settling at the same time. And yet it is not very unlikely.""","—Ahora, sería extraordinario —continuó—, algo muy gracioso, si Fanny pudiera ver a un hermano y yo a una hermana llegando a una situación estable en sus vidas al mismo tiempo. Y no es muy improbable.","""Fanny’nin kardeşiyle benim kızkardeşim aynı zamanda evleniyor olsunlar;"" diye devam etti, ""gayet hoş bir şey olur, komik bir şey hatta. Ama hiç de imkansız değil.","Anh tiếp: - Bây giờ, có chuyện khá quan trọng, chuyện buồn cười nếu Fanny có một người anh và một cô em ổn định cuộc đời cùng một lúc. Và tuy thế, chuyện này rất có thể xảy ra."
"Had both the children been there, the affair might have been determined too easily by measuring them at once; but as Harry only was present, it was all conjectural assertion on both sides; and every body had a right to be equally positive in their opinion, and to repeat it over and over again as often as they liked.","Si los dos niños hubieran estado allí, se podría haber zanjado fácilmente el asunto midiéndolos de una vez; pero como sólo estaba presente Harry, todo fue conjeturas por ambas partes, y cada cual tenía derecho a ser igualmente terminante en su opinión y a repetirla una y otra vez todas las veces que quisiera.",Her iki çocuk da orada olsalardı mesele ikisinin de boyları ölçülerek kolayca çözülebilirdi; ama sadece Harry orada olduğu için her iki taraf da sadece tahminde bulunabildi; üstelik herkesin kendi görüşünde eşit ölçüde ısrarlı olmaya ve görüşünü dilediği kadar tekrar etmeye hakkı vardı.,"Nếu có hai đứa trẻ ở đó, có thể xác định vấn đề quá dễ dàng bằng cách lập tức đo chiều cao bọn chúng. Nhưng vì chỉ có Harry hiện diện, hai bên chỉ biết ức đoán, và mỗi người đều có quyền cả quyết ngang nhau trong ý kiến của họ, lặp đi lặp lại mỗi khi họ thích."
"In a few minutes, however, Marianne was recovered enough to put an end to the bustle, and sit down among the rest; though her spirits retained the impression of what had passed, the whole evening.","En pocos minutos, sin embargo, Marianne se recuperó lo suficiente para poner fin a todo el alboroto y volver a sentarse con los demás, aunque en su ánimo quedó grabada durante toda la tarde la impresión de lo ocurrido.",Yine de birkaç dakika içinde Marianne telaşa son verecek kadar iyileşti ve diğerleriyle bir arada oturdu; ama ruhu olup bitenlerin izini bütün akşam boyu taşıdı.,"Tuy nhiên, trong ít phút, Marianne đã hồi phục đủ để chấm dứt mọi xôn xao, cùng với những người khác ngồi xuống; tuy tinh thần của cô vẫn còn mang ấn tượng của những gì đã xảy ra cả buổi tối."
"""I am sure I should have seen it in a moment, if Mrs. Ferrars had took a dislike to me. If she had only made me a formal courtesy, for instance, without saying a word, and never after had took any notice of me, and never looked at me in a pleasant way—you know what I mean—if I had been treated in that forbidding sort of way, I should have gave it all up in despair. I could not have stood it. For where she DOES dislike, I know it is most violent.""","—Estoy segura de que me habría dado cuenta de inmediato si le hubiera desagradado a la señora Ferrars. Si únicamente me hubiera hecho una inclinación de cabeza muy formal, sin decir una palabra, y después hubiera actuado como si yo no existiera, sin siquiera mirarme con alguna complacencia... usted sabe a qué me refiero..., si me hubiera dado ese trato intimidante, habría renunciado a todo llena de desesperación. No lo habría soportado. Porque cuando a ella le disgusta algo, sé que lo demuestra con la mayor rudeza.","""Mrs Ferrars benden hoşlanmasa bunu o an farkederdim eminim. Bana sadece resmi bir selam vermiş olsa, mesela tek kelime etmeden, sonra da bana hiç bakmamış olsa, hatta bana hoş bir şekilde bakmamış olsa -yani biliyorsunuz işte, o tür soğuk bir şekilde davranmış olsa bana, umutsuzluk içinde herşeyden vazgeçerdim. Buna dayanamazdım. Çünkü biliyorum, hoşlanmadığı zaman fırtınalar estirir.","- Tôi tin chắc nếu bà Ferrars có ác cảm với tôi thì tôi sẽ thấy ngay. Ví dụ như bà chỉ cần có một cử chỉ nghiêm trang mà không nói một lời, không bao giờ để ý đến tôi, không bao giờ nhìn tôi qua cách dễ chịu - cô biết tôi có ý gì, - nếu tôi bị đối xử theo cách ngăn cấm như thế, tôi sẽ buông xuôi tất cả trong vô vọng. Tôi sẽ không thể chịu được. Vì một khi bà thật sự có ác cảm, tôi biết cái ác cảm này sẽ dữ dội nhất."
"The nature of her commendation, in the present case, however, happened to be particularly ill–suited to the feelings of two thirds of her auditors, and was so very unexhilarating to Edward, that he very soon got up to go away.","El contenido de sus elogios en el caso actual, sin embargo, resultaba particularmente inadecuado a los sentimientos de dos tercios de su auditorio, y para Edward fue tan poco alentador que muy luego se levantó para marcharse.","Ne var ki o an övgülerinin doğası dinleyicilerinin üçte ikisinin duygularına gayet uygunsuz düşüverdi, hatta Edward’in öyle canını sıktı ki, az sonra gitmek üzere kalktı.","Tuy nhiên, trong trường hợp hiện tại, cách thức khen ngợi của cô đặc biệt không phù hợp với cảm nghĩ của hai phần ba thính giả của cô và không mấy khôi hài đối với Edward, đến nỗi chẳng bao lâu anh đứng dậy để giã từ."
"Marianne had now been brought by degrees, so much into the habit of going out every day, that it was become a matter of indifference to her, whether she went or not: and she prepared quietly and mechanically for every evening's engagement, though without expecting the smallest amusement from any, and very often without knowing, till the last moment, where it was to take her.","Marianne, entretanto, se vio llevada de manera tan paulatina a aceptar salir todos los días, que había llegado a serle indiferente ir a algún lugar o no hacerlo; se preparaba callada y mecánicamente para cada uno de los compromisos vespertinos, aunque sin esperar de ellos diversión alguna, y muy a menudo sin saber hasta el último momento adónde la llevarían.","Marianne artık yavaş yavaş her gün dışarı çıkmaya o kadar alışıyordu ki çıksın mı, çıkmasın mı, onun için sorun olmamaya başlıyordu: her akşam programı için sakince ve ilgisizce hazırlanıyordu, hiçbir toplantıdan en ufak bir neşe beklemeden, sık sık son ana kadar nerede ne toplantısı olduğunu bilmeden.","Lúc này Marianne đã có thói quen đi ra ngoài mỗi ngày, nên cô trở nên dửng dưng với vấn đề đi hay không. Cô chuẩn bị một cách bình tĩnh và máy móc cho buổi tối giao tiếp, dù không hề trông mong bất kỳ thú vui nhỏ nhặt nào, và rất thường khi, cho đến phút chót, không màng biết sẽ đi đâu."
"Elinor set him right as to its situation; and it seemed rather surprising to him that anybody could live in Devonshire, without living near Dawlish. He bestowed his hearty approbation however on their species of house.","Elinor lo corrigió en cuanto a la ubicación, y a él pareció sorprenderle que alguien pudiera vivir en Devonshire sin vivir cerca de Dawlish. Le otorgó, sin embargo, su más entusiasta aprobación al tipo de casa de que se trataba.",Elinor yer konusunda düzeltme yaptı; Robert insanın Dawlish yakınında yaşıyor olmadan Devonshire’de yaşayabiliyor olmasına şaşırmış gibiydi. Yine de onlarmki gibi evlere yürekten övgülerini bahşetti.,"Elinor sửa sai anh ta về địa cư, và anh có vẻ khá ngạc nhiên khi biết người ta có thể ở tại Devonshire mà không sống gần Dawlish. Tuy nhiên, anh ta ban tặng lời tán thành nồng nhiệt về những đặc điểm của loại nhà cô đang cư ngụ. Anh nói:"
"Her husband, but with great humility, did not see the force of her objection. ""They had already spent a week in this manner in Conduit Street, and Lady Middleton could not be displeased at their giving the same number of days to such near relations.""","Su esposo, aunque con gran humildad, no veía que sus objeciones fueran convincentes. —Ya ha pasado una semana de esta forma en Conduit Street, y a lady Middleton no le disgustaría que ellas les dieran la misma cantidad de días a parientes tan cercanos.","Kocası bütün munisliğine rağmen itirazının gücünü görmedi. ""Zaten bu şekilde Conduit street’te bir hafta geçirdiler; Lady Middleton böyle yakın akrabalarına aynı sayıda gün ayırmalarına kızmaz.","Nhưng qua suy nghĩ kém cỏi, anh chồng không nhận ra cô có ý phản đối: - Hai cô đã đến làm khách ở Phố Conduit theo cách thức như thế cả tuần nay rồi, và Phu nhân Middleton sẽ không phiền hà mà cho họ số ngày bằng nhau để đến với họ hàng thân thiết như thế này."
