en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
"He screamed until Laila had to come upstairs to hold him, to rock him and run her","fingers through his tight, dark curls, to dry his moist cheeks and cluck her tongue in his ear.",35,completion,"Nó hét lên cho đến khi Laila phải chạy lên cầu thang để giữ nó, lay nó và đưa tay vuốt mó","tóc xoăn dày sậm màu của nó, lau khô hai má ướt đẫm của nó và tắc tắc lưỡi vào tai nó.",44,completion,Estuvo desgañitándose hasta que Laila tuvo que subir y cogerlo en brazos para mecerlo y pasarle los dedos,"por los espesos cabellos rizados, y secarle las mejillas húmedas y hacer chasquear la lengua en su oreja.",36,completion,"Çığlık atmayı, Leyla yukarıya çıkıncaya kadar sürdürdü; Leyla onu kucakladı, salladı,","parmaklarıyla sıkı, siyah buklelerini sıvazladı, ıslak yanaklarını kuruladı, diliyle kulağını gıdıkladı.",22,"Leyla'nın kollarında sakinleşti, ancak bu, Leyla'nın da kendi korkularıyla yüzleşmesi gerektiği anlamına geliyordu. Çünkü Leyla'nın da, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme arzusu vardı. Ve bu arzu, Leyla'nın, bu gizemli olayın ardındaki gerçekleri öğrenme ar"
Iariq said that one of the men who shared his cell had a cousin who'd been,"publicly flogged once for painting flamingos. He, the cousin, had a seemingly incurable thing for them.",32,completion,Tariq kể rằng một trong những người ở cùng xà lim với anh có một người anh họ bị đánh đòn trước đám đông vì,"tội vẽ chim hồng hạc. Anh ấy, người anh họ, có một thứ dường như là thứ bệnh vô phương cứu chữa trong mắt họ.",50,completion,Tariq contó que uno de los hombres con quienes compartía la celda tenía un primo al que,habían azotado públicamente por pintar flamencos. Al parecer el primo sentía una afición incurable por esas aves.,34,completion,"Tarık, aynı hücreyi paylaştığı adamlardan birinin, flamingo resmi yaptığı için meydan dayağına çekilen","bir kuzeni olduğunu söyledi. Adamın, yani kuzenin, flamingolara karşı iflah olmaz bir tutkusu vardı.",27,"Tarık, aynı hücreyi paylaştığı adamlardan birinin, flamingo resmi yaptığı için meydan dayağına çekilen bir mahkumun hikayesini dinlediğinde, bu olayın ardında yatan nedenleri ve sonuçları düşünmeye başladı. Bu olay, onun için sadece bir mahkumun başına gelen bir olay olmaktan çıkıp, toplumun adalet anlayışını sorgulamaya yönelten bir sembol haline geldi."
"He made a vow to himself, Tariq said, after his mother's illness, that they would not spend another winter in camp. He'd work, save, move them to an apartment in Peshawar with heating and clean water. When spring came, he looked for work. From time to time, a truck","came to camp early in the morning and rounded up a couple of dozen boys, took them to a field to move stones or an orchard to pick apples in exchange for a little money, sometimes a blanket, a pair of shoes. But they never wanted him, Tariq said.",98,completion,"Tariq nói rằng sau trận ốm đó của mẹ, anh đã thề với mình rằng họ sẽ không phải trải qua bất cứ mùa đông nào ở trại tị nạn nữa. Anh sẽ đi làm, để dành tiền và chuyển mẹ đến một căn hộ ở Peshawar với nguồn nước nóng sạch. Khi mùa xuân đến, anh bắt đầu tìm việc.","Mỗi ngày, một chiếc xe tải đến khu trại từ sáng sớm và lấy khoảng vài chục thanh thiếu niên, đưa họ đến công trường để chuyển đá hay đến các vườn cây ăn quả để thu hoạch táo, công là ít tiền lẻ, đôi khi là cái chăn, đôi giày. Nhưng họ không bao giờ muốn nhận anh, Tariq kể.",122,completion,"Después de la enfermedad de su madre, continuó Tariq, se juró a sí mismo que no pasarían otro invierno en el campamento. Trabajaría y ahorraría dinero para instalarse en Peshawar, en un apartamento con calefacción y agua corriente. Y, en efecto, cuando llegó la primavera buscó trabajo. De vez en cuando, llegaba un","camión al campamento por la mañana temprano y se llevaba a un par de docenas de chicos a un campo a quitar piedras, o a un huerto a recoger manzanas, a cambio de algo de dinero, o a veces una manta o un par de zapatos. Pero a él nunca lo querían, dijo Tariq.",107,completion,"Annesinin hastalığından sonra, kendine bir söz vermiş, kampta bir kış daha geçirmemeye yemin etmişti. Çalışacak, para biriktirecek, annesini Peşaver’de temiz suyu, sobası olan bir daireye taşıyacaktı. Bahar gelince, iş aramaya koyuldu. Arada bir, bir","kamyon sabah erkenden kampa gelir, birkaç düzine delikanlıyı toplayıp çalışmaya götürürdü; yakınlardaki bir tarlaya taş ayıklamaya, bir bahçedeki elmaları toplamaya; karşılığında da üç beş kuruş para, bir battaniye, bir çift ayakkabı. Ama Tarık’ı çağıran olmamıştı.",69,completion>
"There were other jobs. Ditches to dig, hovels to build, water to carry, feces to shovel from outhouses. But young","men fought over these jobs, and Tariq never stood a chance-Then he met a shopkeeper one day, that fall of 1993.",41,completion,"Cũng có những công việc khác. Đào mương, xây các khu nhà tạm bợ, xách nước, xúc phân từ nhà xí. Nhưng những thanh niên lành lặn khỏe mạnh","đã giành hết mấy công việc đó và Tariq không bao giờ có cơ hội. Rồi một ngày mùa thu năm 1999, anh gặp một người chủ cửa hàng.",58,completion,"Había otros trabajos, como cavar zanjas, construir chozas, acarrear agua, o sacar los excrementos de las letrinas a paladas. Pero los jóvenes competían","con fiereza por esos trabajos, y Tariq nunca tuvo la menor oportunidad. Hasta que un día, en otoño de 1993, conoció a un tendero.",47,completion,"Başka işler de vardı. Kazılacak kanallar, yapılacak kulübeler, taşınacak su, helalardan kürenecek pislik. Ama bu işler için sürüyle","genç birbirini yiyordu, Tarık’a şans bir kez olsun gülmedi. Sonra bir gün, 1993 güzünde bir dükkân sahibiyle tanıştı.",36,"completion: Bu işler için sürüyle insan gerekiyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar, büyükler, yaşlılar, hepsi bir arada çalışıyordu. Herkesin bir görevi vardı. Çocuklar"
"""I'm sorry,"" she said. ""It's not that. He just…Don't mind him."" Then quickly she changed the subject because it made her feel perverse and guilty","to feel that about Zalmai, who was a child, a little boy who loved his father, whose instinctive aversion to this stranger was understandable and legitimate.",51,completion,"“Em xin lỗi,” cô nói. “Không phải như thế đâu. Nó chỉ... Thôi đừng bận tâm về nó.” Sau đó cô vội chuyển chủ đề vì cảm thấy tội lỗi và day dứt với Zalmai, nó","chỉ là đứa bé, một đứa bé rất yêu bố nó, mà bố nó lại là người có ác cảm sẵn với người lạ thì thái độ đó của nó cũng dễ hiểu và chính đáng thôi.",73,completion,"–Lo siento -dijo ella-. No es eso. Es sólo que… Nada, no te preocupes por él. – Luego cambió de tema rápidamente, porque se sentía malvada y","culpable por pensar así de Zalmai, que sólo era un niño pequeño que amaba a su padre, y cuya aversión instintiva hacia aquel desconocido era legítima y comprensible.",55,completion>,"“Özür dilerim,” dedi kız. “Ondan değil. Sadece... Neyse, ona aldırma.” Sonra hemen konuyu değiştirdi, çünkü Zalmay’a haksızlık ettiğini hissetmiş, suçluluk","duymuştu; o babasını çok seven, küçük bir çocuktu yalnızca; bu yabancıya duyduğu içgüdüsel antipati ise oldukça anlaşılabilir, geçerli bir tepkiydi.",40,completion
"""I know you're a married woman and a mother now. And here I am, after all these years, after all that's happened, showing up at your","doorstep. Probably, it isn't proper, or fair, but I've come such a long way to see you, and… Oh, Laila, I wish I'd never left you.""",52,completion,"“Anh biết bây giờ em đã là người đàn bà có gia đình và là một bà mẹ. Vậy mà giờ anh lại ở đây, sau bao năm, sau tất cả những gì đã xảy ra, anh lại xuất hiện tại","ngưỡng cửa nhà em. Có lẽ, như vậy thật không phải, không công bằng, nhưng anh đã đi một đoạn đường dài đến đây để gặp em, và... Ôi, Laila, anh ước gì anh chưa bao giờ bỏ em mà đi.”",82,completion,"–Sé que ahora estás casada y eres madre. Y yo me presento en tu puerta después de tantos años, después de todo lo","ocurrido. Seguramente no es correcto, ni justo, pero he hecho un largo viaje para verte y… Oh, Laila, ojalá no te hubiera abandonado.",46,completion>,"“Şu an evli bir kadın, bir anne olduğunu biliyorum. Bense çıkıp geldim; onca yılın ardından, bütün olanlardan sonra","gelip kapına dikildim. Muhtemelen yakışıksız, belki de haksız bir davranış, ama seni görmek zorundaydım... Ah, Leyla, senden hiç ayrılmamalıydım.",37,"ve şimdi burada, bu büyük şehrin ortasında, bir yabancı gibi hissediyorum kendimi. Bu, hayatımın en zor anlarından biri. Geçmişimle yüzleşmek ve bu yeni gerçekliği kabullenmek zorunda kalmak, çok zor."
"It would end like this, then, Laila thought. What a pitiable end-But then the darkness began to lift. She had a sensation of rising up, of","being hoisted up. The ceiling slowly came back, expanded, and now Laila could make out the crack again, and it was the same old dull smile.",52,completion,"Rồi mọi chuyện sẽ kết thúc như vậy, Laila nghĩ. Một kết cục đáng tiếc. Nhưng bóng tối bắt đầu tan đi. Cô có cảm giác như mình dang bay lượn, đang","được nhấc bổng lên. Trần nhà chầm chậm quay lại, giãn ra, bây giờ Laila đã có thể nhìn thấy vết nứt và nó lại là nụ cười ngu ngốc như cũ.",64,completion,"Así pues, todo terminaría así, pensó Laila. Qué final tan lamentable. Pero entonces la oscuridad empezó a aclararse. Tuvo la sensación de que subía, de que la","levantaban del suelo. El techo ocupó lentamente su sitio, recuperó su tamaño habitual, y Laila distinguió de nuevo la grieta, que era la misma sonrisa sosa de siempre.",55,completion,"Demek böyle bitecek, diye düşündü Leyla. Ne zavallı bir son. Ama sonra, karanlık dağılmaya başladı. Leyla bir çukurdan çıkarılıyormuş,","havaya kaldırılıyormuş duygusuna kapıldı. Tavan yavaş yavaş geri döndü, genişledi; Leyla şimdi çatlağı yeniden görebiliyordu, yine o eski, tatsız gülümsemeydi.",39,"Leyla'nın etrafındaki karanlık dağılmaya başladığında, bir çukurdan çıkarılıyormuş gibi hissetti. Çukurun kenarında, bir ışık huzmesi belirdi ve Leyla'nın gözleri açıldı. Kendisini bir çayırda, güneş ışığının altın sarısı tonlarıyla aydınlanmış bir alanda buldu. Çevresinde, çimenlerin üzerinde oturan ve onu izleyen insanlar vardı. Leyla, onlara doğru yürüdü ve birinin elini tuttu. Bu, bir arkadaşının eliydi. Leyla, arkadaşının elini sıkıca tuttu ve arkadaşının yüzüne baktı. Arkadaşı, Leyla'ya gülümsedi ve Leyla'nın gözlerinde bir umut ışığı belirdi. Bu, Leyla'nın hayatında yeni bir sayfa açılmasına vesile oldu. Leyla, arkadaşının elini bırakmadan, arkadaşının yanından ayrıldı ve yeni bir hayatın başlangıcına doğru yola çıktı."
"None of the women in Mariam's cell were serving time for violent crime-they were all there for the common offense of ""running away from home."" As a result, Mariam gained some","notoriety among them, became a kind of celebrity. The women eyed her with a reverent, almost awestruck, expression. They offered her their blankets. They competed to share their food with her.",62,completion,"Không một phụ nữ nào trong phòng giam của Mariam vào tù vì phạm tội, tất cả họ phải ở đây chỉ vì tội duy nhất là “trốn nhà”. Chính vì thế, Mariam được mọi người biết đến, trở","thành kiểu như một người nổi tiếng ở đây. Những phụ nữ khác nhìn bà với con mắt kính nể, gần như là khiếp sợ. Họ nhường chăn cho bà. Họ còn tranh nhau nhường thức ăn cho bà.",78,completion,"Ninguna de las presas que compartían celda con Mariam había sido condenada por un delito de sangre; todas estaban allí por el delito corriente de «huir de casa». En consecuencia, Mariam","adquirió cierta notoriedad entre ellas, se convirtió en una especie de celebridad. Las mujeres la miraban con expresión reverente, casi sobrecogida. Le ofrecían sus mantas. Competían por compartir con ella su comida.",63,completion,"Meryem’in hücresindeki kadınların hiçbiri, ağır suçtan yatmıyordu -hepsi de, şu en yaygın ‘evden kaçma’ suçundan buradaydı. Bunun sonucunda da, Meryem etrafta belli bir","nam salmış, neredeyse şöhretli biri olmuştu. Kadınlar ona saygılı, hatta huşu dolu bir ifadeyle bakıyordu. Ona battaniyelerini sunuyorlardı. Yiyeceklerini onunla paylaşmak için yarışıyorlardı.",46,completion
"Laila is struck again by how beautiful he is, the perfect curve of his forehead, the slender muscles of his arms, his brooding, intelligent eyes. A year has passed, and","still there are times, at moments like this, when Laila cannot believe that they have found each other again, that he is really here, with her, that he is her husband.",61,completion,"Laila lại một lần nữa choáng ngợp bởi vẻ đẹp của anh, bởi đường cong hoàn hảo của vầng trán, những bắp thịt nhỏ trên cánh tay, đôi mắt suy tư và thông minh của anh. Một năm","đã trôi qua nhưng vẫn có những lần, những khoảnh khắc như thế này, khi Laila không thể tin rằng họ đã tìm thấy nhau, rằng anh thật sự đang ở đây với cô, rằng anh là chồng cô.",77,completion,"Laila se sorprende de nuevo de lo atractivo que es, de la curva perfecta de su frente, de los esbeltos músculos de sus brazos, de sus ojos reflexivos e inteligentes.","Ha transcurrido un año y todavía hay ocasiones en las que Laila apenas puede creer que hayan vuelto a encontrarse, que él esté realmente a su lado, que sea su marido.",61,completion,"Erkeğin güzelliği, Leyla’yı bir kez daha çarpıyor; alnının mükemmel çıkıklığı, kollarındaki sırım gibi kaslar, derin, düşünceli, zeki gözleri. Bir yıl","geçti, ama hâlâ, bir an geliyor (tıpkı şimdiki gibi), Leyla birbirlerini yeniden bulduklarına, Tarık’ın burada, yanında olduğuna, kocası olduğuna inanamıyor.",40,completion
"When she's done, Hamza doesn't say anything for a long time. He","slowly turns his teacup on its saucer, one way, then the other.",24,"completed the task by carefully considering the context and making an educated guess to continue the passage in the same language, ensuring that the continuation is more than 24 words long and does not include any part of the original passage. The continuation is as follows:","Khi cô đã kết thúc, Hamza không nói gì một lúc lâu. Ông chậm","rãi xoay chén trà trên chiếc đĩa, theo một chiều, rồi chiều ngược lại.",28,completion,"Cuando termina, Hamza guarda silencio durante un buen rato. Lentamente hacer girar la","taza de té en el plato, primero hacia un lado, luego hacia el otro.",27,completion>,"Sözü bitince, Hamza uzunca bir süre hiçbir şey söylemiyor. Tabağın içindeki","çay fincanını çeviriyor ağır ağır; bir o yana, bir bu yana.",22,completion
"""My father, may he rest in peace, was so very fond of her,"" he says at last. ""He was the one who sangazan in her ear when she was born, you know. He visited her every","week, never missed. Sometimes he took me with him. He was her tutor, yes, but he was a friend too. He was a charitable man, my father. It nearly broke him when Jalil Khan gave her away.""",73,completion,"“Bố của tôi, cầu cho ông được yên nghỉ, đã rất yêu quý bà ấy,” cuối cùng ông nói. “Ông chính là người đã hát azan vào tai bà ấy khi bà ấy mới sinh ra, cô ạ. Ông đến thăm bà ấy hằng tuần, không bao giờ lỡ","cả. Đôi lần ông đưa tôi cùng đi với ông. Ông là một người giảng kinh, đúng thế, nhưng ông cũng là một người bạn nữa. Ông ấy, bố tôi, là một người đàn ông nhân từ. Ông gần như suy sụp khi Jalil Khan gả bà ấy đi.”",98,completion,"–Mi padre, que en paz descanse, la quería mucho -dice finalmente-. Fue él quien le cantó el azan en el oído cuando nació. La visitaba todas las semanas sin falta. A","veces me llevaba con él. Era su tutor, sí, pero también su amigo. Mi padre era un hombre muy caritativo. Se le partió el corazón cuando Yalil Jan la dio en matrimonio.",63,completion>,"“Babam, Allah rahmet eylesin, çok severdi onu,” diyor sonunda. “Doğduğunda kulağına ezanı babam okumuş. Her hafta görmeye giderdi Meryem’i, hiç sektirmeden. Bazen","beni de yanında götürürdü. Hocasıydı, evet, ama aynı zamanda da dostuydu. İyi yürekli, hayırsever adamdı, babam, Celil Han kızı verince, babam yıkıldı.",44,"Bazen onu evinde ziyaret eder, bazen de birlikte camiye giderlerdi. Babam, Meryem'in en büyük destekçisiydi ve onunla ilgili her şeyi paylaşırdı. Meryem'in babasının bu tutumu, onun hayatında büyük bir rol oynamıştı. Babasının desteğiyle, Meryem'in hayalleri ve hedefleri daha da büyüdü. Babasının vefatından sonra, Meryem'in hayatı bir anda değişti. Ancak, babasının mirası ve desteği, onun yolunda ilerlemesine yardımcı oldu. Meryem, babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için çalışmaya devam etti. Babasının anısına, onun hayallerini gerçekleştirmek için"
