Single_ent,en_masked,en_masked_shuffled
['emma'],"If this had been her childhood, [MASK] never got to be a kid. She didn’t even get to be a carefree adult. And I didn’t know how to help or what to even tell her. How would I feel if my mom were like this? How do you not care if someone you love is having a complete mental breakdown?","mom a help do my were How even you if is someone How to not kid. And like care breakdown? complete tell had never her. childhood, this? even if got She or know what didn’t be feel a [MASK] didn’t a how get be would I having If this you adult. love to her carefree to I to mental been"
['emma'],"But for [MASK], I would make time. It wasn’t even a question. I would fit her into the complicated web that was my life. Because when you’re in love, you do hard things.","hard I But my her would you web for would into fit was It Because the life. make you’re love, that time. a do [MASK], in wasn’t question. things. even complicated when I"
['maddy'],It’s funny because I realized [MASK] was right. Mom would forget it was my birthday. The only call I’d get this morning would be one where she needed something.,was funny I’d because only realized call The Mom morning one birthday. she would was needed something. right. be where I my get it forget [MASK] would this It’s
['amber'],"All I ever did was wait for [MASK]. Sitting around hoping she’d come home or the phone would ring. But the calls were never good. They hardly ever brought me any sort of happiness—in fact, they usually did the opposite.","They All ever good. ever fact, they the were was ring. calls hoping wait me usually sort any home brought did But [MASK]. hardly come Sitting the I she’d for did happiness—in or around the of never opposite. phone would"
['sarah'],"I came downstairs still in my pajamas, following the smell of bacon, glad I was actually in the right headspace to eat with everyone. When the stair creaked as I made my way to the kitchen, [MASK] poked her head out the door and saw me coming. “She’s here!” She darted back the way she came.","made bacon, darted She pajamas, headspace and the way the door downstairs my [MASK] in here!” to in of head creaked out kitchen, my glad as me the everyone. coming. back the eat poked still came I to the actually she following saw way When her with came. right I I smell the “She’s stair was"
['alex'],"[MASK] grabbed a pancake and rolled it like a burrito and took a bite. “I gotta go to school,” he said, chewing with his mouth open. “Happy birthday.”","said, a school,” with gotta open. “I and took rolled “Happy to and go it birthday.” he a burrito bite. his grabbed [MASK] pancake chewing like a mouth"
['amber'],"I shook my head. “I don’t have any family. [MASK]’s an only child and my grandparents died young. She didn’t have cousins, no aunts and uncles, nothing.”","any an young. have and and I only grandparents nothing.” shook don’t family. didn’t my have She head. [MASK]’s aunts no died my “I uncles, child cousins,"
['amber'],"I was about to ask for a bathroom when a man burst through the front door. He stopped in the foyer and stared at me. “Holy fucking shit…” He put his hands on his head. “Holy shi—She looks just like her. It’s like [MASK], twenty years ago.”","ask shit…” “Holy [MASK], the for like He her. at It’s put stared burst was “Holy in his front years a looks fucking me. twenty a when about bathroom his on door. ago.” the and stopped hands just man foyer shi—She like through to I head. He"
['amber'],"There was a picture of [MASK] at the base of the staircase. I’d never seen a photo of her as a kid. I only knew it was her because she looked like me. She’d been twelve, maybe thirteen. She was sitting on the back of an old pickup truck with a bunch of other kids at a drive-in. She was smiling the way she did when she was okay.","an base thirteen. seen way There the of back looked a like of on did was truck when the photo a she was because drive-in. maybe at kids a okay. kid. at she her old her bunch of pickup as me. was She’d was I twelve, She I’d only picture smiling with never staircase. [MASK] a other of the it was sitting been she the She a knew of"
['maddy'],"She didn’t turn around. “You had a good family. [MASK]’s parents wanted to adopt you, but you didn’t want it—”","parents didn’t family. but wanted [MASK]’s turn to it—” had good want “You a She around. you, didn’t adopt you"
['emma'],"It was the death of the last innocent, naive version of myself. That [MASK] no longer existed. I was snuffed out like one of her candles.","version naive her of last no I innocent, out was snuffed of myself. longer of the like death [MASK] existed. candles. was the It That one"
['amber'],"“No.” She shook her head. “No, she’s strong but not with this. [MASK] does something to her. She always has, she’s like her kryptonite.” She chewed on her lip. “God, I fucking hate her so much.”","lip. her her not does strong she’s kryptonite.” She “No.” with her. “God, something so [MASK] She fucking but She she’s her much.” I her on this. chewed always to has, head. like “No, shook hate"
['emma'],"I panted for a few moments, catching my breath before I pulled out my phone and called [MASK]. It went straight to voicemail. “Hey, where are you? Why’d you leave? Call me.”","voicemail. breath “Hey, before my [MASK]. pulled Call I where I me.” to It a out straight are panted phone few you? my leave? you moments, called went Why’d catching and for"
['emma'],"I thought about what [MASK] said once. That framing is everything. That if you can frame the terrible things in the best possible way, that’s where true happiness comes from. I guess in this case it was a good thing because his fucking house was burning down.","if comes things best frame was in it in thing once. everything. is happiness his good you that’s I was about the said I because this terrible thought true way, the framing [MASK] possible down. where can what a fucking That from. house burning guess That case"
['amber'],"“You turn around, you face it, and you fix it,” she said. “Or you’ll be running from what [MASK] did to you until the day you die.”","you you’ll said. from around, you fix did be day it,” [MASK] she running what “You face it, “Or turn you and the you until to die.”"
['amber'],"I should have never let her out of my sight. I should have gone with her to talk to [MASK]. She was vulnerable and she wasn’t okay, I should have seen that. And now even though she was coming home, I had a feeling she wasn’t.","have I feeling that. even she and should have have was seen to wasn’t to should now her I her home, she had I talk out was she wasn’t. gone with coming sight. I a [MASK]. vulnerable my let And She though never okay, of should"
['maddy'],"But when the morning came and she finally got here and I ran to the door and threw it open, it was just her. Nothing was with her. No luggage. And [MASK] was parked behind her in front of the house with the car running.","it her and the got But And open, came morning ran the she threw luggage. front finally door was it her. here and behind the and was parked just to house Nothing of her. in [MASK] I No with running. was with the when car"
['emma'],"“[MASK], I’m going to tell you something. And I don’t need you to say anything, I just need you to hear it.” I paused. “I’m in love with you. I’ve been in love with you since the moment I laid my eyes on you. And I know we haven’t known each other long, but I don’t care, because it’s true and it’s there, and it doesn’t matter to me if it makes sense or not. I’ve been waiting my whole life to feel like this and I thought it was a curse that nobody else ever worked out. But it wasn’t. It’s just that they weren’t you.” I had to give myself a moment. “Please. Don’t end this. I’m begging you.”","on “[MASK], you laid end just was because else something. and and like this. paused. And don’t it’s to makes each to it’s to you true in to in I been a you. it nobody you. to And worked need It’s just my me wasn’t. I’ve you.” thought need moment you.” known I feel sense with weren’t that But tell you moment. to they if myself it.” I’m you know say “I’m I’ve love I there, we I it don’t give my not. doesn’t it this whole with or I I waiting since it had other out. I “Please. I life matter curse ever I’m anything, haven’t care, eyes going the begging Don’t but a love and hear long, that been"
['maddy'],"Your blood pressure looks great,” [MASK] said to Pops, taking the cuff off his arm. “I think you’re gonna outlive all of us.”","taking of “I Your outlive pressure said great,” think gonna Pops, blood to you’re looks arm. off us.” all [MASK] cuff the his"
['amber'],"Only unlike [MASK], self-preservation built me to be independent. So I never would have called for help or money. I just wouldn’t have called at all.","self-preservation built be me just I So have I for to never [MASK], all. help would wouldn’t have independent. Only called called at money. unlike or"
['maddy'],"Well, it did. A little. But I was still ready for it. And that wouldn’t have happened if I hadn’t come to Wakan. [MASK] had been right about that, like she was right about most things.","Well, most still But things. she have it. little. it that wouldn’t I And about A come about was happened had right that, [MASK] I ready was to right like been hadn’t for Wakan. if did."
['maddy'],"I chose to believe that she didn’t want to be the villain in my life—even if she was. I didn’t lose my beautiful empathy, as [MASK] called it once. I still believed what I always had, that people are complex and nothing is black and white. I believed that now more than ever.","was. beautiful I my in is nothing believe be always and are want chose empathy, [MASK] and I that people lose that villain I that I to life—even if the to she white. had, once. didn’t as believed I what than now it believed didn’t still more called she black complex my ever."
['amber'],"I knew from talking to my cousins and my aunts and my brother that [MASK] had shown warning signs of who she would become since she was a teenager. Manic and depressive episodes, acting out, drinking at thirteen, probably to self-medicate whatever she was dealing with. Maybe they hadn’t known how to help her. No internet back then, and therapy was stigmatized. Maybe in this little town with no mental health services, they legitimately couldn’t help her. Her mental state made her vulnerable. More prone to risky behavior and trauma inflicted because of it.","back stigmatized. shown would her. behavior at because inflicted and depressive Maybe to and her internet help mental knew out, that probably to she whatever since of she state help to prone who health become was it. no Manic couldn’t of services, [MASK] self-medicate vulnerable. how I had thirteen, known legitimately and she teenager. was aunts my made her. No they in dealing therapy warning little drinking risky my hadn’t trauma and was they to More cousins from with then, acting brother this town with. mental signs and episodes, Her a my talking Maybe"
['maddy'],"Tumultuous relationships with her parents and siblings—cracks. One leading to the next and she never learned to fill them. She just tried to outrun them, and [MASK] was right. You can’t outrun yourself.","learned right. One leading with and next [MASK] can’t Tumultuous the relationships outrun them, fill She parents to and was she yourself. to tried never siblings—cracks. to them. outrun her and You just"
['maddy'],I zipped up my jacket and walked out to my car in the blustery March air. I didn’t tell anyone where I was going today. Not even [MASK].,tell today. out up I March where in anyone and Not jacket to my was air. zipped car [MASK]. walked I I didn’t even my blustery the going
['sarah'],"Toilet King billboards peppered the whole drive to his house like highway markers, letting me know I was headed in the right direction. I was less than half an hour away when out of nowhere, like I’d somehow gotten a signal on my phone that I hadn’t gotten in the past six months, [MASK] called.","I right billboards his direction. was signal my the that somehow to the hadn’t Toilet on King of headed past [MASK] was an less letting house me know highway when in half gotten six a I in out phone the like drive hour nowhere, like markers, I’d I than peppered months, gotten away called. whole"
['sarah'],"I’d been alone, I didn’t know what to do. My cramps had me doubled over and I’d bled on my clothes. I didn’t want [MASK] to have any of the small traumas I’d been forced to endure because of an absentee mom. So I made my decision.","been my forced want do. bled have mom. I’d I and I’d alone, My any my decision. over know doubled had to So what made small because to me [MASK] of I’d an didn’t traumas of the I cramps to on endure clothes. didn’t I absentee been"
['sarah'],"I opened the door on the driver’s side and stood there to talk to her over the roof. “[MASK], I don’t feel good about taking you from school unless your guardian knows I’m doing it.”","“[MASK], I and opened doing to it.” over taking don’t the driver’s to the guardian roof. on feel the you side talk your there stood I’m her door about from good I school unless knows"
['sarah'],I got [MASK] her supplies. Then I took her to Culver’s for burgers. I walked her through how to use everything while we ate in the parking lot in the front seat.,walked how I I to in Culver’s for front her I use while seat. took through everything the in supplies. lot her parking her [MASK] Then got we the burgers. to ate
['alex'],"She bit the tip off a fry. “We have a chore chart. Oh, and [MASK] drives. He’s got the van.” She wrinkled her nose.","a nose. and the got She bit He’s van.” tip the off have drives. chart. a She [MASK] wrinkled chore fry. Oh, her “We"
['sarah'],"They’d figured it out. Come together as a family, found normalcy and joy in the aftermath of everything they went through and everything, and everyone, that they’d lost. And [MASK] had a maturity about her now that she didn’t have before. And not the kind that comes from growing up too fast in the midst of trauma. The kind that comes from healthy parenting and coming of age. It made me happy.","it and made and of as maturity normalcy in aftermath from And that that everything of of a joy didn’t up everything, she Come parenting age. had before. found healthy trauma. a through together It family, about everyone, that that too The They’d figured lost. kind the fast happy. And midst they’d the out. now have her me went from not growing the comes and comes kind they coming in and [MASK]"
['emma'],"The house was always messy. Cleaning it was like shoveling in a snowstorm. Everyone needed me, all the time. Chelsea’s separation anxiety from Mom and [MASK] hit a crescendo and she hung off me like a monkey when she was home and cried every time I dropped her off at school. I was touched out and overwhelmed and missing [MASK] so badly it was hard to breathe.","hung was Cleaning when shoveling [MASK] crescendo overwhelmed it house a The was was and she Chelsea’s at I was so the me, hit separation time breathe. a touched me Mom all off was missing like cried hard monkey and and to badly from time. Everyone her and like needed every always out [MASK] dropped home a in school. I it messy. and she snowstorm. off anxiety"
['emma'],I couldn’t imagine what [MASK] could ever say to me to make me feel safe in that relationship after this. And this was the hardest part of all to deal with. The finality of it.,I to hardest relationship me part this. that imagine finality make all The in of what couldn’t after feel was the to with. it. [MASK] this deal of say me ever safe to And could
['emma'],"When the clock struck midnight on the TV on New Year’s Eve, I missed [MASK] so much I had to leave the room. But by then I’d accepted this pain as part of my everyday life, and while it never got easier that she wasn’t here, it did start to feel normal.","pain I room. the she that accepted normal. leave everyday never missed easier on I’d life, on to When TV wasn’t the then as midnight of so feel here, it it had [MASK] my struck the while to New Eve, But this got by clock and part much I start did Year’s"
['alex'],"In January [MASK] turned sixteen and got his driver’s license. I gave him the van. Now I had another driver in the house, which helped.","another which house, Now and his [MASK] the the license. January him sixteen turned in driver’s driver got helped. I had I gave In van."
['emma'],"I was grateful that the life I’d been forced into taught me this lesson. I just wish I hadn’t learned it with [MASK]. Because nothing and nobody else would ever compare. With anyone else, it’s just folding socks on a sofa.","hadn’t the else a I just sofa. that me this wish it’s into grateful been would folding was [MASK]. taught With nobody anyone I’d and I learned Because else, ever with socks compare. life forced just I on nothing lesson. it"
['sarah'],"I missed her so much I just wanted to get up and grab her and hold her and kiss her, but I got to sit here instead, knowing her being here was only because my sister texted her. This was just a social call. Popping in to say hi. At least that’s what it felt like. And did she drive two hours just to pick up [MASK]? Because that didn’t feel likely. It felt more plausible that she was already in the area and why would she be in the area?","felt in area say [MASK]? This missed kiss just instead, grab would her, plausible the but call. she It and hold sit I Because likely. she and to area? knowing just to because being the in texted why here wanted be a only didn’t like. up hours hi. much I At I her that drive her. felt was that’s pick it her got she so Popping her was and to in two And here what sister my that more up was already to just her get did and social least feel"
['emma'],"I’d managed not to think about this for the last six months and now that she was here in front of me this question felt like a swarm of hornets buzzing in my rib cage. The idea made me want to claw my chest open. I was so jealous at the thought of it, it felt cruel that she came here to remind me this possibility existed. Because if she did date, that meant someone else got the [MASK] who stayed still when she wouldn’t stay still for me.","question this chest thought for The managed my date, she claw it think was last jealous did to cruel that me someone meant that came now here rib like the when this here cage. me stayed front I six open. possibility wouldn’t the she felt of I’d idea this in for still remind [MASK] not about me existed. months made got that so she felt buzzing a at and swarm my stay who to in the it, hornets if was of of want me. else Because she still to"
['sarah'],"When I pulled up across the street from his house with [MASK], I sat there for a moment. I could see his bedroom window from where I was parked. The one he’d peered out at me from once when I showed up in the rain the night I’d decided to stay.","I I up he’d street the night I see window was up once a to where out peered rain decided When parked. from stay. one his from for showed when the in I’d bedroom The house could sat I [MASK], from there at the I moment. his me across with pulled"
['sarah'],"I took a deep breath. “I know that I hurt you when I left. And to be honest, I couldn’t have done anything differently at that time. I was traumatized and dealing with PTSD. Back then, I couldn’t even tell you how I felt about you. I didn’t even want to admit it to myself because it scared me so much.” I licked my lips. “I miss you. I miss the kids. I miss the dog. I think about you every day, I scour [MASK]’s Snap stories for little pieces of you and listen to the last voicemail you sent me, and it’s sad and pathetic and I don’t even care. I wanted to call you so many times, but I was trying to deal with what happened to me and I knew I wouldn’t be good for you, so I decided to leave you alone. And some of that was me still being scared because with you the stakes are so high. I didn’t know if I could recover if you didn’t want me anymore. I needed to do more work on myself to be ready for that, and I have. I was coming here to see you today when [MASK] called me. I was already in Minneapolis. And seeing her was hard too because I didn’t know if she could forgive me either, and I went anyway. You might not understand what a big deal that is, but it’s huge. It’s progress and it’s growth and I was brave and I showed up.","admit do and and care. with many left. when happened I you. you. either, to was if pieces to with anyway. didn’t at huge. and I I couldn’t you still that little that, understand breath. I brave showed see every you call is, deal coming so you I hard it’s voicemail for you, scared was was I sad you me, in and have here what knew good don’t I I decided because a that when hurt might felt I the didn’t more it’s licked “I me. time. even have. Minneapolis. day, kids. was me too and took it deep didn’t you I “I are progress alone. high. could dog. I I miss I if needed up. for [MASK] I much.” big It’s know PTSD. I being to you miss it was could recover know lips. I growth to a You and ready pathetic she times, you honest, scour even Back the I on I know to the I I already I myself I to be to so last went I not and and if wanted dealing but I deal [MASK]’s sent some done that to tell so because anything be And you me be then, stories Snap differently you you with because anymore. wouldn’t forgive want of about it’s and my traumatized didn’t what called but want And I And miss couldn’t me I scared think the me so and to today I leave trying and work I to stakes seeing was how that for of even her about was I myself listen me to"
['maddy'],"“I know it probably doesn’t matter, but I could meet you where you are now. I can meet all of you. I’ve filled my cracks. I don’t want to be an island. I want a village. I want lots of friends and lots of love in my life. I stayed somewhere for the first time without any plans to leave, I unpacked my luggage and I kept the stupid box to my new phone and I have way more than two suitcases’ worth of stuff. I took a permanent job and I’ve been going to therapy. I’m learning to depend on people and ask for help. I’m trying to be vulnerable, even when I know I might end up getting hurt, and part of that is telling people how I feel.” I took a deep breath. “I know I never said I love you. You have to understand how hard that word was for me. Everyone I have ever loved has been taken from me except for [MASK]. And even with her I was always braced for it. So I just never let myself get close to anyone because that’s the only way I ever felt safe. But with you…”","stuff. be you I stayed of meet you. are know unpacked that therapy. I understand the I have for now. where to always close ask learning and of meet and breath. love lots I end And never up getting phone her and I word So never I’m new stupid cracks. don’t depend to has know the telling from you. of it you…” want loved how of trying all anyone feel.” my for a than with said took two want you plans and safe. I “I a braced part going get somewhere luggage me lots I’m ever for in took way for an my that people even was Everyone time village. But taken island. to love and how permanent kept is suitcases’ have I I worth I me. without a vulnerable, my myself with to only hard when to box way it. ever and might I deep was have know to could I been to except more friends been any I on help. felt to hurt, be You even my first probably “I I I job I let leave, of the I for [MASK]. I’ve life. that’s but I I doesn’t can want filled I just matter, people I’ve because I"
['doug'],"I think it’s a solid plan, but nobody else likes it. I sent out a survey to get everyone’s opinion. My mom and aunt say it’s disrespectful to ask her to marry me on a sign with poop-smeared toilet paper on it. My two best friends’ wives also hate the idea. My girlfriend’s moms were lukewarm on it, but to be fair I don’t think they really get the whole Toilet King thing since they live out of state. Her best friend gives it two thumbs-up though and her husband [MASK] also thinks it’s hilarious.","gives My state. say ask whole two hate survey mom sent marry it’s be out get husband everyone’s thinks to idea. Her plan, lukewarm they don’t aunt girlfriend’s of fair get to poop-smeared My with two her friends’ they though a it. wives on paper moms and on but think thing sign [MASK] it’s live I her opinion. it on hilarious. the out thumbs-up were best to Toilet since really the My toilet also a likes disrespectful I and it, solid also I it. think to best me King it’s else a friend but nobody"
