line_no,Ent,en,vi,tr,es
2876,"['darcy', 'darc', 'mr darcy']","“You are mistaken, mr Darcy, if you suppose that the mode of your declaration affected me in any other way than as it spared me the concern which I might have felt in refusing you, had you behaved in a more gentlemanlike manner.”","- Anh đã nhầm rồi anh Darcy, nếu anh cho rằng cách thức anh tỏ tình gây ảnh hưởng đến tôi theo bất kỳ chiều hướng nào khác, ngoại trừ một điều là đáng lẽ tôi đã có thể cảm thấy lo lắng cho anh khi tôi khước từ anh, nếu anh có cách cư xử như người lịch thiệp.","""Teklifinizi başka tarzda yapmanız beni etkilerdi sanıyorsanız yanılıyorsunuz, Mr Darcy; daha beyefendice davranmamakla beni sadece reddettiğim için incindi mi diye hakkınızda endişelenmekten kurtarmış oldunuz.","––Se equivoca usted, señor Darcy, si supone que lo que me ha afectado es su forma de declararse; si se figura que me habría evitado el mal rato de rechazarle si se hubiera comportado de modo más caballeroso."
2877,,"She saw him start at this; but he said nothing, and she continued,—","Cô thấy anh có vẻ giật thót mình, nhưng anh vẫn im lặng. Cô tiếp tục:","Darcy'nin bu sözler karşısında irkildiğini ama cevap vermediğini gördü ve devam etti,","Elizabeth se dio cuenta de que estaba a punto de interrumpirla, pero no dijo nada y ella continuó:"
2878,,“You could not have made me the offer of your hand in any possible way that would have tempted me to accept it.”,- Anh không thể tỏ tình với tôi theo bất kỳ cách nào khác hòng dẫn dụ tôi chấp nhận anh.,"""Uzattığınız eli kabul etmemi sağlamanın hiçbir yolu yoktu.",––Usted no habría podido ofrecerme su mano de ningún modo que me hubiese tentado a aceptarla.
2879,,Again his astonishment was obvious; and he looked at her with an expression of mingled incredulity and mortification.,"Một lần nữa, rõ ràng anh bị sửng sốt. Anh nhìn cô với vẻ mặt vừa không muốn tin vừa cảm thấy mất thể diện.",Bir kez daha şaşkınlığı belli oldu; kulaklarına inanamama ve küçük düşmüş olma karışımı bir ifadeyle ona bakıyordu.,De nuevo su asombro era obvio.
2881,,"“From the very beginning, from the first moment, I may almost say, of my acquaintance with you, your manners impressing me with the fullest belief of your arrogance, your conceit, and your selfish disdain of the feelings of others, were such as to form that groundwork of disapprobation, on which succeeding events have built so immovable a dislike; and I had not known you a month before I felt that you were the last man in the world whom I could ever be prevailed on to marry.”","- Ngay từ lúc đầu, gần như có thể nói là ngay từ khi tôi mới quen anh, thái độ của anh đã gây ấn tượng cho tôi để tôi hiểu rõ cái kiêu căng của anh, cái ngạo mạn của anh, và cái ích kỷ đáng khinh của anh đối với cảm nghĩ của những người khác, đến nỗi đây là cơ sở khiến tôi không chấp nhận anh, rồi theo đấy những sự kiện kế tiếp càng khiến tôi ghét anh thậm tệ, và chỉ chưa đến một tháng được biết anh, tôi nghĩ anh là người cuối cùng trên thế gian này tôi muốn lấy làm chồng.","""Daha en başta, hatta sizi gördüğüm neredeyse ilk anda tavırlarınız beni küstah, burnu büyük ve başkalarının duygularına bencilce dudak büken biri olduğunuza inandırdı, size kızgınlığım öyle doğdu ve sonraki olaylarla ağır bir hoşnutsuzluğa dönüştü; sizi tanıyalı bir ay olmamıştı ki dünyadaki son erkek olsanız yine de hiçbir kuvvetin beni sizinle evlenmeye ikna edemeyeceğini hissettim.","––Desde el principio, casi desde el primer instante en que le conocí, sus modales me convencieron de su arrogancia, de su vanidad y de su egoísta desdén hacia los sentimientos ajenos; me disgustaron de tal modo que hicieron nacer en mí la desaprobación que los sucesos posteriores convirtieron en firme desagrado; y no hacía un mes aún que le conocía cuando supe que usted sería el último hombre en la tierra con el que podría casarme."
2882,,"“You have said quite enough, madam.",- Cô đã nói đủ rồi.,"""Yeterince konuştunuz, madam.","––Ha dicho usted bastante, señorita."
2883,,"I perfectly comprehend your feelings, and have now only to be ashamed of what my own have been.","Tôi hoàn toàn hiểu những cảm nghĩ của cô, bây giờ tôi chỉ biết hổ thẹn cho những cảm nghĩ trước đây của tôi.",Duygularınızı gayet iyi anlıyorum; şimdi sadece kendi duygularımdan utanmak durumundayım.,Comprendo perfectamente sus sentimientos y sólo me resta avergonzarme de los míos.
2884,,"Forgive me for having taken up so much of your time, and accept my best wishes for your health and happiness.”","Thứ lỗi cho tôi đã chiếm nhiều thời giờ của cô, và xin nhận những lời chúc tốt đẹp nhất cho sức khoẻ và hạnh phúc của cô.",Bu kadar zamanınızı aldığım için beni bağışlayın ve sağlık ve mutluluk dileklerimi kabul edin.,"Perdone por haberle hecho perder tanto tiempo, y acepte mis buenos deseos de salud y felicidad."
2885,['elizabeth'],"And with these words he hastily left the room, and Elizabeth heard him the next moment open the front door and quit the house.","Anh vội vã bước ra khỏi phòng, và trong phút chốc Elizabeth nghe anh mở cánh cửa đi ra ngoài.",Ve bu sözlerle acele içinde odadan çıktı; hemen sonra Elizabeth ön kapıyı açtığını ve evden çıktığını duydu.,"Dicho esto salió precipitadamente de la habitación, y Elizabeth le oyó en seguida abrir la puerta de la entrada y salir de la casa."
2886,,The tumult of her mind was now painfully great.,Tâm tư cô bây giờ bị xáo trộn và đau đớn dữ dội.,Aklındaki fırtına acı verecek ölçüde artmıştı.,La confusión de su mente le hacía sufrir intensamente.
2887,,"She knew not how to support herself, and, from actual weakness, sat down and cried for half an hour.","Cô không biết tự vực mình dậy như thế nào; trong sự yếu mềm, cô ngồi xuống và khóc trong nửa giờ.",Nasıl ayakta duracağını bilemedi ve tam bir halsizlik içinde oturup yarım saat boyunca ağladı.,No podía sostenerse de pie y tuvo que sentarse porque las piernas le flaqueaban. Lloró durante media hora.
2888,,"Her astonishment, as she reflected on what had passed, was increased by every review of it.","Càng ngẫm nghĩ lại từng sự việc đã qua, cô càng sửng sốt thêm.",Olanları düşünürken her görüntü şaşkınlığını daha da artırdı.,Su asombro al recordar lo ocurrido crecía cada vez más.
2891,,"so much in love as to wish to marry her in spite of all the objections which had made him prevent his friend’s marrying her sister, and which must appear at least with equal force in his own case, was almost incredible!",Anh đã yêu cô mãnh liệt đến nỗi anh muốn cưới cô bất chấp mọi chống đối đã khiến anh phải ngăn cản bạn anh cưới chị cô! Và mọi chống đối cũng mạnh mẽ trong trường hợp của anh.,"Mr Darcy'den evlilik teklifi alsın! ona onca aydır âşık olsun! arkadaşının ablasıyla evlenmesini önlemesine yol açan ve haliyle onun durumu için de bir o kadar geçerli olan onca engele rağmen onunla evlenmek isteyecek kadar âşık olsun, inanılır gibi değildi! bilmeden böyle güçlü bir sevgi esinlemiş olmak onur vericiydi.","Haber recibido una proposición de matrimonio de Darcy que había estado enamorado de ella durante tantos meses, y tan enamorado que quería casarse a pesar de todas las objeciones que le habían inducido a impedir que su amigo se casara con Jane, y que debieron pasar con igual fuerza en su propio caso, resultaba increíble."
2893,,"But his pride, his abominable pride, his shameless avowal of what he had done with respect to Jane, his unpardonable assurance in acknowledging, though he could not justify it, and the unfeeling manner which he had mentioned mr Wickham, his cruelty towards whom he had not attempted to deny, soon overcame the pity which the consideration of his attachment had for a moment excited.","Nhưng thói kiêu hãnh của anh – thói kiêu hãnh đáng khinh tởm, việc anh thú nhận không biết ngượng về cung cách anh đối xử với Jane – cung cách tự tin không thể tha thứ được dù anh không thể minh chứng, và thái độ vô cảm khi anh nhắc đến anh Wickham – hành động tàn nhẫn của anh đối với anh này mà anh không màng phủ nhận, tất cả đều vượt quá lòng trắc ẩn khi cô nghĩ đến tâm tình của anh.","Ama Darcy'nin gururu, o iğrenç gururu, Jane konusunda yaptıklarını hiç sıkılmadan itiraf edişi, kendini haklı gösteremediği halde bunu kabul ederkenki affedilmez küstahlığı ve Mr Wickham'dan söz ederkenki duygusuz tavrı, ona karşı inkâr etmediği zalimliği çok geçmeden sevgisini düşünmenin bir an için yarattığı acıma duygusunu yok etti.","Pero el orgullo, su abominable orgullo, su desvergonzada confesión de lo que había hecho con Jane, su imperdonable descaro al reconocerlo sin ni siquiera tratar de disculparse, y la insensibilidad con que había hablado de Wickham a pesar de no haber negado su crueldad para con él, no tardaron en prevalecer sobre la compasión que había sentido al pensar en su amor."
2894,,"She continued in very agitating reflections till the sound of Lady Catherine’s carriage made her feel how unequal she was to encounter Charlotte’s observation, and hurried her away to her room.","Cô tiếp tục hồi tưởng trong tâm tư dao động cho đến khi tiếng cỗ xe của Phu nhân Catherine khiến cô nghĩ cô không thể che giấu khỏi mắt quan sát của Charlotte, và vội vã chạy về phòng mình.","Kalbini sarsan düşüncelere devam etti, ta ki Lady Catherine'in arabasının gürültüsüyle Charlotte'un karşısına çıkacak halde olmadığını farkedene ve odasına seğirtene kadar.","Siguió inmersa en sus agitados pensamientos, hasta que el ruido del carruaje de lady Catherine le hizo darse cuenta de que no estaba en condiciones de encontrarse con Charlotte, y subió corriendo a su cuarto."
2896,,CHAPTER XXXV.,Chương 35,Bölüm XII,CAPÍTULO XXXV
2897,"['elizabeth', 'elizabeth thức']",ELIZABETH awoke the next morning to the same thoughts and meditations which had at length closed her eyes.,Elizabeth thức dậy sáng hôm sau với cùng các ý nghĩ và suy tư như khi cô chợp mắt.,Ertesi sabah Elizabeth gözlerinin son kapandığı andaki duygu ve düşünceler içinde uyandı.,Elizabeth se despertó a la mañana siguiente con los mismos pensamientos y cavilaciones con que se había dormido.
2898,,"She could not yet recover from the surprise of what had happened: it was impossible to think of anything else; and, totally indisposed for employment, she resolved soon after breakfast to indulge herself in air and exercise.","Cô chưa thể bình tâm lại từ nỗi kinh ngạc về những gì đã xảy ra; cô không thể nghĩ về bất cứ việc gì khác. Không làm được việc gì, sau khi ăn sáng, cô quyết định hít thở một chút khí trời và vận động.","Olanların etkisinden henüz kurtulamamıştı; başka bir şey düşünmek imkânsızdı; herhangi bir işle uğraşmak da içinden gelmiyordu, o yüzden kahvaltıdan hemen sonra açık havada yürüyüş yaparak kendini eğlendirmeye karar verdi.","No lograba reponerse de la sorpresa de lo acaecido; le era imposible pensar en otra cosa. Incapaz de hacer nada, en cuanto desayunó decidió salir a tomar el aire y a hacer ejercicio."
2899,"['darcy', 'mr darcy']","She was proceeding directly to her favourite walk, when the recollection of mr Darcy’s sometimes coming there stopped her, and instead of entering the park, she turned up the lane which led her farther from the turnpike road.","Cô đi thẳng đến con đường mòn mà cô yêu thích, khi hồi tưởng về anh Darcy đôi khi trở lại khiến cô dừng chân, và thay vì đi vào khu hoa viên, cô quay lên con đường mòn dẫn cô xa hơn khỏi đường cái.",Doğruca sevdiği yola gidiyordu ki Mr Darcy'nin bazen oraya geldiğini hatırlayınca durdu ve koruya girmek yerine patikadan yukarı çıkarak ana yoldan uzaklaştı.,"Se encaminaba directamente hacia su paseo favorito, cuando recordó que Darcy iba alguna vez por allí; se detuvo y en lugar de entrar en la finca tomó otra vereda en dirección contraria a la calle donde estaba la barrera de portazgo, y que estaba aún limitada por la empalizada de Rosings, y pronto pasó por delante de una de las portillas que daba acceso a la finca."
2901,,"After walking two or three times along that part of the lane, she was tempted, by the pleasantness of the morning, to stop at the gates and look into the park.","Sau khi đã đi hai ba lần dọc theo đoạn này của con đường mòn, thời tiết dễ chịu của buổi sáng khiến cô dừng lại trước các cánh cổng và dừng lại trong hoa viên.",Patikanın o kısmı boyunca iki üç kez yürüdükten sonra sabahın güzelliğine kapılıp kapıda durup koruyu seyretme isteği duydu.,"Después de pasear dos o tres veces a lo largo de aquella parte del camino, le entró la tentación, en vista de lo deliciosa que estaba la mañana, de pararse en las portillas y contemplar la finca."
2902,,"The five weeks which she had now passed in Kent had made a great difference in the country, and every day was adding to the verdure of the early trees.","Thời gian năm tuần cô lưu lại Kent đã làm thay đổi cảnh vật rất nhiều, mỗi ngày cây cối trở nên xanh tươi thêm.",Kent'te geçirdiği beş hafta doğada çok şeyi değiştirmişti; her yeni gün çiçeklenen ağaçların yeşilliğini artırıyordu.,"Las cinco semanas que llevaba en Kent había transformado mucho la campiña, y cada día verdeaban más los árboles tempranos."
2903,,"She was on the point of continuing her walk, when she caught a glimpse of a gentleman within the sort of grove which edged the park: he was moving that way; and fearful of its being mr Darcy, she was directly retreating.","Cô sắp tiếp tục bước đi khi cô thoáng thấy một thanh niên trong lùm cây dọc bờ rìa hoa viên; anh đang đi về phía cô. Sợ rằng đấy là anh Darcy, cô quay trở lại.",Yürüyüşüne devam etmek üzereyken korunun kıyısı boyunca uzanan ağaçlıkta bir adamın görüntüsü ilişti gözüne; o yana doğru geliyordu; adamın Mr Darcy olmasından korkup hemen dönüş yoluna koyuldu.,"Se disponía a continuar su paseo, cuando vislumbró a un caballero en la alameda que bordeaba la finca; el caballero caminaba en dirección a ella, y Elizabeth, temiendo que fuese Darcy, retrocedió al instante."
2904,,"But the person who advanced was now near enough to see her, and stepping forward with eagerness, pronounced her name.","Nhưng người này đã đi đến khá gần để nhận ra cô, nhanh chóng bước đến, gọi tên cô.",Ama yaklaşan adam şimdi onu görecek kadar yakındı ve heyecanla ileri atılıp adını seslendi.,"Pero la persona, que se adelantaba, estaba ya lo suficientemente cerca para verla; siguió andando de prisa y pronunció su nombre."
2905,,"She had turned away; but on hearing herself called, though in a voice which proved it to be mr Darcy, she moved again towards the gate.","Cô đã quay đi, nhưng khi nghe gọi đến tên mình, mặc dù với giọng của anh Darcy, cô lại quay về hướng cánh cổng.","Elizabeth öte yana dönmüştü, ama kendisine seslenildiğini duyunca, Mr Darcy'nin sesini tanımış olsa da yine kapıya doğru yürümeye devam etti.","Ella se había vuelto, pero al oír aquella voz en la que reconoció a Darcy, continuó en dirección a la puerta."
2906,,"He had by that time reached it also; and, holding out a letter, which she instinctively took, said, with a look of haughty composure, “I have been walking in the grove some time, in the hope of meeting you.","Vào lúc ấy, anh cũng đi đến cánh cổng, đưa ra một lá thư mà cô tiếp nhận do phản xạ, anh nói với dáng vẻ ngạo mạn: - Tôi đã đi dạo qua mấy lùm cây với hy vọng gặp được cô.","Mr Darcy ona kapıda yetişti ve bir mektup uzatıp, Elizabeth içgüdüsel bir hareketle mektubu alırken, kibirli bir ağırbaşlılık içinde şöyle dedi, ""Size rastlarım diye ağaçlıkta yürüyordum.","El caballero la alcanzó y, mostrándole una carta que ella tomó instintivamente, le dijo con una mirada altiva: ––He estado paseando por la alameda durante un rato esperando encontrarla."
2907,,"Will you do me the honour of reading that letter?” and then, with a slight bow, turned again into the plantation, and was soon out of sight.","Xin cô cho tôi một vinh hạnh là cô sẽ đọc thư này được không? Và rồi, khẽ cúi đầu chào, anh đi về hướng đồn điền; chẳng bao lâu sau thì mất hút.","Lütfedip bu mektubu okur musunuz?"" –Sonra hafifçe eğilerek selam verdi, döndü, ağaçların arasına girdi ve gözden kayboldu.","¿Me concederá el honor de leer esta carta? Y entonces, con una ligera inclinación, se encaminó de nuevo hacia los plantíos y pronto se perdió de vista."
2908,,"With no expectation of pleasure, but with the strongest curiosity, Elizabeth opened the letter, and to her still increasing wonder, perceived an envelope containing two sheets of letter paper, written quite through, in a very close hand.","Không trông mong gì niềm vui nhưng với sự hiếu kỳ mạnh mẽ nhất, Elizabeth mở lá thư, và với nỗi phân vân càng lúc càng tăng, cô nhận thấy phong thư chứa hai tờ giấy viết thư, viết chữ dày đặc.","Hiçbir memnuniyet beklentisi duymadan, ama güçlü bir merak içinde Elizabeth mektubu açtı ve artan bir hayretle, zarfın sıkışık el yazısıyla dolu dolu yazılmış iki tabaka mektup kâğıdı ihtiva ettiğini gördü.","Sin esperar ningún agrado, pero con gran curiosidad, Elizabeth abrió la carta, y su asombro fue en aumento al ver que el sobre contenía dos pliegos completamente escritos con una letra muy apretada."
2909,,The envelope itself was likewise full.,Ngay phong bì cũng khá dày.,–Zarf kâğıdının kendisi de aynı şekilde doluydu.,Incluso el sobre estaba escrito.
2910,,"Pursuing her way along the lane, she then began it.","Vừa bước đi dọc con đường mòn, cô bắt đầu đọc.",–Patika boyunca yürürken mektubu okumaya başladı.,"Prosiguiendo su paseo por el camino, la empezó a leer."
2911,,"It was dated from Rosings, at eight o’clock in the morning, and was as follows:—","Thư đề ngày từ Rosings, lúc tám giờ sáng, nội dung như sau:","Rosings'de, sabah saat sekizde yazılmıştı ve şöyle diyordu: –",Estaba fechada en Rosings a las ocho de la mañana y decía lo siguiente:
2912,,"“Be not alarmed, madam, on receiving this letter, by the apprehension of its containing any repetition of those sentiments, or renewal of those offers, which were last night so disgusting to you.","“Thưa cô, cô không nên hốt hoảng khi nhận thư này vì lo nó lập lại tâm tư kia hoặc cầu khẩn thêm lần nữa, mà tất cả đã khiến cô kinh tởm tối hôm qua.","""Bu mektubu alınca, Madam, dün gece size öylesine itici gelen itirafları tekrar ettiğini ya da o teklifleri yenilediğini düşünerek ürkmeyin.","No se alarme, señorita, al recibir esta carta, ni crea que voy a repetir en ella mis sentimientos o a renovar las proposiciones que tanto le molestaron anoche."
2913,,"I write without any intention of paining you, or humbling myself, by dwelling on wishes, which, for the happiness of both, cannot be too soon forgotten; and the effort which the formation and the perusal of this letter must occasion, should have been spared, had not my character required it to be written and read.","Tôi viết mà không có ý định muốn cô đau khổ, hoặc có ý nhún nhường về phần tôi bằng cách vương vấn với ước vọng không thể quên lãng quá sớm, ước vọng về hạnh phúc cho cả hai. Đáng lẽ không cần nỗ lực để viết và đọc thư này nếu không cần phải viết ra và đọc qua về cá tính của tôi.","Her ikimizin de mutluluğu için bir an önce unutulması gereken dilekler üzerinde durarak size acı çektirme, kendimi de küçük düşürme niyetiyle yazmıyorum; saygınlığım yazılmasını ve okunmasını gerektirmesiydi bu mektubun yazılması için de okunması için de yorulmaya değmezdi.","Escribo sin ninguna intención de afligirla ni de humillarme yo insistiendo en unos deseos que, para la felicidad de ambos, no pueden olvidarse tan fácilmente; el esfuerzo de redactar y de leer esta carta podía haber sido evitado si mi modo de ser no me obligase a escribirla y a que usted la lea."
2914,,"You must, therefore, pardon the freedom with which I demand your attention; your feelings, I know, will bestow it unwillingly, but I demand it of your justice.","Vì thế, cô nên lượng thứ cho tôi đã tự tiện đòi hỏi sự chú ý của cô. Tôi biết tâm tư của cô sẽ chú ý một cách miễn cưỡng, nhưng tôi đòi hỏi sự chú ý do thái độ công bằng của cô.","Dolayısıyla, dikkatinizi talep etme cüretimi mazur görmelisiniz; biliyorum, duygularınız talebime isteksizce cevap verecek, ama bunu adalet duygunuza sığınarak talep ediyorum.","Por lo tanto, perdóneme que tome la libertad de solicitar su atención; aunque ya sé que habrá de concedérmela de mala gana, se lo pido en justicia."
2915,,"“Two offences of a very different nature, and by no means of equal magnitude, you last night laid to my charge.","“Tối qua cô đã kết án tôi với hai tội danh có tính chất hoàn toàn khác hẳn nhau, có tầm mức không bằng nhau.","""Dün gece beni çok farklı niteliklerde ve birbirinden çok değişik önemde iki kötülükle suçladınız.",Ayer me acusó usted de dos ofensas de naturaleza muy diversa y de muy distinta magnitud.
2916,,"The first mentioned was, that, regardless of the sentiments of either, I had detached mr Bingley from your sister,—and the other, that I had, in defiance of various claims, in defiance of honour and humanity, ruined the immediate prosperity and blasted the prospects of mr Wickham.","Tội danh thứ nhất là, bất chấp tình cảm của mỗi bên, tôi đã ngăn cách anh Bingley khỏi chị cô; còn tội danh kia là tôi đã hủy hoại sự sung túc tức thời và làm tan vỡ mọi triển vọng của anh Wickham, trong thách thức với mọi khẩn cầu, trong thách thức với danh dự và nhân bản.","İlki, ikisinin de duygularına aldırış etmeden, Mr Bingley'i ablanızdan ayırdığım, diğeri de çeşitli iddiaları reddederek, şeref ve insanlık duygularını reddederek Mr Wickham'ın refahını engellediğim ve geleceğini kararttığım.","La primera fue el haber separado al señor Bingley de su hermana, sin consideración a los sentimientos de ambos; y el otro que, a pesar de determinados derechos y haciendo caso omiso del honor y de la humanidad, arruiné la prosperidad inmediata y destruí el futuro del señor Wickham."
2917,,"Wilfully and wantonly to have thrown off the companion of my youth, the acknowledged favourite of my father, a young man who had scarcely any other dependence than on our patronage, and who had been brought up to expect its exertion, would be a depravity, to which the separation of two young persons whose affection could be the growth of only a few weeks, could bear no comparison.","Một cách cố tình và ngang ngạnh đã chối bỏ người bạn thời tuổi nhỏ, người mà cha tôi yêu mến, người trai trẻ không có nơi nương tựa nào khác hơn là sự bảo trợ của chúng tôi, người đã được nuôi nấng để lớn lên tự bươn chải. Đây là hành động tồi tệ không gì sánh được khi chia cách hai người trai trẻ mà tình thương có thể nảy nở chỉ sau vài tuần.","–Babamın gözdesi olduğu bilinen, bizim himayemiz dışında hiçbir geçim kaynağı olmayan ve himayemizden faydalanacağını umacak şekilde büyütülen çocukluk arkadaşımı kasten ve sorumsuzca kaldırıp atmak, duyguları sadece birkaç haftalık bir geçmişe sahip çocukların ayrılığıyla karşılaştırılamayacak bir yoksunluk olurdu.","Haber abandonado despiadada e intencionadamente al compañero de mi juventud y al favorito de mi padre, a un joven que casi no tenía más porvenir que el de nuestra rectoría y que había sido educado para su ejercicio, sería una depravación que no podría compararse con la separación de dos jóvenes cuyo afecto había sido fruto de tan sólo unas pocas semanas."
2918,,"But from the severity of that blame which was last night so liberally bestowed, respecting each circumstance, I shall hope to be in future secured, when the following account of my actions and their motives has been read.","“Nhưng từ lời kết án nặng nề được tuyên bố một cách phóng túng trong buổi tối hôm qua, đối với mỗi trường hợp, tôi hy vọng trong tương lai cô sẽ tin tôi, nếu cô đọc qua những giải trình dưới đây về hành vi và động lực của tôi.","–Ama hareketlerimin ve sebeplerimin aşağıdaki açıklaması okunduğunda, her iki konuda da dün gece öyle sakınmasızca yöneltilen suçlamanın şiddetinden esirgeneceğimi umuyorum.","Pero espero que retire usted la severa censura que tan abiertamente me dirigió anoche, cuando haya leído la siguiente relación de mis actos con respecto a estas dos circunstancias y sus motivos."
2919,,"If, in the explanation of them which is due to myself, I am under the necessity of relating feelings which may be offensive to yours, I can only say that I am sorry.","Nếu trong khi giải thích, tôi đề cập đến những cảm nghĩ có thể khiến cô khó chịu, tôi chỉ biết xin cô thứ lỗi.",–Eğer bunları açıklarken size itici gelebilecek duyguları da anlatma mecburiyeti duyarsam bunun için sadece özür dileyebilirim.,"Si en la explicación que no puedo menos que dar, me veo obligado a expresar sentimientos que la ofendan, sólo puedo decir que lo lamento."
2920,,"The necessity must be obeyed, and further apology would be absurd.","Nhưng tôi cần phải đề cập, và nếu xin lỗi thêm lại là vô lý.",–Bu mecburiyete uymak zorundayım –daha fazla özür dilemek komik olur.,Hay que someterse a la necesidad y cualquier disculpa sería absurda.
2921,,"I had not been long in Hertfordshire before I saw, in common with others, that Bingley preferred your elder sister to any other young woman in the country.","“Khi vừa đến cư ngụ ở Netherfield không lâu, tôi cũng như với những người khác đã thấy rằng anh Bingley có cảm tình với cô chị cả của cô hơn là với bất kỳ người con gái trẻ nào khác trong vùng.",–Hertfordshire'e geleli çok olmamıştı ki başkaları gibi ben de Bingley'nin ablanızı taşradaki diğer tüm kızlara tercih ettiğini gördüm.,"No hacía mucho que estaba en Hertfordshire cuando observé, como todo el mundo, que el señor Bingley distinguía a su hermana mayor mucho más que a ninguna de las demás muchachas de la localidad; pero hasta la noche del baile de Netherfield no vi que su cariño fuese formal."
2923,,I had often seen him in love before.,Tôi thường thấy anh yêu đương trước đây.,–Onun daha önce birçok kez âşık olduğunu gördüm.,Varias veces le había visto antes enamorado.
2924,,"At that ball, while I had the honour of dancing with you, I was first made acquainted, by Sir William Lucas’s accidental information, that Bingley’s attentions to your sister had given rise to a general expectation of their marriage.","Tại buổi dạ vũ ấy, trong khi tôi có hân hạnh được khiêu vũ với cô, lần đầu tiên qua ngài William Lucas, tôi được biết rằng việc anh Bingley để ý đến chị của cô đã khơi hy vọng về một cuộc hôn nhân giữa hai người.","–O baloda, ben sizinle dans ederken, Sir William Lucas'ın rasgele bir sözüyle, Bingley'nin ablanıza gösterdiği ilginin herkeste evlilik beklentisi yaratmış olduğunu ilk kez anladım.","En aquel baile, mientras tenía el honor de estar bailando con usted, supe por primera vez, por una casual información de sir William Lucas, que las atenciones de Bingley para con su hermana habían hecho concebir esperanzas de matrimonio; me habló de ello como de una cosa resuelta de la que sólo había que fijar la fecha."
2926,"['bingley', 'miss bennet', 'bennet']",From that moment I observed my friend’s behaviour attentively; and I could then perceive that his partiality for Miss Bennet was beyond what I had ever witnessed in him.,"“Từ lúc ấy, tôi để tâm quan sát thái độ của bạn tôi, và nhận thấy tình cảm của anh Bingley đối với chị cô vượt quá những gì mà tôi đã từng chứng kiến nơi anh.",O andan itibaren arkadaşımın hareketlerini dikkatle inceledim; ve Miss Bennet'a duyduğu yakınlığın onda daha önce gördüklerimin ötesinde olduğunu ancak o zaman kavrayabildim.,Desde aquel momento observé cuidadosamente la conducta de mi amigo y pude notar que su inclinación hacia la señorita Bennet era mayor que todas las que había sentido antes.
2927,,Your sister I also watched.,Tôi cũng quan sát chị của cô.,Ablanızı da izledim.,También estudié a su hermana.
2928,,"Her look and manners were open, cheerful, and engaging as ever, but without any symptom of peculiar regard; and I remained convinced, from the evening’s scrutiny, that though she received his attentions with pleasure, she did not invite them by any participation of sentiment.","Dáng vẻ và cử chỉ của chị ấy vẫn cởi mở, vui tươi và duyên dáng như bao giờ, nhưng không có biểu hiện đặc biệt nào về tình cảm, và sau khi xem xét kỹ lưỡng trong buổi tối ấy, tôi tin rằng mặc dù chị vui vì được anh ấy để ý đến, chị không có ý mời gọi sự chú ý bằng cách tỏ lộ bất kỳ tâm tư nào.","–Hali tavrı her zamanki gibi açık, neşeli ve çekiciydi, ama hiçbir özel ilgi işareti yoktu; ben de o akşamki gözlemimden sonra Miss Bennet'ın Bingley'in ilgisini zevkle kabul etmekle birlikte bu ilgiyi hiçbir duygu ortaklığıyla davet etmediği kanısına vardım.","Su aspecto y sus maneras eran francas, alegres y atractivas como siempre, pero no revelaban ninguna estimación particular. Mis observaciones durante aquella velada me dejaron convencido de que, a pesar del placer con que recibía las atenciones de mi amigo, no le correspondía con los mismos sentimientos."
2929,,"If you have not been mistaken here, I must have been in an error.","Nếu cô không bị nhầm ở đây, tôi có thể nhầm.","–Bu noktada siz yanılmıyorsanız, demek ki ben yanılmışım.","Si usted no se ha equivocado con respecto a esto, será que yo estaba en un error."
2930,,Your superior knowledge of your sister must make the latter probable.,"Cô hiểu chị ấy hơn tôi, nên tôi có thể nhầm.",Ablanızı daha iyi tanıyor olmanız ikinci ihtimali güçlendiriyor.,"Como sea que usted conoce mejor a su hermana, debe ser más probable lo último; y si es así, si movido por aquel error la he hecho sufrir, su resentimiento no es inmotivado."
2931,,"If it be so, if I have been misled by such error to inflict pain on her, your resentment has not been unreasonable.","Nếu đúng như thế, nếu tôi bị nhầm, để gây đau khổ cho chị ấy, cô có lý khi phẫn nộ.","–Eğer öyleyse, eğer ben yanılıp da ona acı çektirecek bir hata yaptıysam dargınlığınız haksız olmaz.","Como sea que usted conoce mejor a su hermana, debe ser más probable lo último; y si es así, si movido por aquel error la he hecho sufrir, su resentimiento no es inmotivado."
2932,,"But I shall not scruple to assert, that the serenity of your sister’s countenance and air was such as might have given the most acute observer a conviction that, however amiable her temper, her heart was not likely to be easily touched.","Nhưng tôi không ngần ngại mà cả quyết ngay rằng, dù cho tính tình chị ấy có dễ mến ra sao đi nữa, tâm tư chị không dễ gì bị dao động, khi xét qua vẻ trầm lặng trên nét mặt và trong tư thái của chị mà một người quan sát nhạy cảm có thể nhận ra.","Ama tereddütsüz şunu da söyleyeceğim, ablanızın yüzündeki ve havasındaki ciddiyet öyleydi ki en dikkatli gözlemciye bile, canayakın olmakla birlikte, kalbine kolay ulaşılmayan biri olduğunu düşündürürdü.","Pero no vacilo en afirmar que el aspecto y el aire de su hermana podían haber dado al más sutil observador la seguridad de que, a pesar de su carácter afectuoso, su corazón no parecía haber sido afectado."
