line_no,Ent,en,vi,tr,es
2280,,"They held the candle, and took a good look at me, and all said, “Why, he ain’t a Shepherdson—no, there ain’t any Shepherdson about him.”","Rồi họ cầm cây nên lên, nhìn tôi cẩn thân và nói: - ồ, nó không phải là Shepherdsons. Nó chẳng có vẻ gì là Shepherdsons cả.","Mumu yaklaştırıp beni tepeden tırnağa incelediler. Sonra da hep bir ağızdan konuşmaya başladılar: “Yok, Shepherdson değil… Hayır; hiç Shepherdson’a benzemiyor.”","Agarraron la vela, me miraron bien y todos dijeron: «Pues no es un Shepherdson, no; no tiene nada de Shepherdson»."
2281,,"Then the old man said he hoped I wouldn’t mind being searched for arms, because he didn’t mean no harm by it—it was only to make sure.","Rồi người nhiều tuổi bảo tôi đừng ngại để cho họ lục soát xem có vũ khí gì không đã - vì không phải là có ý gì hại tôi đâu, mà chỉ là để cho chắc chắn đó thôi.","Sonra yaşlı adam silahım var mı diye üstümün aranmasına ses çıkarmayacağımı umduğunu söyledi, kötü bir niyeti yoktu zira… Sadece emin olmak istiyordu.","Después el anciano dijo que esperaba que no me importase que me registrasen para ver si llevaba armas, porque no lo hacían con mala intención; era sólo para asegurarse."
2282,,"So he didn’t pry into my pockets, but only felt outside with his hands, and said it was all right.","Lão ta không thọc tay vào túi tôi mà chỉ lần lần ở bên ngoài thôi, rồi bảo: được rồi.","Bu yüzden elini ceplerime sokmadı, sadece dışarıdan eliyle yokladı ve tamam dedi.","Así que no me metió las manos en los bolsillos, sino que únicamente me tocó por los lados con las manos y aseguró que estaba bien."
2283,,"He told me to make myself easy and at home, and tell all about myself; but the old lady says:","Lão bảo tôi bây giờ cứ tự nhiên như ở nhà, với lại nói đủ các thứ về tội nữa. Nhưng người đàn bà đứng tuổi nói:","Artık rahatlamamı ve kendimi evimde saymamı söyledi; sonra da kendime dair her şeyi anlatmamı istedi, ama yaşlı kadın araya girdi:","Me dijo que me pusiera cómodo y me sintiera en mi propia casa y les hablase de mí, pero la señora vieja dijo:"
2284,,"“Why, bless you, Saul, the poor thing’s as wet as he can be; and don’t you reckon it may be he’s hungry?”","- Chết chửa, này ông Saul, thằng bé ướt đẫm cả người thế này. Mà có lẽ nó cũng còn đói nữa chứ?","“Tanrı aşkına, Saul, zavallının sırılsıklam olduğunu görmüyor musun? Belki karnı da açtır.","—Pero, hombre, Saúl, pobrecito; está calado hasta los huesos y, ¿no crees que quizá tenga hambre?"
2285,['rachel'],"“True for you, Rachel—I forgot.”","- ừ, phải đấy, Rachel ạ, tôi quên mất.","“Haklısın, Rachel, unutmuşum.","—Tienes razón, Rachel; se me olvidaba."
2286,,So the old lady says:,Người đàn bà nói:,Bunun üzerine yaşlı hanımefendi şöyle dedi:,Así que la vieja dice:
2287,,"“Betsy” (this was a nigger woman), “you fly around and get him something to eat as quick as you can, poor thing; and one of you girls go and wake up Buck and tell him—oh, here he is himself.","- Betsy (đây là một người đàn bà da đen), chạy đi kiếm cái gì cho nó ăn, khổ tội nghiệp cậu bé, còn một cô đi gọi Buck dậy, bảo nó, à thôi, nó đây rồi.","“Betsy (zenci kadına sesleniyordu), hemen koş, ona yiyecek bir şeyler getir, zavallıcık; kızlar, biriniz de gidip Buck’ı uyandırın ve deyin ki… Hah, kendisi geldi zaten.","—Betsy (era una negra), ve corriendo y trae algo de comer a toda prisa, pobrecito; y una de vosotras, las chicas, id a despertar a Buck y le decís... ah, aquí viene."
2288,,"Buck, take this little stranger and get the wet clothes off from him and dress him up in some of yours that’s dry.”","Buck, đem cậu bé này đoi cởi quần áo ướt ra và lấy đồ nào khô của mày ra mặc vào cho nó.","Buck, bu küçük yabancıyı götür; ıslak giysilerini çıkarttır ve kendi kuru giysilerinden ver.","Buck, llévate a este muchachito y quítale la ropa húmeda y dale algo tuyo que esté seco para que se lo ponga."
2289,['buck'],"Buck looked about as old as me—thirteen or fourteen or along there, though he was a little bigger than me.","Trong Buck cũng trặc tuổi tôi, mười ba hay mười bốn gì đó, tuy hắn hơi to lớn hơn tôi một chút.","Buck benim yaşlarımda görünüyordu – ya on üç ya on dörttü, ama benden biraz daha iriydi.","Buck parecía de la misma edad que yo más o menos: trece o catorce años, aunque era un poco más alto."
2290,,"He hadn’t on anything but a shirt, and he was very frowzy-headed.","Nó chỉ mặc mỗi cái áo sơ mi, và đầu tóc thì rất bẩn.",Üzerinde sadece bir mintanla gelmişti ve hâlâ uyanamamış gibi bir hali vardı.,"No llevaba más que una camisa, y tenía el pelo todo revuelto."
2291,,"He came in gaping and digging one fist into his eyes, and he was dragging a gun along with the other one.","Nó bước đến. miệng ngáp và lấy ngón tay dụi mắt, còn tay kia kéo lê khẩu súng.",Bir yandan esniyor; bir yandan da yumruğuyla gözlerini ovuşturuyordu.,"Llegó bostezando y pasándose una mano por los ojos, con una escopeta en la otra."
2293,,“Ain’t they no Shepherdsons around?”,- Không có bọn Shepherdsons ngoài đó chứ?,“Shepherdson’lar değil miymiş?” diye sordu.,—¿No hay Shepherdson por aquí?
2294,,"They said, no, ’twas a false alarm.","Cả đám người nói: - Không, báo động giả đấy thôi Nó nói:","Hayır, yanlış alarm, dediler.","Dijeron que no, que era una falsa alarma."
2295,,"“Well,” he says, “if they’d a ben some, I reckon I’d a got one.”",- Tưởng nếu có bọn ấy thì tôi đã vớ được một đứa,"“Gelselerdi en azından birini haklardım herhalde,” dedi.","—Bueno —dice—, si hubieran venido, seguro que me llevo a uno por delante."
2296,,"They all laughed, and Bob says:",Cả bọn cười. Bod nói:,Hepsi kahkahalarla güldüler.,"Todos se echaron a reír, y Bob dice:"
2297,,"“Why, Buck, they might have scalped us all, you’ve been so slow in coming.”","- Này, Buck, nhưng mà mày đến chậm quá, có thểe chúng nó chụp hết cả bọn mình đấy.","“Herhalde çoktan hepimizin kafa derisini yüzmüşlerdi Buck,” dedi Bob. “Öyle yavaş geliyorsun ki.","—Pero Buck, nos podrían haber quitado el cuero cabelludo a todos, con lo que has tardado en llegar."
2298,,"“Well, nobody come after me, and it ain’t right I’m always kept down; I don’t get no show.”","- Sau tối không còn ai nữa ư? Như thế không được. Bao giờ tôi cũng bị tụt lại thế này, chả được thấy gì cả.","“Ama kimse beni kaldırmadı, bu haksızlık. Beni hep geride bırakıyorsunuz. Kendimi göstermeme fırsat vermiyorsunuz.","—Bueno, es que no me ha avisado nadie, y eso no está bien. Nunca me decís nada; no me dejáis hacer nada."
2299,['buck'],"“Never mind, Buck, my boy,” says the old man, “you’ll have show enough, all in good time, don’t you fret about that.","Yên trí, Buck con ơi - Lão kia nói. Rồi mày sẽ tha hồ, đừng lo.","“Sıkma canını, Buck,” dedi yaşlı adam. “Zamanla kendini göstermek için bol bol fırsatın olacak. Bunun için üzülme.","—No importa, Buck, hijo mío —dice el viejo—, ya podrás hacer lo suficiente a su debido tiempo, no te preocupes por eso."
2300,,"Go ’long with you now, and do as your mother told you.”","Thôi cư đi đi, làm theo mẹ mày bảo đi đã","Haydi bakalım, annenin dediklerini yap şimdi.",Ahora vete a hacer lo que te ha dicho tu madre.
2301,,"When we got up-stairs to his room he got me a coarse shirt and a roundabout and pants of his, and I put them on.","Chúng tôi lên gác, vào buồng với thằng Buck, nó đưa mặc vào.","Buck’ın yukarıdaki odasına çıktığımızda bana kalın bir gömlek, kısa bir ceket ve pantolon verdi.","Cuando subimos las escaleras hasta su cuarto me dio una camisa gruesa, una cazadora y unos pantalones, y me lo puse todo."
2302,,"While I was at it he asked me what my name was, but before I could tell him he started to tell me about a bluejay and a young rabbit he had catched in the woods day before yesterday, and he asked me where Moses was when the candle went out.","Mặc xong, nó hỏi tên tôi là gì, tôi chưa nói thì nó đã chỉ cho tôi xem một con sáo sậu với một con thỏ nó vừa mới bắt được trong rừng hôm kia, rồi nói hỏi tôi rằng cái lúc tắt nến thì Moses ở đâu.","Ben giyinirken adımı sordu, ama daha söylememe fırsat bırakmadan evvelsi gün ormanda tuttuğu mavi alakargayı ve yavru tavşanı anlatmaya koyuldu. Sonra da mum söndüğünde Musa’nın nerede olduğunu sordu.","Entre tanto me preguntó cómo me llamaba, pero antes de que se lo pudiera decir empezó a contarme que anteayer había cogido en el bosque un estornino y un conejito y me preguntó dónde estaba Moisés cuando se apagó la vela."
2303,,"I said I didn’t know; I hadn’t heard about it before, no way.",Tôi bảo tôi không biết và cũng chưa nghe nói cái đó bao giờ.,Bilmediğimi söyledim; daha önce bununla ilgili hiçbir şey duymamıştım gerçekten de.,"Dije que no lo sabía; no lo había oído nunca, de verdad."
2304,,"“Well, guess,” he says.",Nó bảo: - Thế mày thử đoán xem,"“Tahmin et o zaman,” dedi.","—Bueno, pues supón —sugirió."
2305,,"“How’m I going to guess,” says I, “when I never heard tell of it before?”","Tôi trả lời: - Tao làm thế nào mà đoán được, vì tao đã nghe nói bao giờ đâu",“Nasıl tahmin edeyim yahu?” dedim. “Bundan bahsedildiğini hayatımda ilk kez duyuyorum.,—¿Cómo voy a suponer —respondí— cuando nunca me lo ha dicho nadie antes?
2306,,"“But you can guess, can’t you?","- Nhưng mày có thể đoán được chứ, dễ lắm","“Ama bir şeyler atabilirsin, değil mi?","—Pero puedes suponer, ¿no?"
2308,,“Which candle?” I says.,- Cây nến nào? Tao không biết nó ở đâu cả. ở đâu?,“Hangi mum?” dedim.,—¿Qué vela? —pregunté.
2309,,"“Why, any candle,” he says.",- Cây nến nào? Tao không biết nó ở đâu cả. ở đâu?,"“Fark etmez ki, herhangi bir mum işte.",—Pues cualquier vela —contestó.
2310,,"“I don’t know where he was,” says I; “where was he?”",- Cây nến nào? Tao không biết nó ở đâu cả. ở đâu?,"“Ama nerede olduğunu bilmiyorum ki,” dedim; “neredeydi?",—No sé dónde estaba —respondí—; ¿dónde estaba?
2312,,That’s where he was!”,"- Ô hay, trong chỗ tôi ấy chứ ở đâu",Karanlıktaydı işte!,¡Ahí es donde estaba!
2313,,"“Well, if you knowed where he was, what did you ask me for?”","- à, nếu mày biết là ở đâu rồi thì còn phải hỏi tao làm gì nữa?",“Nerede olduğunu biliyorsan bana niye sordun?,"—Bueno, pues si ya sabías dónde estaba, ¿para qué me lo preguntas?"
2314,,"“Why, blame it, it’s a riddle, don’t you see?","- Mẹ kiếp, đó là một câu đố, mày không thấy à?","“Kafayı yedirtme adama ya, bilmece sordum sana, anlamadın mı?","—Pero, hombre, es una adivinanza, ¿no entiendes?"
2315,,"Say, how long are you going to stay here?","Này, mày định ở lại đây bao lâu? Mày phải ở đây mẵi nhé.",Burada ne kadar kalacaksın?,"Oye, ¿cuánto tiempo vas a quedarte?"
2316,,You got to stay always.,"Này, mày định ở lại đây bao lâu? Mày phải ở đây mẵi nhé.",Bence hiç gitme.,Tienes que quedarte para siempre.
2317,,We can just have booming times—they don’t have no school now.,"Chúng mình tha hồ đi săn bắn, bây giờ không phải đi học nữa.",Çok iyi vakit geçiririz be… Bu aralar okul da yok zaten.,Lo podemos pasar fenómeno... Ahora no hay escuela.
2318,,Do you own a dog?,Mày có con cho nào không?,Köpeğin var mı? Benim bir tane var…,¿Tienes perro?
2319,,I’ve got a dog—and he’ll go in the river and bring out chips that you throw in.,"Tao có một con chó, đưa nó ra ngoài sông, nếu tao ném cái gì ra sông thì nó sẽ bơi ra nhặt về được.",Nehre attığın değnekleri atladığı gibi gidip getiriyor.,Yo tengo un perro que sabe meterse en el río a traerte las cosas que le tiras.
2320,,"Do you like to comb up Sundays, and all that kind of foolishness?",Mày có thích đi sục sạo ngày chủ nhật không? Và chạy lung tung chơi các thứ như vậy không?,Pazar günleri saçını taramaktan ve diğer budalaca şeyleri yapmaktan hoşlanır mısın?,¿Te gusta eso de peinarte los domingos y todas esas tonterías?
2321,,"You bet I don’t, but ma she makes me.","Chắc mày không thích hả, nhưng tao thích lắm.",Eminim hoşlanmıyorsundur; ama annem bana zorla yaptırıyor.,"Te aseguro que a mí no, pero madre me obliga."
2323,,"I reckon I’d better put ’em on, but I’d ruther not, it’s so warm.","Có lẽ tao cũng mặc thêm vào nữa. Nhưng thôi, nóng quá.","Gıcık oluyorum şu pantolona, mecbur giyiyorum, ama bana kalsa bu sıcakta giymezdim.","Supongo que tendré que ponérmelos, pero preferiría que no, con este calor."
2324,,Are you all ready?,"Xong chưa? Được rồi, thôi đi đi ông bạn.","Tamam, hazır mısın artık?",¿Estás listo? Vale.
2326,,"Come along, old hoss.”","Bánh mì nguội, thịt bò cũng nguội.",Haydi gidelim abicim.,"Baja conmigo, compañero."
2327,,"Cold corn-pone, cold corn-beef, butter and buttermilk—that is what they had for me down there, and there ain’t nothing better that ever I’ve come across yet.","Rồi bơ, bánh sữa. Họ đã chuẩn bị sẵn cho tôi những thứ đó.","Soğuk mısır ekmeği, konserve sığır eti, tereyağı ve yağı alınmış süt – benim yemem için bunları çıkarmışlardı, sanki daha önce hiç bu kadar güzel yemek yememişim gibi geldi.","Pan de borona frío, carne salada fría, mantequilla y leche con abundante nata: eso es lo que me tenían preparado abajo, y en mi vida he comido nada mejor."
2328,,"Buck and his ma and all of them smoked cob pipes, except the nigger woman, which was gone, and the two young women.","Và như vậy còn tốt hơn những cái tôi đã được ăn từ trước đến nay nhiều lắm. Buck, và mẹ nó, và cả nhà đều hút thuốc bằng những cái tẩu con, trừ có người đàn bà da đen lúc nãy với hai thiếu phụ.","Buck, annesi ve geri kalan herkes mısır koçanından pipo içiyordu; sadece ortalarda görünmeyen zenci kadın ve iki genç kadın içmiyordu.","Buck y su madre y todos los demás fumaban pipas de maíz, salvo la negra, que se había ido, y las dos mujeres jóvenes."
2329,,"They all smoked and talked, and I eat and talked.",Cả nhà vừa hút vừa nói chuyện. Tôi cũng vừa ăn vừa nói.,"Hepsi birden tütün içip laflıyordu, ben de bir yandan yemeğimi yiyip bir yandan onlara cevap veriyordum.","Todos fumaban y hablaban, y yo comía y hablaba."
2330,,"The young women had quilts around them, and their hair down their backs.","Hai thiếu phụ ngồi giữa đống cuộn sợi, tóc xoã xuống sau lưng.",Genç kadınlar yorgana sarınmıştı ve açık saçları bellerine kadar iniyordu.,Las dos mujeres jóvenes estaban envueltas en colchas y llevaban la melena suelta.
2331,,"They all asked me questions, and I told them how pap and me and all the family was living on a little farm down at the bottom of Arkansaw, and my sister Mary Ann run off and got married and never was heard of no more, and Bill went to hunt them and he warn’t heard of no more, and Tom and Mort died, and then there warn’t nobody but just me and pap left, and he was just trimmed down to nothing, on account of his troubles; so when he died I took what there was left, because the farm didn’t belong to us, and started up the river, deck passage, and fell overboard; and that was how I come to be here.","Người nào cũng hỏi chuyện tôi. Tôi kể lại nào là bố tôi với gia đình sống ở một cái trang trại nhỏ ở tít đằng cuối vùng Arkansaw. Chi tôi là Mary Ann bỏ đi lấy chồng và không biết tin tức gì nữa. Rồi Bill lại đi tìm hai vợ chồng chị tôi cũng không tin gì về. Còn Tom và Mort thì chết rồi; về sau cả nhà chỉ còn có bố tôi với tôi, mà bố tôi thì rồi khó khăn sa sút chẳng còn gì; vì thế sau khí bố tôi chết, tôi nhặt nhạnh mấy thứ để lại mà đi. Vì cái trại đó không phải là của nhà chúng tôi nên mới bỏ ra ngoài sông đáp tàu thuỷ, chẳng may thế nào đi đường tôi bị rớt xuống sông thành ra mới mò tới đây.","Hepsi bana sorular sordu. Ben de onlara babamın, benim ve ailemin geri kalanının Arkansas’nın en güneyinde küçük bir çiftlikte yaşadığımızı anlattım. Ablam Mary Ann kaçarak evlenmişti ve ondan bir daha hiç haber alamamıştık; Bill onları aramaya gitmişti ve ondan da haber çıkmamıştı; Tom ve Mort ölmüştü ve nihayet benden ve babamdan başka hiç kimse kalmamıştı. Babam başına gelen belalardan ötürü bir deri bir kemik kalmıştı; o da ölünce, çiftlik bize ait olmadığından geri kalan eşyayla birlikte nehir yukarı yola çıkmıştım, ama işte geceleyin güverteden düşmüştüm.","Todos me hacían preguntas, y les dije que padre y yo y toda la familia vivíamos en una granja pequeña allá al otro lado de Arkansas y que mi hermana Mary Ann se había escapado para casarse y no habíamos vuelto a saber de ella, y que Bill fue a buscarlos y tampoco habíamos vuelto a saber de él, y que Tom y Mort habían muerto y ya no quedaba nadie más que yo y padre, y que él se había ido consumiendo con tantos problemas, así que cuando se murió me llevé lo que quedaba, porque la granja no era nuestra, y empecé a remontar el río con pasaje de cubierta y me había caído por la borda y que por eso estaba allí."
2332,,So they said I could have a home there as long as I wanted it.,Họ bảo tôi cứ coi đây như ở nhà và muốn ở lại đến bao giờ cũng được.,Oraya gelişimin hikâyesi böyleydi. İstediğim kadar onlarla birlikte kalıp orayı evim sayabileceğimi söylediler.,Entonces me dijeron que ahí tenía mi casa mientras yo quisiera.
2333,"['buc', 'buck']","Then it was most daylight and everybody went to bed, and I went to bed with Buck, and when I waked up in the morning, drat it all, I had forgot what my name was.","Lúc đó đã gần sáng, mọi người đi ngủ cả, tôi cũng đi ngủ với Buck, lúc tỉnh dậy đã muộn, và tôi quên khuất đi mất tên mình là gì, thế có chết không chứ.","Artık gün ışımak üzereydi, herkes odasına çekildi ve ben de Buck’ın yanında yattım; sabah uyandığımda, lanet olsun, bir baktım ki yeni adımı unutmuşum.","Después se hizo casi de día y todo el mundo se fue a acostar y yo me fui con Buck, y cuando me desperté por la mañana, maldita sea, se me había olvidado cómo me llamaba."
2334,['buck'],"So I laid there about an hour trying to think, and when Buck waked up I says:","Tôi nằm đó đến một giờ đồng hồ, cố nghĩ lại xem. Lúc Buck thức dậy tôi hỏi:",Bir saat boyunca hatırlamak için uğraştım ve nihayet Buck uyandığında şöyle dedim:,"Así que me quedé allí tumbado una hora tratando de pensarlo, y cuando Buck se despertó le pregunté:"
2335,,"“Can you spell, Buck?”","- Buck, mày có đánh vần được không?","“Buck, adının harflerini sıralayabilir misin?","—¿Estás bien de ortografía, Buck?"
2336,,"“Yes,” he says.","- Được, nó đáp","“Tabii ki sıralayabilirim,” dedi.",—Sí —respondió.
2337,,"“I bet you can’t spell my name,” says I.","- Tao chắc mày không đánh vần nổi tên tao đâu, tôi nói thế. Nó trả lời:","“Ama bahse girerim benim adımın harflerini sıralayamazsın,” dedim.",—Seguro que no sabes escribir cómo me llamo —le dije.
2338,,"“I bet you what you dare I can,” says he.",- Tao bảo cái gì mày dám làm thì tao cũng làm được,"“Ama bahse girerim benim adımın harflerini sıralayamazsın,” dedim.",—Te apuesto lo que quieras a que sí —contestó.
2340,,"“G-e-o-r-g-e J-a-x-o-n—there now,” he says.","- G-e-o-r-g-e. J-a-c-k-s-o-n, đó mày xem",“G-e-o-r-g-e J-a-x-o-n… Yanlış mı?,"—G-e-o-r-g-e J-a-x-o-n, para que te enteres —dijo."
2341,,"“Well,” says I, “you done it, but I didn’t think you could.","- Khá lắm, đúng đấy. Tao cứ tưởng mày không đánh vần được.","“Pekâlâ, doğrusunu bildin, ama hiç tahmin etmemiştim.","—Vale —respondí—, sí que has sabido, pero no me lo creía."
2342,,It ain’t no slouch of a name to spell—right off without studying.”,"Cái tên ấy cũng không đến nỗi lủng củng khó đánh vần cho lắm, có thể đọc được ngay không cần phải nghĩ ngợi.",Öyle hiç çalışmadan bir seferde harfleri sıralanacak bir isim değil çünkü.,"No te creas que es un nombre fácil de escribir así, sin estudiárselo."
2343,,"I set it down, private, because somebody might want me to spell it next, and so I wanted to be handy with it and rattle it off like I was used to it.","Tôi nhớ kỹ trong bụng, để nhỡ chốc nữa có ai bảo tôi đánh vần thì tôi cũng có thể nói ngay được nhanh chóng, ra vẻ như tôi đã quen với tên mình lắm.","Yalnız kaldığımda oturup çalışmaya başladım, çünkü başka birisi de benden adımı yazmamı isteyebilirdi ve çok alışkınmışım gibi bir çırpıda yazmam gerekecekti.","Me lo apunté a escondidas, porque a lo mejor alguien quería que fuera yo quien lo escribiera, así que quería hacerlo de golpe, y soltarlo como si ya estuviera muy acostumbrado."
2344,,"It was a mighty nice family, and a mighty nice house, too.",Đây là một cái gia đình khá tốt bụng. Và cái nhà này cũng hết sức là xinh xắn nữa.,"Gerçekten hoş bir aileydi, evleri de gerçekten güzeldi.",Era una familia muy simpática y la casa también era estupenda.
2345,,I hadn’t seen no house out in the country before that was so nice and had so much style.,Tôi chưa thấy cái nhà nào ở vùng này xinh đẹp và kiểu cách như nhà này.,Kırsal bölgede bu kadar güzel ve şık bir ev görmemiştim o güne dek.,Nunca había visto yo una casa tan buena y con tanto estilo.
2346,,"It didn’t have an iron latch on the front door, nor a wooden one with a buckskin string, but a brass knob to turn, the same as houses in town.","Trên cửa ra vào không có chốt bằng sắt hay bằng gỗ buộc vào miếng dây da hoẵng, nhưng lại có cái núm bằng đồng để quay, uy như những nhà ở thành phố.","Ön kapısında demir mandal ya da deri kayışla açılan ahşap mandal yoktu, onun yerine kasabalardaki evlerde olduğu gibi pirinçten bir kol vardı, çevrilerek açılıyordu.","No tenía un pasador de hierro en la puerta principal, ni de madera con una cuerda de piel, sino un pomo de latón para darle la vuelta, igual que las casas de la ciudad."
2347,,"There warn’t no bed in the parlor, nor a sign of a bed; but heaps of parlors in towns has beds in them.",Trong phòng khách không kể giường ngủ cũng không để cái gì khác làm giường cả. Có rất nhiều phòng như thế ở ngoài tỉnh họ kê giường cả.,"Salonda hiç yatak yoktu, hatta yatağa benzer bir şey bile yoktu; halbuki kasabalardaki salonların hemen hepsinde yatak olurdu.","En el salón no había camas ni señales de ellas, aunque hay montones de salones en las ciudades donde se ven camas."
2348,,"There was a big fireplace that was bricked on the bottom, and the bricks was kept clean and red by pouring water on them and scrubbing them with another brick; sometimes they wash them over with red water-paint that they call Spanish-brown, same as they do in town.","Có một cái lồ sưởi to, ở dưới lót gạch, và gạch ở chúng quanh rất sạch sẽ, đỏ chót, vì là họ đổ nước lên đó rồi lấy gạch khác kỳ cọ đi. Có khi người ta lại sơn lên một nước sơn đỏ, thường gọi là màu nâu Tây Ban Nha, y như những căn nhà ngoài thành phố.","En altına tuğla döşenmiş koca bir ocağı vardı, tuğlaların üzerine su döküp birbirine sürterek hep temiz ve kırmızı kalmalarını sağlıyorlardı; kimi zaman da tuğlaları kasabada yapıldığı gibi İspanyol-kahvesi denilen kırmızı bir boyaya sokup çıkarıyorlardı.","Había una chimenea muy grande, revestida de ladrillos por abajo, que mantenían limpios a base de agua y de frotarlos con otro ladrillo; a veces los lavaban con una pintura de agua roja que llaman tierra de España, igual que en la ciudad."
2350,,"There was a clock on the middle of the mantelpiece, with a picture of a town painted on the bottom half of the glass front, and a round place in the middle of it for the sun, and you could see the pendulum swinging behind it.","Có những con chó to bằng đồng có thể đội được cả cột nhà. ở giữa bẹ lò sưởi có một cái đồng hồ, một bức tranh phong cảnh thành phố vẽ vào một nửa dưới miếng kính, rồi một cái khoang tròn ở giữa để làm mặt trời, sau miếng kính đồng hồ ấy có thể trông thấy quả lắc đưa đi đưa lại.",Şömine rafının ortasında bir saat ve saatin camının alt yarısında da bir kasaba resmi gördüm; saatin ortasındaki boşluk güneşi simgeliyordu ve hemen arkasında sallanan sarkacı görebiliyordunuz.,"En medio de la repisa había un reloj con la pintura de un pueblo en la parte de abajo de la tapa de cristal, y una apertura redonda en el medio para la esfera, y por detrás se veía el péndulo que oscilaba."
2352,,They wouldn’t took any money for her.,Chủ nhà chả dễ gì bán nó với bất cứ một cái giá nào đâu.,Üstelik tamirciler saat için hiç para almazdı.,No lo hubieran vendido por nada del mundo.
2353,,"Well, there was a big outlandish parrot on each side of the clock, made out of something like chalk, and painted up gaudy.","Rồi hai bên đồng hồ lại có con vẹt trông rất lạ. làm bằng một thứ gì như phấn son, sơn màu sặc sỡ.",Saatin her iki tarafında birer tane gösterişli papağan vardı; tebeşir gibi bir şeyden yapılmış ve cicili bicili renklere boyanmışlardı.,Y a cada lado del reloj había un loro muy raro hecho como de tiza y pintado de muchos colores.
2354,,"By one of the parrots was a cat made of crockery, and a crockery dog by the other; and when you pressed down on them they squeaked, but didn’t open their mouths nor look different nor interested.","Cạnh con vẹt bên này có một con mèo bằng sứ, còn bên kia có con chó bằng sứ; mỗi khi ấn vào đầu nó một cái thì nó kêu oé lên một tiếng, nhưng lại không há miệng ra, mà cũng chẳng tỏ ra tức giận hay vui mừng gì cả.","Papağanlardan birinin yanında pişmiş topraktan bir kedi, diğerinin yanında yine topraktan bir köpek vardı; kedi ve köpeğin üstüne bastırırsanız ciyaklıyorlardı, ama ağızları açılmıyor, görünüşleri değişmiyor; tepki vermiyorlardı.","Al lado de uno de los loros había un gato de porcelana y al lado del otro un perro también de porcelana, y cuando se los apretaba chirriaban, pero no abrían la boca ni parecían distintos ni interesados."
2356,,There was a couple of big wild-turkey-wing fans spread out behind those things.,Vì có hai cái quạt làm bằng lòng cánh con gà rừng lắp ở phía sau.,Bu eşyaların arkasında yabani hindi tüyünden bir çift büyük yelpaze asılıydı.,Detrás de ellos había dos abanicos de alas de pavo silvestre.
2357,,"On the table in the middle of the room was a kind of a lovely crockery basket that had apples and oranges and peaches and grapes piled up in it, which was much redder and yellower and prettier than real ones is, but they warn’t real because you could see where pieces had got chipped off and showed the white chalk, or whatever it was, underneath.","Trên bàn để giữa phòng có một cái âu bằng sứ trông thấy rất đẹp, chất đầy những táo, cam, đào, nho, trông đỏ đỏ vàng vàng và đẹp hơn những quả thường; nhưng đó không phải hoa quả thật và có thể trông thấy những chỗ đã bong lần vỏ ngoài trơ cả đất trắng ở trong ra.","Odanın ortasındaki bir masanın üzerinde de yine pişmiş topraktan çok hoş bir sepet vardı; içine doldurulmuş elmalar, portakallar; şeftaliler ve üzümler gerçeklerinden çok daha kırmızı, sarı ve nefis görünüşlüydü, ama bazı yerleri soyulup altındaki beyaz tebeşir ya da artık her neyse o malzeme göründüğünden gerçek olmadıkları belliydi.","En la mesa, en medio de la habitación, había una especie de cesto precioso de porcelana que tenía manzanas, naranjas, melocotones y uvas, todo amontonado, y mucho más rojo y amarillo y más bonito que la fruta real, pero no era de verdad porque se veía dónde habían saltado pedazos y por debajo la tiza blanca o lo que fuera."
2358,,"This table had a cover made out of beautiful oilcloth, with a red and blue spread-eagle painted on it, and a painted border all around.","Trên mặt bàn phủ một chiếc khăn trải bàn bằng vải dầu, đẹp, ở giữa khăn vẽ con chim ưng xanh đỏ, chung quanh sơn một đường viền.",Masada serili duran güzel muşamba örtünün üzerinde yine renkli bir çerçeve içine kanatlarını açmış kırmızı ve mavi bir kartal çizilmişti.,"Aquella mesa tenía un mantel de un hule precioso, con un águila roja y azul y una cenefa pintada todo alrededor."
2359,,"It come all the way from Philadelphia, they said.","Họ bảo là chiếc khăn đó mang từ Philadelphia về. Cũng có một ít sách nữa, xếp cẩn thận ở mấy góc bàn.",Bu örtünün ta Philadelphia’dan geldiğini söylediler.,Decían que había llegado de Filadelfia.
2360,,"There was some books, too, piled up perfectly exact, on each corner of the table.","Họ bảo là chiếc khăn đó mang từ Philadelphia về. Cũng có một ít sách nữa, xếp cẩn thận ở mấy góc bàn.",Masanın her köşesine dikkatle istiflenmiş kitaplar da vardı.,"También había algunos libros, en montones muy ordenados a cada esquina de la mesa."
2361,,One was a big family Bible full of pictures.,Một quyển là cuốn kinh thánh trong vẽ rất nhiều tranh ảnh.,"Bir tanesi içi resimlerle dolu, ailecek okunabilecek büyük bir Kutsal Kitap’tı.",Uno de ellos era una gran Biblia familiar llena de ilustraciones.
2362,,"One was Pilgrim’s Progress, about a man that left his family, it didn’t say why.",Một quyển là cuốn Những bước đường của Pilgrim nói về một người bỏ nhà đi mà không nói tại sao.,"Bir başkası, belirtmediği bir sebepten ötürü evini ve ailesini terk eden bir adam hakkındaki “Hac Yolunda”ydı.","Otro era el Progreso del peregrino, de un hombre que dejaba a su familia, pero no decía por qué."
2363,,I read considerable in it now and then.,Thỉnh thoảng tôi vẫn đọc cái truyện này.,Bu kitabı zaman zaman elime alıp epeyce okudum.,De vez en cuando me leía un montón de páginas.
