Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",david,0,0.36,incorrect,jesus,0,0.33,incorrect,robespierre,0,0.35,incorrect,napoleon,0,0.43,incorrect,jesus,0,0.33,incorrect,joseph,0,0.33,incorrect,maui,0,0.2,incorrect,adam,0,0.4,incorrect,colonel,0,0.46,incorrect,midnight,0,0.29,incorrect,napoleon,0,0.43,incorrect,ary,0,0.67,incorrect,jesus,0,0.33,incorrect,napoleon,0,0.43,incorrect,joseph,0,0.33,incorrect,adam,0,0.4,incorrect,midnight,0,0.29,incorrect,ary,0,0.67,incorrect
"['dr manette', 'dr', 'manette', 'mane']",job,0,0.0,incorrect,ngaka,0,0.22,incorrect,doctor,0,0.5,incorrect,jesus,0,0.22,incorrect,ngaka pholoso,0,0.12,incorrect,david,0,0.29,incorrect,david,0,0.29,incorrect,ua,0,0.33,incorrect,doctor,0,0.5,incorrect,doctor,0,0.5,incorrect,david,0,0.29,incorrect,david,0,0.29,incorrect,ngaka,0,0.22,incorrect,jesus,0,0.22,incorrect,david,0,0.29,incorrect,ua,0,0.33,incorrect,doctor,0,0.5,incorrect,david,0,0.29,incorrect
"['miss pross', 'pross', 'miss']",david,0,0.22,incorrect,joseph,0,0.36,incorrect,door,0,0.22,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,samuel,0,0.2,incorrect,samoa,0,0.27,incorrect,god,0,0.25,incorrect,hamlet,0,0.2,incorrect,david,0,0.22,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,joseph,0,0.36,incorrect,samoa,0,0.27,incorrect,hamlet,0,0.2,incorrect,joseph,0,0.36,incorrect
"['lucía', 'lucie']",paris,0,0.2,incorrect,ke,0,0.29,incorrect,napoleon,0,0.31,incorrect,paris,0,0.2,incorrect,e. e. fa,0,0.15,incorrect,elizabeth,0,0.43,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,ke,0,0.29,incorrect,paris,0,0.2,incorrect,elizabeth,0,0.43,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect
"['manette', 'mane']",job,0,0.0,incorrect,morweng,0,0.36,incorrect,dr. frankenstein,0,0.43,incorrect,elizabeth,0,0.38,incorrect,ngaka,0,0.22,incorrect,morwadie,0,0.5,incorrect,joseph,0,0.2,incorrect,ua,0,0.33,incorrect,doctor,0,0.15,incorrect,doctor,0,0.15,incorrect,david,0,0.22,incorrect,ary,0,0.29,incorrect,morweng,0,0.36,incorrect,elizabeth,0,0.38,incorrect,morwadie,0,0.5,incorrect,ua,0,0.33,incorrect,doctor,0,0.15,incorrect,ary,0,0.29,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",job,0,0.22,incorrect,david,0,0.22,incorrect,dokita,0,0.67,incorrect,jesus,0,0.22,incorrect,dr. bonyana lek,0,0.41,incorrect,molimo,0,0.33,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,doctor,0,0.83,correct,justice,0,0.29,incorrect,jesus,0,0.22,incorrect,aoka,0,0.4,incorrect,david,0,0.22,incorrect,jesus,0,0.22,incorrect,molimo,0,0.33,incorrect,god,0,0.22,incorrect,justice,0,0.29,incorrect,aoka,0,0.4,incorrect
"['lucía', 'luci', 'lucie']",sotho,0,0.0,incorrect,sotho,0,0.0,incorrect,sojourner truth,0,0.2,incorrect,olorun,0,0.4,incorrect,noah,0,0.22,incorrect,leletsepa,0,0.29,incorrect,sojourner,0,0.29,incorrect,maui,0,0.5,incorrect,christ,0,0.4,incorrect,christ,0,0.4,incorrect,so,0,0.0,incorrect,so,0,0.0,incorrect,sotho,0,0.0,incorrect,olorun,0,0.4,incorrect,leletsepa,0,0.29,incorrect,maui,0,0.5,incorrect,christ,0,0.4,incorrect,so,0,0.0,incorrect
['carton'],job,0,0.22,incorrect,haeba,0,0.18,incorrect,yoruba,0,0.17,incorrect,oyenusi,0,0.31,incorrect,moses,0,0.18,incorrect,abraham,0,0.31,incorrect,jesus,0,0.0,incorrect,maui,0,0.2,incorrect,thief,0,0.18,incorrect,chaucer,0,0.46,incorrect,david,0,0.18,incorrect,david,0,0.18,incorrect,haeba,0,0.18,incorrect,oyenusi,0,0.31,incorrect,abraham,0,0.31,incorrect,maui,0,0.2,incorrect,chaucer,0,0.46,incorrect,david,0,0.18,incorrect
"['evrémonde', 'evrémond', 'yurttaş', 'yurttaş evremonde', 'evremonde']",england,0,0.4,incorrect,empa,0,0.33,incorrect,nigeria,0,0.29,incorrect,united states,0,0.5,incorrect,rephaboliki,0,0.32,incorrect,rephaboliki,0,0.32,incorrect,maori,0,0.31,incorrect,israel,0,0.31,incorrect,citizens,0,0.27,incorrect,citizens,0,0.27,incorrect,vatikana,0,0.27,incorrect,papa,0,0.18,incorrect,empa,0,0.33,incorrect,united states,0,0.5,incorrect,rephaboliki,0,0.32,incorrect,israel,0,0.31,incorrect,citizens,0,0.27,incorrect,papa,0,0.18,incorrect
"['mauricio lorry', 'mauricio', 'jarvis', 'jarvis lorry', 'lorry']",rephaboliki,0,0.32,incorrect,rephaboliki,0,0.32,incorrect,france,0,0.29,incorrect,france,0,0.29,incorrect,pharaoh,0,0.4,incorrect,seabelo,0,0.33,incorrect,peretane,0,0.15,incorrect,peretane,0,0.15,incorrect,winston,0,0.32,incorrect,britain,0,0.4,incorrect,britania,0,0.38,incorrect,maro,0,0.67,incorrect,rephaboliki,0,0.32,incorrect,france,0,0.29,incorrect,seabelo,0,0.33,incorrect,peretane,0,0.15,incorrect,britain,0,0.4,incorrect,maro,0,0.67,incorrect
"['miss pross', 'pross', 'miss']",job,0,0.25,incorrect,job,0,0.25,incorrect,david,0,0.22,incorrect,yoruba,0,0.18,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,samuel,0,0.2,incorrect,aita,0,0.25,incorrect,clock,0,0.2,incorrect,traffic light,0,0.17,incorrect,david,0,0.22,incorrect,paul,0,0.22,incorrect,job,0,0.25,incorrect,yoruba,0,0.18,incorrect,jesus,0,0.44,incorrect,aita,0,0.25,incorrect,traffic light,0,0.17,incorrect,paul,0,0.22,incorrect
"['miss pross', 'pross', 'miss']",ladybird,0,0.22,incorrect,ladybird,0,0.22,incorrect,ladybird,0,0.22,incorrect,mo,0,0.33,incorrect,sejeremane,0,0.2,incorrect,sejeremane,0,0.2,incorrect,peretane,0,0.31,incorrect,jesus,0,0.44,incorrect,ladybird,0,0.22,incorrect,hope,0,0.22,incorrect,britanika,0,0.15,incorrect,britannia,0,0.15,incorrect,ladybird,0,0.22,incorrect,mo,0,0.33,incorrect,sejeremane,0,0.2,incorrect,jesus,0,0.44,incorrect,hope,0,0.22,incorrect,britannia,0,0.15,incorrect
"['miss pross', 'pross', 'miss']",jesus,0,0.44,incorrect,god,0,0.25,incorrect,yoruba,0,0.18,incorrect,job,0,0.25,incorrect,mma,0,0.29,incorrect,david,0,0.22,incorrect,paul,0,0.22,incorrect,mai,0,0.57,incorrect,odysseus,0,0.46,incorrect,india,0,0.22,incorrect,jesus,0,0.44,incorrect,david,0,0.22,incorrect,god,0,0.25,incorrect,job,0,0.25,incorrect,david,0,0.22,incorrect,mai,0,0.57,incorrect,india,0,0.22,incorrect,david,0,0.22,incorrect
