Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",morena,0,0.5,incorrect,morena,0,0.5,incorrect,dokita,0,0.36,incorrect,jesus,0,0.18,incorrect,buti,0,0.0,incorrect,buti,0,0.0,incorrect,abrahamu,0,0.46,incorrect,abraham,0,0.5,incorrect,doctor,0,0.33,incorrect,doctor,0,0.33,incorrect,ing,0,0.24,incorrect,abraham,0,0.5,incorrect,morena,0,0.5,incorrect,jesus,0,0.18,incorrect,buti,0,0.0,incorrect,abraham,0,0.5,incorrect,doctor,0,0.33,incorrect,abraham,0,0.5,incorrect
"['carlos', 'charles']",morena,0,0.31,incorrect,jesus,0,0.33,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,moses,0,0.36,incorrect,god,0,0.22,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,shakespeare,0,0.44,incorrect,harsholllas,0,0.56,incorrect,god,0,0.22,incorrect,abrahamy,0,0.29,incorrect,jesus,0,0.33,incorrect,abraham,0,0.31,incorrect,god,0,0.22,incorrect,abraham,0,0.31,incorrect,harsholllas,0,0.56,incorrect,abrahamy,0,0.29,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",israel,0,0.33,incorrect,lesotho,0,0.43,incorrect,abraham,0,0.46,incorrect,abraham,0,0.46,incorrect,botswana,0,0.48,incorrect,jesus,0,0.33,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,frankenstein,0,0.32,incorrect,albert,0,0.46,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,lesotho,0,0.43,incorrect,abraham,0,0.46,incorrect,jesus,0,0.33,incorrect,adam,0,0.4,incorrect,albert,0,0.46,incorrect,adam,0,0.4,incorrect
"['dr manette', 'dr', 'manette', 'mane']",abel,0,0.5,incorrect,ngaka,0,0.22,incorrect,abrahami lincoln,0,0.23,incorrect,jesus,0,0.22,incorrect,abel,0,0.5,incorrect,israel,0,0.4,incorrect,adam,0,0.33,incorrect,abraham,0,0.24,incorrect,newton,0,0.46,incorrect,dr. watson,0,0.5,incorrect,job,0,0.0,incorrect,abrahamy,0,0.22,incorrect,ngaka,0,0.22,incorrect,jesus,0,0.22,incorrect,israel,0,0.4,incorrect,abraham,0,0.24,incorrect,dr. watson,0,0.5,incorrect,abrahamy,0,0.22,incorrect
"['miss pross', 'pross', 'miss']",morena,0,0.25,incorrect,abel,0,0.0,incorrect,abrahami,0,0.33,incorrect,abrahami adedeji,0,0.23,incorrect,god,0,0.25,incorrect,abraham,0,0.18,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,jesus,0,0.44,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,abel,0,0.0,incorrect,abrahami adedeji,0,0.23,incorrect,abraham,0,0.18,incorrect,adam,0,0.25,incorrect,jesus,0,0.44,incorrect,adam,0,0.25,incorrect
"['lucía', 'lucie']",monet,0,0.2,incorrect,paris,0,0.2,incorrect,marie curie,0,0.38,incorrect,shakespeare,0,0.12,incorrect,obama,0,0.2,incorrect,god,0,0.0,incorrect,victor hugo,0,0.12,incorrect,victor hugo,0,0.12,incorrect,jesus,0,0.2,incorrect,persephone,0,0.13,incorrect,madame bovary,0,0.11,incorrect,madame bovary,0,0.11,incorrect,paris,0,0.2,incorrect,shakespeare,0,0.12,incorrect,god,0,0.0,incorrect,victor hugo,0,0.12,incorrect,persephone,0,0.13,incorrect,madame bovary,0,0.11,incorrect
"['manette', 'mane']",samuel,0,0.4,incorrect,abel,0,0.5,incorrect,abraham,0,0.18,incorrect,jesus,0,0.22,incorrect,abraham,0,0.18,incorrect,ngaka,0,0.22,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,morel,0,0.44,incorrect,shakespeare,0,0.33,incorrect,job,0,0.0,incorrect,abrahamy,0,0.17,incorrect,abel,0,0.5,incorrect,jesus,0,0.22,incorrect,ngaka,0,0.22,incorrect,adam,0,0.25,incorrect,shakespeare,0,0.33,incorrect,abrahamy,0,0.17,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",morongwa,0,0.33,incorrect,ngaka,0,0.22,incorrect,abrahami lincoln,0,0.2,incorrect,jesus,0,0.22,incorrect,christ,0,0.2,incorrect,obama,0,0.44,incorrect,adam,0,0.25,incorrect,abraham,0,0.19,incorrect,manette,1,1.0,correct,hamilton,0,0.33,incorrect,job,0,0.22,incorrect,abrahamy,0,0.18,incorrect,ngaka,0,0.22,incorrect,jesus,0,0.22,incorrect,obama,0,0.44,incorrect,abraham,0,0.19,incorrect,hamilton,0,0.33,incorrect,abrahamy,0,0.18,incorrect
"['lucía', 'luci', 'lucie']",job,0,0.0,incorrect,abel,0,0.25,incorrect,oliver twist,0,0.35,incorrect,jesus,0,0.22,incorrect,abel,0,0.25,incorrect,abel,0,0.25,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,charley,0,0.33,incorrect,viram,0,0.4,incorrect,adama,0,0.2,incorrect,abrahamy,0,0.15,incorrect,abel,0,0.25,incorrect,jesus,0,0.22,incorrect,abel,0,0.25,incorrect,adam,0,0.22,incorrect,viram,0,0.4,incorrect,abrahamy,0,0.15,incorrect
['carton'],samuel,0,0.17,incorrect,haeba,0,0.18,incorrect,abrahami,0,0.29,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,heathcliff,0,0.25,incorrect,abraham,0,0.31,incorrect,oliver,0,0.17,incorrect,shakespeare,0,0.24,incorrect,job,0,0.22,incorrect,abrahamy,0,0.29,incorrect,haeba,0,0.18,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,abraham,0,0.31,incorrect,shakespeare,0,0.24,incorrect,abrahamy,0,0.29,incorrect
"['evrémonde', 'evrémond', 'yurttaş', 'yurttaş evremonde', 'evremonde']",oliver twist,0,0.32,incorrect,god,0,0.36,incorrect,oduduwa,0,0.29,incorrect,oduduwa,0,0.29,incorrect,god,0,0.36,incorrect,god,0,0.36,incorrect,adam,0,0.19,incorrect,adam,0,0.19,incorrect,jesus,0,0.33,incorrect,jesus,0,0.33,incorrect,petera,0,0.31,incorrect,constantine,0,0.3,incorrect,god,0,0.36,incorrect,oduduwa,0,0.29,incorrect,god,0,0.36,incorrect,adam,0,0.19,incorrect,jesus,0,0.33,incorrect,constantine,0,0.3,incorrect
"['mauricio lorry', 'mauricio', 'jarvis', 'jarvis lorry', 'lorry']",barclays,0,0.45,incorrect,barclays,0,0.45,incorrect,oliver,0,0.36,incorrect,benin,0,0.18,incorrect,banker,0,0.33,incorrect,selema,0,0.29,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,banker,0,0.33,incorrect,shakespeare,0,0.26,incorrect,madagascar,0,0.33,incorrect,marie,0,0.62,incorrect,barclays,0,0.45,incorrect,benin,0,0.18,incorrect,selema,0,0.29,incorrect,abraham,0,0.31,incorrect,shakespeare,0,0.26,incorrect,marie,0,0.62,incorrect
"['miss pross', 'pross', 'miss']",shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,abraham adesanya,0,0.23,incorrect,jesus,0,0.44,incorrect,god,0,0.25,incorrect,jesus,0,0.44,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,albert einstein,0,0.21,incorrect,michelangelo,0,0.27,incorrect,adam,0,0.25,incorrect,abraham,0,0.18,incorrect,shakespeare,0,0.38,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,adam,0,0.25,incorrect,michelangelo,0,0.27,incorrect,abraham,0,0.18,incorrect
"['miss pross', 'pross', 'miss']",senyesemane,0,0.27,incorrect,kea,0,0.0,incorrect,oliver twist,0,0.27,incorrect,ladybird,0,0.22,incorrect,abraham lincoln,0,0.24,incorrect,israel,0,0.4,incorrect,robinson crusoe,0,0.4,incorrect,abraham,0,0.18,incorrect,winston churchill,0,0.3,incorrect,anguri fingon,0,0.26,incorrect,robinson crusoe,0,0.4,incorrect,disney,0,0.4,incorrect,kea,0,0.0,incorrect,ladybird,0,0.22,incorrect,israel,0,0.4,incorrect,abraham,0,0.18,incorrect,anguri fingon,0,0.26,incorrect,disney,0,0.4,incorrect
"['miss pross', 'pross', 'miss']",abel,0,0.0,incorrect,abel,0,0.0,incorrect,abrahami,0,0.33,incorrect,jesus,0,0.44,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,heathcliff,0,0.14,incorrect,god,0,0.25,incorrect,job,0,0.25,incorrect,job,0,0.25,incorrect,abel,0,0.0,incorrect,jesus,0,0.44,incorrect,god,0,0.25,incorrect,adam,0,0.25,incorrect,god,0,0.25,incorrect,job,0,0.25,incorrect
