en,es,tr,vi
"A suspended interest and a prevalent absence of mind, were perhaps observed by the spies who looked in at the wine-shop, as they looked in at every place, high and low, from the king’s palace to the criminal’s gaol. Games at cards languished, players at dominoes musingly built towers with them, drinkers drew figures on the tables with spilt drops of wine, Madame Defarge herself picked out the pattern on her sleeve with her toothpick, and saw and heard something inaudible and invisible a long way off.","Aburrimiento, falta absoluta de interés y sobra de fastidio es lo único que en la taberna hubieran notado los espías que, a no dudar, avizoraban desde la calle, como avizoraban todos los sitios, altos y bajos, desde el palacio del rey hasta la celda del criminal. Languidecían las barajas, los jugadores de dominó hacían castillos con las fichas, los bebedores dibujaban caras sobre las mesas con las gotas de vino que caían de los cubiletes, y la señora Defarge seguía con un mondadientes los dibujos de la manga de su vestido, como si oyese algo que no hería los tímpanos y viese cosas que no impresionaban la retina.","Kralın sarayından mahkûmların zindanına kadar, her yere dağılmış olan casuslar, bu şarap dükkânına baktıklarında herhalde askıya alınmış bir merakla genel bir dalgınlık gözlemişlerdir. Kâğıt oynayanlar durgunlaşmış, domino oynayanlar derin düşüncelere dalmış bir halde taşlardan kuleler yapıyor, şarap içenler dökülen şarap damlalarıyla masalarına şekiller çiziyor, Madam Defarge ise kürdanıyla örgüsünün kolundaki desenlerle uğraşırken ara ara bir şey görmüş ya da duymuş gibi uzaklara dalıyordu.","Nếu có tay gián điệp nào nhìn vào tửu quán này - như thói quen soi mói mọi nơi, bất kể chốn sang hèn, từ hoàng cung cho tới ngục thất thì hắn sẽ thấy không khí chán chường và đờ đẫn bao trùm bên trong. Những ván bài kéo dài mòn mỏi, những người chơi domino trầm ngâm xây tháp với những quân cờ, người uống chấm tay vào những giọt rượu đổ vẽ vời trên mặt bàn, còn chính chị Defarge thì lấy đầu que tăm vọc vạch lên tay áo mình, nét mặt xa xăm như đang nghe đang thấy điều gì vô thanh vô ảnh."
"“Are you sure,” asked Jacques Two, of Defarge, “that no embarrassment can arise from our manner of keeping the register? Without doubt it is safe, for no one beyond ourselves can decipher it; but shall we always be able to decipher it—or, I ought to say, will she?”","—¿Tienes seguridad de que el sistema que hemos acordado para el registro no ha de originarnos ningún contratiempo?—preguntó a Defarge Santiago Primero. —Que es seguro, no ofrece duda, toda vez que, excepción hecha de nosotros, nadie es capaz de descifrarlo: ¿pero podremos descifrarlo siempre... mejor dicho, podrá ella?...","""Bizim bu kayıt tutma tavrımızdan dolayı başımıza iş açılmayacağından emin misin?"" diye sordu Jacques İki Defarge'a, ""bizden başka kimse bu şifreyi çözemeyeceği için tehlike yok şimdilik, ama hep çözebilecek miyiz acaba bunu –daha doğrusu karınız çözebilecek mi?","Jacques Hai hỏi Defarge: − Anh có chắc là cách lưu giữ danh sách này sẽ không gây phiền toái nào chứ? Chắc chắn là danh sách này an toàn rồi vì ngoài chúng ta ra không ai giải mã được nó; nhưng có bảo đảm là chúng ta luôn giải mã được không... hay, tôi phải nói thẳng ra là bà ấy có bảo đảm được không? −"
"“You are the fellow we want,” said Defarge, in his ear; “you make these fools believe that it will last for ever. Then, they are the more insolent, and it is the nearer ended.”","—Eres el hombre que necesitamos—díjole Defarge pegando los labios a sus oídos. —Harás creer a esos insensatos que sus locuras durarán siempre; crecerá su insolencia, y ellos mismos precipitarán su fin.","""Sen bizim aradığımız adamsın,"" dedi Defarge, adamın kulağına; ""bu aptallar bu ihtişamın sonsuza dek süreceğini zannediyorlar. Sonra iyice küstahlaşıyorlar ve giderek sona daha da yaklaşıyorlar.","− Anh đúng là người chúng tôi cần, - Defarge nói vào tai gã, - anh khiến lũ ngu kia tin rằng chúng sẽ tồn tại mãi mãi. Cho nên, chúng càng ngang ngược thì càng tiêu vong sớm."
"“My brave wife,” returned Defarge, standing before her with his head a little bent, and his hands clasped at his back, like a docile and attentive pupil before his catechist, “I do not question all this. But it has lasted a long time, and it is possible—you know well, my wife, it is possible—that it may not come, during our lives.”","—Mi querida mujercita—contestó Defarge, poniéndose en pie frente a su esposa, baja la cabeza y con las manos a la espalda, semejante al dócil escolar delante de su maestro,—no lo pongo en duda... La irritación existe: pero data de tanto tiempo, que es muy posible... que no estalle a tiempo para que nosotros presenciemos el cataclismo.","""Cesur karım,"" dedi Defarge, karısının önünde başı yana eğik, elleri arkasında bağlı, din öğretmeninin sorguya çektiği uslu ve cici bir çocuk gibi, ""bunları sorgulamıyorum ben. Ama çok uzun sürdü ve belki de ömrümüz bunu görmeye yetmeyecek –sen de biliyorsun ki karıcığım, mümkün bu.","− Bà vợ gan dạ ơi, - Defarge đáp lại, anh đứng trước mặt vợ, đầu hơi cúi, hai tay nắm sau lưng, trông như một học trò ngoan ngoãn, chăm chú trước mặt thầy dạy giáo lý, - tôi hoàn toàn không nghi ngờ điều đó. Nhưng chuyện này kéo dài quá lâu rồi, và cũng có thể... mình biết rồi đó, cũng có thể là... tới chết chúng ta vẫn chưa thấy xảy ra."
"It was the first time it had ever been so complimented, and Madame Defarge knew enough of its antecedents to know better. She said, however, that the cognac was flattered, and took up her knitting. The visitor watched her fingers for a few moments, and took the opportunity of observing the place in general.","Como era la primera vez que oía elogiar su coñac, no es de admirar que la tabernera sospechase que el elogio obedecía a motivos que acaso no fueran precisamente la bondad del licor. Dió, sin embargo, las gracias, y siguió haciendo calceta. El desconocido permaneció algunos momentos observando las manos de la señora Defarge, y de paso, reconociendo el establecimiento.","Konyağa ilk defa bu kadar iltifat edilmişti ve Madam Defarge daha öncekilerin ne halde olduğunu iyi biliyordu. Gene de adama konyağı gereğinden fazla övdüğünü söyleyerek örgüsünü yeniden eline aldı. Yabancı, kadının parmaklarını birkaç dakika izledikten sonra etrafa göz gezdirdi.",Lần đầu tiên mới có người khen như thế và chị Defarge thừa biết nguồn gốc của thứ rượu này nên đâu có tin. Dù vậy chị ta cũng cảm ơn lời khen rồi đan tiếp. Người khách nhìn những ngón tay lẹ làng của bà chủ quán một hồi rồi nhân cơ hội này quan sát chung quanh.
"The spy, well used to his business, did not change his unconscious attitude, but drained his little glass of cognac, took a sip of fresh water, and asked for another glass of cognac. Madame Defarge poured it out for him, took to her knitting again, and hummed a little song over it.","El espía, práctico en su oficio, no modificó su actitud de indiferencia. Apuró el contenido de la copita que le habían servido, tomó un sorbo de agua fresca, y pidió la segunda copa de coñac. Sirviósela la señora Defarge, después de lo cual continuó haciendo media con gran ardor y tarareando una tonadilla.","Artık işinde ustalaşmış olan casus, hâlâ hiçbir şeyin farkında değilmiş gibi bir havadaydı; bir bardak konyağını bitirmiş, suyundan bir yudum almış ve bir bardak konyak daha istemişti. Madam Defarge da adamın bardağını doldurup örgüsünü yeniden eline aldı ve bir şarkı mırıldanmaya başladı.","Đã quen nghề, tên mật thám vẫn làm như không biết, cứ uống cạn ly cognac nhỏ, nhấp một ngụm nước mát, rồi gọi thêm ly cognac nữa. Chị Defarge rót rượu cho gã rồi cầm đồ len đan tiếp, vừa đan vừa ngâm nga khe khẽ một bài ca."
"Madame Defarge knitted steadily, but the intelligence had a palpable effect upon her husband. Do what he would, behind the little counter, as to the striking of a light and the lighting of his pipe, he was troubled, and his hand was not trustworthy. The spy would have been no spy if he had failed to see it, or to record it in his mind.","La señora Defarge no tenía ojos ni manos, ni facultades más que para la media que hacía, pero la noticia produjo en su marido efecto palpable. Su cara reflejó intensa turbación, pese a sus esfuerzos por dominarse, temblaban sus manos, y su agitación interior le salía por todos los poros de su cuerpo. No habría sido el espía digno de su cargo si no hubiese reparado en ello y grabádolo en su memoria.","Madam Defarge hâlâ azimle örüyordu, ama aldığı haber kocasının üzerinde gözle görülür bir etki yaratmıştı. Küçük tezgâhın arka tarafında piposunu yakarken yaşadığı sıkıntı her halinden belliydi, elleri titriyordu. Eğer casus onun bu halini gözden kaçırsaydı ya da bu durumu zihnine yazmasaydı ona casus denmezdi","Chị Defarge vẫn đan len bình thường, nhưng tin tức này có tác động thấy rõ đến chồng chị ta. Sau quầy rượu Defarge đánh một que diêm và châm tẩu thuốc, bàn tay làm gì cũng run rẩy cho thấy anh ta bối rối. Tên mật thám kia sẽ không đáng gọi là mật thám nếu gã không nhìn thấy hay không lưu tâm những biểu hiện đó."
"But, as the fingers went, the eyes went, and the thoughts. And as Madame Defarge moved on from group to group, all three went quicker and fiercer among every little knot of women that she had spoken with, and left behind.","A la par que se movían los dedos se movían también los ojos y los pensamientos; y a medida que la señora Defarge pasaba de puerta en puerta y de grupo en grupo, los dedos de las mujeres que encontraba trabajaban con ardor redoblado, y los ojos miraban con mayor fiereza y la actividad de los pensamientos se centuplicaba.","Ama parmaklar çalıştıkça gözler de çalıştı ve tabii zihinler de. Madam Defarge bir gruptan diğerine geçtikçe, bu üçlü de madamın konuşup geride bıraktığı her bir küçük kadın öbeğinde giderek daha hızlı ve azimli bir şekilde işler hale geldi.","Như những ngón tay thoăn thoắt; ánh mắt cũng thoăn thoắt, và cả ý nghĩ cũng thoăn thoắt. Trong lúc chị Defarge đi từ nhóm này sang nhóm khác, cả ba thứ đó đều hoạt động nhanh hơn và hung tợn hơn trong từng đám phụ nữ mà chị ta đã nói chuyện rồi bỏ đi."
"“My child, you did see him, and it is Charles. If it had not been Charles, it would have been another. Or, if it had been no other, I should have been the cause, and then the dark part of my life would have cast its shadow beyond myself, and would have fallen on you.”","—Hija mía; viste a un hombre, y ese hombre era Carlos; de no haber sido Carlos, sería otro; y si no hubiese sido otro, no te quepa duda de que la causa habría sido yo, en cuyo caso, el período desgraciado de mi vida no sólo me hubiese envuelto a mí en sus tenebrosas sombras, sino también alguien más, y ese alguien hubieras sido tú.","""Yavrucuğum karşına çıkan Charles oldu. Eğer Charles olmasaydı, bir başkası olacaktı. Öte yandan, bir başkası olmasaydı bu benden kaynaklanmış bir şey olacaktı ve o zaman hayatımın karanlık kısmının gölgesi beni aşıp senin de üzerine düşecekti.","Ông đáp: − Con yêu, con đã gặp Charles, và con đã có Charles. Nếu không gặp Charles rồi con cũng sẽ gặp chàng trai khác. Mà nếu con không gặp ai nữa thì đó là lỗi tại ta, và như thế phần đời u ám của ta không chỉ khiến ta đau khổ mà còn làm khổ cho cả con nữa."
"“You, Lucie? It is out of the Consolation and restoration you have brought to me, that these remembrances arise, and pass between us and the moon on this last night.—What did I say just now?”","—¿Tú, Lucía? ¡Al contrario! Precisamente esos recuerdos brotan de la dicha, de los consuelos que me has traído, y como son recuerdos agradables, tengo placer en recordarlos a la luz de la luna de nuestra noche última... ¿Qué estaba diciendo?","""Sen, Lucie? Bütün bu hatıralar senin beni teselli etmen ve iyileştirmenden sonra canlanarak, bu son gecede şu ay ile aramıza girdi. –Ne diyordum ben?","Con ư, Lucie? Nếu không có con an ủi và phục hồi trí lực cho ta thì làm gì có đêm cuối cùng này để nhớ kỷ niệm xưa và cha con trò chuyện dưới trăng chứ... Lúc nãy ta nói đến đâu rồi? −"
"“No. That was another thing. It stood before my disturbed sense of sight, but it never moved. The phantom that my mind pursued, was another and more real child. Of her outward appearance I know no more than that she was like her mother. The other had that likeness too—as you have—but was not the same. Can you follow me, Lucie? Hardly, I think? I doubt you must have been a solitary prisoner to understand these perplexed distinctions.”","—No; nada de eso. Mi órgano visual, perturbado, es claro, la veía inmóvil, y en cambio, el fantasma que mis facultades intelectuales perseguían era el fantasma de otra niña distinta y más real. De su aspecto externo, no sé sino que se parecía a su madre la imagen que veían mis ojos... y el otro, el fantasma... también se le parecía... como te pareces tú... pero era un parecido diferente. ¿Me entiendes, Lucía? No, ¿verdad? Dudo mucho que quien no se haya pasado largos siglos recluído y separado de los suyos pueda comprender las distinciones sutiles de un prisionero.","""Hayır. Bu başka bir şeydi. Rahatsız edici şekilde görüş alanımda duruyor ama hiç kıpırdamıyordu. Zihnimin kovaladığı siluet çok başka, çok daha gerçek bir çocuktu. Dış görünüşü hakkında, annesine benzediğinden başka bir şey bilmiyorum. Diğeri de ona benziyordu –tıpkı senin gibi– ama aynı değildi. Dediklerimi takip edebiliyor musun Lucie? Zor biraz, değil mi? Bu karmaşık ayrımları anlayabilmek için tek başına zindanda kalmış olman gerekiyordu belki de.","Hình bóng ấy... ảo ảnh ấy... không phải là tưởng tượng sao? − Không. Chuyện này khác. Nó cứ đứng trước đôi mắt thất thần của ta, nhưng không hề tan biến. Hình dung trong trí tưởng tượng của ta là một đứa con khác và sống thực hơn. Ta không biết gì về diện mạo của nó trừ một điều là nó giống mẹ. Còn cái ảo ảnh trước mặt cũng có nét giống đó... giống như con vậy... nhưng lại không phải. Con có hiểu ý ta không, Lucie? Chắc là không? Ta e rằng con phải sống trong cảnh giam cầm cô độc thì mới hiểu được những điều khác biệt khó diễn tả ấy."
"So, the time came for him to bid Lucie good night, and they separated. But, in the stillness of the third hour of the morning, Lucie came downstairs again, and stole into his room; not free from unshaped fears, beforehand.","Ya muy tarde, dió las buenas noches a Lucía y se retiró a su habitación. A las tres de la madrugada, la joven, no del todo libre de temores y de presentimientos, se levantó y entró sigilosamente en el dormitorio de su padre.",Sonra Doktor'un Lucie'ye iyi geceler dileme vakti geldi ve herkes odasına çekildi. Ama gecenin ilerleyen saatlerinin sessizliğinde Lucie yeniden aşağı inerek gizlice babasının odasına girdi; tanımlayamadığı bir yığın korku vardı içinde.,"Thế là đã đến lúc phải lui về phòng và cha con tạm biệt. Nhưng trong đêm tĩnh mịch lúc ba giờ sáng, Lucie lại xuống dưới nhà lén vào phòng cha, lòng vẫn chưa yên vì những nỗi sợ mơ hồ từ trước."
"Besides the glancing tears that shone among the smiles of the little group when it was done, some diamonds, very bright and sparkling, glanced on the bride’s hand, which were newly released from the dark obscurity of one of Mr. Lorry’s pockets. They returned home to breakfast, and all went well, and in due course the golden hair that had mingled with the poor shoemaker’s white locks in the Paris garret, were mingled with them again in the morning sunlight, on the threshold of the door at parting.","Además de las transparentes lágrimas que brillaron entre sonrisas mientras tenía lugar la ceremonia, en la mano de la novia chispearon algunos brillantes de aguas clarísimas que momentos antes habían sido libertados de la obscuridad de uno de los bolsillos del señor Lorry, donde se hallaban recluídos. Regresaron los novios a la casa, seguidos por el reducido círculo de invitados, almorzaron, y más tarde, la hermosa cabellera de oro que en otro tiempo confundiera sus hebras con los blancos mechones del pobre zapatero que en un sotabanco de París hacía zapatos con verdadero ardor, volvió a juntarse con los mismos, bañada por los resplandores de un sol matinal, en el umbral de la puerta y en el momento de la despedida.","Nikâh bittiğinde, küçük topluluktaki gülümseyen yüzlerin arasında parlayan gözyaşlarının yanında, mr Lorry'nin ceplerinden birinin karanlık gizeminden az önce çıkan elmaslar da gelinin elinde ışıl ışıl parıldıyordu. Kahvaltı için eve döndüler; her şey iyi gitti ve altın saçlar Paris'teki tavan arasında zavallı ayakkabıcının ak saçlarının kıvrımlarına nasıl karıştıysa şimdi de, kapının eşiğinde vedalaşırlarken, sabah güneşinin altında öyle karıştı.","Ngoài mắt lệ rưng rưng chiếu rạng những nụ cười của mọi người khi xong hôn lễ, trên bàn tay cô dâu là ánh rực rỡ, lấp lánh của mấy hạt kim cương mới xuất hiện từ trong lòng túi áo tăm tối của ông Lorry. Họ về nhà dùng điểm tâm, và mọi chuyện diễn ra tốt đẹp, rồi tới lúc mái tóc vàng từng hòa lẫn với những lọn tóc bạc của người thợ giày khốn khổ trên gác xép thành Paris giờ đây lại một lần nữa hòa lẫn cùng mái đầu bạc trên ngưỡng cửa lúc chia tay."
"It was easier for Mr. Lorry to look in at Tellson’s, than to look out of Tellson’s. He was detained two hours. When he came back, he ascended the old staircase alone, having asked no question of the servant; going thus into the Doctor’s rooms, he was stopped by a low sound of knocking.","Nada más fácil para Lorry que entrar en el Banco; pero nada más difícil que salir de él. El vistazo que se proponía dar duró dos horas. Cuando volvió a la casa de Soho y subió la escalera, sin preguntar al criado que salió a abrirle, al ir a entrar en la habitación del doctor, a la cual se dirigía en derechura, quedó como clavado en el suelo.","mr Lorry için Tellson'a gitmek, Tellson'dan dönmekten daha kolaydı. Onu iki saat tuttular bankada. Geri döndüğünde, uşağa hiçbir şey sormadan, eski merdivenleri tek başına çıktı ve tam Doktor'un odasına girecekken, içeriden gelen alçak sesli tıkırtılar onu durdurdu.","Ông Lorry ghé tới Tellson thì dễ hơn là rời khỏi đó. Ông bị giữ chân đó hai giờ liền. Lúc quay lại, ông một mình đi lên chiếc cầu thang cũ kĩ, không hỏi han gì gia nhân, cứ thế đi thẳng tới phòng bác sĩ. Tiếng gõ đập khe khẽ vẳng ra khiến ông dừng bước."
"Mr. Lorry said what he could to calm her, and went himself into the Doctor’s room. The bench was turned towards the light, as it had been when he had seen the shoemaker at his work before, and his head was bent down, and he was very busy.","Esforzóse Lorry por calmarla, bien que inútilmente, y penetró en la habitación del doctor. Había acercado éste la banqueta a la ventana, tal como la tenía colocada en el sotabanco de París, y trabajaba con ardor, doblada la cabeza sobre el zapato.","mr Lorry, kadını sakinleştirmek için söyleyebileceği her şeyi söyledikten sonra tek başına Doktor'un odasına girdi. Ayakkabı tezgâhı, onu daha önce gördüğündeki gibi ışığa doğru çevrilmişti ve adam öne doğru bükülmüş, canla başla çalışıyordu.","Ông Lorry nói bừa vài câu trấn an chị ta rồi đi thẳng vào phòng bác sĩ. Băng ghế cũ đã hướng về phía nguồn sáng như ông đã từng thấy trước kia, và người thợ giày đang cặm cụi, bận bịu làm việc."
"He made no effort to say why not, and said not a word more. But, Mr. Lorry thought he saw, as he leaned forward on his bench in the dusk, with his elbows on his knees and his head in his hands, that he was in some misty way asking himself, “Why not?” The sagacity of the man of business perceived an advantage here, and determined to hold it.","No intentó explicar por qué no, ni volvió a despegar los labios; pero Lorry, mientras le contemplaba con mirada penetrante, doblando el cuerpo, apoyados los codos sobre las rodillas y la cabeza sobre las palmas de las manos, creyó que el desdichado se preguntaba a sí mismo: «¿Por qué no?» La sagacidad del hombre de negocios vió en ello una ventaja, y resolvió sacar de ella todo el partido posible.","Doktor cevap vermek için hiçbir çaba sarf etmedi ve başka tek kelime etmedi. Ama mr Lorry Doktor'un, akşam karanlığında dirseklerini dizine dayamış, başını ellerinin arasına almış bir halde tezgâhının üzerine eğildiği sırada, kendi kendine belli belirsiz, ""Olur mu?' diye sorduğunu duyar gibi oldu. İşadamı sağduyusu buradan işe yarar bir şey çıkarmıştı ve bunu atlamak istemedi.","Sao lại không nhỉ? Bác sĩ không buồn trả lời, cũng không nói thêm gì nữa. Nhưng ông Lorry tưởng chừng đã nhìn thấy ông bác sĩ - trong lúc khòm lưng trên băng ghế trong bóng tối, hai khuỷu tay chống gối, đầu gục trong hai bàn tay - đã mơ hồ mấp máy câu hỏi “Sao lại không?”. Với sự sắc sảo của người chuyên nghiệp, ông Lorry đã nhận ra điều kiện thuận lợi, và ông quyết cứ duy trì như thế."
"Worn out by anxious watching, Mr. Lorry fell asleep at his post. On the tenth morning of his suspense, he was startled by the shining of the sun into the room where a heavy slumber had overtaken him when it was dark night.","Muertas las energías a manos de largas y ansiosas horas de incesante vigilancia, el señor Lorry cayó dormido en su puesto de honor. Un rayo tan indiscreto como brillante del sol matinal vino a sacudir el pesado sueño que le venciera la noche anterior, que era la décima de las de la serie de vigilancia.","Endişeli izleyişten bitkin düşmüş olan mr Lorry nöbet yerinde uyuyakalmıştı. Bu belirsiz durumun onuncu sabahında mr Lorry, içeri dolan gün ışığıyla irkilerek uyandı, gecenin zifiri karanlığında üzerine çöken ağırlıkla uyuyakalmış olmalıydı.","Mệt nhoài vì lo lắng trông chừng, ông Lorry ngủ thiếp đi ở phòng bên. Vào buổi sáng thứ mười căng thẳng, ông choàng tỉnh bởi ánh nắng chiếu vào căn phòng mà giấc ngủ đã chế ngự ông trong đêm đen."
"Even when he had satisfied himself that he was awake, Mr. Lorry felt giddily uncertain for some few moments whether the late shoemaking might not be a disturbed dream of his own; for, did not his eyes show him his friend before him in his accustomed clothing and aspect, and employed as usual; and was there any sign within their range, that the change of which he had so strong an impression had actually happened?","Unos cuantos pellizcos administrados con mano firme llevaron al ánimo del señor Lorry el convencimiento de que no dormía: punto era éste que quedaba perfectamente aclarado y dilucidado. Pero si entonces estaba despierto, ¿no se pasó durmiendo los días anteriores? El zapatero, que tantos quebraderos de cabeza le proporcionó, ¿no sería un personaje soñado, un hijo de prolongada pesadilla? ¿Cabía otra explicación al hecho de que estuviera entonces viendo, con sus propios ojos, perfectamente despiertos, a su amigo, vestido como de ordinario, tranquilo como de ordinario, y leyendo como de ordinario?","mr Lorry kendisinin artık uyanmış olduğuna kanaat getirse de, o sersemlemiş haliyle, bir an için son günlerdeki bu ayakkabıcılık meselesinin kendi kafasında yarattığı can sıkıcı bir hayal olup olmadığına karar veremedi; ne de olsa arkadaşı her zamanki kıyafetleri ve görüntüsü ve her zamanki meşguliyetiyle tam karşısında oturuyor ve kendisinde meydana gelen değişiklik ya da rahatsızlığa dair en ufak bir belirti göstermiyordu.","Ngay cả khi tin chắc là mình đã tỉnh ngủ thật sự, ông Lorry vẫn thấy choáng váng một lúc vì hoang mang không biết chuyện đóng giày tối qua có phải là giấc mơ quấy nhiễu tâm trí mình không, nếu như chính mắt ông không thấy người bạn của mình trong trang phục cùng phong thái quen thuộc và làm công việc thường lệ; vậy thì mọi dấu hiệu thay đổi đã khiến ông hết sức lo lắng chín ngày qua có thực sự xảy ra hay không?"
"“My dear Manette, I am anxious to have your opinion, in confidence, on a very curious case in which I am deeply interested; that is to say, it is very curious to me; perhaps, to your better information it may be less so.”","—Mi querido Manette, deseo me exponga usted su opinión acerca de un caso que me interesa extraordinariamente, de un caso muy curioso... quiero decir, muy curioso para mí, pues quizá usted lo encuentre natural y lógico.","""Dostum Manette, aramızda kalsın ama beni derinden ilgilendiren çok tuhaf bir mesele hakkında görüşlerinizi almak için sabırsızlanıyorum; yani aslında bana çok tuhaf geliyor, belki de benden daha bilgili olduğunuz için size o kadar tuhaf gelmeyecek.","Ông Manette thân mến, tôi rất mong được hỏi ý riêng với ông về một trường hợp kỳ lạ mà tôi hết sức quan tâm; tức là rất kỳ lạ đối với tôi, chứ với người am tường như ông thì chắc không tới mức đó."
"“I do not think so. I do not think,” said Doctor Manette with the firmness of self-conviction, “that anything but the one train of association would renew it. I think that, henceforth, nothing but some extraordinary jarring of that chord could renew it. After what has happened, and after his recovery, I find it difficult to imagine any such violent sounding of that string again. I trust, and I almost believe, that the circumstances likely to renew it are exhausted.”","—No lo creo... no puedo creerlo—contestó con acento de convicción profunda el doctor Manette. —Solamente la exacerbación de una clase determinada de recuerdos podría provocar otra recaída, solamente la vibración violenta de la cuerda misma que motivó la primera pudiera ser causa de otras. Ahora bien: después de lo ocurrido, considero punto menos que imposible nuevas exacerbaciones de los recuerdos a que me refiero, imposibles nuevas vibraciones de la cuerda enferma. Creo... casi me atrevo a asegurar que han desaparecido para siempre las circunstancias que podrían dar margen a nuevos tropiezos.","""Sanmam. Böyle bir sebeple,"" dedi Doktor Manette, kendinden emin bir tarzda, ""rahatsızlığının yeniden ortaya çıkacağını hiç sanmıyorum. Bana kalırsa bundan sonra, krizi nüksettirebilecek tek şey, yaşayacağı sarsıcı bir his olur. Tüm olanlardan sonra ve iyileşmesinin ardından bu berbat illetin bir daha yakasına yapışacağına pek ihtimal vermiyorum. Bu rahatsızlığı nüksettirme ihtimali olan durumların ortadan kalktığına inanıyorum artık.","Cứ tạm cho là người này đã làm việc quá sức đi; như vậy thì tình trạng rối loạn tinh thần này có tái diễn nữa không? − Tôi không nghĩ vậy, - bác sĩ Manette quả quyết đầy tự tin. - Tôi cho rằng chỉ có một luồng liên tưởng duy nhất mới có thể gây tái phát thôi. Nhưng từ giờ trở đi, tôi nghĩ luồng liên tưởng ấy phải có tác động mạnh phi thường thì mới lặp lại được. Sau những gì đã xảy ra, và khi người này đã hồi phục, tôi thấy khó mà tưởng tượng được chuyện gì có thể gây ra tác động cực độ như vậy. Tôi tin, và có thể nói là chắc chắn, là không còn khả năng tái phát đâu."
"“Fashion of speech again! But, Mr. Darnay, oblivion is not so easy to me, as you represent it to be to you. I have by no means forgotten it, and a light answer does not help me to forget it.”","—¡Otra vez inspiran sus palabras los cumplimientos, las conveniencias sociales! He de decir, señor Darnay, que no olvido yo tan fácilmente como pretende olvidar usted. Yo no la he olvidado, y le aseguro que una contestación ligera e indiferente por su parte no ha de contribuir a hacérmela olvidar.","""Gene nezaketen böyle konuşuyorsunuz! Ama mr Darnay, ben öyle sizin kadar kolay unutamam bazı şeyleri. O akşamki halimi hiç unutamıyorum ve sizin bu durumu hafife alan cevabınız bile bunu unutmama yetmiyor.","− Lại nói kiểu khách sáo! Nhưng anh Darnay, tôi lại không dễ quên như là anh. Tôi không có cách gì quên được và một câu nói bừa không thể giúp tôi quên."
"“If it was a light answer,” returned Darnay, “I beg your forgiveness for it. I had no other object than to turn a slight thing, which, to my surprise, seems to trouble you too much, aside. I declare to you, on the faith of a gentleman, that I have long dismissed it from my mind. Good Heaven, what was there to dismiss! Have I had nothing more important to remember, in the great service you rendered me that day?”","—Si mi contestación ha sido ligera, le ruego que me perdone—replicó Darnay. —Mi intención fué quitar toda la importancia a lo que, con no poca sorpresa mía, preocupa a usted demasiado. Le declaro, bajo mi palabra de honor, que hace mucho tiempo que olvidé la conversación de la noche a que se refiere, y entiendo que al olvidarla, no contraje mérito alguno. Pues qué, ¿no me había prestado usted aquel mismo día un servicio de esos que ningún corazón medianamente agradecido puede ni debe olvidar?","""Eğer bunu hafife aldığımı düşündürttüysem,"" diye karşılık verdi Darnay, ""bağışlayın lütfen. Size şaşırtıcı ölçüde sıkıntı veren ufak bir meseleyi bir kenara bırakmaktı tek amacım. Şerefim üzerine yemin ederim ki, bu olay çoktan aklımdan silinmişti. Gerçi silinecek ne vardı ya! Hatırlayacak bir şeyim varsa bu da o gün bana yaptığınız büyük iyilik olmalı.","− Nếu đó là câu nói bừa thì tôi xin lỗi anh, - Darnay đáp. - Tôi trả lời như thế vì tôi nghĩ chuyện này không quan trọng, nhưng tôi ngạc nhiên là anh lại bận lòng đến thế và muốn bỏ qua. Tôi nói với anh, bằng danh dự của người quân tử, là tôi đã quên chuyện đó lâu rồi. Lạy Chúa, chuyện có gì đâu! Chẳng lẽ tôi không có gì quan trọng đáng nhớ hơn sao, khi hôm đó chính anh đã cứu giúp tôi? −"
