Single_ent,en_masked,es_masked,tr_masked,vi_masked
"['dorian', 'dorian gray']","[MASK] half opened the door. As he did so, he saw the face of his portrait leering in the sunlight. On the floor in front of it the torn curtain was lying. He remembered that the night before he had forgotten, for the first time in his life, to hide the fatal canvas, and was about to rush forward, when he drew back with a shudder.","[MASK] abrió a medias la puerta. Al hacerlo, vio el rostro del retrato, mirándolo, socarrón, iluminado por la luz del sol. En el suelo, delante, se hallaba la cortina rasgada. Recordó que la noche anterior había olvidado, por primera vez en su vida, esconder el lienzo maldito, y se disponía a abalanzarse, cuando retrocedió, estremecido.","[MASK] kapıyı araladı. Bu sırada portresinin gün ışığında pis pis sırıtan suratını gördü. Dibinde, yerde yırtılmış perde duruyordu. [MASK] ilk kez dün gece uğursuz resmi örtmediğini anımsadı. Tam ileri atılacakken bir ürpertiyle sarsılarak geri çekildi.","[MASK] mở hé cửa. Khi làm vậy, cậu thấy mặt bức chân dung cậu liếc đểu cậu trong nắng. Trên sàn, đối diện nó, tấm màn rách đang nằm. Cậu nhớ ra là, đêm trước, lần đầu trong đời, cậu quên che tấm toan tai hại ấy, và đã gần như lao về phía trước, khi bị kéo giật lại bởi một cơn rùng mình."
['campbell'],"It was long after seven when [MASK] came back into the library. He was pale, but absolutely calm. “I have done what you asked me to do,” he muttered. “And now, good-bye. Let us never see each other again.”","Hacía tiempo que habían dado las siete cuando [MASK] se presentó de nuevo en la biblioteca. Estaba pálido, pero muy tranquilo. —He hecho lo que me habías pedido que hiciera —murmuró—. Y ahora, adiós. Espero que no volvamos a vernos nunca.","[MASK] yeniden kitaplığa geldiğinde saat yediyi çoktan geçmişti. Genç adam solgun ama son derece serinkanlıydı. “Benden istediğini yaptım,” dedi. “Şimdi artık elveda. Bir daha hiç görüşmeyelim.","Lúc [MASK] quay lại thư viện thì đã hơn bảy giờ khá lâu. Y tái nhợt, nhưng hoàn toàn điềm tĩnh. “Tôi đã làm xong những gì anh yêu cầu tôi làm,” y lẩm bẩm. “Và giờ thì tạm biệt. Chúng ta sẽ không bao giờ gặp nhau nữa.”"
"['lord henry', 'henry']","[MASK] looked serious for some moments. “It is perfectly monstrous,” he said, at last, “the way people go about nowadays saying things against one behind one’s back that are absolutely and entirely true.”","[MASK] adoptó por unos instantes un aire serio. —Es perfectamente intolerable —dijo, finalmente— la manera en que la gente va por ahí diciendo, a espaldas de uno, cosas que son absoluta y completamente ciertas.","[MASK] bir süre ciddi durdu. Sonunda, “Düpedüz rezalet yani!” dedi. “Bugünlerde herkes kişinin ardından öyle laflar çıkartıyor ki hepsi de kesinlikle, yüzde yüz doğru.","Huân tước [MASK] trông có vẻ rất nghiêm túc được một lúc. “Gớm guốc thay,” rốt cuộc y nói, “cái cách mọi người ngày nay cứ xì xào đồn đại sau lưng ta những chuyện hoàn toàn tuyệt đối chính xác.”"
"['madam ferrol', 'ferroll', 'ferrol', 'madame de ferrol']","“I hope so,” said his hostess, laughing. “But really, if you all worship [MASK] in this ridiculous way, I shall have to marry again so as to be in the fashion.”","—Eso espero —dijo, riendo, la anfitriona—. Pero si todos ustedes adoran a [MASK] de esa manera tan ridícula, tendré que volver a casarme para estar a la moda.","Ev sahibesi, “Öyledir umarım,” diye güldü. “Ama sahi söylüyorum, eğer hepiniz [MASK]’a böyle ayılıp bayılıyorsanız benim de moda olabilmek için yeniden evlenmem gerekecek, demektir.","“Tôi hy vọng thế,” bà chủ tiệc vừa cười vừa nói. “Nhưng thực sự là nếu tất cả các anh tôn sùng ma-đam de [MASK] theo cái kiểu lố bịch này thì tôi sẽ phải tái hôn để theo được mốt.”"
"['lord henry', 'henry']","“Of course it is true, [MASK]. If we women did not love you for your defects, where would you all be? Not one of you would ever be married. You would be a set of unfortunate bachelors. Not, however, that that would alter you much. Nowadays all the married men live like bachelors, and all the bachelors like married men.”","—Claro que es cierto, [MASK]. Si las mujeres no amaran a los hombres por sus defectos, ¿dónde estarían todos ustedes? Ninguno se habría casado. Serían una colección de solteros infelices. Aunque tampoco eso los habría cambiado mucho. En los días que corren todos los hombres casados viven como solteros, y todos los solteros como casados.","“Elbette öyle, [MASK]. Biz kadınlar sizleri kusurlarınızdan ötürü sevmeseydik haliniz nice olurdu? Bir tekiniz bile evlenemezdiniz. Bir bahtsız bekârlar sürüsü! Öte yandan bekâr kalmak da sizleri pek öyle değiştirmezdi ya! Günümüzde bütün evli erkekler bekâr hayatı sürüyor, bütün bekârlar da evliymiş gibi yaşıyor.","“Dĩ nhiên là chính xác rồi, huân tước [MASK]. Nếu đàn bà chúng tôi không yêu các anh vì nhược điểm của các anh, thì tất cả các anh rồi sẽ ra làm sao? Không một ai trong số các anh sẽ có lúc lấy vợ. Các anh sẽ là một lũ độc thân bất hạnh. Không, dẫu sao thì điều ấy cũng chẳng thay đổi được các anh là mấy. Ngày nay ông nào có vợ cũng sống như người độc thân, còn ông nào độc thân thì cũng cứ như người có vợ.”"
"['ruxton', 'leydi ruxton', 'lady ruxton']","“I fear so,” she said, laughing, as she stood up. “A thousand pardons, my dear [MASK],” she added, “I didn’t see you hadn’t finished your cigarette.”","—Mucho me temo —dijo ella riendo, mientras se ponía en pie—. Mil perdones, mi querida [MASK] -añadió al instante—. Veo que no ha terminado usted su cigarrillo.","Ev sahibesi, “Korkarım öyle olur,” diye gülerek ayağa kalktı. Sonra, “Bin kez özür dilerim, azizim [MASK],” diye ekledi. “Sigaranızı bitirmediğinizi görmemiştim.","“Tôi e là vậy,” bà vừa nói vừa cười, lúc bà đứng dậy. “Ngàn lần xin lỗi, bà [MASK] yêu quý của tôi,” bà nói thêm. “Tôi không thấy bà chưa hút xong thuốc."
"['lord henry', 'henry', 'lord henry—']","“I like him,” said [MASK]. “A great many people don’t, but I find him charming. He atones for being occasionally somewhat overdressed by being always absolutely over-educated. He is a very modern type.”","—Me gusta —dijo [MASK]. Hay mucha gente que no está de acuerdo, pero yo lo encuentro encantador. Compensa sus ocasionales excesos en el vestir con una educación siempre ultrarrefinada. Es una persona muy moderna.","“Hoşlanıyorum ondan,” dedi [MASK]. “Birçokları sevmez, ama bana pek sevimli geliyor. Ara sıra biraz aşırı giyimli olmanın kusurunu, her zaman aşırı kültürlü olmasıyla kapatıyor. Çok çağdaş bir tip.","“Tôi thích y,” huân tước [MASK] nói. “Rất nhiều người không thích, nhưng tôi thấy y quyến rũ. Y chuộc cái lỗi thỉnh thoảng ăn diện hơi quá đà bằng cách luôn có học vấn quá cao. Y là một mẫu người rất hiện đại.”"
"['dorian', 'doria']","“Ah! what a nuisance people’s people are! Try and make him come. By the way, [MASK], you ran off very early last night. You left before eleven. What did you do afterwards? Did you go straight home?”","—¡Ah! ¡Qué molestas son las familias! Procura que vaya. Por cierto, [MASK], anoche desapareciste muy pronto. ¿Qué hiciste después? ¿Volver directamente a casa?","“Öf, dostların aileleri de amma baş belası ha! Zorla da gelsin, [MASK]. Ha, dün gece çok erken kaçtın. On birden önce kalkıverdin. Sonradan ne yaptın ki? Dosdoğru eve mi döndün?","“Ôi! Những người của công chúng mới phiền toái làm sao! Cố mời y đến đi. Nhân thể, [MASK], đêm qua cậu bỏ về quá sớm. Cậu về trước mười một giờ. Sau đó cậu làm gì? Cậu có về thẳng nhà không?”"
"['dorian', 'dorian gray']","It is said that passion makes one think in a circle. Certainly with hideous iteration the bitten lips of [MASK] shaped and reshaped those subtle words that dealt with soul and sense, till he had found in them the full expression, as it were, of his mood, and justified, by intellectual approval, passions that without such justification would still have dominated his temper. From cell to cell of his brain crept the one thought; and the wild desire to live, most terrible of all man’s appetites, quickened into force each trembling nerve and fibre. Ugliness that had once been hateful to him because it made things real, became dear to him now for that very reason. Ugliness was the one reality. The coarse brawl, the loathsome den, the crude violence of disordered life, the very vileness of thief and outcast, were more vivid, in their intense actuality of impression, than all the gracious shapes of art, the dreamy shadows of song. They were what he needed for forgetfulness. In three days he would be free.","Se dice que la pasión hace que se piense en círculos. Y, ciertamente, los labios que [MASK] no cesaba de morderse formaban y volvían a formar, en espantosa repetición, las sutiles palabras que se ocupaban del alma y de los sentidos, hasta encontrar en ellas la plena expresión, por así decirlo, de su estado de ánimo, y justificar así, aprobándolas intelectualmente, pasiones que sin esa justificación habrían dominado su voluntad. De célula en célula aquella idea única se apoderaba de su cerebro; y el arrebatado deseo de vivir, el más terrible de los apetitos humanos, redoblaba el vigor de cada nervio y músculo temblorosos. La fealdad que en otro tiempo le había parecido odiosa porque hacía las cosas reales, le resultaba ahora amable por esa misma razón. La fealdad era la única realidad. La trifulca vulgar, el antro repugnante, la violencia brutal de una vida desordenada, la vileza misma del ladrón y del fuera de la ley, tenían más vida, creaban una impresión de realidad más intensa que todas las elegantes formas del Arte, que las sombras soñadoras de la Canción. Eran lo que necesitaba para alcanzar el olvido. En el espacio de tres días quedaría libre.","Derler ki tutku kişinin düşüncelerini çember gibi çevirip gene başladığı noktaya getirirmiş. Gerçekten de [MASK] kemirip durduğu dudaklarıyla, ruh ve duyu konusundaki o anlamlı sözleri iğrenç bir zikir gibi yineleyip duruyordu. Öyle ki en sonunda bu sözlerde ruhsal durumunun tam açıklamasını bulmaya başladı ve böylece tutkularını zihninin onayıyla haklı çıkardı. Ama bu onay olmasa da bu tutkular onun benliğinden ellerini çekmeyeceklerdi, nasılsa. Bu bir tek düşünce, onun beynindeki bir hücreden ötekine süzülüyor ve çılgın yaşama arzusu, insanoğlunun bu en ürkünç iştahı, titreyen sinir ve liflerinin her birine özsuyu gibi yürüyerek güç veriyordu. Bir zamanlar, her şeye gerçeklik kattığı için nefret ettiği çirkinliği şimdi aynı nedenle kendine yakın buluyordu. Tek gerçek çirkinlikti. Adi kavgalar, iğrenç izbeler, başıboş yaşantıların haşin şiddeti, hırsızların, itin, uğursuzun pespayeliği, çirkinliğin ürünleri, yarattıkları izlenimlerin elle tutulur yoğunluğu yüzünden sanatın girdiği bütün güzel biçimlerden, şarkının söylediği bütün düşsel gölgelerden daha canlı, daha belirgindi. [MASK]’ın unutabilmek için gereksindiği şeyler işte bunlardı. Üç gün içinde özgürlüğüne kavuşacaktı.","Nghe đồn là sự đam mê làm cho con người nghĩ ngợi loanh quanh. Đúng là với sự lặp đi lặp lại chán ngắt, đôi môi mím chặt của [MASK] cứ nhào đi nặn lại những lời quỷ quyệt bàn về linh hồn và cảm xúc ấy, cho đến khi cậu thấy trong nó toàn bộ biểu hiện, có thể nói là, của tâm trạng cậu, và biện hộ được, bằng sự chấp thuận của trí thông minh, cho những đam mê mà nếu không có sự biện hộ như vậy thì sẽ vẫn còn chi phối tâm trạng cậu. Từ tế bào não này qua tế bào não khác, một ý nghĩ lẻn qua; và nỗi khát khao dữ dội với sự sống, nỗi khát khao ghê gớm nhất trong số mọi ham muốn của con người, đã hồi sinh mạnh mẽ từng sợi thần kinh và mỗi thớ thịt run rẩy. Sự xấu xí mà có lần cậu thấy đáng ghét vì nó làm cho các thứ trở về thực tế thì lúc này lại trở nên thân thương với cậu cũng vì chính lý do đó. Sự xấu xí là thực tại độc nhất. Tiếng cãi cọ tục tĩu, cái ổ ghê tởm, bạo lực thô thiển của cuộc sống bừa bãi, và chính sự hèn hạ của bọn trộm cắp bụi đời, lại còn sinh động, nhờ ấn tượng hiện thực mãnh liệt của chúng, hơn mọi loại hình Nghệ thuật tử tế, những cái bóng mơ màng của Thơ ca. Chúng là những gì cậu cần để lãng quên. Cậu sẽ tự do trong ba ngày."
['dorian'],"At the end of the room there was a little staircase, leading to a darkened chamber. As [MASK] hurried up its three rickety steps, the heavy odour of opium met him. He heaved a deep breath, and his nostrils quivered with pleasure. When he entered, a young man with smooth yellow hair, who was bending over a lamp lighting a long thin pipe, looked up at him and nodded in a hesitating manner.","Al fondo de la habitación, una escalerita conducía a una habitación oscura. Mientras [MASK] se apresuraba a ascender los tres desvencijados escalones, el denso olor del opio le asaltó. Respiró hondo y las aletas de la nariz se le estremecieron de placer. Al entrar, un joven de lisos cabellos rubios que, inclinado sobre una lámpara, encendía una larga pipa muy fina, miró en su dirección y le saludó, titubeante, con una inclinación de cabeza.","Odanın dibindeki alçak bir merdiven karanlık bir bölmeye çıkıyordu. [MASK] merdivenin sallantılı üç basamağını koşarak çıkarken afyonun ağır kokusu onu karşıladı. [MASK] derin derin soludu, burun delikleri hazla titreşiyordu. O içeri girdiği zaman, bir lambanın üzerine eğilmiş elindeki ince uzun çubuğu yakmakta olan düz, sarı saçlı bir genç adam başını kaldırıp ona baktı, sonra, biraz kararsızlıkla selam verdi.","Ở cuối phòng có một cầu thang nhỏ, dẫn lên một căn buồng tối sầm. Lúc [MASK] vội vã leo lên ba bậc thang ọp ẹp, mùi thuốc phiện nồng nặc đón cậu. Cậu hít một hơi thật sâu, mũi cậu run rẩy vì sướng. Khi cậu vào rồi, một thanh niên tóc vàng mượt, đang khom lưng trên một cái đèn và châm cái tẩu dài nhỏ, nhìn cậu, gật đầu chào với thái độ do dự."
['dorian'],"[MASK] walked to the door with a look of pain in his face. As he drew the curtain aside, a hideous laugh broke from the painted lips of the woman who had taken his money. “There goes the devil’s bargain!” she hiccoughed, in a hoarse voice.","[MASK] se dirigió hacia la puerta con una expresión dolorida en el rostro. Cuando apartaba la cortina verde, una risa espantosa salió de los labios pintados de la mujer que había recogido las monedas. —¡Ahí va el protegido del diablo! —exclamó con voz ronca entre dos ataques de hipo.","[MASK] yüzünde acı çektiğini belli eden bir ifadeyle kapıya doğru yürüdü. Perdeyi araladığı sırada biraz önce parasını almış olan kadının o boyalı dudaklarından çirkin bir kahkaha koptu. Kadın taraz taraz bir sesle, hıçkırık tutmuş gibi, “İşte, şeytanın satın aldığı adam!” diye konuştu.","[MASK] bước đến cửa với vẻ đau đớn trên mặt. Lúc cậu kéo rèm qua bên thì một tiếng cười khả ố bật ra khỏi đôi môi tô son của người đàn bà vừa lấy tiền của cậu. “Mới diễn ra một giao kèo của quỷ!” mụ vừa nói vừa nấc, bằng giọng khàn đặc."
['dorian gray'],"Callous, concentrated on evil, with stained mind, and soul hungry for rebellion, [MASK] hastened on, quickening his step as he went, but as he darted aside into a dim archway, that had served him often as a short cut to the ill-famed place where he was going, he felt himself suddenly seized from behind, and before he had time to defend himself, he was thrust back against the wall, with a brutal hand round his throat.","Insensible, sin otra meta que el mal, contaminado el espíritu y el alma hambrienta de rebeldía, [MASK] se apresuró, acelerando el paso a medida que avanzaba. Pero en el momento en que se desviaba con el fin de penetrar por un pasaje oscuro que con frecuencia le había servido de atajo para llegar al lugar adonde se dirigía, sintió que lo sujetaban por detrás y, antes de que tuviera tiempo para defenderse, se vio arrojado contra el muro, con una mano brutal apretándole la garganta.","Günah düşüncelerine saplanmaktan yüreği taşlaşmış, zihni kararmış, ruhu isyana acıkmış durumdaki [MASK] adımlarını gitgide sıklaştırarak son hızla yürümeyi sürdürüyordu. Derken, gittiği kötü yere kestirmeden ulaşmak için çoğunlukla yaptığı gibi loş bir kemer altına saptığı sırada birinin onu apansız arkadan kavradığını hissetti. Daha kendini savunmaya fırsat bulamadan duvara doğru itildi, acımasız bir el boğazına yapıştı.","Chai sạn, tập trung vào cái ác, với tâm hồn vẩn đục và linh hồn khát khao nổi loạn, [MASK] đi gấp, rảo bước nhanh hơn, nhưng khi cậu lao qua bên, vào con đường tối mò dưới cái mái vòm vẫn hay phụng sự cậu như lối tắt tới cái nơi khét tiếng mà cậu đang đến, cậu chợt cảm thấy mình bị tóm lấy từ phía sau, và trước khi cậu có thời gian để tự vệ thì cậu đã bị xô vào tường, với một bàn tay hung ác vòng quanh cổ cậu."
['dorian gray'],"[MASK] drew a long breath. “You have been on the brink of committing a terrible crime, my man,” he said, looking at him sternly. “Let this be a warning to you not to take vengeance into your own hands.”","[MASK] respiró hondamente. —Ha estado usted a punto de cometer una terrible equivocación —dijo, mirándolo con severidad—. Que le sirva de escarmiento para no tomarse la justicia por su mano.","[MASK] derin bir soluk aldı. Karşısındaki adama sert sert bakarak, “Neredeyse korkunç bir suç işlemek üzereydin, ahbap,” dedi. “Bu sana ders olsun da öç almayı Tanrı’ya bırak.","[MASK] hít một hơi thở dài. “Anh xém chút nữa là phạm phải một tội ác khủng khiếp, người ơi,” cậu nói, nhìn y nghiêm khắc. “Hãy để việc này là một lời răn cho anh rằng đừng có tự tay trả thù.”"
['james vane'],"He went to his room and dressed. There was a wild recklessness of gaiety in his manner as he sat at table, but now and then a thrill of terror ran through him when he remembered that, pressed against the window of the conservatory, like a white handkerchief, he had seen the face of [MASK] watching him.","Fue a su habitación para vestirse. Cuando se sentó a la mesa, había en su actitud una extraña alegría temeraria, aunque, de cuando en cuando, le recorría un estremecimiento al recordar que, aplastado, como un pañuelo blanco, contra el cristal del invernadero, había visto el rostro de [MASK] que lo vigilaba.","Odasına çıkıp giysilerini değiştirdi. Sofraya oturduğunda dizginsiz, alabildiğine bir neşe içindeydi. Gelgelelim arada bir, limonluk penceresine bir beyaz mendil gibi yapışmış, [MASK]’in kendini gözleyen yüzünü görmüş olduğu aklına geldikçe, tepeden tırnağa dehşetle ürperiyordu.","Cậu vào phòng mình và thay đồ. Có một sự khinh suất phóng túng trong thái độ vui vẻ của cậu khi cậu ngồi bên bàn, nhưng thỉnh thoảng một cơn rùng mình kinh sợ lại chạy xuyên qua cậu khi cậu nhớ là, ép vào cửa sổ nhà kính, như một chiếc khăn tay trắng, cậu đã thấy cái mặt [MASK] nhìn cậu."
['dorian'],"[MASK] strolled along by his side. The keen aromatic air, the brown and red lights that glimmered in the wood, the hoarse cries of the beaters ringing out from time to time, and the sharp snaps of the guns that followed, fascinated him and filled him with a sense of delightful freedom. He was dominated by the carelessness of happiness, by the high indifference of joy.","[MASK] caminó a su lado. El aire intensamente aromático, los resplandores marrones y rojos que aparecían momentáneamente en el pinar, los gritos roncos de los ojeadores que resonaban de cuando en cuando y el ruido seco de las detonaciones que los seguían eran para él motivo de fascinación, y lo llenaban de un delicioso sentimiento de libertad. Le dominaba la despreocupación de la felicidad, la suprema indiferencia de la alegría.","[MASK] onun yanı sıra ağır ağır yürümeye başladı. Mis kokulu temiz, ayaz hava, korunun içinde parlayan kahverengi kırmızı ışıklar, kuşları kışkışlayan adamların durup durup çınlayan boğuk bağırışlarıyla bunları izleyen keskin tüfek sesleri onu adeta büyülüyor, içini tatlı bir özgürlük duyusuyla dolduruyordu. Mutluluğun verdiği kaygısızlık, sevincin uyandırdığı umursamazlık şimdi bütün öbür duygularından baskın çıkmıştı.","[MASK] dạo bước bên y. Không khí thơm ngát, ánh sáng đỏ và nâu le lói trong rừng, tiếng kêu khàn khàn của những người xua dã thú thỉnh thoảng lại vang lên, tiếng súng lách cách sắc nét theo sau, quyến rũ cậu, và khiến cậu ngập tràn cảm xúc tự do thích thú. Cậu bị chi phối hoàn toàn bởi niềm hạnh phúc bất cẩn, bởi niềm hân hoan bàng quang tột đỉnh."
"['sir geoffrey—', 'geoffrey', 'sir geoffrey']",“Good heavens! I have hit a beater!” exclaimed [MASK]. “What an ass the man was to get in front of the guns! Stop shooting there!” he called out at the top of his voice. “A man is hurt.”,—¡Cielo santo! ¡He alcanzado a un ojeador! —exclamó [MASK]. ¡Qué estupidez ponerse delante de las escopetas! ¡Dejen de disparar! —gritó con todas sus fuerzas—. Hay un herido.,"[MASK], “Aman Tanrım, kışkışçılardan birini vurdum!” diye bağırdı. “Ne salaklık! Tüfeklerin karşısında durulur mu?” Sonra sesinin var gücüyle, “Hey, oradakiler, ateşi kesin, adam vuruldu!” diye haykırmaya başladı.",“Trời ơi! Tôi bắn trúng một người xua thú rồi!” ngài [MASK] la lên. “Gã đần nào mà lại chui vào trước họng súng thế này! Đằng kia ngưng bắn đi!” ông ta hét to hết sức mình. “Có người bị thương.
['dorian'],"The elder man laughed. “The only horrible thing in the world is ennui, [MASK]. That is the one sin for which there is no forgiveness. But we are not likely to suffer from it unless these fellows keep chattering about this thing at dinner. I must tell them that the subject is to be tabooed. As for omens, there is no such thing as an omen. Destiny does not send us heralds. She is too wise or too cruel for that. Besides, what on earth could happen to you, [MASK]? You have everything in the world that a man can want. There is no one who would not be delighted to change places with you.”","Su amigo de más edad se echó a reír. —Lo único horrible en el mundo es el ennui, [MASK]. Ése es el único pecado que no tiene perdón. Pero no es probable que lo padezcamos, a no ser que nuestros amigos sigan hablando durante la cena de lo sucedido. He de decirles que es un tema tabú. En cuanto a presagios, no existe nada semejante. El destino no nos envía heraldos. Es demasiado prudente o demasiado cruel para eso. Además, ¿qué demonios podría sucederte? Tienes todo lo que un hombre puede desear. Cualquiera se cambiaría por ti.","Arkadaşı güldü. “Dünyada tek feci şey can sıkıntısıdır [MASK]. Hiç bağışlanmayan tek günah odur. Neyse, bizim bu felakete uğramamız olası değil, bu heriflerin sofrada da bu olayı ağızlarında çiğneyip durmaları dışında. Konunun tabu olduğunu onlara söyleyeyim bari. Uğursuzluk belirtisine gelince, yok böyle şey. Kaderin bizlere önceden haberci göndermek gibi bir huyu yoktur. Bunu yapmayacak kadar bilgedir o ya da acımasız: Hem zaten kuzum [MASK], ne gelebilir ki senin başına? İnsanın isteyebileceği her şeye sahipsin. Kim desen seve seve yer değiştirir seninle.","Người lớn hơn bật cười. “Thứ duy nhất khủng khiếp trên đời này là buồn chán, [MASK] à. Đó là một tội lỗi không được tha thứ. Nhưng chắc ta cũng không phải chịu đựng nó đâu, trừ phi những ông bạn ấy cứ bép xép về chuyện này ở bữa tối. Tôi phải dặn họ là chủ đề này bị cấm. Còn về điềm báo, không có cái thứ nào như một điềm báo cả. Số phận không gửi sứ giả đến cho ta. Về phần này, bà ấy quá khôn hoặc quá ác. Ngoài ra, liệu trên trần gian còn chuyện gì có thể xảy ra với cậu được, [MASK]? Cậu có mọi thứ mà con người có thể cần đến. Không một ai lại không vui lòng đổi chỗ với cậu.”"
['harry'],"“There is no one with whom I would not change places, [MASK]. Don’t laugh like that. I am telling you the truth. The wretched peasant who has just died is better off than I am. I have no terror of death. It is the coming of death that terrifies me. Its monstrous wings seem to wheel in the leaden air around me. Good heavens! don’t you see a man moving behind the trees there, watching me, waiting for me?”","—No hay nadie con quien yo no estaría dispuesto a cambiarme, [MASK]. No te rías así. Te estoy diciendo la verdad. Ese pobre campesino que acaba de morir es más afortunado que yo. No le tengo miedo a la muerte. Es su forma de llegar lo que me aterroriza. Sus alas monstruosas parecen girar en el aire plomizo a mi alrededor. ¡Dios del cielo! ¿No has visto a un hombre moviéndose detrás de aquellos árboles, un individuo que me vigila, que me está esperando?","“Ben de kim isterse onunla yer değiştiririm [MASK]. Gülmesene öyle. Biraz önce ölen o sefil köylünün bile durumu benden daha iyi. Ölümden korkum yok benim. Beni dehşete düşüren ölümün gelişidir. Ölümün o dev kanatları çevremizdeki şu kurşun gibi ağır havanın içinde kulaç atıyor sanki. Aman Tanrım! Şu ağaçların ardında bir adam var, görmüyor musun? Beni gözetliyor, yolumu bekliyor.","“Không có một ai mà tôi lại không muốn đổi chỗ với họ, [MASK]. Đừng cười như thế. Tôi đang nói sự thật với anh. Người nông dân cùng khổ vừa mới chết ấy cũng sung sướng hơn tôi. Tôi không sợ Cái chết. Chính sự tiếp cận của Cái chết mới làm tôi khiếp sợ. Đôi cánh khổng lồ của nó dường như đương lượn vòng trên không khí xám chì quanh tôi. Trời ơi! Anh có thấy một người đang di chuyển sau những cái cây đằng kia, theo dõi tôi, chờ đợi tôi không?”"
"['lord henry', 'henry']","[MASK] looked in the direction in which the trembling gloved hand was pointing. “Yes,” he said, smiling, “I see the gardener waiting for you. I suppose he wants to ask you what flowers you wish to have on the table to-night. How absurdly nervous you are, my dear fellow! You must come and see my doctor, when we get back to town.”","[MASK] miró en la dirección que señalaba la temblorosa mano enguantada. —Sí —dijo sonriendo—; veo un jardinero que te espera. Imagino que desea preguntarte qué flores quieres esta noche en la mesa. ¡Qué increíblemente nervioso estás, mi querido amigo! Has de ir a ver a mi médico cuando vuelvas a Londres.","[MASK] o titreyen, eldivenli elin imlediği yöne baktı. Gülümseyerek, “Evet,” diye karşılık verdi. “Bahçıvanın seni beklediğini görüyorum. Bu gece sofrada hangi çiçekleri istediğini sormak istiyor olsa gerek. Sinirlerin gülünç derecede gergin, yavrucuğum. Kente döndüğümüzde mutlaka git, benim doktoruma görün.","Huân tước [MASK] nhìn theo hướng mà bàn tay đeo găng run rẩy ấy đang chỉ. “Vâng,” y vừa cười vừa nói, “tôi thấy người làm vườn đang chờ cậu. Tôi cho là hắn cần hỏi cậu xem cậu muốn có những bông hoa nào trên bàn đêm nay. Sao mà cậu lại bất an một cách vô lý đến vậy, bạn ơi! Cậu phải đến gặp bác sỹ của tôi, khi ta quay về thành phố.”"
"['lord henry', 'henry', 'lord henry—', 'henry cười']",“How fond women are of doing dangerous things!” laughed [MASK]. “It is one of the qualities in them that I admire most. A woman will flirt with anybody in the world as long as other people are looking on.”,—¡Cuánto les gusta a las mujeres hacer cosas peligrosas! —rió [MASK]. Es una de las cualidades que más admiro en ellas. Una mujer puede coquetear con cualquiera con tal de que haya otras personas mirando.,"[MASK] gülerek, “Şu kadın milleti tehlikeli şeyleri nasıl da severler!” dedi. “Benim en hayran olduğum niteliklerinden biridir. Yeter ki herkesin gözü önünde olsun.",“Sao mà đàn bà ưa làm những việc nguy hiểm thế cơ chứ!” huân tước [MASK]. “Đó là một trong các phẩm chất ở họ mà tôi ngưỡng mộ nhất. Đàn bà sẽ đong đưa với bất cứ ai trên đời này chừng nào mà những người khác còn để ý đến.”
['dorian'],[MASK] started to his feet. A terrible hope fluttered past him. He clutched at it madly. “Where is the body?” he exclaimed. “Quick! I must see it at once.”,[MASK] se puso en pie. Una imposible esperanza le rozó con su ala y se agarró a ella con frenesí. —¿Dónde está el cadáver? —exclamó—. ¡Deprisa! He de verlo cuanto antes.,[MASK] yerinden fırlamıştı. Müthiş bir umut kanat çırparak yanından sıyırıp geçti. [MASK] deli gibi sarıldı bu umuda. “Ceset nerede?” diye haykırdı. “Çabuk! Hemen görmek istiyorum.,[MASK] đứng phắt dậy. Một hy vọng khủng khiếp dập dờn bay ngang qua cậu. Cậu điên cuồng chộp lấy nó. “Cái xác đâu rồi?” cậu la lên. “Nhanh! Tôi phải thấy nó ngay.”
"['lord henry', 'henry']","“There is no use your telling me that you are going to be good,” cried [MASK], dipping his white fingers into a red copper bowl filled with rose-water. “You are quite perfect. Pray, don’t change.”","—No me digas que vas a ser bueno —exclamó [MASK], sumergiendo los dedos en un cuenco de cobre rojo lleno de agua de rosas—. Eres absolutamente perfecto. Haz el favor de no cambiar.","[MASK], “İyi insan olacağım, deyip durmanın bir yararı yok,” diyerek o beyaz parmaklarını gülsuyu dolu bakır bir tasa batırdı. “Kusursuzsun sen. Kuzum, değişme.","""Cậu bảo tôi là cậu sẽ sống tử tế thì cũng chẳng ích gì,” huân tước [MASK] kêu lên, nhúng các ngón tay trắng vào một tô đồng đỏ đựng đầy nước hồng. “Cậu đã hoàn hảo lắm rồi. Xin đấy, đừng thay đổi."
