Single_ent,en_masked,en_masked_shuffled
['graham'],"Every time I told [MASK] something—about myself, about my family, about my experience of the world we shared—I was trying to occupy space in his head. I had ideas for the shape I should take in his imagination. I told him only what I wanted him to know and believe about me. But afterward, I’d sometimes feel ill, like I was glutted on sweetmeats and dizzy with wine. It seemed a reckless indulgence: to have the appetite to admit, for certain, what I was and was not.","and take space a wine. in him should told I’d shape appetite I wanted believe and have It my for sweetmeats head. his to the imagination. his feel to certain, world I ideas admit, reckless and what for myself, we ill, I to with [MASK] seemed But about occupy know I was dizzy time I trying afterward, about sometimes like glutted I indulgence: family, told Every I the the about what was was not. on only in him of had something—about experience shared—I to me. was my"
['fred'],"The great project of empire was to categorize: owned and owner, colonizer and colonized, évolué and barbarian, mine and yours. I inherited these taxonomies. This, I think, was the reason I played fuck-about-[MASK] with my ethnic identity as much as I could. “They” are still in charge and even when “they” are saying marginalized instead of mongoloid they are still acknowledging that we are an issue to be dealt with. When would it be my turn to hold the carrot and stick? My sister had grandiose chat about dismantling the carrot-stick complex altogether, but this manifested in being upset all the time, tweeting enthusiastically about debut authors of color who never seemed to publish second novels once the publicity cycle ended, and being underpaid.","dismantling identity it grandiose are still was being mongoloid the all mine This, the carrot are we chat évolué to about taxonomies. of When The owner, are reason could. “They” who of altogether, acknowledging of novels enthusiastically in hold owned colonizer that once my saying would fuck-about-[MASK] project to still debut these much colonized, never being I be instead they marginalized time, I was barbarian, with great the publish and played categorize: ethnic tweeting “they” and authors carrot-stick dealt and this second as stick? think, charge and the yours. as and in be ended, but upset to and issue cycle when turn seemed manifested had about to My even underpaid. I publicity my with. empire the and are complex an sister inherited color I"
['graham'],"Loyalty and obedience are fostered by stories. The Ministry and its satellites were staffed by people who believed they’d smoke one last jaunty cigarette in the eye of a gun. The truth was that we were shackled to the idea that the orders were good and the job was good. Keep calm is just another order like Shoot that man or Delete the rest. We carry on. Most of us would beg a bullet for kindness. [MASK], I think, was one of the few people I’d ever met who could face death with that defiant cigarette, and that was partly because he was a nervous smoker.","last we and rest. by he smoke gun. Delete and they’d was Shoot idea us [MASK], smoker. that just obedience because death who man believed and satellites people few were beg jaunty defiant order orders fostered truth that could ever for a nervous job are stories. a calm the the good. one was The people the Most of Loyalty kindness. was and I Ministry met would face staffed a The its one who another We good was to the that carry bullet the cigarette, of think, in that or were with was cigarette the of partly Keep by were I’d on. shackled is that eye like"
['gore'],"The wife—the widow—is at the front of the group. She is small, a bantam woman. Black hair. Brown skin, bright and clean. Cheeks vivid with last night’s tears. Her eyes are dry, and her lashes grow downward, giving her stare a strangely veiled effect. Her mouth is very beautiful, a color that [MASK] will remember and try to name for a long time afterward. She looks at him. It’s a look that puts him against the horizon: not insignificant, but like something that can be pressed up by thumb.","clean. to will and is of at a at that front Her giving remember last skin, for afterward. name woman. against the that but Cheeks very night’s be him. a Brown She Black up stare widow—is mouth that eyes pressed puts grow tears. wife—the like beautiful, Her color thumb. and not and [MASK] It’s can veiled a her vivid bright her is looks a him by effect. insignificant, The long group. lashes horizon: something the try She strangely are time dry, a with hair. the look bantam small, downward,"
['graham'],"I returned home in the New Year. Something had shifted in the narrow landscape of the house. The rooms felt connected where they had felt merely contiguous. [MASK] smiled at me sometimes, a vague confused smile as if I was a task he needed to complete but had forgotten the genesis of. One afternoon in the kitchen he took me by the shoulders and moved me so that he could get to the cups. He touched me so rarely that he might as well have wrapped my hair around his fist and cut it off with sewing scissors. I felt him on me all afternoon.","had had so was moved me it a smiled afternoon he scissors. I in the they rooms had wrapped confused in off took One [MASK] kitchen might could narrow fist a on me the by me the all contiguous. have home felt Year. New He at and complete sewing around shifted forgotten The I he that needed that connected my him of rarely but sometimes, I as shoulders if touched well landscape where returned to hair Something so house. me felt the as felt cups. to he afternoon. in with genesis merely and get the cut the task of. vague the his he smile me"
['adela'],"“It’s better that we continue to work closely with Eighteen-forty-seven,” [MASK] had said, “given that he seems likely to survive the year.”","continue that said, seems year.” better survive to “given Eighteen-forty-seven,” closely we work with he had that [MASK] the “It’s likely to"
['graham'],"At the crux of all the time-travel hypotheses was the question: How do you measure a person? [MASK] scored very high on spatial-reasoning tests and well on verbal-reasoning tests. He was, according to his psychoanalyst, dangerously repressed; but then again, according to the acclimatization examiners, he was gregarious and confident. He was the eldest of five children, after the death of his older brother at sea. He was an inch below average height, though in his own era he had been two inches above it. He had hazel eyes, a mass of curly dark hair, and a remarkable nose. He was thirty-seven years old and had been thirty-seven for nearly two hundred years. I expect, when you finish this account, that you will have a clear image of him, enough to pastiche and anticipate him. I’m glad of it. I need him to be alive to someone else.","old of hair, he children, for of to era examiners, his finish of repressed; that He years. of been according expect, At do glad an him, the a this be He above inches at hazel again, time-travel to and after it. on the his of the death on to tests He gregarious acclimatization was sea. it. and [MASK] then in been his older dark nose. else. hundred the inch psychoanalyst, crux mass was, own verbal-reasoning brother nearly alive I’m scored tests. person? the he had thirty-seven you a account, spatial-reasoning anticipate image very high question: to a well all according to had two I remarkable him He but will have five and average and you eldest him. the years How clear and I was curly eyes, He when was thirty-seven need of hypotheses was measure a height, you pastiche confident. below enough someone dangerously was had though two"
['graham'],"I had access to his file, as we say. To have access to a file on someone is a simultaneously erotic and deadening experience. When you study a person, as I studied [MASK], you enter a pornographic fugue state. All the things that should be intimate become molecular. Their body, which you have never touched, lies against the back of your eyelids every night. You begin to know them, except time always leaves you one moment behind, and so you have to know them more, more and more, chasing them through time, at the limit where their life meets their future, and you need to have it, 360 degrees of what they see and feel and sense, or else your file is incomplete. Who did they love, before you? What hurt them the most? What will cause the most useful harm?","and What know they a access the access as always Who except know at simultaneously Their and of you them is need fugue You their a touched, and file, things love, harm? have hurt and more and lies never to of the 360 and back where I that I be else What feel to to have leaves To the against most? most will them you? to limit see or them, more, experience. useful incomplete. your you pornographic When as a so more, one chasing [MASK], to them should cause eyelids you say. molecular. the it, degrees studied you through someone we deadening their you your body, file moment file the begin All meets future, become time, a erotic on person, time state. did life you study his is before intimate what have enter every night. sense, they behind, which have had"
['graham'],[MASK] and I were in the kitchen. He was flicking through a cookbook. There was a shelf of cookbooks in the kitchen. I had never used any of them.,through was cookbooks a was them. a in [MASK] and the flicking used kitchen. in There of any He kitchen. I cookbook. never of were had I shelf the
['margaret'],"[MASK] went to the cinema twice a week, religiously. She bounced around music venues looking for obsessions. She was probably London’s last avid reader of Time Out. She would often invite me along. Not always—[MASK] also liked to be a woman wafting through the city alone—she hadn’t had much opportunity to live unstructured time back in the seventeenth century. But we might go out together and see a riot grrrl punk band whose drummer she’d been texting; and then I, Ministry operative, would have to supervise them both at dinner ([MASK] had a mania for customizable pizzas with nonsense toppings); then [MASK] might see that the drummer and I were one barbed sentence away from a fight about politics, which she didn’t understand. She’d say her good nights and take me for a walk to point at neon signs and lavish window displays and bubble tea shops and demand playfully of me: How? But also: Why? She was work and play for me. I liked [MASK]. Being around her made me want to run across crosswalks without looking, that sort of thing, I found everything funnier than it was, et cetera.","et was supervise and [MASK] signs liked understand. found the a customizable grrrl for punk the and everything pizzas about see to band last Why? to of it music often her I [MASK]. then She back see and sort in through her that crosswalks a liked looking at without She century. thing, also: of point was which me time to might have had probably to that shops Ministry and week, But texting; me: would went mania Out. for of hadn’t ([MASK] Time much bubble for than window me a drummer and She fight from Not we reader to venues playfully opportunity bounced I, good toppings); woman been always—[MASK] also and I seventeenth along. and me religiously. run and wafting But take London’s sentence to were riot city one live looking, with across she me. cinema drummer might funnier together work say alone—she play away cetera. operative, invite didn’t go would was, a walk tea barbed nights lavish whose around out She’d displays demand nonsense obsessions. the a made How? them politics, at unstructured neon then I the [MASK] She she’d avid for around had twice both a want Being be dinner"
['margaret'],“ ‘UTI’?” asked [MASK]. “Forty-seven! Sit down! Stop rubbing at your temples with that malodorous expression.”,at that expression.” [MASK]. down! malodorous rubbing “Forty-seven! “ your temples asked Stop Sit with ‘UTI’?”
['graham'],"“Everyone is so cruel to me,” said [MASK], deadpan, “even though I’m very handsome and brave and I have never done anything wrong. Sixty-five, where are the rest of your clothes?”","are so brave “Everyone clothes?” I’m done me,” your [MASK], “even said is of and where anything Sixty-five, to and cruel I though very the deadpan, rest never wrong. handsome have"
['graham'],"At the bark of a man in epaulettes, the procession shifted, and I saw [MASK]—light glinting from the polished brim of his cap—standing to attention like a cat stretching for an upper shelf—his narrow hips and his faint smile—There he is—that magnificent topmast sail of a nose—There he is—I saw him in the highlights that the sun picked out—the sword at his waist, the shiny black shoes—There he is, there he is. I wish I could tell you how it felt to see him. He’d always lived inside me, years before I’d known him. I’d been trained to love him.","in upper is, cap—standing glinting shifted, waist, tell his he picked you He’d the I wish I sun the how to stretching at the it is—that I his a the always is—I cat trained is. he him. I’d a bark of for sword been him. he him love felt black saw could in like [MASK]—light an known procession of to years and hips from shelf—his see the nose—There the me, that shiny attention saw narrow highlights to before topmast there polished faint inside magnificent sail At smile—There he him. his and man a of lived I’d out—the brim shoes—There epaulettes,"
['graham'],"Over her shoulder, I could see [MASK] striding toward us, his face blank. A police officer jolted into his path and tried to stop him; he simply stepped around them. When he reached me, he clapped a hand on my shoulder and jerked me toward him.","striding he shoulder, A clapped his see jerked us, toward on jolted his officer stop my [MASK] Over blank. reached into to me around When he and me, them. he I him. hand stepped shoulder police simply him; a her path could tried and toward face"
['graham'],"I was the last person to speak to him before he was killed, and so I was questioned for hours at the discretion of the police and the Ministry. [MASK] was sent home under supervision.","was and the and he the questioned home the last was police before person I to supervision. hours under was [MASK] him for I killed, of discretion the was Ministry. speak so sent at to"
['graham'],"When I got home, I was curdling with exhaustion. I’d stress-sweated, and the sour smell had leaked through to my jacket. My stockings, apparently in sympathy with the rest of my mood, had laddered on both legs. I shut the front door, and [MASK] came out of the kitchen, chased by whiffs of slow-cooked tomato broth, garlic, and balsamic vinegar.","of I and tomato broth, came exhaustion. had with out on legs. kitchen, whiffs rest with I door, My home, leaked to of my apparently garlic, in was vinegar. the chased the by both sympathy I front curdling When smell stockings, sour I’d the laddered stress-sweated, and got slow-cooked the through jacket. and shut balsamic of my mood, [MASK] had"
['adela'],"[MASK]’s voice contracted on that last sentence. She wiped her gaze, concentrated in her one working eye, up and down my face, to see if I’d noticed, and continued, “Our first priority is protecting the expats and the time-door. The time-door has been moved to a secure location. I suggest you retake the physical aptitude assessment, and then we can work on your lateral-reasoning scores—”","your the and you we physical sentence. suggest has is lateral-reasoning noticed, and protecting voice time-door her been “Our to moved and up and contracted retake last that concentrated then location. the in assessment, She see her secure the I The priority first if scores—” face, working aptitude gaze, my down wiped to on on continued, expats eye, I’d work time-door. can one a [MASK]’s"
['graham'],"I didn’t even tease him for his supplement obsession. [MASK] was a supplement fiend: his obsession had been brought on by discovering what caused scurvy and how small and fun vitamin C gummies could be. I’d been living with him for months before I discovered his tendency toward small, charming, infuriating smiles was not only because he was a restrained, charming, infuriating man, but also because he was a bit self-conscious about a tooth he’d lost to scurvy, the replacement for which shone like a silver penny in a crematorium.","had infuriating in his scurvy, supplement tooth supplement him be. for a discovered I his gummies replacement [MASK] scurvy how what he man, for fiend: bit before toward small fun C smiles tease caused a with by a lost discovering self-conscious a the because about like him and silver he tendency a his infuriating obsession. charming, was which been vitamin living only shone brought for been also didn’t was penny a he’d to and not was even restrained, crematorium. I’d on obsession I but because small, could months was charming,"
['graham'],"He put on the radio to break the silence that had joined us at the dining table. A news announcer dryly described the Australian wildfires. I say “Australia” with cavalier non-specificity because most of the continent was on fire. [MASK] perked up when a journalist interviewed a citizen of Goulburn in New South Wales, who cussed out his prime minister with so many metaphors he sounded Homeric. Hundreds of people had been internally displaced by grass fires, and the air was poisoned with smoke. I pressed the points of my fork into my tongue and waited to hear what [MASK] would have to say about this new example of egregious weather.","who his sounded break hear journalist with Hundreds air announcer was news example of New wildfires. of cavalier radio pressed fork egregious had that smoke. with described would dining He to I the minister poisoned a waited on people [MASK] many Australian cussed say he a I what my this continent say of my to most points about “Australia” South was the Homeric. when the silence internally the so prime the have citizen displaced table. fire. A Wales, perked had dryly us by on of been new Goulburn with of joined the and tongue into non-specificity at out [MASK] up grass and to in because fires, interviewed put the metaphors weather."
['arthur'],"[MASK] was gentle, no matter how grotty my behavior. He had found out about Scrabble, and he sometimes brought his travel set along—my inner competitive bitch could stave off a black mood for half an hour or so.","for so. travel or along—my he out inner matter gentle, a bitch my mood He stave how and found half could hour about competitive Scrabble, grotty was sometimes black behavior. off an [MASK] no his had brought set"
['graham'],"He shifted. We were sitting at the kitchen table, alone for a brief quarter of an hour while [MASK] went down to the corner shop to buy more milk for the tea.","kitchen corner quarter for sitting for of table, the while shifted. hour tea. to milk an to shop the more He buy a We brief alone went [MASK] the were at down"
['margaret'],"One Saturday we ate an entire triple-layered box of chocolates in bed, watching The Simpsons on my laptop. [MASK] loved The Simpsons. She thought it was a much better cultural education than anything the Ministry could provide.","provide. could an bed, cultural loved chocolates The it of thought triple-layered ate She a was laptop. much on education my anything watching than we entire Ministry the box in Saturday better [MASK] The One Simpsons. Simpsons"
['margaret'],"When the Ministry had come through time to fetch her, they’d found [MASK] locked in a tiny attic room with a chamber pot and a nest of rags for bedding. She was in recovery from the bubonic plague. As far as they could tell, her sister-in-law had sent a scullery girl to deliver food to the door until she too was struck down with the pestilence. It wiped out the entire house but [MASK] in three days. [MASK], hungry and terrified, had tried to leave through the window, but the neighbors had thrown stones and broken bottles at her. Their house was a plague house, and none were suffered to leave it. She’d caught and eaten sparrows. She’d drunk rainwater. And then when she was given a second chance, she caught the sword and came up singing.","struck She tell, up a She’d she of drunk in it. none sister-in-law girl [MASK] time they’d leave at when and her. in come food until with came was room in recovery house [MASK], sparrows. nest the tried door were the chance, but window, and sword the out plague. given to broken Their but and had the with three sent house as She’d had rags and plague was a a house, through through rainwater. and her second neighbors terrified, to and tiny eaten bubonic for a pestilence. As bedding. to could bottles too fetch to far had a she Ministry leave thrown scullery down attic the It to found hungry And suffered caught was entire she the had a then [MASK] from caught the locked wiped stones chamber the was pot deliver days. her, they singing. When"
['graham'],"One early Saturday evening, when the sky looked like the underside of a sea-soaked barge and the cold was grimy and constant, [MASK] failed to make a cake. I heard him making domestic noises and the clack-thud of the oven. Half an hour later, he knocked on my door.","the clack-thud failed later, [MASK] cake. Half knocked to and hour the I of constant, oven. grimy domestic sky and looked sea-soaked One when him he the make underside barge the door. early an on making and was my heard of evening, a noises cold a Saturday like the"
['graham'],"When I was still a teenager, building my personality from the films and the books and the songs I later tried to give to [MASK], the chief monk of one of Cambodia’s largest wats announced that he could not rule out that the victims of the Khmer Rouge were not the final link in a chain of karmic cause and effect. If they had behaved with integrity in past lives, perhaps they would not have had to lie in mass graves at the end of this.","to not and I I karmic chief of When they wats Rouge to that in [MASK], he link graves rule If one from have a out victims my of tried not lie of perhaps mass the at in largest with lives, to were Cambodia’s later not past films the personality teenager, the announced the a could this. still final the and the songs and behaved had cause was had chain integrity they Khmer end the of building the give in effect. would books of monk that"
['adela'],"My email made a chiding noise. [MASK] was the originator, and she’d put me in blind copy. It was a short email. [MASK] had a real gift for cramming apoplexy into a couple of lines.","apoplexy and lines. cramming for My of originator, It the me in real into was email couple noise. put a email. had a a she’d short copy. [MASK] was [MASK] gift made chiding a blind"
['adela'],"The email told us that her death would be reported to the expats as a suicide. “This cannot be emphasized enough,” [MASK] had written, with a double underline.","expats had death with cannot be [MASK] enough,” The would underline. as that “This emphasized suicide. reported a us a double the told her be written, to email"
['arthur'],"[MASK] smiled and sat down beside me, stretching out his long legs. Twisting the signet ring on his finger—a tell as clarion as my skin biting—he murmured, “We didn’t know her as well as we would have liked. I wish we had.”","murmured, as we we on liked. had.” his legs. stretching down have [MASK] her beside me, skin tell Twisting well out as sat biting—he finger—a long didn’t and as smiled I wish the his ring “We clarion would as signet my know"
['arthur'],"I didn’t say anything, because there was nothing that I could say that wouldn’t have been a lie. I touched my knuckles to the back of [MASK]’s, and he took my hand in his.","lie. to [MASK]’s, the a was I my hand been back there could wouldn’t in touched his. I that knuckles nothing of took I and say anything, that say have didn’t he because my"
['graham'],"He said, “When I first arrived here, once I got over the shock, I thought I had entered a sort of purgatory. A second chance, you know. You can’t imagine what it was like to be a man of—of my persuasion, in my time. Now it seems I’ve got another go of it in an era that suits me better. But, you know, you can make yourself feel lonely and miserable and out of joint just by falling in love with someone who can’t or won’t love you back. Perhaps they’ll fix that in another two hundred years. Perhaps they’ll come and get us and that’s how we’ll know we’ve reached heaven. Are you and [MASK] lovers?”","how you Now imagine heaven. here, fix won’t You by “When it better. in make reached of feel back. I it in shock, they’ll love Perhaps it can’t I go lonely I Are [MASK] an second be falling lovers?” arrived my yourself like and someone miserable another over to Perhaps time. what know, who once of my me chance, I suits and and you us said, thought A with know two you purgatory. got get a of got and we’ll era and another years. know. out sort in in come seems was we’ve But, of—of the hundred that’s love they’ll can’t you that He just you can persuasion, that had joint or first I’ve entered a man"
['graham'],"We both turned to look at the door. [MASK] was standing there, pausing in the act of lighting a cigarette. I had no idea how much he’d heard.","standing there, look the I no cigarette. much at turned We had [MASK] a both idea lighting door. how pausing of in he’d act was to the heard."
['graham'],"[MASK] blew a plume of smoke at us. “I see,” he said. “I’ll be sure to keep a candle burning in the window for when you come home.”","see,” at smoke “I be a burning [MASK] plume home.” in you blew the a he window said. sure to of candle keep come when us. “I’ll for"
['anne spencer'],"[MASK] almost made it off those wards. After I read the email, an ancient and exuberant terror blazed through me. It was partly the terror that had grown in me alongside my very bones, knowing as I did that I only existed because my mother had outrun almost; I don’t know at what point you stop feeling the need to run, generation by generation, when you’re born after that.","It mother grown partly the my feeling that. point ancient made exuberant email, what terror knowing had generation outrun bones, me. the was that I need when After did terror and know only [MASK] my through it that an to in I almost blazed born stop run, very as don’t those read alongside I the at I had generation, wards. you off by me existed you’re because almost; after"
['anne spencer'],"I found half a dozen invoices for services to the system hardware in the weeks leading up to [MASK]’s death. Apparently it took a while for people to realize the poor woman had managed to make herself invisible to surveillance cameras, and they assumed the system was malfunctioning.","to managed had the [MASK]’s for while I assumed invoices half malfunctioning. to hardware realize a to to people system surveillance a dozen death. up in the make the to took cameras, found they weeks it Apparently poor for and was woman leading system invisible herself the services"
['adela'],"I emailed [MASK] and asked if we could meet for a “progress report,” a term so meaningless she wouldn’t be able to prep her evasion. As I cracked my nails on the keys, I thought how much easier it would be if I could just have a gun and a clear view of the Brigadier. The harder I kicked at it, the thicker the callus on my mind became. Yes, I thought, through a plaque of dead thoughts. If I had a gun, I could clean this all up.","of Yes, Brigadier. clean thoughts. I we and keys, I thought, kicked wouldn’t clear As this [MASK] thicker she gun could nails “progress I a my the if it, on for all and could The I much a If became. through just asked meaningless on a plaque my up. evasion. term the a a callus a the prep view at be I emailed her have I be had could would it cracked gun, the of if dead meet thought mind to easier I so I report,” harder able how"
['work'],"I organized drinks at a pub near to where I used to live, before the bridge year, and invited half a dozen of my closest pals. “Closest pals,” at this stage of the bridge year, was a bit of a proximity misnomer because I hadn’t seen most of them in months. As I often glumly texted them, [MASK]’s so busy.","of busy. I bit organized half [MASK]’s so hadn’t stage “Closest and year, glumly of the proximity used I I before a in to near seen closest where live, pals,” bridge my invited at texted of a often a year, pub a pals. at of bridge was I this drinks them, the As dozen to them most misnomer because months."
['graham'],"“[MASK]. We should get going,” I said, and reached out. I was drunk, of course. My palm cupped several warm square inches of his ribs, through his clothes. He looked down at me.","of I out. down He through We clothes. ribs, at My “[MASK]. several palm inches I drunk, square was course. his and me. of cupped warm looked reached going,” should said, get his"
['salese'],We said our goodbyes and ambled out into the street. It twinkled under the sodium papier-mâché of the streetlights’ cast. There were a few couriers drinking tea and eating supper from polystyrene boxes. I didn’t see them until we’d almost walked into them: the Brigadier and [MASK].,under them boxes. almost cast. street. them: said into drinking see until and polystyrene sodium papier-mâché our didn’t [MASK]. of walked streetlights’ the eating and we’d Brigadier twinkled into the few a supper tea There It were out the the ambled goodbyes We I couriers from and
['graham'],"I stopped short. My boots skidded on the pavement, and [MASK] grabbed my arm to steady me. I was shaking. He smoothed his hands between my shoulder blades.","smoothed I shoulder hands My [MASK] skidded arm on to the short. and me. was his stopped boots pavement, blades. my my steady between I shaking. grabbed He"
['graham'],"The device looked like a compass with pretensions to metal detection, and it projected a filmy white grid, on which flickered several symbols. It was, indubitably, the thing from [MASK]’s drawing—not a weapon after all, but some kind of monitoring device. I thought wonderful in a monotone. The ghost of a pickled onion rose in my gullet.","a device of and flickered looked a The metal in onion compass indubitably, like my projected several pickled a filmy I a the in [MASK]’s It rose pretensions The was, on a it detection, all, monitoring some thing device. gullet. kind but of monotone. from weapon grid, to ghost white drawing—not thought after which with symbols. wonderful"
['graham'],"I had never been on the back of a motorbike before, and I was not in a good place, mentally, for it to be my first time. Everything went too fast and was too loud. I sobbed every time [MASK] took a corner, the road rising up to threaten my knees. He sped through the city, running red lights.","a time too corner, running to knees. lights. be red the loud. of my my was and motorbike up first city, it [MASK] sobbed took fast was to mentally, and threaten I place, been every a sped through the good Everything had time. back He I in a road the on never rising went for before, I not too"
['gore'],"A couple of weeks after the shooting incident, [MASK] leads a small party of men and two officers from the ice-bound ship to land. They march across the pack ice for sixteen miles and reach Cape Felix.","of ice-bound after two Cape march sixteen for a reach Felix. officers incident, pack miles party men the across ship the the to of land. They ice and and weeks shooting from A [MASK] small leads couple"
['gore'],"The camp at Cape Felix is intended as a magnetic observatory and a base for hunting parties when daily sojourns from the ship in search of game are no longer practicable. The journey to and from the ships exhausts all but the most determined hunters, and one can recognize the most determined hunters by their disfigured faces. [MASK] isn’t sure what he looks like anymore and that suits him fine. Perhaps frostbite will take a half inch off his nose.","game Felix their is The in fine. determined recognize take magnetic the to daily sojourns longer and when [MASK] The hunting from most exhausts that and camp observatory are faces. and disfigured can from and one for no practicable. all parties him most but frostbite he search determined of his the Perhaps the a a half ship looks suits Cape ships nose. hunters, intended base at as sure journey will like what the anymore off a inch hunters isn’t by"
['adela'],"[MASK] was opening the top drawer of the bedside table. It was old, and it stuck. She coaxed it out with far more patience than I had ever seen her exhibit.","It had I out than it with bedside top more table. She stuck. it [MASK] drawer seen patience ever old, was her coaxed the and opening of exhibit. was far the"
['adela'],[MASK] nodded approvingly and took it back off me to settle it in the drawer. My thoughts fired sluggishly—electricity through ooze.,off through in settle it it fired to back [MASK] My the approvingly thoughts drawer. nodded me sluggishly—electricity took and ooze.
['adela'],"“Because I said so,” snapped [MASK], so quickly she can’t have intended to say it. She sucked her teeth and her strange face wobbled. “You need to rest,” she added, more neutrally.","say [MASK], teeth I to and rest,” She added, she it. sucked have she said “You so,” so need her quickly to wobbled. face snapped “Because can’t her strange more intended neutrally."
['graham'],"I slept deeply and briefly, a plunge pool of REM. I was not familiar with how people sleep after someone has tried to kill them, so I assumed this was within the bounds of normal. When I woke up, it was already the afternoon, and [MASK] was gone. The flat held his absence like a hole in the earth.","I the how the woke [MASK] pool gone. the I of and them, his hole was was sleep of REM. I up, a people earth. I was after plunge to tried kill not held like briefly, familiar assumed with someone in was slept deeply The flat When absence already afternoon, this within and a so normal. it has bounds"
['rogue male'],"He was sitting at the noisome kitchen table, staring at nothing. [MASK] was lying splayed and face down by the ashtray. The thing in my chest kicked again as I realized he must have grabbed it as we left our home. When I came in, he didn’t move anything but his gaze, which swung up like a whip.","ashtray. thing kitchen was came table, The noisome splayed like but it we as the in He lying have he the nothing. home. I he kicked staring must our and whip. gaze, in, move up face grabbed as I was anything down [MASK] by a chest left again his realized at my sitting didn’t which swung at When"
['graham'],"I gawped at him. I said, “[MASK]. Not to labor the point here. But I kissed you. Very enthusiastically. Is that not maybe the tiniest hint about what I wanted?”","“[MASK]. labor Not gawped here. not I Is I Very about what you. maybe him. wanted?” I kissed hint that enthusiastically. tiniest I the to But at point the said,"
['sarah'],"He frowned at me. At length he said, “[MASK]. Please don’t feel the need to offer me the names of any of your ghosts. I don’t want to know.”","length he at don’t want offer names to Please the the me. don’t feel “[MASK]. any know.” frowned said, need to your I At me of He of ghosts."
['adela'],"[MASK] was sitting at her desk, hands stacked. She was so neatly posed that I found myself wondering what meme she was referencing. She didn’t look at me, but through me. Instead of her usual abrasion, she spoke with cool diffidence. She acted like I was an ex she hadn’t seen in a very long time, one engaged to a much younger woman.","spoke She hands time, younger meme was abrasion, much at look was didn’t of I a long was desk, wondering myself her acted woman. a referencing. neatly that seen she hadn’t so in like but she to diffidence. stacked. very she through Instead at cool posed She an was me. sitting one usual [MASK] found She I engaged what me, with ex her"
['adela'],"The time-door, explained [MASK], supported a limited number of what the Brigadier called “free travelers.” That was why the Ministry lost two of the seven original expats—there wasn’t enough capacity for them to be moved through time, it was like they’d tried to breathe through oxygen masks after other people had depleted the tank. But it was possible to make a space in the door—refill the tank, as it were—by taking a free traveler “out of time,” viz, killing them.","capacity a they’d “out [MASK], them. taking the the masks supported to called explained through Brigadier were—by tank, limited in expats—there killing them be as the enough space moved time, lost why tank. That tried The “free was number it the wasn’t viz, it possible of people door—refill of free to the what oxygen original like was time-door, time,” Ministry a traveler the to But seven other two for breathe after had of depleted it travelers.” a was through make"
['adela'],"This was a macabre joke, and even [MASK] seemed to sense that. She lifted her hand self-consciously to her eye patch. I stared at her slender hand, its narrow ropes of vein. Her hand looked older than her face—around a decade older, in fact. She noticed me noticing.","[MASK] I She ropes of noticed macabre even in hand, me lifted joke, decade her at fact. looked noticing. This her a face—around slender that. vein. a She older hand hand its to stared was self-consciously eye her than older, sense to her patch. seemed Her and narrow"
['graham'],"A Ministry car took me back to my new, horrid home. I heard [MASK] call, “What are your orders?” before I’d even taken off my coat. I scrubbed at my face, pushed to fidget by his rare urgency.","before off call, his orders?” me coat. home. new, your by rare fidget to are pushed scrubbed my A to face, [MASK] my I Ministry car I I’d horrid taken at back took urgency. “What heard even my"
['graham'],"“Yeah. I’m taking a firearms refresher course. They know, [MASK]. They’ve known all along. They were trying to keep an eye on him.”","keep trying an him.” [MASK]. refresher known to all a know, “Yeah. firearms They eye along. on taking I’m They course. were They’ve"
['aye'],"“[MASK], my hand’s not oft on such small pieces. Perchance thou art more familiar with the size. I ought to ask your bridge.”","ask not my familiar to oft art “[MASK], pieces. ought small with your bridge.” on hand’s the size. more thou Perchance I such"
['adela'],"“Yes, ma’am,” I said, for want of anything else to say. [MASK] nodded, her stare landing between the three of us. Then she muttered something approximating a “good day” and stalked out.","“good approximating say. for stalked and Then to landing us. else day” ma’am,” between [MASK] I stare “Yes, muttered a something anything of her three she nodded, want of said, the out."
['graham'],"But for the most part, [MASK] and I were locked in together. The state of emergency that sealed our doors also had the effect of truncating our thoughts and plaiting us together with an intensity I’d never before experienced. All we had was each other and the rooms we had each other in.","plaiting for was we rooms the locked and in. each of All the us part, and also our together But I’d our never had other experienced. I doors intensity with emergency truncating we had other were the together. The [MASK] thoughts and most that sealed before an in each of had state effect"
['graham'],"All this unfolded in what I now know to call our last weeks. Within the action of this story, these memories mean little. After the first time [MASK] and I went to bed together, they are symbolically all of a piece. I could have written to you without including them; after all, the things that happen between lovers are lost to the work of history anyway. But I wrote it down because I need you to bear witness to it. He was here, by and with and in my body. He lives in me like trauma does. If you ever fall in love, you’ll be a person who was in love for the rest of your life.","this a last I things bed now body. He including all After lovers of to wrote the these I it you If action of He the because it. to does. I me my memories I to for have bear in you written unfolded are mean all, ever to lost love lives to rest trauma went [MASK] witness know who you’ll our the your love, little. But to symbolically them; you All like work what in call are person life. fall and happen anyway. after of between in was together, by a with time be in need story, was this and history of Within the weeks. that piece. they here, without the I down and first in could"
