Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['dios—dijo', 'mr lorry', 'mr', 'dios—dijo lorry', 'lorry']",matsobana,0,0.24,incorrect,jesus,0,0.13,incorrect,david oyedepo,0,0.43,incorrect,iya mi,0,0.25,incorrect,matome,0,0.29,incorrect,god,0,0.31,incorrect,te ariki,0,0.25,incorrect,te atua,0,0.13,incorrect,gaarnr,0,0.36,incorrect,gnnesh,0,0.12,incorrect,andriamanitra,0,0.28,incorrect,andriamanitra,0,0.28,incorrect,jesus,0,0.13,incorrect,iya mi,0,0.25,incorrect,god,0,0.31,incorrect,te atua,0,0.13,incorrect,gnnesh,0,0.12,incorrect,andriamanitra,0,0.28,incorrect
"['lucía', 'lucie']",charles dickens,0,0.3,incorrect,paris,0,0.2,incorrect,john muir,0,0.29,incorrect,thomas edison,0,0.11,incorrect,charles dickens,0,0.3,incorrect,matante,0,0.17,incorrect,te rangi-haapakanga,0,0.17,incorrect,te ariki,0,0.15,incorrect,bigbs,0,0.2,incorrect,baanhi,0,0.18,incorrect,andriamanelo,0,0.24,incorrect,antananarivo,0,0.12,incorrect,paris,0,0.2,incorrect,thomas edison,0,0.11,incorrect,matante,0,0.17,incorrect,te ariki,0,0.15,incorrect,baanhi,0,0.18,incorrect,antananarivo,0,0.12,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",matante batho pele,0,0.44,incorrect,matante,0,0.62,incorrect,victoria's secret,0,0.45,incorrect,charles dickens,0,0.34,incorrect,matlhare,0,0.57,incorrect,matante,0,0.62,incorrect,te arikinui ariiriki,0,0.29,incorrect,te ariki,0,0.4,incorrect,shashi tharoor,0,0.36,incorrect,bibiisii,0,0.14,incorrect,antananarivo,0,0.32,incorrect,marco polo,0,0.27,incorrect,matante,0,0.62,incorrect,charles dickens,0,0.34,incorrect,matante,0,0.62,incorrect,te ariki,0,0.4,incorrect,bibiisii,0,0.14,incorrect,marco polo,0,0.27,incorrect
"['lucía', 'lucie']",matlhare,0,0.31,incorrect,lebohang,0,0.31,incorrect,yemisi,0,0.18,incorrect,bi kigbe,0,0.31,incorrect,thando,0,0.18,incorrect,thando,0,0.18,incorrect,teuruarii,0,0.29,incorrect,te ariki,0,0.15,incorrect,cikrlni,0,0.33,incorrect,gita,0,0.44,incorrect,andriamanelo,0,0.24,incorrect,andriamanitra,0,0.22,incorrect,lebohang,0,0.31,incorrect,bi kigbe,0,0.31,incorrect,thando,0,0.18,incorrect,te ariki,0,0.15,incorrect,gita,0,0.44,incorrect,andriamanitra,0,0.22,incorrect
"['lucía', 'lucie']",john muir,0,0.29,incorrect,lesego,0,0.36,incorrect,john d. rockefeller,0,0.17,incorrect,thomas,0,0.18,incorrect,samora machel,0,0.22,incorrect,lebogang mojapelo,0,0.18,incorrect,charles,0,0.33,incorrect,queen victoria,0,0.42,incorrect,big beth,0,0.31,incorrect,gelni,0,0.4,incorrect,paul gauguin,0,0.35,incorrect,paris,0,0.2,incorrect,lesego,0,0.36,incorrect,thomas,0,0.18,incorrect,lebogang mojapelo,0,0.18,incorrect,queen victoria,0,0.42,incorrect,gelni,0,0.4,incorrect,paris,0,0.2,incorrect
"['lucía', 'lucie']",john sawyer,0,0.12,incorrect,ha e e-ba,0,0.14,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,madame defarge,0,0.11,incorrect,charlotte corday,0,0.29,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect,beljiyn,0,0.33,incorrect,brph,0,0.0,incorrect,jacques-rene hebert,0,0.17,incorrect,robespierre,0,0.25,incorrect,ha e e-ba,0,0.14,incorrect,paris,0,0.2,incorrect,charlotte corday,0,0.29,incorrect,paris,0,0.2,incorrect,brph,0,0.0,incorrect,robespierre,0,0.25,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",david,0,0.4,incorrect,lebego,0,0.33,incorrect,oloye oladapo obafemi kanyo,0,0.3,incorrect,aggrey,0,0.46,incorrect,matante,0,0.62,incorrect,matante,0,0.62,incorrect,te fatu,0,0.43,incorrect,te ariki,0,0.4,incorrect,jenaa,0,0.55,incorrect,uzzor,0,0.36,incorrect,john,0,0.2,incorrect,andriamahazo,0,0.47,incorrect,lebego,0,0.33,incorrect,aggrey,0,0.46,incorrect,matante,0,0.62,incorrect,te ariki,0,0.4,incorrect,uzzor,0,0.36,incorrect,andriamahazo,0,0.47,incorrect
"['carlos', 'charles']",matete,0,0.31,incorrect,free state,0,0.35,incorrect,jesus,0,0.33,incorrect,oluwa,0,0.18,incorrect,thomas,0,0.46,incorrect,go love,0,0.31,incorrect,te ariki,0,0.29,incorrect,te ariki,0,0.29,incorrect,baajiil,0,0.31,incorrect,bjaul,0,0.36,incorrect,antananarivo,0,0.33,incorrect,jesus,0,0.33,incorrect,free state,0,0.35,incorrect,oluwa,0,0.18,incorrect,go love,0,0.31,incorrect,te ariki,0,0.29,incorrect,bjaul,0,0.36,incorrect,jesus,0,0.33,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",lebowa,0,0.33,incorrect,lekoa,0,0.36,incorrect,marie antoinette,0,0.4,incorrect,robespierre,0,0.35,incorrect,matric,0,0.33,incorrect,mathibelle,0,0.35,incorrect,charles,1,1.0,correct,te henua 'ava,0,0.37,incorrect,ddiieleph',0,0.24,incorrect,big bildding,0,0.24,incorrect,robespierre,0,0.35,incorrect,robespierre,0,0.35,incorrect,lekoa,0,0.36,incorrect,robespierre,0,0.35,incorrect,mathibelle,0,0.35,incorrect,te henua 'ava,0,0.37,incorrect,big bildding,0,0.24,incorrect,robespierre,0,0.35,incorrect
"['dr manette', 'dr', 'manette', 'mane']",matante batho,0,0.5,incorrect,ngaka,0,0.22,incorrect,abraham,0,0.24,incorrect,dr. bello,0,0.42,incorrect,sechele i,0,0.25,incorrect,boikanyo,0,0.33,incorrect,charles,0,0.36,incorrect,te hapu oneone,0,0.42,incorrect,paracelsus,0,0.3,incorrect,ddonkttr gelaah,0,0.4,incorrect,joseph,0,0.2,incorrect,joseph,0,0.2,incorrect,ngaka,0,0.22,incorrect,dr. bello,0,0.42,incorrect,boikanyo,0,0.33,incorrect,te hapu oneone,0,0.42,incorrect,ddonkttr gelaah,0,0.4,incorrect,joseph,0,0.2,incorrect
"['miss pross', 'pross', 'miss']",matsobola,0,0.32,incorrect,matete,0,0.2,incorrect,oliver twist,0,0.27,incorrect,john the baptist,0,0.23,incorrect,matlou,0,0.25,incorrect,david sebotsane,0,0.32,incorrect,te ariki,0,0.22,incorrect,charles,0,0.33,incorrect,jenaa,0,0.0,incorrect,jenaa,0,0.0,incorrect,andriamanelo,0,0.24,incorrect,andriamanelo,0,0.24,incorrect,matete,0,0.2,incorrect,john the baptist,0,0.23,incorrect,david sebotsane,0,0.32,incorrect,charles,0,0.33,incorrect,jenaa,0,0.0,incorrect,andriamanelo,0,0.24,incorrect
"['lucía', 'lucie']",paris,0,0.2,incorrect,paris,0,0.2,incorrect,marie antoinette,0,0.19,incorrect,marie antoinette,0,0.19,incorrect,elizabeth ellen fa,0,0.26,incorrect,matric,0,0.18,incorrect,paris,0,0.2,incorrect,edith,0,0.2,incorrect,naapoliyn,0,0.29,incorrect,peris,0,0.2,incorrect,paris,0,0.2,incorrect,charles de gaulle,0,0.27,incorrect,paris,0,0.2,incorrect,marie antoinette,0,0.19,incorrect,matric,0,0.18,incorrect,edith,0,0.2,incorrect,peris,0,0.2,incorrect,charles de gaulle,0,0.27,incorrect
"['manette', 'mane']",charles,0,0.36,incorrect,matante,0,0.73,correct,joseph lister,0,0.3,incorrect,dr. bello,0,0.15,incorrect,thomas,0,0.4,incorrect,yusuf dadoo,0,0.13,incorrect,te ariki,0,0.27,incorrect,te hapara,0,0.25,incorrect,dr. singh,0,0.15,incorrect,ddonkttr,0,0.4,incorrect,josephine baker,0,0.27,incorrect,andriamanelo,0,0.5,incorrect,matante,0,0.73,correct,dr. bello,0,0.15,incorrect,yusuf dadoo,0,0.13,incorrect,te hapara,0,0.25,incorrect,ddonkttr,0,0.4,incorrect,andriamanelo,0,0.5,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",matante,0,0.73,correct,thabo,0,0.36,incorrect,olumide idoko,0,0.42,incorrect,adeniji adele,0,0.4,incorrect,dr. mokgadi makgala,0,0.36,incorrect,matlou,0,0.46,incorrect,te ariki,0,0.29,incorrect,te ariki,0,0.29,incorrect,john hunter,0,0.4,incorrect,ddonkttr kaalhi,0,0.48,incorrect,joseph,0,0.2,incorrect,jesus,0,0.22,incorrect,thabo,0,0.36,incorrect,adeniji adele,0,0.4,incorrect,matlou,0,0.46,incorrect,te ariki,0,0.29,incorrect,ddonkttr kaalhi,0,0.48,incorrect,jesus,0,0.22,incorrect
"['lucía', 'luci', 'lucie']",soho,0,0.0,incorrect,matete,0,0.18,incorrect,david bowie,0,0.25,incorrect,london,0,0.2,incorrect,pharisees,0,0.29,incorrect,pharolong,0,0.15,incorrect,manhattan,0,0.14,incorrect,ma,0,0.29,incorrect,shanti,0,0.2,incorrect,gumbaa,0,0.36,incorrect,antananarivo,0,0.12,incorrect,paris,0,0.22,incorrect,matete,0,0.18,incorrect,london,0,0.2,incorrect,pharolong,0,0.15,incorrect,ma,0,0.29,incorrect,gumbaa,0,0.36,incorrect,paris,0,0.22,incorrect
['carton'],david,0,0.18,incorrect,abraham,0,0.31,incorrect,john proctor,0,0.33,incorrect,john paul ii,0,0.22,incorrect,thabo maseko,0,0.22,incorrect,jesus christ,0,0.33,incorrect,marie antoinette,0,0.45,incorrect,penhaligon,0,0.38,incorrect,ddonlphin,0,0.27,incorrect,big' brdr,0,0.13,incorrect,antananarivo,0,0.33,incorrect,antananarivo,0,0.33,incorrect,abraham,0,0.31,incorrect,john paul ii,0,0.22,incorrect,jesus christ,0,0.33,incorrect,penhaligon,0,0.38,incorrect,big' brdr,0,0.13,incorrect,antananarivo,0,0.33,incorrect
"['evrémonde', 'evrémond', 'yurttaş', 'yurttaş evremonde', 'evremonde']",david livingstone,0,0.35,incorrect,god,0,0.36,incorrect,abuja,0,0.33,incorrect,thomas paine,0,0.41,incorrect,david livingstone,0,0.35,incorrect,rehabe,0,0.4,incorrect,charles darwin,0,0.32,incorrect,te ahi-kano,0,0.22,incorrect,gaandhii,0,0.25,incorrect,birsaa,0,0.31,incorrect,avignon,0,0.4,incorrect,vaticana,0,0.27,incorrect,god,0,0.36,incorrect,thomas paine,0,0.41,incorrect,rehabe,0,0.4,incorrect,te ahi-kano,0,0.22,incorrect,birsaa,0,0.31,incorrect,vaticana,0,0.27,incorrect
"['mauricio lorry', 'mauricio', 'jarvis', 'jarvis lorry', 'lorry']","kelebogile ""bang bang"" molapo",0,0.2,incorrect,rehaboliki,0,0.33,incorrect,charles ponzi,0,0.4,incorrect,banker,0,0.33,incorrect,joe slovo,0,0.38,incorrect,matome,0,0.43,incorrect,peretane,0,0.15,incorrect,peretane,0,0.15,incorrect,bainkr,0,0.33,incorrect,ganesh,0,0.33,incorrect,bank of england,0,0.28,incorrect,bank of england,0,0.28,incorrect,rehaboliki,0,0.33,incorrect,banker,0,0.33,incorrect,matome,0,0.43,incorrect,peretane,0,0.15,incorrect,ganesh,0,0.33,incorrect,bank of england,0,0.28,incorrect
"['miss pross', 'pross', 'miss']",paris,0,0.6,incorrect,matante batho,0,0.26,incorrect,john f. kennedy,0,0.1,incorrect,john f. kennedy,0,0.1,incorrect,phobya,0,0.36,incorrect,jan smuts,0,0.32,incorrect,te hapu,0,0.24,incorrect,te arikinui tuimalealiifano,0,0.16,incorrect,ddelii,0,0.2,incorrect,riksaa,0,0.4,incorrect,antananarivo,0,0.24,incorrect,abdou diouf,0,0.19,incorrect,matante batho,0,0.26,incorrect,john f. kennedy,0,0.1,incorrect,jan smuts,0,0.32,incorrect,te arikinui tuimalealiifano,0,0.16,incorrect,riksaa,0,0.4,incorrect,abdou diouf,0,0.19,incorrect
"['miss pross', 'pross', 'miss']",matante,0,0.18,incorrect,matlou,0,0.25,incorrect,enid blyton,0,0.29,incorrect,beatrix potter,0,0.33,incorrect,sejeremane,0,0.2,incorrect,paris,0,0.6,incorrect,jean de la fontaine,0,0.14,incorrect,jesus,0,0.44,incorrect,big beth,0,0.22,incorrect,lord mountbatten,0,0.19,incorrect,queen,0,0.0,incorrect,british,0,0.36,incorrect,matlou,0,0.25,incorrect,beatrix potter,0,0.33,incorrect,paris,0,0.6,incorrect,jesus,0,0.44,incorrect,lord mountbatten,0,0.19,incorrect,british,0,0.36,incorrect
"['miss pross', 'pross', 'miss']",abdulhakim,0,0.14,incorrect,matante,0,0.18,incorrect,john proctor,0,0.36,incorrect,job,0,0.25,incorrect,thabo makgoba,0,0.17,incorrect,matlou,0,0.25,incorrect,te ariki,0,0.22,incorrect,te arikinui ariiriki,0,0.2,incorrect,bibiisii,0,0.33,incorrect,gulshn,0,0.2,incorrect,andriamahazo,0,0.24,incorrect,paulo freire,0,0.24,incorrect,matante,0,0.18,incorrect,job,0,0.25,incorrect,matlou,0,0.25,incorrect,te arikinui ariiriki,0,0.2,incorrect,gulshn,0,0.2,incorrect,paulo freire,0,0.24,incorrect
